KlasseSchlagwort_Nr;Klasse_ID;Schlagwort_ID;Klassifikationssystem_ID
84;AAA025c003;AAB292s001;pc-5.0
85;AAA025c003;AAB609s001;pc-5.0
86;AAA025c003;AAN374s001;pc-5.0
87;AAA025c003;AAN375s001;pc-5.0
88;AAA026c013;AAA054s001;pc-5.0
89;AAA026c013;AAB646s001;pc-5.0
90;AAA026c013;AAN376s001;pc-5.0
91;AAA026c013;AAN526s001;pc-5.0
92;AAA026c013;AAN528s001;pc-5.0
93;AAA026c013;EAK513s001;pc-5.0
94;AAA027c019;AAA030s001;pc-5.0
95;AAA027c019;AAA055s001;pc-5.0
96;AAA027c019;AAA056s001;pc-5.0
97;AAA027c019;AAA057s001;pc-5.0
98;AAA027c019;AAA058s001;pc-5.0
99;AAA027c019;AAA059s001;pc-5.0
100;AAA027c019;AAA060s001;pc-5.0
101;AAA027c019;AAA061s001;pc-5.0
102;AAA027c019;AAA062s001;pc-5.0
103;AAA027c019;AAB463s001;pc-5.0
104;AAA027c019;AAB464s001;pc-5.0
105;AAA027c019;AAB465s001;pc-5.0
106;AAA027c019;AAB466s001;pc-5.0
107;AAA027c019;AAB467s001;pc-5.0
108;AAA027c019;AAN377s001;pc-5.0
109;AAA027c019;AAN378s001;pc-5.0
110;AAA027c019;AAN379s001;pc-5.0
111;AAA027c019;AAN380s001;pc-5.0
112;AAA027c019;AAN381s001;pc-5.0
113;AAA027c019;AAN382s001;pc-5.0
114;AAA028c010;AAA063s001;pc-5.0
115;AAA028c010;AAA064s001;pc-5.0
116;AAA028c010;AAA065s001;pc-5.0
117;AAA028c010;AAA066s001;pc-5.0
118;AAA028c010;AAA067s001;pc-5.0
119;AAA028c010;AAA336s001;pc-5.0
120;AAA028c010;AAB468s001;pc-5.0
121;AAA028c010;AAB469s001;pc-5.0
122;AAA028c010;AAB470s001;pc-5.0
123;AAA028c010;AAB471s001;pc-5.0
124;AAA028c010;AAB472s001;pc-5.0
125;AAA028c010;AAN383s001;pc-5.0
126;AAA028c010;AAN384s001;pc-5.0
127;AAA028c010;AAN385s001;pc-5.0
128;AAA028c010;AAN386s001;pc-5.0
129;AAA028c010;AAN527s001;pc-5.0
130;AAA031c098;AAA070s001;pc-5.0
131;AAA031c098;AAA071s001;pc-5.0
132;AAA031c098;AAA072s001;pc-5.0
133;AAA031c098;AAB474s001;pc-5.0
134;AAA031c098;AAB475s001;pc-5.0
135;AAA031c098;AAB476s001;pc-5.0
136;AAA031c098;AAC177s001;pc-5.0
137;AAA031c098;AAC178s001;pc-5.0
138;AAA031c098;AAN388s001;pc-5.0
139;AAA031c098;AAN389s001;pc-5.0
140;AAA031c098;AAN390s001;pc-5.0
141;AAA031c098;AAN392s001;pc-5.0
142;AAA031c098;AAN394s001;pc-5.0
143;AAA031c098;AAN395s001;pc-5.0
144;AAA031c098;AAN397s001;pc-5.0
145;AAA031c098;AAN398s001;pc-5.0
146;AAA032c025;AAA033s001;pc-5.0
147;AAA032c025;AAA073s001;pc-5.0
148;AAA032c025;AAA074s001;pc-5.0
149;AAA032c025;AAB211s001;pc-5.0
150;AAA032c025;AAB488s001;pc-5.0
151;AAA032c025;AAB489s001;pc-5.0
152;AAA033c002;AAA075s001;pc-5.0
153;AAA034c003;AAA076s001;pc-5.0
154;AAA035c002;AAA077s001;pc-5.0
155;AAA035c002;AAA078s001;pc-5.0
156;AAA035c002;AAB663s001;pc-5.0
157;AAA035c002;AAB664s001;pc-5.0
158;AAA036c064;AAA031s001;pc-5.0
159;AAA036c064;AAA033s001;pc-5.0
160;AAA036c064;AAA079s001;pc-5.0
161;AAA036c064;AAB211s001;pc-5.0
162;AAA036c064;AAB212s001;pc-5.0
163;AAA036c064;AAB514s001;pc-5.0
164;AAA037c003;AAA070s001;pc-5.0
165;AAA037c003;AAA080s001;pc-5.0
166;AAA037c003;AAB476s001;pc-5.0
167;AAA037c003;AAB538s001;pc-5.0
168;AAA038c003;AAA081s001;pc-5.0
169;AAA038c003;AAB574s001;pc-5.0
170;AAA038c003;AAE043s001;pc-5.0
171;AAA038c003;AAE071s001;pc-5.0
172;AAA111c002;AAA254s001;pc-5.0
173;AAA111c002;AAA255s001;pc-5.0
174;AAA111c002;AAB613s001;pc-5.0
175;AAA111c002;AAB661s001;pc-5.0
176;AAA111c002;AAE043s001;pc-5.0
177;AAA111c002;AAE069s001;pc-5.0
178;AAA112c003;AAA256s001;pc-5.0
179;AAA112c003;AAB650s001;pc-5.0
180;AAA112c003;AAE043s001;pc-5.0
181;AAA112c003;AAE068s001;pc-5.0
182;AAA112c003;AAE069s001;pc-5.0
183;AAA113c003;AAA264s001;pc-5.0
184;AAA113c003;AAB612s001;pc-5.0
185;AAA113c003;AAE043s001;pc-5.0
186;AAA113c003;AAE069s001;pc-5.0
187;AAA114c003;AAA257s001;pc-5.0
188;AAA114c003;AAB648s001;pc-5.0
189;AAA114c003;AAE043s001;pc-5.0
190;AAA114c003;AAE068s001;pc-5.0
191;AAA114c003;AAE069s001;pc-5.0
192;AAA115c003;AAA258s001;pc-5.0
193;AAA115c003;AAB647s001;pc-5.0
194;AAA115c003;AAE043s001;pc-5.0
195;AAA115c003;AAE068s001;pc-5.0
196;AAA115c003;AAE069s001;pc-5.0
197;AAA116c003;AAA259s001;pc-5.0
198;AAA116c003;AAB558s001;pc-5.0
199;AAA116c003;AAE043s001;pc-5.0
200;AAA116c003;AAE069s001;pc-5.0
201;AAA117c003;AAA260s001;pc-5.0
202;AAA117c003;AAB601s001;pc-5.0
203;AAA117c003;AAE043s001;pc-5.0
204;AAA117c003;AAE069s001;pc-5.0
205;AAA119c003;AAA261s001;pc-5.0
206;AAA119c003;AAA262s001;pc-5.0
207;AAA119c003;AAA287s001;pc-5.0
208;AAA119c003;AAA288s001;pc-5.0
209;AAA119c003;AAB320s001;pc-5.0
210;AAA119c003;AAB321s001;pc-5.0
211;AAA119c003;AAB614s001;pc-5.0
212;AAA119c003;AAB630s001;pc-5.0
213;AAA119c003;AAE043s001;pc-5.0
214;AAA120c003;AAA261s001;pc-5.0
215;AAA120c003;AAA289s001;pc-5.0
216;AAA120c003;AAA296s001;pc-5.0
217;AAA120c003;AAA297s001;pc-5.0
218;AAA120c003;AAA557s001;pc-5.0
219;AAA120c003;AAB596s001;pc-5.0
220;AAA120c003;AAB630s001;pc-5.0
221;AAA120c003;AAB665s001;pc-5.0
222;AAA120c003;AAB666s001;pc-5.0
223;AAA120c003;AAB667s001;pc-5.0
224;AAA120c003;AAE043s001;pc-5.0
225;AAA120c003;AAG033s001;pc-5.0
226;AAA121c003;AAA265s001;pc-5.0
227;AAA121c003;AAB676s001;pc-5.0
228;AAA121c003;AAE043s001;pc-5.0
229;AAA121c003;AAF265s001;pc-5.0
230;AAA121c003;AAF266s001;pc-5.0
231;AAA122c003;AAA263s001;pc-5.0
232;AAA122c003;AAB571s001;pc-5.0
233;AAA122c003;AAE043s001;pc-5.0
234;AAA122c003;AAF259s001;pc-5.0
235;AAA123c002;AAA266s001;pc-5.0
236;AAA123c002;AAB740s001;pc-5.0
237;AAA123c002;AAE043s001;pc-5.0
238;AAA124c002;AAA267s001;pc-5.0
239;AAA124c002;AAB540s001;pc-5.0
240;AAA124c002;AAB814s001;pc-5.0
241;AAA124c002;AAC959s001;pc-5.0
242;AAA124c002;AAC960s001;pc-5.0
243;AAA124c002;AAE043s001;pc-5.0
244;AAA125c002;AAA268s001;pc-5.0
245;AAA125c002;AAB659s001;pc-5.0
246;AAA126c002;AAA261s001;pc-5.0
247;AAA126c002;AAA289s001;pc-5.0
248;AAA126c002;AAB596s001;pc-5.0
249;AAA126c002;AAB630s001;pc-5.0
250;AAA126c002;AAE043s001;pc-5.0
251;AAA127c003;AAA261s001;pc-5.0
252;AAA127c003;AAA290s001;pc-5.0
253;AAA127c003;AAA291s001;pc-5.0
254;AAA127c003;AAA292s001;pc-5.0
255;AAA127c003;AAA293s001;pc-5.0
256;AAA127c003;AAA294s001;pc-5.0
257;AAA127c003;AAB493s001;pc-5.0
258;AAA127c003;AAB494s001;pc-5.0
259;AAA127c003;AAB495s001;pc-5.0
260;AAA127c003;AAB496s001;pc-5.0
261;AAA127c003;AAB630s001;pc-5.0
262;AAA127c003;AAB651s001;pc-5.0
263;AAA127c003;AAE043s001;pc-5.0
264;AAA128c003;AAA295s001;pc-5.0
265;AAA128c003;AAB141s001;pc-5.0
266;AAA128c003;AAB630s001;pc-5.0
267;AAA128c003;AAB723s001;pc-5.0
268;AAA128c003;AAB724s001;pc-5.0
269;AAA128c003;AAE043s001;pc-5.0
270;AAA129c002;AAA261s001;pc-5.0
271;AAA129c002;AAA298s001;pc-5.0
272;AAA129c002;AAB630s001;pc-5.0
273;AAA129c002;AAB640s001;pc-5.0
274;AAA129c002;AAE043s001;pc-5.0
275;AAA130c003;AAA261s001;pc-5.0
276;AAA130c003;AAA299s001;pc-5.0
277;AAA130c003;AAB630s001;pc-5.0
278;AAA130c003;AAB638s001;pc-5.0
279;AAA130c003;AAE043s001;pc-5.0
280;AAA131c002;AAA261s001;pc-5.0
281;AAA131c002;AAA300s001;pc-5.0
282;AAA131c002;AAB630s001;pc-5.0
283;AAA131c002;AAB642s001;pc-5.0
284;AAA131c002;AAE043s001;pc-5.0
285;AAA132c003;AAA261s001;pc-5.0
286;AAA132c003;AAA301s001;pc-5.0
287;AAA132c003;AAB625s001;pc-5.0
288;AAA132c003;AAB630s001;pc-5.0
289;AAA132c003;AAE043s001;pc-5.0
290;AAA133c002;AAA261s001;pc-5.0
291;AAA133c002;AAA302s001;pc-5.0
292;AAA133c002;AAB630s001;pc-5.0
293;AAA133c002;AAB660s001;pc-5.0
294;AAA133c002;AAE043s001;pc-5.0
295;AAA134c003;AAA261s001;pc-5.0
296;AAA134c003;AAA304s001;pc-5.0
297;AAA134c003;AAB623s001;pc-5.0
298;AAA134c003;AAB630s001;pc-5.0
299;AAA134c003;AAE043s001;pc-5.0
300;AAA135c003;AAA261s001;pc-5.0
301;AAA135c003;AAA303s001;pc-5.0
302;AAA135c003;AAB630s001;pc-5.0
303;AAA135c003;AAB725s001;pc-5.0
304;AAA135c003;AAE043s001;pc-5.0
305;AAA136c003;AAA261s001;pc-5.0
306;AAA136c003;AAA305s001;pc-5.0
307;AAA136c003;AAA315s001;pc-5.0
308;AAA136c003;AAB630s001;pc-5.0
309;AAA136c003;AAB677s001;pc-5.0
310;AAA136c003;AAB778s001;pc-5.0
311;AAA136c003;AAE043s001;pc-5.0
312;AAA137c002;AAA261s001;pc-5.0
313;AAA137c002;AAA306s001;pc-5.0
314;AAA137c002;AAA307s001;pc-5.0
315;AAA137c002;AAB578s001;pc-5.0
316;AAA137c002;AAB630s001;pc-5.0
317;AAA137c002;AAE043s001;pc-5.0
318;AAA138c003;AAA261s001;pc-5.0
319;AAA138c003;AAA308s001;pc-5.0
320;AAA138c003;AAB630s001;pc-5.0
321;AAA138c003;AAB656s001;pc-5.0
322;AAA138c003;AAE043s001;pc-5.0
323;AAA139c003;AAA309s001;pc-5.0
324;AAA139c003;AAB191s001;pc-5.0
325;AAA139c003;AAB630s001;pc-5.0
326;AAA139c003;AAE043s001;pc-5.0
327;AAA140c002;AAA261s001;pc-5.0
328;AAA140c002;AAA310s001;pc-5.0
329;AAA140c002;AAB620s001;pc-5.0
330;AAA140c002;AAB630s001;pc-5.0
331;AAA140c002;AAE043s001;pc-5.0
332;AAA141c003;AAA261s001;pc-5.0
333;AAA141c003;AAA311s001;pc-5.0
334;AAA141c003;AAA314s001;pc-5.0
335;AAA141c003;AAB169s001;pc-5.0
336;AAA141c003;AAB560s001;pc-5.0
337;AAA141c003;AAB630s001;pc-5.0
338;AAA141c003;AAB723s001;pc-5.0
339;AAA141c003;AAB724s001;pc-5.0
340;AAA141c003;AAE043s001;pc-5.0
341;AAA142c003;AAA261s001;pc-5.0
342;AAA142c003;AAA312s001;pc-5.0
343;AAA142c003;AAB576s001;pc-5.0
344;AAA142c003;AAB630s001;pc-5.0
345;AAA142c003;AAE043s001;pc-5.0
346;AAA143c003;AAA261s001;pc-5.0
347;AAA143c003;AAA313s001;pc-5.0
348;AAA143c003;AAB630s001;pc-5.0
349;AAA143c003;AAB655s001;pc-5.0
350;AAA143c003;AAE043s001;pc-5.0
351;AAA144c004;AAA316s001;pc-5.0
352;AAA144c004;AAA317s001;pc-5.0
353;AAA144c004;AAA318s001;pc-5.0
354;AAA144c004;AAA319s001;pc-5.0
355;AAA144c004;AAA320s001;pc-5.0
356;AAA144c004;AAA321s001;pc-5.0
357;AAA144c004;AAB454s001;pc-5.0
358;AAA144c004;AAB455s001;pc-5.0
359;AAA144c004;AAB456s001;pc-5.0
360;AAA144c004;AAB457s001;pc-5.0
361;AAA144c004;AAB458s001;pc-5.0
362;AAA144c004;AAB459s001;pc-5.0
363;AAA144c004;AAE110s001;pc-5.0
364;AAA144c004;AAF270s001;pc-5.0
365;AAA145c002;AAA322s001;pc-5.0
366;AAA145c002;AAE043s001;pc-5.0
367;AAA145c002;AAE047s001;pc-5.0
368;AAA145c002;AAE050s001;pc-5.0
369;AAA146c002;AAA323s001;pc-5.0
370;AAA146c002;AAA324s001;pc-5.0
371;AAA146c002;AAE043s001;pc-5.0
372;AAA146c002;AAE047s001;pc-5.0
373;AAA146c002;AAE050s001;pc-5.0
374;AAA147c002;AAA325s001;pc-5.0
375;AAA147c002;AAE043s001;pc-5.0
376;AAA147c002;AAE047s001;pc-5.0
377;AAA147c002;AAE050s001;pc-5.0
378;AAA148c002;AAA326s001;pc-5.0
379;AAA148c002;AAE043s001;pc-5.0
380;AAA148c002;AAE047s001;pc-5.0
381;AAA148c002;AAE050s001;pc-5.0
382;AAA149c002;AAA328s001;pc-5.0
383;AAA149c002;AAE043s001;pc-5.0
384;AAA149c002;AAE047s001;pc-5.0
385;AAA149c002;AAE050s001;pc-5.0
386;AAA151c002;AAA330s001;pc-5.0
387;AAA151c002;AAE043s001;pc-5.0
388;AAA151c002;AAE047s001;pc-5.0
389;AAA151c002;AAE050s001;pc-5.0
390;AAA152c002;AAA331s001;pc-5.0
391;AAA152c002;AAE043s001;pc-5.0
392;AAA152c002;AAE047s001;pc-5.0
393;AAA152c002;AAE050s001;pc-5.0
394;AAA153c002;AAA332s001;pc-5.0
395;AAA153c002;AAE043s001;pc-5.0
396;AAA153c002;AAE047s001;pc-5.0
397;AAA153c002;AAE050s001;pc-5.0
398;AAA154c002;AAA333s001;pc-5.0
399;AAA154c002;AAA334s001;pc-5.0
400;AAA154c002;AAE043s001;pc-5.0
401;AAA154c002;AAE047s001;pc-5.0
402;AAA154c002;AAE050s001;pc-5.0
403;AAA155c002;AAA337s001;pc-5.0
404;AAA155c002;AAA338s001;pc-5.0
405;AAA155c002;AAA339s001;pc-5.0
406;AAA155c002;AAA340s001;pc-5.0
407;AAA155c002;AAF270s001;pc-5.0
408;AAA156c002;AAA341s001;pc-5.0
409;AAA156c002;AAA342s001;pc-5.0
410;AAA156c002;AAA343s001;pc-5.0
411;AAA156c002;AAB192s001;pc-5.0
412;AAA156c002;AAB193s001;pc-5.0
413;AAA156c002;AAB194s001;pc-5.0
414;AAA156c002;AAB563s001;pc-5.0
415;AAA156c002;AAB564s001;pc-5.0
416;AAA156c002;AAE110s001;pc-5.0
417;AAA156c002;AAF270s001;pc-5.0
418;AAA157c002;AAA344s001;pc-5.0
419;AAA157c002;AAA345s001;pc-5.0
420;AAA157c002;AAB216s001;pc-5.0
421;AAA157c002;AAB217s001;pc-5.0
422;AAA157c002;AAE110s001;pc-5.0
423;AAA157c002;AAF270s001;pc-5.0
424;AAA158c010;AAA346s001;pc-5.0
425;AAA158c010;AAA347s001;pc-5.0
426;AAA158c010;AAA348s001;pc-5.0
427;AAA158c010;AAA349s001;pc-5.0
428;AAA158c010;AAA350s001;pc-5.0
429;AAA158c010;AAA351s001;pc-5.0
430;AAA158c010;AAA352s001;pc-5.0
431;AAA158c010;AAA353s001;pc-5.0
432;AAA158c010;AAA354s001;pc-5.0
433;AAA158c010;AAB299s001;pc-5.0
434;AAA158c010;AAB300s001;pc-5.0
435;AAA158c010;AAB301s001;pc-5.0
436;AAA158c010;AAB302s001;pc-5.0
437;AAA158c010;AAB303s001;pc-5.0
438;AAA158c010;AAB304s001;pc-5.0
439;AAA158c010;AAB305s001;pc-5.0
440;AAA158c010;AAB306s001;pc-5.0
441;AAA158c010;AAB307s001;pc-5.0
442;AAA158c010;AAE110s001;pc-5.0
443;AAA158c010;AAF270s001;pc-5.0
444;AAA159c009;AAA355s001;pc-5.0
445;AAA159c009;AAA356s001;pc-5.0
446;AAA159c009;AAA357s001;pc-5.0
447;AAA159c009;AAB353s001;pc-5.0
448;AAA159c009;AAB354s001;pc-5.0
449;AAA159c009;AAB355s001;pc-5.0
450;AAA159c009;AAE110s001;pc-5.0
451;AAA159c009;AAF270s001;pc-5.0
452;AAA160c015;AAA358s001;pc-5.0
453;AAA160c015;AAA359s001;pc-5.0
454;AAA160c015;AAB392s001;pc-5.0
455;AAA160c015;AAB632s001;pc-5.0
456;AAA160c015;AAE110s001;pc-5.0
457;AAA160c015;AAF270s001;pc-5.0
458;AAA160c015;AAN399s001;pc-5.0
459;AAA161c005;AAA360s001;pc-5.0
460;AAA161c005;AAA361s001;pc-5.0
461;AAA161c005;AAA362s001;pc-5.0
462;AAA161c005;AAA363s001;pc-5.0
463;AAA161c005;AAA364s001;pc-5.0
464;AAA161c005;AAA365s001;pc-5.0
465;AAA161c005;AAA366s001;pc-5.0
466;AAA161c005;AAA367s001;pc-5.0
467;AAA161c005;AAB423s001;pc-5.0
468;AAA161c005;AAB424s001;pc-5.0
469;AAA161c005;AAB425s001;pc-5.0
470;AAA161c005;AAB426s001;pc-5.0
471;AAA161c005;AAB427s001;pc-5.0
472;AAA161c005;AAB428s001;pc-5.0
473;AAA161c005;AAB429s001;pc-5.0
474;AAA161c005;AAB430s001;pc-5.0
475;AAA161c005;AAE110s001;pc-5.0
476;AAA161c005;AAF270s001;pc-5.0
477;AAA162c005;AAA374s001;pc-5.0
478;AAA162c005;AAA375s001;pc-5.0
479;AAA162c005;AAA376s001;pc-5.0
480;AAA162c005;AAB441s001;pc-5.0
481;AAA162c005;AAB442s001;pc-5.0
482;AAA162c005;AAB443s001;pc-5.0
483;AAA162c005;AAE110s001;pc-5.0
484;AAA162c005;AAF270s001;pc-5.0
485;AAA162c005;AAG004s001;pc-5.0
486;AAA163c005;AAA368s001;pc-5.0
487;AAA163c005;AAA371s001;pc-5.0
488;AAA163c005;AAA372s001;pc-5.0
489;AAA163c005;AAA373s001;pc-5.0
490;AAA163c005;AAB436s001;pc-5.0
491;AAA163c005;AAB438s001;pc-5.0
492;AAA163c005;AAB439s001;pc-5.0
493;AAA163c005;AAB440s001;pc-5.0
494;AAA163c005;AAE110s001;pc-5.0
495;AAA163c005;AAF270s001;pc-5.0
496;AAA163c005;AAG003s001;pc-5.0
497;AAA164c020;AAA368s001;pc-5.0
498;AAA164c020;AAA369s001;pc-5.0
499;AAA164c020;AAA370s001;pc-5.0
500;AAA164c020;AAA377s001;pc-5.0
501;AAA164c020;AAB434s001;pc-5.0
502;AAA164c020;AAB435s001;pc-5.0
503;AAA164c020;AAB436s001;pc-5.0
504;AAA164c020;AAB437s001;pc-5.0
505;AAA164c020;AAE110s001;pc-5.0
506;AAA164c020;AAF270s001;pc-5.0
507;AAA164c020;AAG002s001;pc-5.0
508;AAA164c020;EAJ620s001;pc-5.0
509;AAA165c002;AAA378s001;pc-5.0
510;AAA165c002;AAA379s001;pc-5.0
511;AAA165c002;AAA380s001;pc-5.0
512;AAA165c002;AAB486s001;pc-5.0
513;AAA165c002;AAB487s001;pc-5.0
514;AAA165c002;AAF270s001;pc-5.0
515;AAA166c003;AAA381s001;pc-5.0
516;AAA166c003;AAA382s001;pc-5.0
517;AAA166c003;AAB441s001;pc-5.0
518;AAA166c003;AAB504s001;pc-5.0
519;AAA166c003;AAB671s001;pc-5.0
520;AAA167c002;AAA371s001;pc-5.0
521;AAA167c002;AAA383s001;pc-5.0
522;AAA167c002;AAA384s001;pc-5.0
523;AAA167c002;AAA385s001;pc-5.0
524;AAA167c002;AAB440s001;pc-5.0
525;AAA167c002;AAB511s001;pc-5.0
526;AAA167c002;AAB512s001;pc-5.0
527;AAA167c002;AAB513s001;pc-5.0
528;AAA167c002;AAE110s001;pc-5.0
529;AAA167c002;AAF270s001;pc-5.0
530;AAA167c002;AAG027s001;pc-5.0
531;AAA168c012;AAA383s001;pc-5.0
532;AAA168c012;AAA386s001;pc-5.0
533;AAA168c012;AAA387s001;pc-5.0
534;AAA168c012;AAB509s001;pc-5.0
535;AAA168c012;AAB510s001;pc-5.0
536;AAA168c012;AAB511s001;pc-5.0
537;AAA168c012;AAE110s001;pc-5.0
538;AAA168c012;AAF270s001;pc-5.0
539;AAA168c012;AAG026s001;pc-5.0
540;AAA168c012;AAN400s001;pc-5.0
541;AAA169c002;AAA388s001;pc-5.0
542;AAA169c002;AAA389s001;pc-5.0
543;AAA169c002;AAA610s001;pc-5.0
544;AAA169c002;AAB195s001;pc-5.0
545;AAA169c002;AAB196s001;pc-5.0
546;AAA169c002;AAB197s001;pc-5.0
547;AAA169c002;AAE110s001;pc-5.0
548;AAA169c002;AAF270s001;pc-5.0
549;AAA170c002;AAA390s001;pc-5.0
550;AAA170c002;AAE043s001;pc-5.0
551;AAA170c002;AAE047s001;pc-5.0
552;AAA170c002;AAE050s001;pc-5.0
553;AAA170c002;AAF948s001;pc-5.0
554;AAA171c002;AAA391s001;pc-5.0
555;AAA171c002;AAE043s001;pc-5.0
556;AAA171c002;AAE047s001;pc-5.0
557;AAA171c002;AAE050s001;pc-5.0
558;AAA172c002;AAA392s001;pc-5.0
559;AAA172c002;AAA393s001;pc-5.0
560;AAA172c002;AAA394s001;pc-5.0
561;AAA172c002;AAE043s001;pc-5.0
562;AAA172c002;AAE047s001;pc-5.0
563;AAA172c002;AAE050s001;pc-5.0
564;AAA173c002;AAA394s001;pc-5.0
565;AAA173c002;AAA395s001;pc-5.0
566;AAA173c002;AAE043s001;pc-5.0
567;AAA173c002;AAE047s001;pc-5.0
568;AAA173c002;AAE050s001;pc-5.0
569;AAA174c002;AAA329s001;pc-5.0
570;AAA174c002;AAA396s001;pc-5.0
571;AAA174c002;AAA397s001;pc-5.0
572;AAA174c002;AAE043s001;pc-5.0
573;AAA174c002;AAE047s001;pc-5.0
574;AAA174c002;AAE050s001;pc-5.0
575;AAA174c002;AAF973s001;pc-5.0
576;AAA175c002;AAA327s001;pc-5.0
577;AAA175c002;AAA398s001;pc-5.0
578;AAA175c002;AAE043s001;pc-5.0
579;AAA175c002;AAE047s001;pc-5.0
580;AAA175c002;AAE050s001;pc-5.0
581;AAA176c002;AAA398s001;pc-5.0
582;AAA176c002;AAA399s001;pc-5.0
583;AAA176c002;AAE043s001;pc-5.0
584;AAA176c002;AAE047s001;pc-5.0
585;AAA176c002;AAE050s001;pc-5.0
586;AAA177c002;AAA393s001;pc-5.0
587;AAA177c002;AAA400s001;pc-5.0
588;AAA177c002;AAE043s001;pc-5.0
589;AAA177c002;AAE047s001;pc-5.0
590;AAA177c002;AAE050s001;pc-5.0
591;AAA178c002;AAA401s001;pc-5.0
592;AAA178c002;AAE043s001;pc-5.0
593;AAA178c002;AAE047s001;pc-5.0
594;AAA178c002;AAE050s001;pc-5.0
595;AAA179c004;AAA402s001;pc-5.0
596;AAA179c004;AAA403s001;pc-5.0
597;AAA179c004;AAA409s001;pc-5.0
598;AAA179c004;AAE043s001;pc-5.0
599;AAA179c004;AAE047s001;pc-5.0
600;AAA179c004;AAG047s001;pc-5.0
601;AAA180c004;AAA404s001;pc-5.0
602;AAA180c004;AAA405s001;pc-5.0
603;AAA180c004;AAA409s001;pc-5.0
604;AAA180c004;AAE043s001;pc-5.0
