KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Klassifikationssystem_ID
12077;5493;AAB630v001;pc-5.0
12078;5499;AAA270v001;pc-5.0
12079;5499;AAC404v001;pc-5.0
12080;5499;AAC405v001;pc-5.0
12081;5507;AAA270v001;pc-5.0
12082;5507;AAC404v001;pc-5.0
12083;5507;AAC405v001;pc-5.0
12084;5507;AAC406v001;pc-5.0
12085;5507;AAC407v001;pc-5.0
12086;5507;AAC408v001;pc-5.0
12087;5519;AAA270v001;pc-5.0
12088;5519;AAC409v001;pc-5.0
12089;5519;AAC410v001;pc-5.0
12090;5520;AAA270v001;pc-5.0
12091;5520;AAC411v001;pc-5.0
12092;5520;AAC412v001;pc-5.0
12093;5520;AAC413v001;pc-5.0
12094;5520;AAC414v001;pc-5.0
12095;5522;AAA270v001;pc-5.0
12096;5522;AAC403v001;pc-5.0
12097;5522;AAC416v001;pc-5.0
12098;5522;AAC417v001;pc-5.0
12099;5522;AAC418v001;pc-5.0
12100;5522;AAC419v001;pc-5.0
12101;5522;EAE149v001;pc-5.0
12102;5523;AAA025v001;pc-5.0
12103;5523;AAA109v001;pc-5.0
12104;5523;AAA112v001;pc-5.0
12105;5523;AAA270v001;pc-5.0
12106;5523;AAB630v001;pc-5.0
12107;5523;EAE182v001;pc-5.0
12108;5525;AAA270v001;pc-5.0
12109;5525;AAC425v001;pc-5.0
12110;5525;AAC426v001;pc-5.0
12111;5525;AAC702v001;pc-5.0
12112;5527;AAA008v001;pc-5.0
12113;5527;AAA270v001;pc-5.0
12114;5527;AAC420v001;pc-5.0
12115;5527;AAC427v001;pc-5.0
12116;5527;AAC428v001;pc-5.0
12117;5527;AAC429v001;pc-5.0
12118;5527;AAC430v001;pc-5.0
12119;5527;AAC431v001;pc-5.0
12120;5528;AAA270v001;pc-5.0
12121;5528;AAB273v001;pc-5.0
12122;5528;AAC707v001;pc-5.0
12123;5528;AAC708v001;pc-5.0
12124;5530;AAA270v001;pc-5.0
12125;5530;AAA665v001;pc-5.0
12126;5530;AAB169v001;pc-5.0
12127;5530;AAB170v001;pc-5.0
12128;5530;AAC701v001;pc-5.0
12129;5530;AAC711v001;pc-5.0
12130;5530;AAC715v001;pc-5.0
12131;5530;AAC716v001;pc-5.0
12132;5530;AAC717v001;pc-5.0
12133;5532;AAA270v001;pc-5.0
12134;5532;AAC703v001;pc-5.0
12135;5532;AAC705v001;pc-5.0
12136;5532;AAC713v001;pc-5.0
12137;5532;AAC824v001;pc-5.0
12138;5533;AAA270v001;pc-5.0
12139;5533;AAC425v001;pc-5.0
12140;5533;AAC426v001;pc-5.0
12141;5533;AAC702v001;pc-5.0
12142;5536;AAA008v001;pc-5.0
12143;5536;AAA270v001;pc-5.0
12144;5536;AAC420v001;pc-5.0
12145;5536;AAC427v001;pc-5.0
12146;5536;AAC428v001;pc-5.0
12147;5536;AAC429v001;pc-5.0
12148;5536;AAC430v001;pc-5.0
12149;5536;AAC431v001;pc-5.0
12150;5537;AAA270v001;pc-5.0
12151;5537;AAB273v001;pc-5.0
12152;5537;AAC707v001;pc-5.0
12153;5537;AAC708v001;pc-5.0
12154;5539;AAA270v001;pc-5.0
12155;5539;AAA665v001;pc-5.0
12156;5539;AAB169v001;pc-5.0
12157;5539;AAB170v001;pc-5.0
12158;5539;AAC701v001;pc-5.0
12159;5539;AAC711v001;pc-5.0
12160;5539;AAC715v001;pc-5.0
12161;5539;AAC716v001;pc-5.0
12162;5539;AAC717v001;pc-5.0
12163;5541;AAA270v001;pc-5.0
12164;5541;AAC703v001;pc-5.0
12165;5541;AAC705v001;pc-5.0
12166;5541;AAC713v001;pc-5.0
12167;5541;AAC824v001;pc-5.0
12168;5542;AAA025v001;pc-5.0
12169;5542;AAA107v001;pc-5.0
12170;5542;AAA270v001;pc-5.0
12171;5542;AAA593v001;pc-5.0
12172;5542;AAC381v001;pc-5.0
12173;5542;AAC432v001;pc-5.0
12174;5542;AAC433v001;pc-5.0
12175;5542;AAC434v001;pc-5.0
12176;5542;AAC435v001;pc-5.0
12177;5542;AAC436v001;pc-5.0
12178;5542;AAC437v001;pc-5.0
12179;5543;AAA270v001;pc-5.0
12180;5543;AAC438v001;pc-5.0
12181;5543;AAC439v001;pc-5.0
12182;5543;AAC440v001;pc-5.0
12183;5543;AAC441v001;pc-5.0
12184;5543;AAC442v001;pc-5.0
12185;5543;AAC443v001;pc-5.0
12186;5543;AAC444v001;pc-5.0
12187;5543;AAC445v001;pc-5.0
12188;5543;AAC446v001;pc-5.0
12189;5543;AAC447v001;pc-5.0
12190;5543;AAC448v001;pc-5.0
12191;5543;AAC449v001;pc-5.0
12192;5543;AAC450v001;pc-5.0
12193;5543;AAC451v001;pc-5.0
12194;5543;AAC452v001;pc-5.0
12195;5543;AAC453v001;pc-5.0
12196;5543;AAC454v001;pc-5.0
12197;5544;AAA270v001;pc-5.0
12198;5544;AAC455v001;pc-5.0
12199;5544;AAC456v001;pc-5.0
12200;5544;AAC457v001;pc-5.0
12201;5544;AAC458v001;pc-5.0
12202;5544;AAC459v001;pc-5.0
12203;5544;AAC460v001;pc-5.0
12204;5544;AAC461v001;pc-5.0
12205;5544;AAC462v001;pc-5.0
12206;5544;AAC463v001;pc-5.0
12207;5544;AAC464v001;pc-5.0
12208;5544;AAC465v001;pc-5.0
12209;5544;AAC466v001;pc-5.0
12210;5544;AAC467v001;pc-5.0
12211;5544;AAC468v001;pc-5.0
12212;5545;AAA270v001;pc-5.0
12213;5545;AAC469v001;pc-5.0
12214;5545;AAC470v001;pc-5.0
12215;5545;AAC471v001;pc-5.0
12216;5545;AAC472v001;pc-5.0
12217;5545;AAC473v001;pc-5.0
12218;5548;AAA270v001;pc-5.0
12219;5548;AAC474v001;pc-5.0
12220;5548;AAC475v001;pc-5.0
12221;5548;AAC476v001;pc-5.0
12222;5548;AAC477v001;pc-5.0
12223;5548;AAC478v001;pc-5.0
12224;5548;AAC479v001;pc-5.0
12225;5548;AAC480v001;pc-5.0
12226;5548;AAC481v001;pc-5.0
12227;5549;AAA094v001;pc-5.0
12228;5549;AAA096v001;pc-5.0
12229;5549;AAA236v001;pc-5.0
12230;5549;AAA253v001;pc-5.0
12231;5549;AAA270v001;pc-5.0
12232;5549;AAC482v001;pc-5.0
12233;5549;AAC483v001;pc-5.0
12234;5549;AAC484v001;pc-5.0
12235;5549;AAC485v001;pc-5.0
12236;5549;AAC486v001;pc-5.0
12237;5554;AAA025v001;pc-5.0
12238;5554;AAA107v001;pc-5.0
12239;5554;AAA270v001;pc-5.0
12240;5554;AAA593v001;pc-5.0
12241;5554;AAC381v001;pc-5.0
12242;5554;AAC432v001;pc-5.0
12243;5554;AAC433v001;pc-5.0
12244;5554;AAC434v001;pc-5.0
12245;5554;AAC435v001;pc-5.0
12246;5554;AAC436v001;pc-5.0
12247;5554;AAC437v001;pc-5.0
12248;5555;AAA270v001;pc-5.0
12249;5555;AAC438v001;pc-5.0
12250;5555;AAC439v001;pc-5.0
12251;5555;AAC440v001;pc-5.0
12252;5555;AAC441v001;pc-5.0
12253;5555;AAC442v001;pc-5.0
12254;5555;AAC443v001;pc-5.0
12255;5555;AAC444v001;pc-5.0
12256;5555;AAC445v001;pc-5.0
12257;5555;AAC446v001;pc-5.0
12258;5555;AAC447v001;pc-5.0
12259;5555;AAC448v001;pc-5.0
12260;5555;AAC449v001;pc-5.0
12261;5555;AAC450v001;pc-5.0
12262;5555;AAC451v001;pc-5.0
12263;5555;AAC452v001;pc-5.0
12264;5555;AAC453v001;pc-5.0
12265;5555;AAC454v001;pc-5.0
12266;5556;AAA270v001;pc-5.0
12267;5556;AAC455v001;pc-5.0
12268;5556;AAC456v001;pc-5.0
12269;5556;AAC457v001;pc-5.0
12270;5556;AAC458v001;pc-5.0
12271;5556;AAC459v001;pc-5.0
12272;5556;AAC460v001;pc-5.0
12273;5556;AAC461v001;pc-5.0
12274;5556;AAC462v001;pc-5.0
12275;5556;AAC463v001;pc-5.0
12276;5556;AAC464v001;pc-5.0
12277;5556;AAC465v001;pc-5.0
12278;5556;AAC466v001;pc-5.0
12279;5556;AAC467v001;pc-5.0
12280;5556;AAC468v001;pc-5.0
12281;5557;AAA270v001;pc-5.0
12282;5557;AAC469v001;pc-5.0
12283;5557;AAC470v001;pc-5.0
12284;5557;AAC471v001;pc-5.0
12285;5557;AAC472v001;pc-5.0
12286;5557;AAC473v001;pc-5.0
12287;5560;AAA270v001;pc-5.0
12288;5560;AAC474v001;pc-5.0
12289;5560;AAC475v001;pc-5.0
12290;5560;AAC476v001;pc-5.0
12291;5560;AAC477v001;pc-5.0
12292;5560;AAC478v001;pc-5.0
12293;5560;AAC479v001;pc-5.0
12294;5560;AAC480v001;pc-5.0
12295;5560;AAC481v001;pc-5.0
12296;5561;AAA094v001;pc-5.0
12297;5561;AAA096v001;pc-5.0
12298;5561;AAA236v001;pc-5.0
12299;5561;AAA253v001;pc-5.0
12300;5561;AAA270v001;pc-5.0
12301;5561;AAC482v001;pc-5.0
12302;5561;AAC483v001;pc-5.0
12303;5561;AAC484v001;pc-5.0
12304;5561;AAC485v001;pc-5.0
12305;5561;AAC486v001;pc-5.0
12306;5566;AAA025v001;pc-5.0
12307;5566;AAA107v001;pc-5.0
12308;5566;AAA270v001;pc-5.0
12309;5566;AAA593v001;pc-5.0
12310;5566;AAC381v001;pc-5.0
12311;5566;AAC432v001;pc-5.0
12312;5566;AAC433v001;pc-5.0
12313;5566;AAC434v001;pc-5.0
12314;5566;AAC435v001;pc-5.0
12315;5566;AAC436v001;pc-5.0
12316;5566;AAC437v001;pc-5.0
12317;5567;AAA270v001;pc-5.0
12318;5567;AAC438v001;pc-5.0
12319;5567;AAC439v001;pc-5.0
12320;5567;AAC440v001;pc-5.0
12321;5567;AAC441v001;pc-5.0
12322;5567;AAC442v001;pc-5.0
12323;5567;AAC443v001;pc-5.0
12324;5567;AAC444v001;pc-5.0
12325;5567;AAC445v001;pc-5.0
12326;5567;AAC446v001;pc-5.0
12327;5567;AAC447v001;pc-5.0
12328;5567;AAC448v001;pc-5.0
12329;5567;AAC449v001;pc-5.0
12330;5567;AAC450v001;pc-5.0
12331;5567;AAC451v001;pc-5.0
12332;5567;AAC453v001;pc-5.0
12333;5567;AAC454v001;pc-5.0
12334;5568;AAA270v001;pc-5.0
12335;5568;AAC455v001;pc-5.0
12336;5568;AAC456v001;pc-5.0
12337;5568;AAC457v001;pc-5.0
12338;5568;AAC458v001;pc-5.0
12339;5568;AAC459v001;pc-5.0
12340;5568;AAC460v001;pc-5.0
12341;5568;AAC461v001;pc-5.0
12342;5568;AAC462v001;pc-5.0
12343;5568;AAC463v001;pc-5.0
12344;5568;AAC464v001;pc-5.0
12345;5568;AAC465v001;pc-5.0
12346;5568;AAC466v001;pc-5.0
12347;5568;AAC467v001;pc-5.0
12348;5568;AAC468v001;pc-5.0
12349;5569;AAA270v001;pc-5.0
12350;5569;AAC469v001;pc-5.0
12351;5569;AAC470v001;pc-5.0
12352;5569;AAC471v001;pc-5.0
12353;5569;AAC472v001;pc-5.0
12354;5569;AAC473v001;pc-5.0
12355;5572;AAA270v001;pc-5.0
12356;5572;AAC474v001;pc-5.0
12357;5572;AAC475v001;pc-5.0
12358;5572;AAC476v001;pc-5.0
12359;5572;AAC477v001;pc-5.0
12360;5572;AAC478v001;pc-5.0
12361;5572;AAC479v001;pc-5.0
12362;5572;AAC480v001;pc-5.0
12363;5572;AAC481v001;pc-5.0
12364;5573;AAA094v001;pc-5.0
12365;5573;AAA096v001;pc-5.0
12366;5573;AAA236v001;pc-5.0
12367;5573;AAA253v001;pc-5.0
12368;5573;AAA270v001;pc-5.0
12369;5573;AAC482v001;pc-5.0
12370;5573;AAC483v001;pc-5.0
12371;5573;AAC484v001;pc-5.0
12372;5573;AAC485v001;pc-5.0
12373;5573;AAC486v001;pc-5.0
12374;5578;AAA025v001;pc-5.0
12375;5578;AAA107v001;pc-5.0
12376;5578;AAA270v001;pc-5.0
12377;5578;AAA593v001;pc-5.0
12378;5578;AAC381v001;pc-5.0
12379;5578;AAC432v001;pc-5.0
12380;5578;AAC433v001;pc-5.0
12381;5578;AAC434v001;pc-5.0
12382;5578;AAC435v001;pc-5.0
12383;5578;AAC436v001;pc-5.0
12384;5578;AAC437v001;pc-5.0
12385;5579;AAA270v001;pc-5.0
12386;5579;AAC438v001;pc-5.0
12387;5579;AAC439v001;pc-5.0
12388;5579;AAC440v001;pc-5.0
12389;5579;AAC441v001;pc-5.0
12390;5579;AAC442v001;pc-5.0
12391;5579;AAC443v001;pc-5.0
12392;5579;AAC444v001;pc-5.0
12393;5579;AAC445v001;pc-5.0
12394;5579;AAC446v001;pc-5.0
12395;5579;AAC447v001;pc-5.0
12396;5579;AAC448v001;pc-5.0
12397;5579;AAC449v001;pc-5.0
12398;5579;AAC450v001;pc-5.0
12399;5579;AAC451v001;pc-5.0
12400;5579;AAC452v001;pc-5.0
12401;5579;AAC453v001;pc-5.0
12402;5579;AAC454v001;pc-5.0
12403;5580;AAA270v001;pc-5.0
12404;5580;AAC455v001;pc-5.0
12405;5580;AAC456v001;pc-5.0
12406;5580;AAC457v001;pc-5.0
12407;5580;AAC458v001;pc-5.0
12408;5580;AAC459v001;pc-5.0
12409;5580;AAC460v001;pc-5.0
12410;5580;AAC461v001;pc-5.0
12411;5580;AAC462v001;pc-5.0
12412;5580;AAC463v001;pc-5.0
12413;5580;AAC464v001;pc-5.0
12414;5580;AAC465v001;pc-5.0
12415;5580;AAC466v001;pc-5.0
12416;5580;AAC467v001;pc-5.0
12417;5580;AAC468v001;pc-5.0
12418;5581;AAA270v001;pc-5.0
12419;5581;AAC469v001;pc-5.0
12420;5581;AAC470v001;pc-5.0
12421;5581;AAC471v001;pc-5.0
12422;5581;AAC472v001;pc-5.0
12423;5581;AAC473v001;pc-5.0
12424;5584;AAA270v001;pc-5.0
12425;5584;AAC474v001;pc-5.0
12426;5584;AAC475v001;pc-5.0
12427;5584;AAC476v001;pc-5.0
12428;5584;AAC477v001;pc-5.0
12429;5584;AAC478v001;pc-5.0
12430;5584;AAC479v001;pc-5.0
12431;5584;AAC480v001;pc-5.0
12432;5584;AAC481v001;pc-5.0
12433;5585;AAA094v001;pc-5.0
12434;5585;AAA096v001;pc-5.0
12435;5585;AAA236v001;pc-5.0
12436;5585;AAA253v001;pc-5.0
12437;5585;AAA270v001;pc-5.0
12438;5585;AAC482v001;pc-5.0
12439;5585;AAC483v001;pc-5.0
12440;5585;AAC484v001;pc-5.0
12441;5585;AAC485v001;pc-5.0
12442;5585;AAC486v001;pc-5.0
12443;5590;AAA025v001;pc-5.0
12444;5590;AAA107v001;pc-5.0
12445;5590;AAA270v001;pc-5.0
12446;5590;AAA593v001;pc-5.0
12447;5590;AAC381v001;pc-5.0
12448;5590;AAC432v001;pc-5.0
12449;5590;AAC433v001;pc-5.0
12450;5590;AAC434v001;pc-5.0
12451;5590;AAC435v001;pc-5.0
12452;5590;AAC436v001;pc-5.0
12453;5590;AAC437v001;pc-5.0
12454;5591;AAA270v001;pc-5.0
12455;5591;AAC438v001;pc-5.0
12456;5591;AAC439v001;pc-5.0
12457;5591;AAC440v001;pc-5.0
12458;5591;AAC441v001;pc-5.0
12459;5591;AAC442v001;pc-5.0
12460;5591;AAC443v001;pc-5.0
12461;5591;AAC444v001;pc-5.0
12462;5591;AAC445v001;pc-5.0
12463;5591;AAC446v001;pc-5.0
12464;5591;AAC447v001;pc-5.0
12465;5591;AAC448v001;pc-5.0
12466;5591;AAC449v001;pc-5.0
12467;5591;AAC450v001;pc-5.0
12468;5591;AAC451v001;pc-5.0
12469;5591;AAC452v001;pc-5.0
12470;5591;AAC453v001;pc-5.0
12471;5591;AAC454v001;pc-5.0
12472;5592;AAA270v001;pc-5.0
12473;5592;AAC455v001;pc-5.0
12474;5592;AAC456v001;pc-5.0
12475;5592;AAC457v001;pc-5.0
12476;5592;AAC458v001;pc-5.0
12477;5592;AAC459v001;pc-5.0
12478;5592;AAC460v001;pc-5.0
12479;5592;AAC461v001;pc-5.0
12480;5592;AAC462v001;pc-5.0
12481;5592;AAC463v001;pc-5.0
12482;5592;AAC464v001;pc-5.0
12483;5592;AAC465v001;pc-5.0
12484;5592;AAC466v001;pc-5.0
12485;5592;AAC467v001;pc-5.0
12486;5592;AAC468v001;pc-5.0
12487;5593;AAA270v001;pc-5.0
12488;5593;AAC469v001;pc-5.0
12489;5593;AAC470v001;pc-5.0
12490;5593;AAC471v001;pc-5.0
12491;5593;AAC472v001;pc-5.0
12492;5593;AAC473v001;pc-5.0
12493;5596;AAA270v001;pc-5.0
12494;5596;AAC474v001;pc-5.0
12495;5596;AAC475v001;pc-5.0
12496;5596;AAC476v001;pc-5.0
12497;5596;AAC477v001;pc-5.0
12498;5596;AAC478v001;pc-5.0
12499;5596;AAC479v001;pc-5.0
12500;5596;AAC480v001;pc-5.0
12501;5596;AAC481v001;pc-5.0
12502;5597;AAA094v001;pc-5.0
12503;5597;AAA096v001;pc-5.0
12504;5597;AAA236v001;pc-5.0
12505;5597;AAA253v001;pc-5.0
12506;5597;AAA270v001;pc-5.0
12507;5597;AAC482v001;pc-5.0
12508;5597;AAC483v001;pc-5.0
12509;5597;AAC484v001;pc-5.0
12510;5597;AAC485v001;pc-5.0
12511;5597;AAC486v001;pc-5.0
12512;5602;AAA025v001;pc-5.0
12513;5602;AAA107v001;pc-5.0
12514;5602;AAA270v001;pc-5.0
12515;5602;AAA593v001;pc-5.0
12516;5602;AAC381v001;pc-5.0
12517;5602;AAC432v001;pc-5.0
12518;5602;AAC433v001;pc-5.0
12519;5602;AAC434v001;pc-5.0
12520;5602;AAC435v001;pc-5.0
12521;5602;AAC436v001;pc-5.0
12522;5602;AAC437v001;pc-5.0
12523;5603;AAA270v001;pc-5.0
12524;5603;AAC438v001;pc-5.0
12525;5603;AAC439v001;pc-5.0
12526;5603;AAC440v001;pc-5.0
12527;5603;AAC441v001;pc-5.0
12528;5603;AAC442v001;pc-5.0
12529;5603;AAC443v001;pc-5.0
12530;5603;AAC444v001;pc-5.0
12531;5603;AAC445v001;pc-5.0
12532;5603;AAC446v001;pc-5.0
12533;5603;AAC447v001;pc-5.0
12534;5603;AAC448v001;pc-5.0
12535;5603;AAC449v001;pc-5.0
12536;5603;AAC450v001;pc-5.0
12537;5603;AAC451v001;pc-5.0
12538;5603;AAC452v001;pc-5.0
12539;5603;AAC453v001;pc-5.0
12540;5603;AAC454v001;pc-5.0
12541;5604;AAA270v001;pc-5.0
12542;5604;AAC455v001;pc-5.0
12543;5604;AAC456v001;pc-5.0
12544;5604;AAC457v001;pc-5.0
12545;5604;AAC458v001;pc-5.0
12546;5604;AAC459v001;pc-5.0
12547;5604;AAC460v001;pc-5.0
12548;5604;AAC461v001;pc-5.0
12549;5604;AAC462v001;pc-5.0
12550;5604;AAC463v001;pc-5.0
12551;5604;AAC464v001;pc-5.0
12552;5604;AAC465v001;pc-5.0
12553;5604;AAC466v001;pc-5.0
12554;5604;AAC467v001;pc-5.0
12555;5604;AAC468v001;pc-5.0
12556;5605;AAA270v001;pc-5.0
12557;5605;AAC469v001;pc-5.0
12558;5605;AAC470v001;pc-5.0
12559;5605;AAC471v001;pc-5.0
12560;5605;AAC472v001;pc-5.0
12561;5605;AAC473v001;pc-5.0
12562;5608;AAA270v001;pc-5.0
12563;5608;AAC474v001;pc-5.0
12564;5608;AAC475v001;pc-5.0
12565;5608;AAC476v001;pc-5.0
12566;5608;AAC477v001;pc-5.0
12567;5608;AAC478v001;pc-5.0
12568;5608;AAC479v001;pc-5.0
12569;5608;AAC480v001;pc-5.0
12570;5608;AAC481v001;pc-5.0
12571;5609;AAA094v001;pc-5.0
12572;5609;AAA096v001;pc-5.0
12573;5609;AAA236v001;pc-5.0
12574;5609;AAA253v001;pc-5.0
12575;5609;AAA270v001;pc-5.0
12576;5609;AAC482v001;pc-5.0
12577;5609;AAC483v001;pc-5.0
12578;5609;AAC484v001;pc-5.0
12579;5609;AAC485v001;pc-5.0
12580;5609;AAC486v001;pc-5.0
12581;5614;AAA025v001;pc-5.0
12582;5614;AAA107v001;pc-5.0
12583;5614;AAA270v001;pc-5.0
12584;5614;AAA593v001;pc-5.0
12585;5614;AAC381v001;pc-5.0
12586;5614;AAC432v001;pc-5.0
12587;5614;AAC433v001;pc-5.0
12588;5614;AAC434v001;pc-5.0
12589;5614;AAC435v001;pc-5.0
12590;5614;AAC436v001;pc-5.0
12591;5614;AAC437v001;pc-5.0
12592;5615;AAA270v001;pc-5.0
12593;5615;AAC438v001;pc-5.0
12594;5615;AAC439v001;pc-5.0
12595;5615;AAC440v001;pc-5.0
12596;5615;AAC441v001;pc-5.0
12597;5615;AAC442v001;pc-5.0
12598;5615;AAC443v001;pc-5.0
12599;5615;AAC444v001;pc-5.0
12600;5615;AAC445v001;pc-5.0
12601;5615;AAC446v001;pc-5.0
12602;5615;AAC447v001;pc-5.0
12603;5615;AAC448v001;pc-5.0
12604;5615;AAC449v001;pc-5.0
12605;5615;AAC450v001;pc-5.0
12606;5615;AAC451v001;pc-5.0
12607;5615;AAC452v001;pc-5.0
12608;5615;AAC453v001;pc-5.0
12609;5615;AAC454v001;pc-5.0
12610;5616;AAA270v001;pc-5.0
12611;5616;AAC455v001;pc-5.0
12612;5616;AAC456v001;pc-5.0
12613;5616;AAC457v001;pc-5.0
12614;5616;AAC458v001;pc-5.0
12615;5616;AAC459v001;pc-5.0
12616;5616;AAC460v001;pc-5.0
12617;5616;AAC461v001;pc-5.0
12618;5616;AAC462v001;pc-5.0
12619;5616;AAC463v001;pc-5.0
12620;5616;AAC464v001;pc-5.0
12621;5616;AAC465v001;pc-5.0
12622;5616;AAC466v001;pc-5.0
12623;5616;AAC467v001;pc-5.0
12624;5616;AAC468v001;pc-5.0
12625;5617;AAA270v001;pc-5.0
12626;5617;AAC469v001;pc-5.0
12627;5617;AAC470v001;pc-5.0
12628;5617;AAC471v001;pc-5.0
12629;5617;AAC472v001;pc-5.0
12630;5617;AAC473v001;pc-5.0
12631;5620;AAA270v001;pc-5.0
12632;5620;AAC474v001;pc-5.0
12633;5620;AAC475v001;pc-5.0
12634;5620;AAC476v001;pc-5.0
12635;5620;AAC477v001;pc-5.0
12636;5620;AAC478v001;pc-5.0
12637;5620;AAC479v001;pc-5.0
12638;5620;AAC480v001;pc-5.0
12639;5620;AAC481v001;pc-5.0
12640;5621;AAA094v001;pc-5.0
12641;5621;AAA096v001;pc-5.0
12642;5621;AAA236v001;pc-5.0
12643;5621;AAA253v001;pc-5.0
12644;5621;AAA270v001;pc-5.0
12645;5621;AAC482v001;pc-5.0
12646;5621;AAC483v001;pc-5.0
12647;5621;AAC484v001;pc-5.0
12648;5621;AAC485v001;pc-5.0
12649;5621;AAC486v001;pc-5.0
12650;5626;AAA025v001;pc-5.0
12651;5626;AAA107v001;pc-5.0
12652;5626;AAA270v001;pc-5.0
12653;5626;AAA593v001;pc-5.0
12654;5626;AAC381v001;pc-5.0
12655;5626;AAC432v001;pc-5.0
12656;5626;AAC433v001;pc-5.0
12657;5626;AAC434v001;pc-5.0
12658;5626;AAC435v001;pc-5.0
12659;5626;AAC436v001;pc-5.0
12660;5626;AAC437v001;pc-5.0
12661;5627;AAA270v001;pc-5.0
12662;5627;AAC438v001;pc-5.0
12663;5627;AAC439v001;pc-5.0
12664;5627;AAC440v001;pc-5.0
12665;5627;AAC441v001;pc-5.0
12666;5627;AAC442v001;pc-5.0
12667;5627;AAC443v001;pc-5.0
12668;5627;AAC444v001;pc-5.0
12669;5627;AAC445v001;pc-5.0
12670;5627;AAC446v001;pc-5.0
12671;5627;AAC447v001;pc-5.0
12672;5627;AAC448v001;pc-5.0
12673;5627;AAC449v001;pc-5.0
12674;5627;AAC450v001;pc-5.0
12675;5627;AAC451v001;pc-5.0
12676;5627;AAC452v001;pc-5.0
12677;5627;AAC453v001;pc-5.0
12678;5627;AAC454v001;pc-5.0
12679;5628;AAA270v001;pc-5.0
12680;5628;AAC455v001;pc-5.0
12681;5628;AAC456v001;pc-5.0
12682;5628;AAC457v001;pc-5.0
12683;5628;AAC458v001;pc-5.0
12684;5628;AAC459v001;pc-5.0
12685;5628;AAC460v001;pc-5.0
12686;5628;AAC461v001;pc-5.0
12687;5628;AAC462v001;pc-5.0
12688;5628;AAC463v001;pc-5.0
12689;5628;AAC464v001;pc-5.0
12690;5628;AAC465v001;pc-5.0
12691;5628;AAC466v001;pc-5.0
12692;5628;AAC467v001;pc-5.0
12693;5628;AAC468v001;pc-5.0
12694;5629;AAA270v001;pc-5.0
12695;5629;AAC469v001;pc-5.0
12696;5629;AAC470v001;pc-5.0
12697;5629;AAC471v001;pc-5.0
12698;5629;AAC472v001;pc-5.0
12699;5629;AAC473v001;pc-5.0
12700;5632;AAA270v001;pc-5.0
12701;5632;AAC474v001;pc-5.0
12702;5632;AAC475v001;pc-5.0
12703;5632;AAC476v001;pc-5.0
12704;5632;AAC477v001;pc-5.0
12705;5632;AAC478v001;pc-5.0
12706;5632;AAC479v001;pc-5.0
12707;5632;AAC480v001;pc-5.0
12708;5632;AAC481v001;pc-5.0
12709;5633;AAA094v001;pc-5.0
12710;5633;AAA096v001;pc-5.0
12711;5633;AAA236v001;pc-5.0
12712;5633;AAA253v001;pc-5.0
12713;5633;AAA270v001;pc-5.0
12714;5633;AAC482v001;pc-5.0
12715;5633;AAC483v001;pc-5.0
12716;5633;AAC484v001;pc-5.0
12717;5633;AAC485v001;pc-5.0
12718;5633;AAC486v001;pc-5.0
12719;5638;AAA025v001;pc-5.0
12720;5638;AAA107v001;pc-5.0
12721;5638;AAA270v001;pc-5.0
12722;5638;AAA593v001;pc-5.0
12723;5638;AAC381v001;pc-5.0
12724;5638;AAC432v001;pc-5.0
12725;5638;AAC433v001;pc-5.0
12726;5638;AAC434v001;pc-5.0
12727;5638;AAC435v001;pc-5.0
12728;5638;AAC436v001;pc-5.0
12729;5638;AAC437v001;pc-5.0
12730;5639;AAA270v001;pc-5.0
12731;5639;AAC438v001;pc-5.0
12732;5639;AAC439v001;pc-5.0
12733;5639;AAC440v001;pc-5.0
12734;5639;AAC441v001;pc-5.0
12735;5639;AAC442v001;pc-5.0
12736;5639;AAC443v001;pc-5.0
12737;5639;AAC444v001;pc-5.0
12738;5639;AAC445v001;pc-5.0
12739;5639;AAC446v001;pc-5.0
12740;5639;AAC447v001;pc-5.0
12741;5639;AAC448v001;pc-5.0
12742;5639;AAC449v001;pc-5.0
12743;5639;AAC450v001;pc-5.0
12744;5639;AAC451v001;pc-5.0
12745;5639;AAC452v001;pc-5.0
12746;5639;AAC453v001;pc-5.0
12747;5639;AAC454v001;pc-5.0
12748;5640;AAA270v001;pc-5.0
12749;5640;AAC455v001;pc-5.0
12750;5640;AAC456v001;pc-5.0
12751;5640;AAC457v001;pc-5.0
12752;5640;AAC458v001;pc-5.0
12753;5640;AAC459v001;pc-5.0
12754;5640;AAC460v001;pc-5.0
12755;5640;AAC461v001;pc-5.0
12756;5640;AAC462v001;pc-5.0
12757;5640;AAC463v001;pc-5.0
12758;5640;AAC464v001;pc-5.0
12759;5640;AAC465v001;pc-5.0
12760;5640;AAC466v001;pc-5.0
12761;5640;AAC467v001;pc-5.0
12762;5640;AAC468v001;pc-5.0
12763;5641;AAA270v001;pc-5.0
12764;5641;AAC469v001;pc-5.0
12765;5641;AAC470v001;pc-5.0
12766;5641;AAC471v001;pc-5.0
12767;5641;AAC472v001;pc-5.0
12768;5641;AAC473v001;pc-5.0
12769;5644;AAA270v001;pc-5.0
12770;5644;AAC474v001;pc-5.0
12771;5644;AAC475v001;pc-5.0
12772;5644;AAC476v001;pc-5.0
12773;5644;AAC477v001;pc-5.0
