KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Klassifikationssystem_ID
25974;13624;AAA008v001;pc-5.0
25975;13624;AAA113v001;pc-5.0
25976;13624;AAA270v001;pc-5.0
25977;13624;AAC520v001;pc-5.0
25978;13624;AAC821v001;pc-5.0
25979;13624;AAC967v001;pc-5.0
25980;13624;EAA153v001;pc-5.0
25981;13624;EAA154v001;pc-5.0
25982;13624;EAA156v001;pc-5.0
25983;13624;EAA463v001;pc-5.0
25984;13624;EAA464v001;pc-5.0
25985;13624;EAA465v001;pc-5.0
25986;13624;EAA796v001;pc-5.0
25987;13624;EAB117v001;pc-5.0
25988;13624;EAB118v001;pc-5.0
25989;13624;EAB119v001;pc-5.0
25990;13625;EAA579v001;pc-5.0
25991;13625;EAA580v001;pc-5.0
25992;13625;EAA581v001;pc-5.0
25993;13639;AAB371v001;pc-5.0
25994;13639;EAA313v001;pc-5.0
25995;13639;EAB125v001;pc-5.0
25996;13639;EAB126v001;pc-5.0
25997;13639;EAB127v001;pc-5.0
25998;13639;EAB128v001;pc-5.0
25999;13639;EAB129v001;pc-5.0
26000;13641;AAA008v001;pc-5.0
26001;13641;AAA270v001;pc-5.0
26002;13641;EAA057v001;pc-5.0
26003;13641;EAA157v001;pc-5.0
26004;13641;EAA312v001;pc-5.0
26005;13644;AAA113v001;pc-5.0
26006;13644;AAA270v001;pc-5.0
26007;13644;AAC520v001;pc-5.0
26008;13644;AAC821v001;pc-5.0
26009;13645;EAA304v001;pc-5.0
26010;13645;EAA840v001;pc-5.0
26011;13645;EAA945v001;pc-5.0
26012;13646;AAA008v001;pc-5.0
26013;13646;AAA270v001;pc-5.0
26014;13646;AAC520v001;pc-5.0
26015;13647;AAA004v001;pc-5.0
26016;13647;AAA270v001;pc-5.0
26017;13647;AAA289v001;pc-5.0
26018;13647;AAA291v001;pc-5.0
26019;13647;AAA348v001;pc-5.0
26020;13649;AAA270v001;pc-5.0
26021;13649;AAC520v001;pc-5.0
26022;13649;AAC821v001;pc-5.0
26023;13649;EAA154v001;pc-5.0
26024;13649;EAA463v001;pc-5.0
26025;13649;EAA465v001;pc-5.0
26026;13649;EAB120v001;pc-5.0
26027;13652;AAA004v001;pc-5.0
26028;13652;AAA270v001;pc-5.0
26029;13652;AAA289v001;pc-5.0
26030;13652;AAA291v001;pc-5.0
26031;13652;AAA297v001;pc-5.0
26032;13652;AAA298v001;pc-5.0
26033;13652;AAA302v001;pc-5.0
26034;13652;AAA326v001;pc-5.0
26035;13652;AAA348v001;pc-5.0
26036;13652;AAC702v001;pc-5.0
26037;13652;AAC712v001;pc-5.0
26038;13653;AAA164v001;pc-5.0
26039;13653;AAA270v001;pc-5.0
26040;13653;AAC520v001;pc-5.0
26041;13653;EAB118v001;pc-5.0
26042;13659;AAA113v001;pc-5.0
26043;13659;AAA164v001;pc-5.0
26044;13659;AAA270v001;pc-5.0
26045;13659;AAC520v001;pc-5.0
26046;13659;AAC821v001;pc-5.0
26047;13659;EAA153v001;pc-5.0
26048;13659;EAA154v001;pc-5.0
26049;13659;EAA463v001;pc-5.0
26050;13659;EAA464v001;pc-5.0
26051;13659;EAA465v001;pc-5.0
26052;13659;EAA796v001;pc-5.0
26053;13659;EAB118v001;pc-5.0
26054;13659;EAB121v001;pc-5.0
26055;13659;EAB122v001;pc-5.0
26056;13659;EAB123v001;pc-5.0
26057;13659;EAB132v001;pc-5.0
26058;13660;EAA304v001;pc-5.0
26059;13660;EAA842v001;pc-5.0
26060;13660;EAB038v001;pc-5.0
26061;13660;EAB133v001;pc-5.0
26062;13661;AAB371v001;pc-5.0
26063;13661;EAD263v001;pc-5.0
26064;13661;EAE159v001;pc-5.0
26065;13664;AAB371v001;pc-5.0
26066;13664;EAA198v001;pc-5.0
26067;13664;EAB131v001;pc-5.0
26068;13665;AAA004v001;pc-5.0
26069;13665;AAA270v001;pc-5.0
26070;13665;AAA289v001;pc-5.0
26071;13665;AAA291v001;pc-5.0
26072;13665;AAA297v001;pc-5.0
26073;13665;AAA298v001;pc-5.0
26074;13665;AAA302v001;pc-5.0
26075;13665;AAA326v001;pc-5.0
26076;13665;AAC702v001;pc-5.0
26077;13665;AAC712v001;pc-5.0
26078;13666;AAA008v001;pc-5.0
26079;13666;AAA180v001;pc-5.0
26080;13666;AAA270v001;pc-5.0
26081;13666;EAA346v001;pc-5.0
26082;13666;EAA432v001;pc-5.0
26083;13667;AAA008v001;pc-5.0
26084;13667;AAA180v001;pc-5.0
26085;13667;AAA270v001;pc-5.0
26086;13667;EAA346v001;pc-5.0
26087;13667;EAA432v001;pc-5.0
26088;13668;AAA008v001;pc-5.0
26089;13668;AAA113v001;pc-5.0
26090;13668;AAA164v001;pc-5.0
26091;13668;AAA270v001;pc-5.0
26092;13668;AAC520v001;pc-5.0
26093;13668;AAC821v001;pc-5.0
26094;13668;EAA153v001;pc-5.0
26095;13668;EAA154v001;pc-5.0
26096;13668;EAA156v001;pc-5.0
26097;13668;EAA463v001;pc-5.0
26098;13668;EAA464v001;pc-5.0
26099;13668;EAA796v001;pc-5.0
26100;13668;EAB117v001;pc-5.0
26101;13668;EAB118v001;pc-5.0
26102;13668;EAB119v001;pc-5.0
26103;13669;EAA579v001;pc-5.0
26104;13669;EAA580v001;pc-5.0
26105;13669;EAA581v001;pc-5.0
26106;13669;EAA582v001;pc-5.0
26107;13681;AAA270v001;pc-5.0
26108;13681;AAC520v001;pc-5.0
26109;13681;EAA796v001;pc-5.0
26110;13682;EAA304v001;pc-5.0
26111;13682;EAB038v001;pc-5.0
26112;13683;AAB371v001;pc-5.0
26113;13683;EAD263v001;pc-5.0
26114;13683;EAE159v001;pc-5.0
26115;13687;AAA004v001;pc-5.0
26116;13687;AAA270v001;pc-5.0
26117;13687;AAA289v001;pc-5.0
26118;13687;AAA291v001;pc-5.0
26119;13687;AAA297v001;pc-5.0
26120;13687;AAA298v001;pc-5.0
26121;13687;AAA302v001;pc-5.0
26122;13687;AAA326v001;pc-5.0
26123;13687;AAA348v001;pc-5.0
26124;13687;AAC702v001;pc-5.0
26125;13687;AAC712v001;pc-5.0
26126;13687;EAA200v001;pc-5.0
26127;13687;EAA532v001;pc-5.0
26128;13687;EAA716v001;pc-5.0
26129;13687;EAA855v001;pc-5.0
26130;13687;EAA976v001;pc-5.0
26131;13687;EAB134v001;pc-5.0
26132;13688;AAA008v001;pc-5.0
26133;13688;AAA270v001;pc-5.0
26134;13688;AAC520v001;pc-5.0
26135;13688;EAA796v001;pc-5.0
26136;13689;EAA581v001;pc-5.0
26137;13689;EAA582v001;pc-5.0
26138;13699;AAB371v001;pc-5.0
26139;13699;EAD263v001;pc-5.0
26140;13699;EAE159v001;pc-5.0
26141;13702;AAA004v001;pc-5.0
26142;13702;AAA270v001;pc-5.0
26143;13702;AAA289v001;pc-5.0
26144;13702;AAA291v001;pc-5.0
26145;13702;AAA297v001;pc-5.0
26146;13702;AAA298v001;pc-5.0
26147;13702;AAA302v001;pc-5.0
26148;13702;AAA326v001;pc-5.0
26149;13702;AAC702v001;pc-5.0
26150;13702;AAC712v001;pc-5.0
26151;13703;AAA270v001;pc-5.0
26152;13703;EAA156v001;pc-5.0
26153;13704;AAA270v001;pc-5.0
26154;13704;EAB135v001;pc-5.0
26155;13704;EAB136v001;pc-5.0
26156;13712;AAA164v001;pc-5.0
26157;13712;AAA270v001;pc-5.0
26158;13712;AAC520v001;pc-5.0
26159;13712;AAC821v001;pc-5.0
26160;13712;EAA153v001;pc-5.0
26161;13712;EAA154v001;pc-5.0
26162;13712;EAA281v001;pc-5.0
26163;13712;EAA316v001;pc-5.0
26164;13712;EAA463v001;pc-5.0
26165;13712;EAA464v001;pc-5.0
26166;13712;EAA791v001;pc-5.0
26167;13712;EAA796v001;pc-5.0
26168;13712;EAB118v001;pc-5.0
26169;13713;AAA008v001;pc-5.0
26170;13713;AAA270v001;pc-5.0
26171;13713;EAA304v001;pc-5.0
26172;13713;EAB038v001;pc-5.0
26173;13714;AAB371v001;pc-5.0
26174;13714;EAD263v001;pc-5.0
26175;13714;EAE159v001;pc-5.0
26176;13717;AAA004v001;pc-5.0
26177;13717;AAA270v001;pc-5.0
26178;13717;AAA289v001;pc-5.0
26179;13717;AAA291v001;pc-5.0
26180;13717;AAA297v001;pc-5.0
26181;13717;AAA298v001;pc-5.0
26182;13717;AAA302v001;pc-5.0
26183;13717;AAA326v001;pc-5.0
26184;13717;AAA348v001;pc-5.0
26185;13717;AAC702v001;pc-5.0
26186;13717;AAC712v001;pc-5.0
26187;13717;EAA200v001;pc-5.0
26188;13717;EAA532v001;pc-5.0
26189;13717;EAA855v001;pc-5.0
26190;13717;EAA976v001;pc-5.0
26191;13717;EAB134v001;pc-5.0
26192;13718;AAA113v001;pc-5.0
26193;13718;AAA164v001;pc-5.0
26194;13718;AAA270v001;pc-5.0
26195;13718;AAC520v001;pc-5.0
26196;13718;AAC967v001;pc-5.0
26197;13718;EAA153v001;pc-5.0
26198;13718;EAA154v001;pc-5.0
26199;13718;EAA156v001;pc-5.0
26200;13718;EAA463v001;pc-5.0
26201;13718;EAA464v001;pc-5.0
26202;13718;EAA465v001;pc-5.0
26203;13718;EAA796v001;pc-5.0
26204;13718;EAB118v001;pc-5.0
26205;13718;EAB119v001;pc-5.0
26206;13719;EAA579v001;pc-5.0
26207;13719;EAA580v001;pc-5.0
26208;13719;EAA581v001;pc-5.0
26209;13719;EAA582v001;pc-5.0
26210;13730;AAA011v001;pc-5.0
26211;13730;AAA013v001;pc-5.0
26212;13732;AAA270v001;pc-5.0
26213;13732;AAC520v001;pc-5.0
26214;13732;EAA463v001;pc-5.0
26215;13732;EAA465v001;pc-5.0
26216;13732;EAB120v001;pc-5.0
26217;13733;AAB371v001;pc-5.0
26218;13733;EAD263v001;pc-5.0
26219;13733;EAE159v001;pc-5.0
26220;13736;AAA004v001;pc-5.0
26221;13736;AAA270v001;pc-5.0
26222;13736;AAA289v001;pc-5.0
26223;13736;AAA291v001;pc-5.0
26224;13736;AAA297v001;pc-5.0
26225;13736;AAA298v001;pc-5.0
26226;13736;AAA302v001;pc-5.0
26227;13736;AAA326v001;pc-5.0
26228;13736;AAC702v001;pc-5.0
26229;13736;AAC712v001;pc-5.0
26230;13737;AAA270v001;pc-5.0
26231;13737;AAC520v001;pc-5.0
26232;13737;EAA156v001;pc-5.0
26233;13737;EAA463v001;pc-5.0
26234;13737;EAA796v001;pc-5.0
26235;13737;EAB119v001;pc-5.0
26236;13738;EAA581v001;pc-5.0
26237;13738;EAA582v001;pc-5.0
26238;13749;AAA067v001;pc-5.0
26239;13749;AAA270v001;pc-5.0
26240;13749;EAA524v001;pc-5.0
26241;13749;EAA577v001;pc-5.0
26242;13755;AAA008v001;pc-5.0
26243;13755;AAA063v001;pc-5.0
26244;13755;AAA113v001;pc-5.0
26245;13755;AAA164v001;pc-5.0
26246;13755;AAA270v001;pc-5.0
26247;13755;AAC520v001;pc-5.0
26248;13755;AAC821v001;pc-5.0
26249;13755;EAA153v001;pc-5.0
26250;13755;EAA154v001;pc-5.0
26251;13755;EAA281v001;pc-5.0
26252;13755;EAA316v001;pc-5.0
26253;13755;EAA344v001;pc-5.0
26254;13755;EAA465v001;pc-5.0
26255;13755;EAA791v001;pc-5.0
26256;13755;EAA796v001;pc-5.0
26257;13755;EAA998v001;pc-5.0
26258;13755;EAB036v001;pc-5.0
26259;13755;EAB118v001;pc-5.0
26260;13755;EAB121v001;pc-5.0
26261;13755;EAB123v001;pc-5.0
26262;13755;EAB132v001;pc-5.0
26263;13755;EAB139v001;pc-5.0
26264;13756;EAA304v001;pc-5.0
26265;13756;EAA842v001;pc-5.0
26266;13756;EAB038v001;pc-5.0
26267;13756;EAB133v001;pc-5.0
26268;13757;AAB371v001;pc-5.0
26269;13757;EAD263v001;pc-5.0
26270;13757;EAE159v001;pc-5.0
26271;13759;AAB371v001;pc-5.0
26272;13759;EAA211v001;pc-5.0
26273;13759;EAA212v001;pc-5.0
26274;13759;EAA213v001;pc-5.0
26275;13760;AAA270v001;pc-5.0
26276;13760;EAA198v001;pc-5.0
26277;13760;EAA995v001;pc-5.0
26278;13760;EAB131v001;pc-5.0
26279;13761;AAA004v001;pc-5.0
26280;13761;AAA270v001;pc-5.0
26281;13761;AAA289v001;pc-5.0
26282;13761;AAA291v001;pc-5.0
26283;13761;AAA297v001;pc-5.0
26284;13761;AAA298v001;pc-5.0
26285;13761;AAA302v001;pc-5.0
26286;13761;AAA326v001;pc-5.0
26287;13761;AAC702v001;pc-5.0
26288;13761;AAC712v001;pc-5.0
26289;13763;AAA008v001;pc-5.0
26290;13763;AAA180v001;pc-5.0
26291;13763;AAA270v001;pc-5.0
26292;13763;EAA346v001;pc-5.0
26293;13763;EAA432v001;pc-5.0
26294;13764;AAA008v001;pc-5.0
26295;13764;AAA180v001;pc-5.0
26296;13764;AAA270v001;pc-5.0
26297;13764;EAA346v001;pc-5.0
26298;13764;EAA432v001;pc-5.0
26299;13765;AAA008v001;pc-5.0
26300;13765;AAA113v001;pc-5.0
26301;13765;AAA164v001;pc-5.0
26302;13765;AAA270v001;pc-5.0
26303;13765;AAC520v001;pc-5.0
26304;13765;AAC821v001;pc-5.0
26305;13765;EAA153v001;pc-5.0
26306;13765;EAA154v001;pc-5.0
26307;13765;EAA156v001;pc-5.0
26308;13765;EAA463v001;pc-5.0
26309;13765;EAA464v001;pc-5.0
26310;13765;EAA465v001;pc-5.0
26311;13765;EAA796v001;pc-5.0
26312;13765;EAB117v001;pc-5.0
26313;13765;EAB118v001;pc-5.0
26314;13765;EAB119v001;pc-5.0
26315;13766;EAA579v001;pc-5.0
26316;13766;EAA580v001;pc-5.0
26317;13775;AAA270v001;pc-5.0
26318;13775;AAB371v001;pc-5.0
26319;13775;EAA056v001;pc-5.0
26320;13775;EAA132v001;pc-5.0
26321;13775;EAB124v001;pc-5.0
26322;13779;EAB137v001;pc-5.0
26323;13779;EAB138v001;pc-5.0
26324;13781;AAA270v001;pc-5.0
26325;13781;AAA287v001;pc-5.0
26326;13781;AAA595v001;pc-5.0
26327;13781;AAB172v001;pc-5.0
26328;13781;AAB694v001;pc-5.0
26329;13781;EAA037v001;pc-5.0
26330;13781;EAD377v001;pc-5.0
26331;13781;EAD378v001;pc-5.0
26332;13783;AAA063v001;pc-5.0
26333;13783;AAA113v001;pc-5.0
26334;13783;AAA164v001;pc-5.0
26335;13783;AAA270v001;pc-5.0
26336;13783;AAC520v001;pc-5.0
26337;13783;AAC821v001;pc-5.0
26338;13783;EAA153v001;pc-5.0
26339;13783;EAA154v001;pc-5.0
26340;13783;EAA281v001;pc-5.0
26341;13783;EAA316v001;pc-5.0
26342;13783;EAA344v001;pc-5.0
26343;13783;EAA791v001;pc-5.0
26344;13783;EAA796v001;pc-5.0
26345;13783;EAA998v001;pc-5.0
26346;13783;EAB036v001;pc-5.0
26347;13783;EAB118v001;pc-5.0
26348;13783;EAB123v001;pc-5.0
26349;13783;EAB132v001;pc-5.0
26350;13783;EAB139v001;pc-5.0
26351;13784;EAA304v001;pc-5.0
26352;13784;EAA842v001;pc-5.0
26353;13784;EAB038v001;pc-5.0
26354;13785;AAB371v001;pc-5.0
26355;13785;EAD263v001;pc-5.0
26356;13785;EAE159v001;pc-5.0
26357;13786;AAB371v001;pc-5.0
26358;13786;EAA198v001;pc-5.0
26359;13786;EAA995v001;pc-5.0
26360;13786;EAB131v001;pc-5.0
26361;13787;AAA004v001;pc-5.0
26362;13787;AAA270v001;pc-5.0
26363;13787;AAA289v001;pc-5.0
26364;13787;AAA291v001;pc-5.0
26365;13787;AAA297v001;pc-5.0
26366;13787;AAA298v001;pc-5.0
26367;13787;AAA302v001;pc-5.0
26368;13787;AAA326v001;pc-5.0
26369;13787;AAC702v001;pc-5.0
26370;13787;AAC712v001;pc-5.0
26371;13787;EAB141v001;pc-5.0
26372;13787;EAB142v001;pc-5.0
26373;13789;AAA270v001;pc-5.0
26374;13789;EAA158v001;pc-5.0
26375;13789;EAA159v001;pc-5.0
26376;13790;AAA008v001;pc-5.0
26377;13790;AAA180v001;pc-5.0
26378;13790;AAA270v001;pc-5.0
26379;13790;EAA346v001;pc-5.0
26380;13790;EAA432v001;pc-5.0
26381;13791;AAA008v001;pc-5.0
26382;13791;AAA180v001;pc-5.0
26383;13791;AAA270v001;pc-5.0
26384;13791;EAA346v001;pc-5.0
26385;13791;EAA432v001;pc-5.0
26386;13792;AAA008v001;pc-5.0
26387;13792;AAA113v001;pc-5.0
26388;13792;AAA164v001;pc-5.0
26389;13792;AAA270v001;pc-5.0
26390;13792;AAC520v001;pc-5.0
26391;13792;AAC821v001;pc-5.0
26392;13792;EAA153v001;pc-5.0
26393;13792;EAA154v001;pc-5.0
26394;13792;EAA156v001;pc-5.0
26395;13792;EAA463v001;pc-5.0
26396;13792;EAA464v001;pc-5.0
26397;13792;EAA465v001;pc-5.0
26398;13792;EAA796v001;pc-5.0
26399;13792;EAB117v001;pc-5.0
26400;13792;EAB118v001;pc-5.0
26401;13792;EAB119v001;pc-5.0
26402;13793;EAA579v001;pc-5.0
26403;13793;EAA580v001;pc-5.0
26404;13793;EAA581v001;pc-5.0
26405;13793;EAA582v001;pc-5.0
26406;13803;AAA063v001;pc-5.0
26407;13803;AAA113v001;pc-5.0
26408;13803;AAA164v001;pc-5.0
26409;13803;AAA270v001;pc-5.0
26410;13803;AAC520v001;pc-5.0
26411;13803;AAC821v001;pc-5.0
26412;13803;EAA153v001;pc-5.0
26413;13803;EAA154v001;pc-5.0
26414;13803;EAA281v001;pc-5.0
26415;13803;EAA316v001;pc-5.0
26416;13803;EAA344v001;pc-5.0
26417;13803;EAA463v001;pc-5.0
26418;13803;EAA464v001;pc-5.0
26419;13803;EAA465v001;pc-5.0
26420;13803;EAA791v001;pc-5.0
26421;13803;EAA796v001;pc-5.0
26422;13803;EAA998v001;pc-5.0
26423;13803;EAB036v001;pc-5.0
26424;13803;EAB118v001;pc-5.0
26425;13803;EAB123v001;pc-5.0
26426;13803;EAB139v001;pc-5.0
26427;13804;AAB371v001;pc-5.0
26428;13804;EAD263v001;pc-5.0
26429;13804;EAE159v001;pc-5.0
26430;13807;AAB371v001;pc-5.0
26431;13807;EAA198v001;pc-5.0
26432;13807;EAA995v001;pc-5.0
26433;13807;EAB131v001;pc-5.0
26434;13808;AAA004v001;pc-5.0
26435;13808;AAA270v001;pc-5.0
26436;13808;AAA289v001;pc-5.0
26437;13808;AAA291v001;pc-5.0
26438;13808;AAA297v001;pc-5.0
26439;13808;AAA298v001;pc-5.0
26440;13808;AAA302v001;pc-5.0
26441;13808;AAA326v001;pc-5.0
26442;13808;AAC702v001;pc-5.0
26443;13808;AAC712v001;pc-5.0
26444;13810;AAA008v001;pc-5.0
26445;13810;AAA180v001;pc-5.0
26446;13810;AAA270v001;pc-5.0
26447;13810;EAA346v001;pc-5.0
26448;13810;EAA432v001;pc-5.0
26449;13811;AAA008v001;pc-5.0
26450;13811;AAA180v001;pc-5.0
26451;13811;AAA270v001;pc-5.0
26452;13811;EAA432v001;pc-5.0
26453;13812;AAA008v001;pc-5.0
26454;13812;AAA113v001;pc-5.0
26455;13812;AAA164v001;pc-5.0
26456;13812;AAA270v001;pc-5.0
26457;13812;AAC520v001;pc-5.0
26458;13812;AAC821v001;pc-5.0
26459;13812;EAA153v001;pc-5.0
26460;13812;EAA154v001;pc-5.0
26461;13812;EAA156v001;pc-5.0
26462;13812;EAA463v001;pc-5.0
26463;13812;EAA464v001;pc-5.0
26464;13812;EAA465v001;pc-5.0
26465;13812;EAA796v001;pc-5.0
26466;13812;EAB117v001;pc-5.0
26467;13812;EAB118v001;pc-5.0
26468;13812;EAB119v001;pc-5.0
26469;13813;EAA579v001;pc-5.0
26470;13813;EAA580v001;pc-5.0
26471;13813;EAA581v001;pc-5.0
26472;13823;AAA270v001;pc-5.0
26473;13823;AAC520v001;pc-5.0
26474;13823;EAA153v001;pc-5.0
26475;13823;EAA154v001;pc-5.0
26476;13823;EAA463v001;pc-5.0
26477;13825;AAA004v001;pc-5.0
26478;13825;AAA270v001;pc-5.0
26479;13825;AAC712v001;pc-5.0
26480;13826;AAA270v001;pc-5.0
26481;13826;AAC520v001;pc-5.0
26482;13826;EAA153v001;pc-5.0
26483;13826;EAA154v001;pc-5.0
26484;13826;EAA156v001;pc-5.0
26485;13826;EAB119v001;pc-5.0
26486;13831;AAA011v001;pc-5.0
26487;13831;AAA013v001;pc-5.0
26488;13832;AAA270v001;pc-5.0
26489;13832;AAC520v001;pc-5.0
26490;13832;EAA463v001;pc-5.0
26491;13832;EAB120v001;pc-5.0
26492;13832;EAB123v001;pc-5.0
26493;13833;AAB371v001;pc-5.0
26494;13833;EAD263v001;pc-5.0
26495;13833;EAE159v001;pc-5.0
26496;13836;AAA004v001;pc-5.0
26497;13836;AAA270v001;pc-5.0
26498;13836;AAA289v001;pc-5.0
26499;13836;AAA291v001;pc-5.0
26500;13836;AAA297v001;pc-5.0
26501;13836;AAA298v001;pc-5.0
26502;13836;AAA302v001;pc-5.0
26503;13836;AAA326v001;pc-5.0
26504;13836;AAC702v001;pc-5.0
26505;13836;AAC712v001;pc-5.0
26506;13837;AAA270v001;pc-5.0
26507;13837;AAC520v001;pc-5.0
26508;13837;AAC821v001;pc-5.0
26509;13837;EAA154v001;pc-5.0
26510;13837;EAA156v001;pc-5.0
26511;13837;EAA463v001;pc-5.0
26512;13837;EAA796v001;pc-5.0
26513;13837;EAB119v001;pc-5.0
26514;13846;AAA008v001;pc-5.0
26515;13846;EAA304v001;pc-5.0
26516;13846;EAB038v001;pc-5.0
26517;13850;AAA008v001;pc-5.0
26518;13850;AAA067v001;pc-5.0
26519;13850;AAA270v001;pc-5.0
26520;13850;EAA524v001;pc-5.0
26521;13850;EAA577v001;pc-5.0
26522;13855;AAA164v001;pc-5.0
26523;13855;AAA270v001;pc-5.0
26524;13855;AAC821v001;pc-5.0
26525;13855;EAB118v001;pc-5.0
26526;13855;EAB123v001;pc-5.0
26527;13857;AAA004v001;pc-5.0
26528;13857;AAA270v001;pc-5.0
26529;13857;AAA289v001;pc-5.0
26530;13857;AAA291v001;pc-5.0
26531;13857;AAA297v001;pc-5.0
26532;13857;AAA298v001;pc-5.0
26533;13857;AAA302v001;pc-5.0
26534;13857;AAA326v001;pc-5.0
26535;13857;AAA348v001;pc-5.0
26536;13857;AAC702v001;pc-5.0
26537;13857;AAC712v001;pc-5.0
26538;13857;EAA200v001;pc-5.0
26539;13857;EAA532v001;pc-5.0
26540;13857;EAA855v001;pc-5.0
26541;13857;EAA976v001;pc-5.0
26542;13857;EAB134v001;pc-5.0
26543;13858;AAA008v001;pc-5.0
26544;13858;AAA180v001;pc-5.0
26545;13858;AAA270v001;pc-5.0
26546;13858;EAA346v001;pc-5.0
26547;13858;EAA432v001;pc-5.0
26548;13859;AAA008v001;pc-5.0
26549;13859;AAA180v001;pc-5.0
26550;13859;AAA270v001;pc-5.0
26551;13859;EAA346v001;pc-5.0
26552;13859;EAA432v001;pc-5.0
26553;13860;AAA113v001;pc-5.0
26554;13860;AAA270v001;pc-5.0
26555;13860;AAC520v001;pc-5.0
26556;13860;AAC821v001;pc-5.0
26557;13860;EAA153v001;pc-5.0
26558;13860;EAA154v001;pc-5.0
26559;13860;EAA796v001;pc-5.0
26560;13860;EAB117v001;pc-5.0
26561;13860;EAB118v001;pc-5.0
26562;13861;EAA579v001;pc-5.0
26563;13861;EAA580v001;pc-5.0
26564;13861;EAA581v001;pc-5.0
26565;13862;AAA270v001;pc-5.0
26566;13862;EAA160v001;pc-5.0
26567;13862;EAA696v001;pc-5.0
26568;13862;EAA700v001;pc-5.0
26569;13863;AAB371v001;pc-5.0
26570;13863;EAA056v001;pc-5.0
26571;13863;EAA132v001;pc-5.0
26572;13865;AAA270v001;pc-5.0
26573;13865;EAA157v001;pc-5.0
26574;13865;EAA312v001;pc-5.0
26575;13865;EAA698v001;pc-5.0
26576;13869;AAA011v001;pc-5.0
26577;13869;AAA013v001;pc-5.0
26578;13870;AAA270v001;pc-5.0
26579;13870;EAA057v001;pc-5.0
26580;13870;EAA158v001;pc-5.0
26581;13870;EAA159v001;pc-5.0
26582;13871;EAA580v001;pc-5.0
26583;13871;EAA581v001;pc-5.0
26584;13871;EAA582v001;pc-5.0
26585;13876;AAA113v001;pc-5.0
26586;13876;AAA270v001;pc-5.0
26587;13876;AAC520v001;pc-5.0
26588;13876;EAA281v001;pc-5.0
26589;13876;EAA316v001;pc-5.0
26590;13876;EAA463v001;pc-5.0
26591;13876;EAA464v001;pc-5.0
26592;13876;EAA465v001;pc-5.0
26593;13876;EAA791v001;pc-5.0
26594;13878;AAA004v001;pc-5.0
26595;13878;AAA270v001;pc-5.0
26596;13878;AAA289v001;pc-5.0
26597;13878;AAA291v001;pc-5.0
26598;13878;AAA297v001;pc-5.0
26599;13878;AAA298v001;pc-5.0
26600;13878;AAA302v001;pc-5.0
26601;13878;AAA326v001;pc-5.0
26602;13878;AAA348v001;pc-5.0
26603;13878;AAC702v001;pc-5.0
26604;13878;AAC712v001;pc-5.0
26605;13878;EAA200v001;pc-5.0
26606;13878;EAA532v001;pc-5.0
26607;13878;EAA716v001;pc-5.0
26608;13878;EAA855v001;pc-5.0
26609;13878;EAA976v001;pc-5.0
26610;13878;EAB134v001;pc-5.0
26611;13879;AAA270v001;pc-5.0
26612;13879;AAC520v001;pc-5.0
26613;13879;AAC967v001;pc-5.0
26614;13879;EAA464v001;pc-5.0
26615;13879;EAA465v001;pc-5.0
26616;13879;EAB119v001;pc-5.0
26617;13880;EAA581v001;pc-5.0
26618;13880;EAA582v001;pc-5.0
26619;13890;AAA164v001;pc-5.0
26620;13890;AAA270v001;pc-5.0
26621;13890;AAC520v001;pc-5.0
26622;13890;EAA463v001;pc-5.0
26623;13890;EAA465v001;pc-5.0
26624;13890;EAB118v001;pc-5.0
26625;13890;EAB120v001;pc-5.0
26626;13890;EAB121v001;pc-5.0
26627;13890;EAB122v001;pc-5.0
26628;13890;EAB123v001;pc-5.0
26629;13890;EAB139v001;pc-5.0
26630;13891;AAA008v001;pc-5.0
26631;13891;EAA304v001;pc-5.0
26632;13891;EAB038v001;pc-5.0
26633;13892;AAB371v001;pc-5.0
26634;13892;EAB144v001;pc-5.0
26635;13892;EAD384v001;pc-5.0
26636;13895;AAA004v001;pc-5.0
26637;13895;AAA270v001;pc-5.0
26638;13895;AAA289v001;pc-5.0
26639;13895;AAA291v001;pc-5.0
26640;13895;AAA297v001;pc-5.0
26641;13895;AAA298v001;pc-5.0
26642;13895;AAA302v001;pc-5.0
26643;13895;AAA326v001;pc-5.0
26644;13895;AAC702v001;pc-5.0
26645;13895;AAC712v001;pc-5.0
26646;13896;AAA011v001;pc-5.0
26647;13896;EAA899v001;pc-5.0
26648;13897;AAA008v001;pc-5.0
26649;13897;AAA270v001;pc-5.0
26650;13897;AAC520v001;pc-5.0
26651;13897;EAA153v001;pc-5.0
26652;13897;EAA154v001;pc-5.0
26653;13897;EAA156v001;pc-5.0
26654;13897;EAA463v001;pc-5.0
26655;13897;EAA464v001;pc-5.0
26656;13897;EAA796v001;pc-5.0
26657;13897;EAB118v001;pc-5.0
26658;13897;EAB119v001;pc-5.0
26659;13898;EAA579v001;pc-5.0
26660;13898;EAA580v001;pc-5.0
26661;13898;EAA581v001;pc-5.0
26662;13898;EAA582v001;pc-5.0
26663;13909;AAA008v001;pc-5.0
26664;13909;AAA270v001;pc-5.0
26665;13909;EAA057v001;pc-5.0
26666;13909;EAA157v001;pc-5.0
26667;13909;EAA312v001;pc-5.0
26668;13915;AAA164v001;pc-5.0
26669;13915;AAA270v001;pc-5.0
26670;13915;AAC821v001;pc-5.0
