KlasseMerkmal_Nr;Klasse_ID;Merkmal_ID;Einheit_ID;Sortier_Nr;Mussmerkmal;Klassifikationssystem_ID
22151;AAA004c004;AAB181f001;;9;FALSE;pc-6.1
22152;AAA004c004;AAA003f001;AAA002u001;10;TRUE;pc-6.1
22206;AAA005c004;AAA702f001;;1;TRUE;pc-6.1
22207;AAA005c004;AAA002f001;AAA001u001;2;TRUE;pc-6.1
22208;AAA005c004;AAB322f001;;3;TRUE;pc-6.1
22209;AAA005c004;AAD139f001;;4;TRUE;pc-6.1
22210;AAA005c004;AAA833f001;;5;TRUE;pc-6.1
22211;AAA005c004;AAD140f001;;6;TRUE;pc-6.1
22212;AAA005c004;AAD144f001;;7;FALSE;pc-6.1
22213;AAA005c004;AAA000f001;;8;TRUE;pc-6.1
22214;AAA005c004;AAB181f001;;9;FALSE;pc-6.1
22215;AAA005c004;AAA003f001;AAA002u001;10;TRUE;pc-6.1
22168;AAA010c003;AAA702f001;;1;TRUE;pc-6.1
22169;AAA010c003;AAA002f001;AAA001u001;2;TRUE;pc-6.1
22170;AAA010c003;AAB322f001;;3;TRUE;pc-6.1
22171;AAA010c003;AAD139f001;;4;TRUE;pc-6.1
22172;AAA010c003;AAA833f001;;5;TRUE;pc-6.1
22173;AAA010c003;AAD144f001;;6;FALSE;pc-6.1
22174;AAA010c003;AAA000f001;;7;TRUE;pc-6.1
22175;AAA010c003;AAB181f001;;8;FALSE;pc-6.1
22176;AAA010c003;AAA003f001;AAA002u001;9;TRUE;pc-6.1
25378;AAA017c016;AAA019f001;;1;TRUE;pc-6.1
25379;AAA017c016;AAA026f001;;2;TRUE;pc-6.1
25380;AAA017c016;AAA025f001;AAA001u001;3;TRUE;pc-6.1
25381;AAA017c016;AAA024f001;AAA001u001;4;TRUE;pc-6.1
25382;AAA017c016;AAA605f001;AAA013u001;5;FALSE;pc-6.1
25385;AAA018c002;AAA606f001;AAA013u001;1;FALSE;pc-6.1
25386;AAA018c002;AAA605f001;AAA013u001;2;FALSE;pc-6.1
25387;AAA018c002;AAA028f001;;3;TRUE;pc-6.1
25388;AAA018c002;AAA029f001;;4;TRUE;pc-6.1
25389;AAA018c002;AAA032f001;AAA001u001;5;TRUE;pc-6.1
25390;AAA018c002;AAA030f001;AAA001u001;6;TRUE;pc-6.1
25391;AAA018c002;AAA031f001;AAA001u001;7;TRUE;pc-6.1
25392;AAA019c023;AAA606f001;AAA013u001;1;FALSE;pc-6.1
25393;AAA019c023;AAA605f001;AAA013u001;2;FALSE;pc-6.1
25394;AAA019c023;AAA028f001;;3;TRUE;pc-6.1
25395;AAA019c023;AAA029f001;;4;TRUE;pc-6.1
25396;AAA019c023;AAA024f001;AAA001u001;5;FALSE;pc-6.1
25397;AAA019c023;AAA025f001;AAA001u001;6;TRUE;pc-6.1
25398;AAA019c023;AAA019f001;;7;TRUE;pc-6.1
25399;AAA019c023;AAA026f001;;8;TRUE;pc-6.1
25400;AAA019c023;AAA033f001;;9;TRUE;pc-6.1
25401;AAA020c006;AAA605f001;AAA013u001;1;FALSE;pc-6.1
25402;AAA020c006;AAA028f001;;2;TRUE;pc-6.1
25403;AAA020c006;AAA029f001;;3;TRUE;pc-6.1
25404;AAA020c006;AAA025f001;AAA001u001;4;TRUE;pc-6.1
25405;AAA020c006;AAA033f001;;5;TRUE;pc-6.1
25406;AAA020c006;AAA035f001;;6;TRUE;pc-6.1
25412;AAA022c006;AAA025f001;AAA001u001;1;TRUE;pc-6.1
25413;AAA022c006;AAB597f001;AAA008u001;2;FALSE;pc-6.1
25414;AAA022c006;AAA038f001;;3;TRUE;pc-6.1
25415;AAA022c006;AAA030f001;AAA001u001;4;TRUE;pc-6.1
25422;AAA023c028;AAA028f001;;1;TRUE;pc-6.1
25423;AAA023c028;AAA029f001;;2;FALSE;pc-6.1
25424;AAA023c028;AAA025f001;AAA001u001;3;TRUE;pc-6.1
25425;AAA023c028;AAA041f001;;4;TRUE;pc-6.1
25426;AAA023c028;AAA039f001;;5;FALSE;pc-6.1
25427;AAA023c028;EAA980f001;;6;FALSE;pc-6.1
25819;AAA024c004;AAA025f001;AAA001u001;1;TRUE;pc-6.1
25820;AAA024c004;AAA030f001;AAA001u001;2;FALSE;pc-6.1
25821;AAA024c004;AAB597f001;AAA008u001;3;FALSE;pc-6.1
25429;AAA025c003;AAA028f001;;1;TRUE;pc-6.1
25430;AAA025c003;AAA029f001;;2;FALSE;pc-6.1
25431;AAA025c003;AAA019f001;;3;TRUE;pc-6.1
25432;AAA025c003;AAA002f001;AAA001u001;4;TRUE;pc-6.1
25433;AAA025c003;AAA031f001;AAA001u001;5;TRUE;pc-6.1
25434;AAA025c003;AAA040f001;AAA001u001;6;TRUE;pc-6.1
25485;AAA026c013;AAA028f001;;1;TRUE;pc-6.1
25486;AAA026c013;AAA029f001;;2;TRUE;pc-6.1
25487;AAA026c013;AAA041f001;;3;TRUE;pc-6.1
25488;AAA026c013;AAA042f001;;4;FALSE;pc-6.1
25489;AAA026c013;AAA002f001;AAA001u001;5;FALSE;pc-6.1
25490;AAA026c013;AAA040f001;AAA001u001;6;TRUE;pc-6.1
25491;AAA026c013;AAC510f001;AAA001u001;7;TRUE;pc-6.1
25492;AAA026c013;AAA541f001;;8;TRUE;pc-6.1
25496;AAA027c019;AAA028f001;;1;TRUE;pc-6.1
25497;AAA027c019;AAA029f001;;2;TRUE;pc-6.1
25498;AAA027c019;AAA019f001;;3;TRUE;pc-6.1
25499;AAA027c019;AAA041f001;;4;TRUE;pc-6.1
25500;AAA027c019;AAA042f001;;5;FALSE;pc-6.1
25501;AAA027c019;AAA239f001;;6;FALSE;pc-6.1
25502;AAA027c019;AAA002f001;AAA001u001;7;FALSE;pc-6.1
25503;AAA027c019;AAA040f001;AAA001u001;8;FALSE;pc-6.1
25504;AAA027c019;AAA032f001;AAA001u001;9;FALSE;pc-6.1
25505;AAA027c019;EAC340f001;;10;TRUE;pc-6.1
25506;AAA027c019;EAC341f001;;11;TRUE;pc-6.1
25507;AAA027c019;EAC352f001;;12;TRUE;pc-6.1
25549;AAA028c010;AAA028f001;;1;TRUE;pc-6.1
25550;AAA028c010;AAA605f001;AAA013u001;2;FALSE;pc-6.1
25551;AAA028c010;AAA029f001;;3;TRUE;pc-6.1
25552;AAA028c010;AAA025f001;AAA001u001;4;FALSE;pc-6.1
25553;AAA028c010;AAA024f001;AAA001u001;5;FALSE;pc-6.1
25554;AAA028c010;AAA040f001;AAA001u001;6;TRUE;pc-6.1
25555;AAA028c010;AAA030f001;AAA001u001;7;TRUE;pc-6.1
25578;AAA031c098;AAA030f001;AAA001u001;1;FALSE;pc-6.1
25579;AAA031c098;AAA607f001;;2;TRUE;pc-6.1
25580;AAA031c098;AAA028f001;;3;TRUE;pc-6.1
25581;AAA031c098;AAA045f001;AAA013u001;4;FALSE;pc-6.1
25582;AAA031c098;AAA044f001;AAA001u001;5;TRUE;pc-6.1
25583;AAA031c098;AAC889f001;AAA001u001;6;TRUE;pc-6.1
25584;AAA031c098;AAA241f001;;7;FALSE;pc-6.1
25585;AAA031c098;EAA981f001;;8;FALSE;pc-6.1
25589;AAA032c025;AAA028f001;;1;TRUE;pc-6.1
25590;AAA032c025;AAA019f001;;2;TRUE;pc-6.1
25591;AAA032c025;AAA033f001;;3;TRUE;pc-6.1
25592;AAA032c025;AAA025f001;AAA001u001;4;TRUE;pc-6.1
25593;AAA032c025;AAA605f001;AAA013u001;5;FALSE;pc-6.1
25594;AAA032c025;AAB211f001;;6;TRUE;pc-6.1
25595;AAA032c025;EAA982f001;AAA001u001;7;FALSE;pc-6.1
25605;AAA033c002;AAA046f001;;1;TRUE;pc-6.1
25606;AAA033c002;AAA047f001;AAA002u001;2;TRUE;pc-6.1
25607;AAA034c003;AAA047f001;AAA002u001;1;TRUE;pc-6.1
25608;AAA034c003;AAA050f001;;2;TRUE;pc-6.1
25609;AAA034c003;AAA048f001;;3;TRUE;pc-6.1
25610;AAA035c002;AAA048f001;;1;TRUE;pc-6.1
25611;AAA035c002;AAA002f001;AAA001u001;2;TRUE;pc-6.1
25612;AAA035c002;AAA040f001;AAA001u001;3;TRUE;pc-6.1
25613;AAA035c002;AAA031f001;AAA001u001;4;TRUE;pc-6.1
25615;AAA036c064;AAA028f001;;1;TRUE;pc-6.1
25616;AAA036c064;AAA019f001;;2;TRUE;pc-6.1
25617;AAA036c064;AAA025f001;AAA001u001;3;TRUE;pc-6.1
25618;AAA036c064;AAA026f001;;4;TRUE;pc-6.1
25619;AAA036c064;AAA033f001;;5;TRUE;pc-6.1
25620;AAA036c064;AAA040f001;AAA001u001;6;FALSE;pc-6.1
25621;AAA036c064;AAA241f001;;7;TRUE;pc-6.1
25622;AAA036c064;AAA605f001;AAA013u001;8;FALSE;pc-6.1
25623;AAA036c064;AAB211f001;;9;TRUE;pc-6.1
25624;AAA036c064;EAA983f001;;10;FALSE;pc-6.1
25641;AAA037c003;AAA028f001;;1;TRUE;pc-6.1
25642;AAA037c003;AAA178f001;AAA001u001;2;TRUE;pc-6.1
25643;AAA037c003;AAA030f001;AAA001u001;3;TRUE;pc-6.1
25644;AAA037c003;AAA284f001;AAA001u001;4;TRUE;pc-6.1
25645;AAA037c003;AAA051f001;;5;TRUE;pc-6.1
25646;AAA037c003;AAA608f001;;6;TRUE;pc-6.1
25647;AAA037c003;AAA029f001;;7;TRUE;pc-6.1
15284;AAA038c003;AAA032f001;AAA001u001;1;TRUE;pc-6.1
15285;AAA038c003;AAA541f001;;2;FALSE;pc-6.1
15286;AAA038c003;AAA752f001;AAA001u001;3;TRUE;pc-6.1
15287;AAA038c003;AAA702f001;;4;TRUE;pc-6.1
15288;AAA038c003;AAA000f001;;5;TRUE;pc-6.1
14488;AAA111c002;AAA541f001;;1;FALSE;pc-6.1
14489;AAA111c002;AAA179f001;;2;FALSE;pc-6.1
14490;AAA111c002;AAA282f001;AAA001u001;3;FALSE;pc-6.1
14491;AAA111c002;AAA175f001;;4;TRUE;pc-6.1
14492;AAA111c002;AAA757f001;;5;FALSE;pc-6.1
14493;AAA111c002;AAA151f001;AAA001u001;6;TRUE;pc-6.1
14494;AAA111c002;AAA152f001;AAA001u001;7;TRUE;pc-6.1
14495;AAA111c002;AAA000f001;;8;FALSE;pc-6.1
14556;AAA112c003;AAA282f001;AAA001u001;1;TRUE;pc-6.1
14557;AAA112c003;AAA180f001;;2;TRUE;pc-6.1
14558;AAA112c003;AAB222f001;;3;TRUE;pc-6.1
14559;AAA112c003;AAA181f001;;4;TRUE;pc-6.1
14560;AAA112c003;AAA152f001;AAA001u001;5;TRUE;pc-6.1
14561;AAA112c003;AAA151f001;AAA001u001;6;TRUE;pc-6.1
14562;AAA112c003;AAA000f001;;7;TRUE;pc-6.1
14563;AAA112c003;AAA179f001;;8;TRUE;pc-6.1
14564;AAA112c003;AAA175f001;;9;TRUE;pc-6.1
14446;AAA113c003;AAA152f001;AAA001u001;1;TRUE;pc-6.1
14447;AAA113c003;AAA151f001;AAA001u001;2;TRUE;pc-6.1
14448;AAA113c003;AAA175f001;;3;TRUE;pc-6.1
14449;AAA113c003;AAA177f001;;4;TRUE;pc-6.1
14450;AAA113c003;AAA180f001;;5;TRUE;pc-6.1
14451;AAA113c003;AAA183f001;;6;TRUE;pc-6.1
14452;AAA113c003;AAA179f001;;7;TRUE;pc-6.1
14453;AAA113c003;AAA282f001;AAA001u001;8;TRUE;pc-6.1
14454;AAA113c003;AAA182f001;;9;TRUE;pc-6.1
14455;AAA113c003;AAA000f001;;10;FALSE;pc-6.1
14549;AAA114c004;AAA000f001;;1;TRUE;pc-6.1
14550;AAA114c004;AAB222f001;;2;TRUE;pc-6.1
14551;AAA114c004;AAA282f001;AAA001u001;3;TRUE;pc-6.1
14552;AAA114c004;AAA192f001;;4;TRUE;pc-6.1
14553;AAA114c004;AAA152f001;AAA001u001;5;TRUE;pc-6.1
14554;AAA114c004;AAA151f001;AAA001u001;6;TRUE;pc-6.1
14555;AAA114c004;AAC582f001;;7;TRUE;pc-6.1
14542;AAA115c004;AAA000f001;;1;TRUE;pc-6.1
14543;AAA115c004;AAB222f001;;2;TRUE;pc-6.1
14544;AAA115c004;AAC583f001;;3;TRUE;pc-6.1
14545;AAA115c004;AAA282f001;AAA001u001;4;TRUE;pc-6.1
14546;AAA115c004;AAA152f001;AAA001u001;5;TRUE;pc-6.1
14547;AAA115c004;AAA151f001;AAA001u001;6;TRUE;pc-6.1
14548;AAA115c004;AAC582f001;;7;TRUE;pc-6.1
14376;AAA116c004;AAA000f001;;1;FALSE;pc-6.1
14377;AAA116c004;AAA282f001;AAA001u001;2;FALSE;pc-6.1
14378;AAA116c004;AAA152f001;AAA001u001;3;FALSE;pc-6.1
14379;AAA116c004;AAA151f001;AAA001u001;4;FALSE;pc-6.1
14380;AAA116c004;AAC582f001;;5;FALSE;pc-6.1
14381;AAA116c004;AAA185f001;;6;FALSE;pc-6.1
14382;AAA116c004;AAA702f001;;7;TRUE;pc-6.1
14435;AAA117c004;AAA188f001;;1;FALSE;pc-6.1
14436;AAA117c004;AAA702f001;;2;TRUE;pc-6.1
14437;AAA117c004;AAB597f001;AAA008u001;3;FALSE;pc-6.1
14438;AAA117c004;AAA179f001;;4;FALSE;pc-6.1
14439;AAA117c004;AAA288f001;;5;FALSE;pc-6.1
14440;AAA117c004;AAA002f001;AAA001u001;6;FALSE;pc-6.1
14441;AAA117c004;AAA187f001;;7;FALSE;pc-6.1
14442;AAA117c004;AAC582f001;;8;FALSE;pc-6.1
14443;AAA117c004;AAA189f001;;9;FALSE;pc-6.1
14444;AAA117c004;AAA186f001;;10;FALSE;pc-6.1
14445;AAA117c004;AAA000f001;;11;FALSE;pc-6.1
14260;AAA119c003;AAA191f001;;1;TRUE;pc-6.1
14261;AAA119c003;AAA201f001;AAA001u001;2;TRUE;pc-6.1
14262;AAA119c003;AAA198f001;AAA001u001;3;TRUE;pc-6.1
14263;AAA119c003;AAA202f001;AAA001u001;4;TRUE;pc-6.1
14264;AAA119c003;AAA190f001;AAA001u001;5;TRUE;pc-6.1
14265;AAA119c003;AAA192f001;;6;TRUE;pc-6.1
14266;AAA119c003;AAB597f001;AAA008u001;7;TRUE;pc-6.1
14267;AAA119c003;AAA000f001;;8;TRUE;pc-6.1
14268;AAA119c003;AAA702f001;;9;TRUE;pc-6.1
14339;AAA120c003;AAA198f001;AAA001u001;1;TRUE;pc-6.1
14340;AAA120c003;AAA192f001;;2;TRUE;pc-6.1
14341;AAA120c003;AAA000f001;;3;TRUE;pc-6.1
14342;AAA120c003;AAB597f001;AAA008u001;4;TRUE;pc-6.1
14343;AAA120c003;AAA191f001;;5;TRUE;pc-6.1
14344;AAA120c003;AAA032f001;AAA001u001;6;TRUE;pc-6.1
14345;AAA120c003;AAA190f001;AAA001u001;7;TRUE;pc-6.1
14147;AAA121c003;AAA000f001;;1;TRUE;pc-6.1
14148;AAA121c003;AAA035f001;;2;TRUE;pc-6.1
14149;AAA121c003;AAA547f001;AAA046u001;3;TRUE;pc-6.1
14150;AAA121c003;AAA002f001;AAA001u001;4;TRUE;pc-6.1
14151;AAA121c003;AAA545f001;AAA001u001;5;TRUE;pc-6.1
14152;AAA121c003;AAA032f001;AAA001u001;6;TRUE;pc-6.1
14153;AAA121c003;AAA541f001;;7;TRUE;pc-6.1
14154;AAA121c003;AAA192f001;;8;TRUE;pc-6.1
14155;AAA121c003;AAA026f001;;9;TRUE;pc-6.1
14156;AAA121c003;AAA019f001;;10;TRUE;pc-6.1
14157;AAA121c003;AAA194f001;;11;TRUE;pc-6.1
14158;AAA121c003;AAA193f001;AAA017u001;12;TRUE;pc-6.1
14159;AAA121c003;AAA147f001;AAA001u001;13;TRUE;pc-6.1
14160;AAA121c003;AAA195f001;;14;TRUE;pc-6.1
15000;AAA122c003;AAA032f001;AAA001u001;1;TRUE;pc-6.1
15001;AAA122c003;AAA175f001;;2;TRUE;pc-6.1
15002;AAA122c003;AAA002f001;AAA001u001;3;TRUE;pc-6.1
15003;AAA122c003;AAA546f001;;4;TRUE;pc-6.1
15004;AAA122c003;AAA702f001;;5;TRUE;pc-6.1
15034;AAA123c002;AAB223f001;;1;TRUE;pc-6.1
15035;AAA123c002;AAA026f001;;2;TRUE;pc-6.1
15036;AAA123c002;AAB222f001;;3;TRUE;pc-6.1
15037;AAA123c002;EAB011f001;;4;FALSE;pc-6.1
15038;AAA123c002;AAA003f001;AAA009u001;5;TRUE;pc-6.1
15039;AAA123c002;AAA035f001;;6;TRUE;pc-6.1
15125;AAA124c003;AAA208f001;AAA001u001;1;TRUE;pc-6.1
15126;AAA124c003;AAA525f001;AAA001u001;2;TRUE;pc-6.1
15127;AAA124c003;AAA350f001;AAA038u001;3;TRUE;pc-6.1
26887;AAA125c002;AAA196f001;;1;FALSE;pc-6.1
14249;AAA126c002;AAB116f001;;1;TRUE;pc-6.1
14250;AAA126c002;AAA000f001;;2;TRUE;pc-6.1
14251;AAA126c002;AAB597f001;AAA008u001;3;TRUE;pc-6.1
14313;AAA127c003;AAA000f001;;1;FALSE;pc-6.1
14314;AAA127c003;AAA202f001;AAA001u001;2;FALSE;pc-6.1
14315;AAA127c003;AAB597f001;AAA008u001;3;FALSE;pc-6.1
14316;AAA127c003;AAA201f001;AAA001u001;4;FALSE;pc-6.1
14317;AAA127c003;AAA191f001;;5;FALSE;pc-6.1
14318;AAA127c003;AAA192f001;;6;FALSE;pc-6.1
14319;AAA127c003;AAA190f001;AAA001u001;7;FALSE;pc-6.1
14320;AAA127c003;AAA198f001;AAA001u001;8;FALSE;pc-6.1
14321;AAA127c003;AAA702f001;;9;TRUE;pc-6.1
14223;AAA128c003;AAA753f001;AAA001u001;1;TRUE;pc-6.1
14305;AAA129c002;AAA294f001;AAA001u001;1;TRUE;pc-6.1
14306;AAA129c002;AAA702f001;;2;TRUE;pc-6.1
14307;AAA129c002;AAA000f001;;3;TRUE;pc-6.1
14300;AAA130c003;AAA000f001;;1;TRUE;pc-6.1
14301;AAA130c003;AAA702f001;;2;TRUE;pc-6.1
14302;AAA130c003;AAA752f001;AAA001u001;3;TRUE;pc-6.1
14303;AAA130c003;AAA541f001;;4;FALSE;pc-6.1
14304;AAA130c003;AAA032f001;AAA001u001;5;TRUE;pc-6.1
14308;AAA131c002;AAA000f001;;1;FALSE;pc-6.1
14309;AAA131c002;AAA198f001;AAA001u001;2;FALSE;pc-6.1
14310;AAA131c002;AAA702f001;;3;TRUE;pc-6.1
14283;AAA132c003;AAB604f001;AAA001u001;1;TRUE;pc-6.1
14284;AAA132c003;AAA541f001;;2;FALSE;pc-6.1
14285;AAA132c003;AAA702f001;;3;TRUE;pc-6.1
14286;AAA132c003;AAA000f001;;4;TRUE;pc-6.1
14333;AAA133c002;AAA541f001;;1;FALSE;pc-6.1
14334;AAA133c002;AAA748f001;AAA001u001;2;TRUE;pc-6.1
14335;AAA133c002;AAA702f001;;3;FALSE;pc-6.1
14336;AAA133c002;AAA000f001;;4;FALSE;pc-6.1
14279;AAA134c003;AAA345f001;AAA001u001;1;FALSE;pc-6.1
14280;AAA134c003;AAA541f001;;2;FALSE;pc-6.1
14281;AAA134c003;AAB112f001;;3;TRUE;pc-6.1
14282;AAA134c003;AAC575f001;;4;TRUE;pc-6.1
14296;AAA135c003;AAA000f001;;1;FALSE;pc-6.1
14297;AAA135c003;AAA702f001;;2;TRUE;pc-6.1
14298;AAA135c003;AAA345f001;AAA001u001;3;TRUE;pc-6.1
14299;AAA135c003;AAA541f001;;4;FALSE;pc-6.1
14346;AAA136c003;AAA201f001;AAA001u001;1;TRUE;pc-6.1
14347;AAA136c003;AAA202f001;AAA001u001;2;TRUE;pc-6.1
14348;AAA136c003;AAA200f001;;3;TRUE;pc-6.1
14349;AAA136c003;AAB597f001;AAA008u001;4;TRUE;pc-6.1
14350;AAA136c003;AAA000f001;;5;TRUE;pc-6.1
14351;AAA136c003;AAA190f001;AAA001u001;6;TRUE;pc-6.1
14352;AAA136c003;AAA198f001;AAA001u001;7;TRUE;pc-6.1
14353;AAA136c003;AAA192f001;;8;TRUE;pc-6.1
14242;AAA137c002;AAB117f001;;1;TRUE;pc-6.1
14243;AAA137c002;AAA000f001;;2;FALSE;pc-6.1
14244;AAA137c002;AAA754f001;AAA001u001;3;TRUE;pc-6.1
14245;AAA137c002;AAA282f001;AAA001u001;4;TRUE;pc-6.1
14329;AAA138c003;AAA541f001;;1;TRUE;pc-6.1
14330;AAA138c003;AAA294f001;AAA001u001;2;TRUE;pc-6.1
14331;AAA138c003;AAA702f001;;3;TRUE;pc-6.1
14332;AAA138c003;AAA000f001;;4;FALSE;pc-6.1
14230;AAA139c003;AAA000f001;;1;FALSE;pc-6.1
14231;AAA139c003;AAA198f001;AAA001u001;2;FALSE;pc-6.1
14232;AAA139c003;AAA190f001;AAA001u001;3;FALSE;pc-6.1
14233;AAA139c003;AAA202f001;AAA001u001;4;FALSE;pc-6.1
14234;AAA139c003;AAA201f001;AAA001u001;5;FALSE;pc-6.1
14235;AAA139c003;AAB597f001;AAA008u001;6;FALSE;pc-6.1
14236;AAA139c003;AAA702f001;;7;TRUE;pc-6.1
14237;AAA139c003;AAA203f001;AAA001u001;8;FALSE;pc-6.1
14238;AAA139c003;AAA207f001;;9;FALSE;pc-6.1
14276;AAA140c002;AAB111f001;;1;TRUE;pc-6.1
14277;AAA140c002;AAA748f001;AAA001u001;2;TRUE;pc-6.1
14224;AAA141c003;AAA208f001;AAA001u001;1;FALSE;pc-6.1
14225;AAA141c003;AAA748f001;AAA001u001;2;TRUE;pc-6.1
14239;AAA142c003;AAA000f001;;1;FALSE;pc-6.1
14240;AAA142c003;AAA190f001;AAA001u001;2;TRUE;pc-6.1
14241;AAA142c003;AAA753f001;AAA001u001;3;TRUE;pc-6.1
14325;AAA143c003;AAA753f001;AAA001u001;1;TRUE;pc-6.1
14326;AAA143c003;AAA190f001;AAA001u001;2;TRUE;pc-6.1
14327;AAA143c003;AAA198f001;AAA001u001;3;FALSE;pc-6.1
14328;AAA143c003;AAA000f001;;4;FALSE;pc-6.1
22004;AAA144c004;AAA030f001;AAA001u001;1;TRUE;pc-6.1
22005;AAA144c004;AAA211f001;AAA001u001;2;TRUE;pc-6.1
22006;AAA144c004;AAA210f001;;3;TRUE;pc-6.1
22007;AAA144c004;AAA209f001;AAA001u001;4;TRUE;pc-6.1
22008;AAA144c004;AAA212f001;AAA013u001;5;TRUE;pc-6.1
22009;AAA144c004;AAA213f001;AAA001u001;6;TRUE;pc-6.1
13325;AAA145c002;AAA000f001;;1;TRUE;pc-6.1
13326;AAA145c002;AAA214f001;AAA001u001;2;TRUE;pc-6.1
13327;AAA145c002;AAA215f001;AAA001u001;3;TRUE;pc-6.1
13328;AAA145c002;AAA216f001;AAA001u001;4;TRUE;pc-6.1
13329;AAA145c002;AAA218f001;;5;TRUE;pc-6.1
13330;AAA145c002;AAA217f001;AAA001u001;6;TRUE;pc-6.1
13331;AAA145c002;AAA152f001;AAA001u001;7;TRUE;pc-6.1
13332;AAA145c002;AAA219f001;;8;TRUE;pc-6.1
13333;AAA145c002;AAA220f001;;9;TRUE;pc-6.1
13273;AAA146c002;AAA000f001;;1;TRUE;pc-6.1
13274;AAA146c002;AAA214f001;AAA001u001;2;TRUE;pc-6.1
13275;AAA146c002;AAA215f001;AAA001u001;3;TRUE;pc-6.1
13276;AAA146c002;AAA216f001;AAA001u001;4;TRUE;pc-6.1
13277;AAA146c002;AAA217f001;AAA001u001;5;TRUE;pc-6.1
13278;AAA146c002;AAA152f001;AAA001u001;6;TRUE;pc-6.1
13279;AAA146c002;AAA218f001;;7;TRUE;pc-6.1
13280;AAA146c002;AAA219f001;;8;TRUE;pc-6.1
13281;AAA146c002;AAA221f001;;9;TRUE;pc-6.1
13282;AAA146c002;AAA222f001;AAA001u001;10;FALSE;pc-6.1
13283;AAA146c002;AAA223f001;;11;FALSE;pc-6.1
13284;AAA146c002;AAA224f001;AAA001u001;12;FALSE;pc-6.1
13285;AAA146c002;AAA225f001;;13;FALSE;pc-6.1
13286;AAA146c002;AAA227f001;;14;FALSE;pc-6.1
13218;AAA147c002;AAA000f001;;1;TRUE;pc-6.1
13219;AAA147c002;AAA214f001;AAA001u001;2;TRUE;pc-6.1
13220;AAA147c002;AAA215f001;AAA001u001;3;TRUE;pc-6.1
13221;AAA147c002;AAA217f001;AAA001u001;4;TRUE;pc-6.1
13222;AAA147c002;AAA216f001;AAA001u001;5;TRUE;pc-6.1
13223;AAA147c002;AAA152f001;AAA001u001;6;TRUE;pc-6.1
13224;AAA147c002;AAA218f001;;7;TRUE;pc-6.1
13225;AAA147c002;AAA226f001;AAA001u001;8;TRUE;pc-6.1
13226;AAA147c002;AAA219f001;;9;TRUE;pc-6.1
13246;AAA148c002;AAA219f001;;1;TRUE;pc-6.1
13247;AAA148c002;AAA000f001;;2;TRUE;pc-6.1
13248;AAA148c002;AAA218f001;;3;TRUE;pc-6.1
13249;AAA148c002;AAA217f001;AAA001u001;4;TRUE;pc-6.1
13250;AAA148c002;AAA214f001;AAA001u001;5;TRUE;pc-6.1
13251;AAA148c002;AAA216f001;AAA001u001;6;TRUE;pc-6.1
13252;AAA148c002;AAA152f001;AAA001u001;7;TRUE;pc-6.1
13253;AAA148c002;AAA215f001;AAA001u001;8;TRUE;pc-6.1
13287;AAA149c002;AAA000f001;;1;TRUE;pc-6.1
13288;AAA149c002;AAA218f001;;2;TRUE;pc-6.1
13289;AAA149c002;AAA214f001;AAA001u001;3;TRUE;pc-6.1
13290;AAA149c002;AAA216f001;AAA001u001;4;TRUE;pc-6.1
13291;AAA149c002;AAA215f001;AAA001u001;5;TRUE;pc-6.1
