KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr Wert_de;Klassifikationssystem_ID
20884;6556;EAA156v001;3;pc-6.1
20885;6556;EAB119v001;4;pc-6.1
20886;6556;AAC821v001;5;pc-6.1
20887;6556;AAA113v001;6;pc-6.1
20888;6556;EAB118v001;7;pc-6.1
20889;6556;EAA796v001;8;pc-6.1
20890;6556;AAC520v001;9;pc-6.1
20891;6556;AAA270v001;10;pc-6.1
20892;6557;AAA297v001;1;pc-6.1
20893;6557;AAA289v001;2;pc-6.1
20894;6557;AAA298v001;3;pc-6.1
20895;6557;AAA302v001;4;pc-6.1
20896;6557;AAC712v001;5;pc-6.1
20897;6557;AAA326v001;6;pc-6.1
20898;6557;AAC702v001;7;pc-6.1
20899;6557;AAA004v001;8;pc-6.1
20900;6557;AAA291v001;9;pc-6.1
20901;6557;AAA270v001;10;pc-6.1
20902;6559;EAD263v001;1;pc-6.1
20903;6559;EAE159v001;2;pc-6.1
20904;6559;AAB371v001;3;pc-6.1
20905;6560;EAA313v001;1;pc-6.1
20906;6560;AAB371v001;2;pc-6.1
20907;6560;EAB129v001;3;pc-6.1
20908;6560;EAB125v001;4;pc-6.1
20909;6560;EAB126v001;5;pc-6.1
20910;6560;EAB127v001;6;pc-6.1
20911;6560;EAB128v001;7;pc-6.1
21387;6781;EAA057v001;1;pc-6.1
21388;6781;EAA158v001;2;pc-6.1
21389;6781;EAA159v001;3;pc-6.1
21390;6783;EAA579v001;1;pc-6.1
21391;6783;EAA580v001;2;pc-6.1
21392;6783;EAA581v001;3;pc-6.1
21393;6784;AAA011v001;1;pc-6.1
21394;6784;EAA899v001;2;pc-6.1
21395;6786;EAA153v001;1;pc-6.1
21396;6786;EAA154v001;2;pc-6.1
21397;6786;EAA463v001;3;pc-6.1
21398;6786;EAA464v001;4;pc-6.1
21399;6786;EAB120v001;5;pc-6.1
21400;6786;EAA465v001;6;pc-6.1
21401;6786;EAB121v001;7;pc-6.1
21402;6786;AAA063v001;8;pc-6.1
21403;6786;AAC821v001;9;pc-6.1
21404;6786;EAB118v001;10;pc-6.1
21405;6786;AAA164v001;11;pc-6.1
21406;6786;AAC520v001;12;pc-6.1
21407;6786;EAB122v001;13;pc-6.1
21408;6786;EAB123v001;14;pc-6.1
21409;6786;AAA270v001;15;pc-6.1
21410;6787;EAA304v001;1;pc-6.1
21411;6787;EAB038v001;2;pc-6.1
21412;6787;AAA008v001;3;pc-6.1
21413;6794;EAA057v001;1;pc-6.1
21414;6794;EAA157v001;2;pc-6.1
21415;6794;EAA312v001;3;pc-6.1
21416;6794;AAA270v001;4;pc-6.1
21417;6794;AAA008v001;5;pc-6.1
21418;6797;EAA153v001;1;pc-6.1
21419;6797;EAA154v001;2;pc-6.1
21420;6797;EAA156v001;3;pc-6.1
21421;6797;EAB119v001;4;pc-6.1
21422;6797;EAA463v001;5;pc-6.1
21423;6797;EAA464v001;6;pc-6.1
21424;6797;EAA465v001;7;pc-6.1
21425;6797;AAC821v001;8;pc-6.1
21426;6797;EAB117v001;9;pc-6.1
21427;6797;AAA113v001;10;pc-6.1
21428;6797;EAB118v001;11;pc-6.1
21429;6797;EAA796v001;12;pc-6.1
21430;6797;AAC520v001;13;pc-6.1
21431;6797;AAC967v001;14;pc-6.1
21432;6797;AAA270v001;15;pc-6.1
21433;6797;AAA008v001;16;pc-6.1
21434;6798;AAA297v001;1;pc-6.1
21435;6798;AAA289v001;2;pc-6.1
21436;6798;AAA298v001;3;pc-6.1
21437;6798;AAA302v001;4;pc-6.1
21438;6798;AAC712v001;5;pc-6.1
21439;6798;AAA326v001;6;pc-6.1
21440;6798;AAC702v001;7;pc-6.1
21441;6798;AAA004v001;8;pc-6.1
21442;6798;AAA291v001;9;pc-6.1
21443;6798;AAA270v001;10;pc-6.1
21444;6800;EAD263v001;1;pc-6.1
21445;6800;EAE158v001;2;pc-6.1
21446;6800;EAE159v001;3;pc-6.1
21447;6800;AAB371v001;4;pc-6.1
21448;6802;EAA313v001;1;pc-6.1
21449;6802;AAB371v001;2;pc-6.1
21450;6802;EAB129v001;3;pc-6.1
21451;6802;EAB125v001;4;pc-6.1
21452;6802;EAB126v001;5;pc-6.1
21453;6802;EAB127v001;6;pc-6.1
21454;6802;EAB128v001;7;pc-6.1
21455;6803;EAA211v001;1;pc-6.1
21456;6803;EAA212v001;2;pc-6.1
21457;6803;EAA213v001;3;pc-6.1
21458;6803;AAB371v001;4;pc-6.1
21052;6613;AAC821v001;1;pc-6.1
21053;6613;AAA113v001;2;pc-6.1
21054;6613;AAC520v001;3;pc-6.1
21055;6613;AAA270v001;4;pc-6.1
21056;6614;EAA304v001;1;pc-6.1
21057;6614;EAA840v001;2;pc-6.1
21058;6614;EAA945v001;3;pc-6.1
21059;6615;AAA289v001;1;pc-6.1
21060;6615;AAA004v001;2;pc-6.1
21061;6615;AAA348v001;3;pc-6.1
21062;6615;AAA291v001;4;pc-6.1
21063;6615;AAA270v001;5;pc-6.1
21064;6616;AAC520v001;1;pc-6.1
21065;6616;AAA270v001;2;pc-6.1
21066;6616;AAA008v001;3;pc-6.1
21118;6654;EAA154v001;1;pc-6.1
21119;6654;EAA463v001;2;pc-6.1
21120;6654;EAB120v001;3;pc-6.1
21121;6654;EAA465v001;4;pc-6.1
21122;6654;AAC821v001;5;pc-6.1
21123;6654;AAC520v001;6;pc-6.1
21124;6654;AAA270v001;7;pc-6.1
21125;6657;EAB118v001;1;pc-6.1
21126;6657;AAA164v001;2;pc-6.1
21127;6657;AAC520v001;3;pc-6.1
21128;6657;AAA270v001;4;pc-6.1
21129;6658;AAA297v001;1;pc-6.1
21130;6658;AAA289v001;2;pc-6.1
21131;6658;AAA298v001;3;pc-6.1
21132;6658;AAA302v001;4;pc-6.1
21133;6658;AAC712v001;5;pc-6.1
21134;6658;AAA326v001;6;pc-6.1
21135;6658;AAC702v001;7;pc-6.1
21136;6658;AAA004v001;8;pc-6.1
21137;6658;AAA348v001;9;pc-6.1
21138;6658;AAA291v001;10;pc-6.1
21139;6658;AAA270v001;11;pc-6.1
21463;6819;EAA579v001;1;pc-6.1
21464;6819;EAA580v001;2;pc-6.1
21465;6819;EAA581v001;3;pc-6.1
21466;6819;EAA582v001;4;pc-6.1
21467;6821;EAA198v001;1;pc-6.1
21468;6821;AAB371v001;2;pc-6.1
21469;6821;EAB131v001;3;pc-6.1
21470;6822;EAA153v001;1;pc-6.1
21471;6822;EAA154v001;2;pc-6.1
21472;6822;EAA463v001;3;pc-6.1
21473;6822;EAA464v001;4;pc-6.1
21474;6822;EAA465v001;5;pc-6.1
21475;6822;EAB132v001;6;pc-6.1
21476;6822;EAB121v001;7;pc-6.1
21477;6822;AAC821v001;8;pc-6.1
21478;6822;AAA113v001;9;pc-6.1
21479;6822;EAB118v001;10;pc-6.1
21480;6822;AAA164v001;11;pc-6.1
21481;6822;EAA796v001;12;pc-6.1
21482;6822;AAC520v001;13;pc-6.1
21483;6822;EAB122v001;14;pc-6.1
21484;6822;EAB123v001;15;pc-6.1
21485;6822;AAA270v001;16;pc-6.1
21486;6823;EAA304v001;1;pc-6.1
21487;6823;EAB133v001;2;pc-6.1
21488;6823;EAA842v001;3;pc-6.1
21489;6823;EAB038v001;4;pc-6.1
21490;6825;AAA180v001;1;pc-6.1
21491;6825;EAA346v001;2;pc-6.1
21492;6825;EAA432v001;3;pc-6.1
21493;6825;AAA270v001;4;pc-6.1
21494;6825;AAA008v001;5;pc-6.1
21495;6826;AAA180v001;1;pc-6.1
21496;6826;EAA346v001;2;pc-6.1
21497;6826;EAA432v001;3;pc-6.1
21498;6826;AAA270v001;4;pc-6.1
21499;6826;AAA008v001;5;pc-6.1
21500;6827;EAA153v001;1;pc-6.1
21501;6827;EAA154v001;2;pc-6.1
21502;6827;EAA156v001;3;pc-6.1
21503;6827;EAB119v001;4;pc-6.1
21504;6827;EAA463v001;5;pc-6.1
21505;6827;EAA464v001;6;pc-6.1
21506;6827;AAC821v001;7;pc-6.1
21507;6827;EAB117v001;8;pc-6.1
21508;6827;AAA113v001;9;pc-6.1
21509;6827;EAB118v001;10;pc-6.1
21510;6827;AAA164v001;11;pc-6.1
21511;6827;EAA796v001;12;pc-6.1
21512;6827;AAC520v001;13;pc-6.1
21513;6827;AAA270v001;14;pc-6.1
21514;6827;AAA008v001;15;pc-6.1
21515;6828;AAA297v001;1;pc-6.1
21516;6828;AAA289v001;2;pc-6.1
21517;6828;AAA298v001;3;pc-6.1
21518;6828;AAA302v001;4;pc-6.1
21519;6828;AAC712v001;5;pc-6.1
21520;6828;AAA326v001;6;pc-6.1
21521;6828;AAC702v001;7;pc-6.1
21522;6828;AAA004v001;8;pc-6.1
21523;6828;AAA291v001;9;pc-6.1
21524;6828;AAA270v001;10;pc-6.1
21525;6830;EAD263v001;1;pc-6.1
21526;6830;EAE159v001;2;pc-6.1
21527;6830;AAB371v001;3;pc-6.1
21664;6881;EAA581v001;1;pc-6.1
21665;6881;EAA582v001;2;pc-6.1
21666;6883;EAA796v001;1;pc-6.1
21667;6883;AAC520v001;2;pc-6.1
21668;6883;AAA270v001;3;pc-6.1
21669;6884;EAA304v001;1;pc-6.1
21670;6884;EAB038v001;2;pc-6.1
21671;6886;EAA796v001;1;pc-6.1
21672;6886;AAC520v001;2;pc-6.1
21673;6886;AAA270v001;3;pc-6.1
21674;6886;AAA008v001;4;pc-6.1
21675;6887;AAA297v001;1;pc-6.1
21676;6887;AAA289v001;2;pc-6.1
21677;6887;EAA200v001;3;pc-6.1
21678;6887;AAA298v001;4;pc-6.1
21679;6887;AAA302v001;5;pc-6.1
21680;6887;AAC712v001;6;pc-6.1
21681;6887;EAA532v001;7;pc-6.1
21682;6887;EAB134v001;8;pc-6.1
21683;6887;EAA716v001;9;pc-6.1
21684;6887;AAA326v001;10;pc-6.1
21685;6887;EAA855v001;11;pc-6.1
21686;6887;AAC702v001;12;pc-6.1
21687;6887;AAA004v001;13;pc-6.1
21688;6887;AAA348v001;14;pc-6.1
21689;6887;EAA976v001;15;pc-6.1
21690;6887;AAA291v001;16;pc-6.1
21691;6887;AAA270v001;17;pc-6.1
21692;6890;EAD263v001;1;pc-6.1
21693;6890;EAE159v001;2;pc-6.1
21694;6890;AAB371v001;3;pc-6.1
21369;6769;EAB135v001;1;pc-6.1
21370;6769;EAB136v001;2;pc-6.1
21371;6769;AAA270v001;3;pc-6.1
21372;6770;EAA156v001;1;pc-6.1
21373;6770;AAA270v001;2;pc-6.1
21374;6771;AAA297v001;1;pc-6.1
21375;6771;AAA289v001;2;pc-6.1
21376;6771;AAA298v001;3;pc-6.1
21377;6771;AAA302v001;4;pc-6.1
21378;6771;AAC712v001;5;pc-6.1
21379;6771;AAA326v001;6;pc-6.1
21380;6771;AAC702v001;7;pc-6.1
21381;6771;AAA004v001;8;pc-6.1
21382;6771;AAA291v001;9;pc-6.1
21383;6771;AAA270v001;10;pc-6.1
21384;6772;EAD263v001;1;pc-6.1
21385;6772;EAE159v001;2;pc-6.1
21386;6772;AAB371v001;3;pc-6.1
20628;6430;EAA579v001;1;pc-6.1
20629;6430;EAA580v001;2;pc-6.1
20630;6430;EAA581v001;3;pc-6.1
20631;6430;EAA582v001;4;pc-6.1
20632;6432;EAA153v001;1;pc-6.1
20633;6432;EAA154v001;2;pc-6.1
20634;6432;EAA281v001;3;pc-6.1
20635;6432;EAA316v001;4;pc-6.1
20636;6432;EAA463v001;5;pc-6.1
20637;6432;EAA464v001;6;pc-6.1
20638;6432;AAC821v001;7;pc-6.1
20639;6432;EAB118v001;8;pc-6.1
20640;6432;AAA164v001;9;pc-6.1
20641;6432;EAA791v001;10;pc-6.1
20642;6432;EAA796v001;11;pc-6.1
20643;6432;AAC520v001;12;pc-6.1
20644;6432;AAA270v001;13;pc-6.1
20645;6433;EAA304v001;1;pc-6.1
20646;6433;EAB038v001;2;pc-6.1
20647;6433;AAA270v001;3;pc-6.1
20648;6433;AAA008v001;4;pc-6.1
20649;6436;EAA153v001;1;pc-6.1
20650;6436;EAA154v001;2;pc-6.1
20651;6436;EAA156v001;3;pc-6.1
20652;6436;EAB119v001;4;pc-6.1
20653;6436;EAA463v001;5;pc-6.1
20654;6436;EAA464v001;6;pc-6.1
20655;6436;EAA465v001;7;pc-6.1
20656;6436;AAA113v001;8;pc-6.1
20657;6436;EAB118v001;9;pc-6.1
20658;6436;AAA164v001;10;pc-6.1
20659;6436;EAA796v001;11;pc-6.1
20660;6436;AAC520v001;12;pc-6.1
20661;6436;AAC967v001;13;pc-6.1
20662;6436;AAA270v001;14;pc-6.1
20663;6437;AAA297v001;1;pc-6.1
20664;6437;AAA289v001;2;pc-6.1
20665;6437;EAA200v001;3;pc-6.1
20666;6437;AAA298v001;4;pc-6.1
20667;6437;AAA302v001;5;pc-6.1
20668;6437;AAC712v001;6;pc-6.1
20669;6437;EAA532v001;7;pc-6.1
20670;6437;EAB134v001;8;pc-6.1
20671;6437;AAA326v001;9;pc-6.1
20672;6437;EAA855v001;10;pc-6.1
20673;6437;AAC702v001;11;pc-6.1
20674;6437;AAA004v001;12;pc-6.1
20675;6437;AAA348v001;13;pc-6.1
20676;6437;EAA976v001;14;pc-6.1
20677;6437;AAA291v001;15;pc-6.1
20678;6437;AAA270v001;16;pc-6.1
20679;6439;EAD263v001;1;pc-6.1
20680;6439;EAE159v001;2;pc-6.1
20681;6439;AAB371v001;3;pc-6.1
20448;6364;EAA581v001;1;pc-6.1
20449;6364;EAA582v001;2;pc-6.1
20450;6366;EAA463v001;1;pc-6.1
20451;6366;EAB120v001;2;pc-6.1
20452;6366;EAA465v001;3;pc-6.1
20453;6366;AAC520v001;4;pc-6.1
20454;6366;AAA270v001;5;pc-6.1
20455;6368;EAA524v001;1;pc-6.1
20456;6368;EAA577v001;2;pc-6.1
20457;6368;AAA067v001;3;pc-6.1
20458;6368;AAA270v001;4;pc-6.1
20459;6370;EAA156v001;1;pc-6.1
20460;6370;EAB119v001;2;pc-6.1
20461;6370;EAA463v001;3;pc-6.1
20462;6370;EAA796v001;4;pc-6.1
20463;6370;AAC520v001;5;pc-6.1
20464;6370;AAA270v001;6;pc-6.1
20465;6371;AAA297v001;1;pc-6.1
20466;6371;AAA289v001;2;pc-6.1
20467;6371;AAA298v001;3;pc-6.1
20468;6371;AAA302v001;4;pc-6.1
20469;6371;AAC712v001;5;pc-6.1
20470;6371;AAA326v001;6;pc-6.1
20471;6371;AAC702v001;7;pc-6.1
20472;6371;AAA004v001;8;pc-6.1
20473;6371;AAA291v001;9;pc-6.1
20474;6371;AAA270v001;10;pc-6.1
20475;6372;AAA013v001;1;pc-6.1
20476;6372;AAA011v001;2;pc-6.1
20477;6375;EAD263v001;1;pc-6.1
20478;6375;EAE159v001;2;pc-6.1
20479;6375;AAB371v001;3;pc-6.1
21528;6841;EAA579v001;1;pc-6.1
21529;6841;EAA580v001;2;pc-6.1
21530;6844;EAB137v001;1;pc-6.1
21531;6844;EAB138v001;2;pc-6.1
21532;6845;EAA198v001;1;pc-6.1
21533;6845;EAB131v001;2;pc-6.1
21534;6845;EAA995v001;3;pc-6.1
21535;6845;AAA270v001;4;pc-6.1
21536;6846;EAA153v001;1;pc-6.1
21537;6846;EAA154v001;2;pc-6.1
21538;6846;EAA281v001;3;pc-6.1
21539;6846;EAA316v001;4;pc-6.1
21540;6846;EAA344v001;5;pc-6.1
21541;6846;EAB139v001;6;pc-6.1
21542;6846;EAA465v001;7;pc-6.1
21543;6846;EAB132v001;8;pc-6.1
21544;6846;EAB121v001;9;pc-6.1
21545;6846;AAA063v001;10;pc-6.1
21546;6846;AAC821v001;11;pc-6.1
21547;6846;AAA113v001;12;pc-6.1
21548;6846;EAB118v001;13;pc-6.1
21549;6846;AAA164v001;14;pc-6.1
21550;6846;EAA791v001;15;pc-6.1
21551;6846;EAA796v001;16;pc-6.1
21552;6846;AAC520v001;17;pc-6.1
21553;6846;EAA998v001;18;pc-6.1
21554;6846;EAB123v001;19;pc-6.1
21555;6846;EAB036v001;20;pc-6.1
21556;6846;AAA270v001;21;pc-6.1
21557;6846;AAA008v001;22;pc-6.1
21558;6847;EAA304v001;1;pc-6.1
21559;6847;EAB133v001;2;pc-6.1
21560;6847;EAA842v001;3;pc-6.1
21561;6847;EAB038v001;4;pc-6.1
21562;6848;AAA180v001;1;pc-6.1
21563;6848;EAA346v001;2;pc-6.1
21564;6848;EAA432v001;3;pc-6.1
21565;6848;AAA270v001;4;pc-6.1
21566;6848;AAA008v001;5;pc-6.1
21567;6849;AAA180v001;1;pc-6.1
21568;6849;EAA346v001;2;pc-6.1
21569;6849;EAA432v001;3;pc-6.1
21570;6849;AAA270v001;4;pc-6.1
21571;6849;AAA008v001;5;pc-6.1
21572;6852;EAB124v001;1;pc-6.1
21573;6852;EAA056v001;2;pc-6.1
21574;6852;EAA132v001;3;pc-6.1
21575;6852;AAB371v001;4;pc-6.1
21576;6852;AAA270v001;5;pc-6.1
21577;6854;EAA153v001;1;pc-6.1
21578;6854;EAA154v001;2;pc-6.1
21579;6854;EAA156v001;3;pc-6.1
21580;6854;EAB119v001;4;pc-6.1
21581;6854;EAA463v001;5;pc-6.1
21582;6854;EAA464v001;6;pc-6.1
21583;6854;EAA465v001;7;pc-6.1
21584;6854;AAC821v001;8;pc-6.1
21585;6854;EAB117v001;9;pc-6.1
21586;6854;AAA113v001;10;pc-6.1
21587;6854;EAB118v001;11;pc-6.1
21588;6854;AAA164v001;12;pc-6.1
21589;6854;EAA796v001;13;pc-6.1
21590;6854;AAC520v001;14;pc-6.1
21591;6854;AAA270v001;15;pc-6.1
21592;6854;AAA008v001;16;pc-6.1
21593;6855;AAA297v001;1;pc-6.1
21594;6855;AAA289v001;2;pc-6.1
21595;6855;AAA298v001;3;pc-6.1
21596;6855;AAA302v001;4;pc-6.1
21597;6855;AAC712v001;5;pc-6.1
21598;6855;AAA326v001;6;pc-6.1
21599;6855;AAC702v001;7;pc-6.1
21600;6855;AAA004v001;8;pc-6.1
21601;6855;AAA291v001;9;pc-6.1
21602;6855;AAA270v001;10;pc-6.1
21603;6857;EAD263v001;1;pc-6.1
21604;6857;EAE159v001;2;pc-6.1
21605;6857;AAB371v001;3;pc-6.1
21606;6859;EAA211v001;1;pc-6.1
21607;6859;EAA212v001;2;pc-6.1
21608;6859;EAA213v001;3;pc-6.1
21609;6859;AAB371v001;4;pc-6.1
20546;6407;EAA158v001;1;pc-6.1
20547;6407;EAA159v001;2;pc-6.1
20548;6407;AAA270v001;3;pc-6.1
20549;6411;EAA579v001;1;pc-6.1
20550;6411;EAA580v001;2;pc-6.1
20551;6411;EAA581v001;3;pc-6.1
20552;6411;EAA582v001;4;pc-6.1
20553;6413;EAA198v001;1;pc-6.1
20554;6413;AAB371v001;2;pc-6.1
20555;6413;EAB131v001;3;pc-6.1
20556;6413;EAA995v001;4;pc-6.1
20557;6414;EAA153v001;1;pc-6.1
20558;6414;EAA154v001;2;pc-6.1
20559;6414;EAA281v001;3;pc-6.1
20560;6414;EAA316v001;4;pc-6.1
20561;6414;EAA344v001;5;pc-6.1
20562;6414;EAB139v001;6;pc-6.1
20563;6414;EAB132v001;7;pc-6.1
20564;6414;AAA063v001;8;pc-6.1
20565;6414;AAC821v001;9;pc-6.1
20566;6414;AAA113v001;10;pc-6.1
20567;6414;EAB118v001;11;pc-6.1
20568;6414;AAA164v001;12;pc-6.1
20569;6414;EAA791v001;13;pc-6.1
20570;6414;EAA796v001;14;pc-6.1
20571;6414;AAC520v001;15;pc-6.1
20572;6414;EAA998v001;16;pc-6.1
20573;6414;EAB123v001;17;pc-6.1
20574;6414;EAB036v001;18;pc-6.1
20575;6414;AAA270v001;19;pc-6.1
20576;6415;EAA304v001;1;pc-6.1
20577;6415;EAA842v001;2;pc-6.1
20578;6415;EAB038v001;3;pc-6.1
20579;6416;AAA180v001;1;pc-6.1
20580;6416;EAA346v001;2;pc-6.1
20581;6416;EAA432v001;3;pc-6.1
20582;6416;AAA270v001;4;pc-6.1
20583;6416;AAA008v001;5;pc-6.1
20584;6417;AAA180v001;1;pc-6.1
20585;6417;EAA346v001;2;pc-6.1
20586;6417;EAA432v001;3;pc-6.1
20587;6417;AAA270v001;4;pc-6.1
20588;6417;AAA008v001;5;pc-6.1
20589;6418;EAA153v001;1;pc-6.1
20590;6418;EAA154v001;2;pc-6.1
20591;6418;EAA156v001;3;pc-6.1
20592;6418;EAB119v001;4;pc-6.1
20593;6418;EAA463v001;5;pc-6.1
20594;6418;EAA464v001;6;pc-6.1
20595;6418;EAA465v001;7;pc-6.1
20596;6418;AAC821v001;8;pc-6.1
20597;6418;EAB117v001;9;pc-6.1
20598;6418;AAA113v001;10;pc-6.1
20599;6418;EAB118v001;11;pc-6.1
20600;6418;AAA164v001;12;pc-6.1
20601;6418;EAA796v001;13;pc-6.1
20602;6418;AAC520v001;14;pc-6.1
20603;6418;AAA270v001;15;pc-6.1
20604;6418;AAA008v001;16;pc-6.1
20605;6419;AAA297v001;1;pc-6.1
20606;6419;AAA289v001;2;pc-6.1
20607;6419;AAA298v001;3;pc-6.1
20608;6419;AAA302v001;4;pc-6.1
20609;6419;AAC712v001;5;pc-6.1
20610;6419;EAB141v001;6;pc-6.1
20611;6419;AAA326v001;7;pc-6.1
20612;6419;EAB142v001;8;pc-6.1
20613;6419;AAC702v001;9;pc-6.1
20614;6419;AAA004v001;10;pc-6.1
20615;6419;AAA291v001;11;pc-6.1
20616;6419;AAA270v001;12;pc-6.1
20617;6421;EAD263v001;1;pc-6.1
20618;6421;EAE159v001;2;pc-6.1
20619;6421;AAB371v001;3;pc-6.1
20620;6428;AAA287v001;1;pc-6.1
20621;6428;AAB172v001;2;pc-6.1
20622;6428;AAB694v001;3;pc-6.1
20623;6428;AAA595v001;4;pc-6.1
20624;6428;EAA037v001;5;pc-6.1
20625;6428;EAD377v001;6;pc-6.1
20626;6428;EAD378v001;7;pc-6.1
20627;6428;AAA270v001;8;pc-6.1
20480;6389;EAA579v001;1;pc-6.1
20481;6389;EAA580v001;2;pc-6.1
20482;6389;EAA581v001;3;pc-6.1
20483;6391;EAA198v001;1;pc-6.1
20484;6391;AAB371v001;2;pc-6.1
20485;6391;EAB131v001;3;pc-6.1
20486;6391;EAA995v001;4;pc-6.1
20487;6392;EAA153v001;1;pc-6.1
20488;6392;EAA154v001;2;pc-6.1
20489;6392;EAA281v001;3;pc-6.1
20490;6392;EAA316v001;4;pc-6.1
20491;6392;EAA344v001;5;pc-6.1
20492;6392;EAB139v001;6;pc-6.1
20493;6392;EAA463v001;7;pc-6.1
20494;6392;EAA464v001;8;pc-6.1
20495;6392;EAA465v001;9;pc-6.1
20496;6392;AAA063v001;10;pc-6.1
20497;6392;AAC821v001;11;pc-6.1
20498;6392;AAA113v001;12;pc-6.1
20499;6392;EAB118v001;13;pc-6.1
20500;6392;AAA164v001;14;pc-6.1
20501;6392;EAA791v001;15;pc-6.1
20502;6392;EAA796v001;16;pc-6.1
20503;6392;AAC520v001;17;pc-6.1
20504;6392;EAA998v001;18;pc-6.1
20505;6392;EAB123v001;19;pc-6.1
20506;6392;EAB036v001;20;pc-6.1
20507;6392;AAA270v001;21;pc-6.1
20508;6393;AAA180v001;1;pc-6.1
20509;6393;EAA346v001;2;pc-6.1
20510;6393;EAA432v001;3;pc-6.1
20511;6393;AAA270v001;4;pc-6.1
20512;6393;AAA008v001;5;pc-6.1
20513;6394;AAA180v001;1;pc-6.1
20514;6394;EAA432v001;2;pc-6.1
20515;6394;AAA270v001;3;pc-6.1
20516;6394;AAA008v001;4;pc-6.1
20517;6395;EAA153v001;1;pc-6.1
20518;6395;EAA154v001;2;pc-6.1
20519;6395;EAA156v001;3;pc-6.1
20520;6395;EAB119v001;4;pc-6.1
20521;6395;EAA463v001;5;pc-6.1
20522;6395;EAA464v001;6;pc-6.1
20523;6395;EAA465v001;7;pc-6.1
20524;6395;AAC821v001;8;pc-6.1
20525;6395;EAB117v001;9;pc-6.1
20526;6395;AAA113v001;10;pc-6.1
20527;6395;EAB118v001;11;pc-6.1
20528;6395;AAA164v001;12;pc-6.1
20529;6395;EAA796v001;13;pc-6.1
20530;6395;AAC520v001;14;pc-6.1
20531;6395;AAA270v001;15;pc-6.1
20532;6395;AAA008v001;16;pc-6.1
20533;6396;AAA297v001;1;pc-6.1
20534;6396;AAA289v001;2;pc-6.1
20535;6396;AAA298v001;3;pc-6.1
20536;6396;AAA302v001;4;pc-6.1
20537;6396;AAC712v001;5;pc-6.1
20538;6396;AAA326v001;6;pc-6.1
20539;6396;AAC702v001;7;pc-6.1
20540;6396;AAA004v001;8;pc-6.1
20541;6396;AAA291v001;9;pc-6.1
20542;6396;AAA270v001;10;pc-6.1
20543;6399;EAD263v001;1;pc-6.1
20544;6399;EAE159v001;2;pc-6.1
20545;6399;AAB371v001;3;pc-6.1
20831;6534;EAA153v001;1;pc-6.1
20832;6534;EAA154v001;2;pc-6.1
20833;6534;EAA463v001;3;pc-6.1
20834;6534;AAC520v001;4;pc-6.1
20835;6534;AAA270v001;5;pc-6.1
20836;6535;EAA153v001;1;pc-6.1
20837;6535;EAA154v001;2;pc-6.1
20838;6535;EAA156v001;3;pc-6.1
20839;6535;EAB119v001;4;pc-6.1
20840;6535;AAC520v001;5;pc-6.1
20841;6535;AAA270v001;6;pc-6.1
20842;6536;AAC712v001;1;pc-6.1
20843;6536;AAA004v001;2;pc-6.1
20844;6536;AAA270v001;3;pc-6.1
21082;6631;EAA463v001;1;pc-6.1
21083;6631;EAB120v001;2;pc-6.1
21084;6631;AAC520v001;3;pc-6.1
21085;6631;EAB123v001;4;pc-6.1
21086;6631;AAA270v001;5;pc-6.1
21087;6632;EAA304v001;1;pc-6.1
21088;6632;EAB038v001;2;pc-6.1
21089;6632;AAA008v001;3;pc-6.1
21090;6636;EAA524v001;1;pc-6.1
21091;6636;EAA577v001;2;pc-6.1
21092;6636;AAA067v001;3;pc-6.1
21093;6636;AAA270v001;4;pc-6.1
21094;6636;AAA008v001;5;pc-6.1
21095;6638;EAA154v001;1;pc-6.1
21096;6638;EAA156v001;2;pc-6.1
21097;6638;EAB119v001;3;pc-6.1
21098;6638;EAA463v001;4;pc-6.1
21099;6638;AAC821v001;5;pc-6.1
21100;6638;EAA796v001;6;pc-6.1
21101;6638;AAC520v001;7;pc-6.1
21102;6638;AAA270v001;8;pc-6.1
21103;6639;AAA297v001;1;pc-6.1
21104;6639;AAA289v001;2;pc-6.1
21105;6639;AAA298v001;3;pc-6.1
21106;6639;AAA302v001;4;pc-6.1
21107;6639;AAC712v001;5;pc-6.1
21108;6639;AAA326v001;6;pc-6.1
21109;6639;AAC702v001;7;pc-6.1
21110;6639;AAA004v001;8;pc-6.1
21111;6639;AAA291v001;9;pc-6.1
21112;6639;AAA270v001;10;pc-6.1
21113;6640;AAA013v001;1;pc-6.1
21114;6640;AAA011v001;2;pc-6.1
21115;6641;EAD263v001;1;pc-6.1
21116;6641;EAE159v001;2;pc-6.1
21117;6641;AAB371v001;3;pc-6.1
21610;6866;EAA157v001;1;pc-6.1
21611;6866;EAA312v001;2;pc-6.1
21612;6866;EAA698v001;3;pc-6.1
21613;6866;AAA270v001;4;pc-6.1
21614;6867;EAA160v001;1;pc-6.1
21615;6867;EAA696v001;2;pc-6.1
21616;6867;EAA700v001;3;pc-6.1
21617;6867;AAA270v001;4;pc-6.1
21618;6870;EAA579v001;1;pc-6.1
21619;6870;EAA580v001;2;pc-6.1
21620;6870;EAA581v001;3;pc-6.1
21621;6872;AAC821v001;1;pc-6.1
21622;6872;EAB118v001;2;pc-6.1
21623;6872;AAA164v001;3;pc-6.1
21624;6872;EAB123v001;4;pc-6.1
21625;6872;AAA270v001;5;pc-6.1
