Klasse_ID;Parent_ID;Klassenbezeichnung;Hierarchieebene;Klassifikationssystem_ID
AAB784c020;AAB780h002;Ersatzscheibe für Augenschutz, Gesichtsschutz;4;pc-7.0
AAB781c011;AAB780h002;Gesichtsschutzschild;4;pc-7.0
AAB782c034;AAB780h002;Schutzbrille;4;pc-7.0
AAB783c011;AAB780h002;Schutzschirm;4;pc-7.0
EAA390c020;AAB780h002;Zubehör für Gesichtsschutz;4;pc-7.0
AAB593h002;AAA450h003;Chemikalienschutzbekleidung;3;pc-7.0
AAB597c021;AAB593h002;Chemikalienschutzhemd;4;pc-7.0
AAB594c017;AAB593h002;Chemikalienschutzhose;4;pc-7.0
AAB596c017;AAB593h002;Chemikalienschutzjacke;4;pc-7.0
AAB595c017;AAB593h002;Chemikalienschutzlatzhose;4;pc-7.0
AAA866c018;AAB593h002;Chemikalienschutzmantel;4;pc-7.0
AAA865c042;AAB593h002;Chemikalienschutzschürze;4;pc-7.0
EAA391c034;AAB593h002;Chemikalienschutzzubehör;4;pc-7.0
AAB598c023;AAB593h002;Chemikalienvollschutzanzug/-overall;4;pc-7.0
AAB519h002;AAA450h003;Dienstbekleidung;3;pc-7.0
EAA393c050;AAB519h002;Dienstbekleidungsanzug;4;pc-7.0
AAB523c018;AAB519h002;Dienstbekleidungsbluse/-hemd;4;pc-7.0
AAB521c017;AAB519h002;Dienstbekleidungshose;4;pc-7.0
AAB520c029;AAB519h002;Dienstbekleidungsjacke;4;pc-7.0
AAB527c029;AAB519h002;Dienstbekleidungskopfbedeckung;4;pc-7.0
AAB526c018;AAB519h002;Dienstbekleidungskrawatte;4;pc-7.0
AAB524c017;AAB519h002;Dienstbekleidungsparka;4;pc-7.0
EAA394c050;AAB519h002;Dienstbekleidungspullover;4;pc-7.0
EAA392c041;AAB519h002;Dienstbekleidungsrock;4;pc-7.0
AAB522c017;AAB519h002;Dienstbekleidungsweste;4;pc-7.0
AAB525c018;AAB519h002;Gürtel;4;pc-7.0
EAA782h002;AAA450h003;Einwegkleidung;3;pc-7.0
EAA783c016;EAA782h002;Einwegoverall;4;pc-7.0
EAB441c004;AAA450h003;Ersatzriemen für Knieschoner;3;pc-7.0
AAB532h002;AAA450h003;Flammschutzbekleidung;3;pc-7.0
AAB533c017;AAB532h002;Flammschutzbundhose;4;pc-7.0
EAA397c065;AAB532h002;Flammschutzhemd;4;pc-7.0
AAB534c017;AAB532h002;Flammschutzjacke;4;pc-7.0
EAA395c064;AAB532h002;Flammschutzlatzhose;4;pc-7.0
AAB536c017;AAB532h002;Flammschutzmantel;4;pc-7.0
AAB535c017;AAB532h002;Flammschutzoverall;4;pc-7.0
EAA396c037;AAB532h002;Flammschutzschürze;4;pc-7.0
EAA398c026;AAB532h002;Flammschutzzubehör;4;pc-7.0
AAB556h002;AAA450h003;Freizeitorientierte Arbeitsbekleidung;3;pc-7.0
EAA401c066;AAB556h002;Freizeit Polo-Shirt;4;pc-7.0
EAA403c065;AAB556h002;Freizeit Sweatshirt;4;pc-7.0
AAB557c017;AAB556h002;Freizeit T-Shirt;4;pc-7.0
AAB558c017;AAB556h002;Freizeithemd;4;pc-7.0
AAB559c017;AAB556h002;Freizeithose;4;pc-7.0
AAB560c017;AAB556h002;Freizeitjacke;4;pc-7.0
EAA400c066;AAB556h002;Freizeitlatzhose;4;pc-7.0
EAD284c001;AAB556h002;Freizeitparka;4;pc-7.0
EAA402c065;AAB556h002;Freizeitpullover;4;pc-7.0
EAA399c002;AAB556h002;Freizeitrock;4;pc-7.0
AAB561c017;AAB556h002;Freizeitweste;4;pc-7.0
AAB778h002;AAA450h003;Fußschutz;3;pc-7.0
AAB803h002;AAB778h002;Berufsschuh;4;pc-7.0
AAB805c003;AAB803h002;Clog (Berufsschuh);5;pc-7.0
AAB807c003;AAB803h002;Halbschuh (Berufsschuh);5;pc-7.0
AAB809c003;AAB803h002;Sandale (Berufsschuh);5;pc-7.0
AAB811c003;AAB803h002;Stiefel (Berufsschuh);5;pc-7.0
EAF025c001;AAB778h002;Estrichschuh;4;pc-7.0
EAA828c030;AAB778h002;Einlegesohle;4;pc-7.0
EAB142c005;AAB778h002;Schnürsenkel;4;pc-7.0
EAB143h002;AAB778h002;Schuhpflege;4;pc-7.0
EAB148c002;EAB143h002;Frischespray (Schuh);5;pc-7.0
EAB147c002;EAB143h002;Imprägnierspray;5;pc-7.0
EAB146c002;EAB143h002;Lederfett;5;pc-7.0
EAB144c013;EAB143h002;Schuhcreme;5;pc-7.0
EAB145c002;EAB143h002;Schuhschwamm;5;pc-7.0
AAB804h002;AAB778h002;Sicherheitsschuh;4;pc-7.0
AAB806c003;AAB804h002;Clog (Sicherheitsschuh);5;pc-7.0
AAB808c003;AAB804h002;Halbschuh (Sicherheitsschuh);5;pc-7.0
AAB810c003;AAB804h002;Sandale (Sicherheitsschuh);5;pc-7.0
AAB812c003;AAB804h002;Stiefel (Sicherheitsschuh);5;pc-7.0
EAC460h003;AAB778h002;Socken;4;pc-7.0
EAC465c018;EAC460h003;Arbeitssocke;5;pc-7.0
EAC461c049;EAC460h003;Einziehsocke für Gummistiefel;5;pc-7.0
AAB776h002;AAA450h003;Handschutz;3;pc-7.0
EAB127c005;AAB776h002;Armstulpe;4;pc-7.0
EAE008c001;AAB776h002;Baumwollhandschuh;4;pc-7.0
AAB790c003;AAB776h002;Chemieschutzhandschuh;4;pc-7.0
AAB791c003;AAB776h002;Einmalschutzhandschuh;4;pc-7.0
AAB792c003;AAB776h002;Elektroschutzhandschuh;4;pc-7.0
AAB793c003;AAB776h002;Fingerschutzprofil;4;pc-7.0
AAB794c003;AAB776h002;Haushaltsschutzhandschuh;4;pc-7.0
EAB544c004;AAB776h002;Hitzeschutzhandschuh;4;pc-7.0
AAB795c003;AAB776h002;Medizinischer Einmalhandschuh;4;pc-7.0
AAB796c003;AAB776h002;Reinraumhandschuh;4;pc-7.0
AAB797c003;AAB776h002;Schutzhandschuh, mechanisch;4;pc-7.0
AAB798c003;AAB776h002;Strahlenschutzhandschuh;4;pc-7.0
EAD304c001;AAB776h002;Unterziehhandschuh;4;pc-7.0
AAB599h002;AAA450h003;Hitzeschutzbekleidung;3;pc-7.0
AAB607c003;AAB599h002;Hitzeschutzarmschoner;4;pc-7.0
AAB606c003;AAB599h002;Hitzeschutzgamasche;4;pc-7.0
AAB605c003;AAB599h002;Hitzeschutzhaube;4;pc-7.0
AAB600c003;AAB599h002;Hitzeschutzhose;4;pc-7.0
AAB601c003;AAB599h002;Hitzeschutzjacke;4;pc-7.0
AAB602c003;AAB599h002;Hitzeschutzmantel;4;pc-7.0
AAB603c003;AAB599h002;Hitzeschutzoverall;4;pc-7.0
AAB604c003;AAB599h002;Hitzeschutzschürze;4;pc-7.0
AAA494h003;AAA450h003;Kälteschutzbekleidung;3;pc-7.0
AAA333c003;AAA494h003;Kälteschutzhose;4;pc-7.0
AAA334c003;AAA494h003;Kälteschutzjacke;4;pc-7.0
AAB610c003;AAA494h003;Kälteschutzlatzhose;4;pc-7.0
AAB609c003;AAA494h003;Kälteschutzmantel;4;pc-7.0
AAB611c003;AAA494h003;Kälteschutzoverall;4;pc-7.0
AAB608c003;AAA494h003;Kälteschutzparka;4;pc-7.0
AAA332c003;AAA494h003;Kälteschutzpilotenjacke;4;pc-7.0
AAA335c003;AAA494h003;Kälteschutzweste;4;pc-7.0
AAB612c003;AAA494h003;Winterhemd;4;pc-7.0
AAB613c003;AAA494h003;Winterpullover;4;pc-7.0
EAB802h002;AAA450h003;Kinderkleidung;3;pc-7.0
EAB804c002;EAB802h002;Kinderhose;4;pc-7.0
EAB803c003;EAB802h002;Kinderjacke;4;pc-7.0
EAB185c004;AAA450h003;Knieschoner;3;pc-7.0
AAB563h002;AAA450h003;Koch-/Cateringbekleidung;3;pc-7.0
AAB564c003;AAB563h002;Kochhalstuch;4;pc-7.0
AAB572c003;AAB563h002;Kochhose;4;pc-7.0
AAB573c003;AAB563h002;Kochjacke;4;pc-7.0
AAB565c003;AAB563h002;Kochknopfleiste;4;pc-7.0
AAB566c003;AAB563h002;Kochkugelknopf;4;pc-7.0
AAB567c003;AAB563h002;Kochmütze;4;pc-7.0
AAB569c003;AAB563h002;Kochschiffchen;4;pc-7.0
AAB570c004;AAB563h002;Kochschürze;4;pc-7.0
AAB571c003;AAB563h002;Kochweste;4;pc-7.0
AAB574c003;AAB563h002;Servicehose;4;pc-7.0
AAB568c003;AAB563h002;Servicerock;4;pc-7.0
AAB775h002;AAA450h003;Kopfschutz;3;pc-7.0
EAC156c007;AAB775h002;Anstoßkappe;4;pc-7.0
EAB561c013;AAB775h002;Arbeitsmütze;4;pc-7.0
EAB136c002;AAB775h002;Gesichts-/Gehörschutz-Kombination;4;pc-7.0
AAB799c002;AAB775h002;Helmhalterung;4;pc-7.0
AAB800c003;AAB775h002;Kanalarbeiterhelm;4;pc-7.0
EAB563c002;AAB775h002;Schal;4;pc-7.0
AAB801c003;AAB775h002;Schutzhelm;4;pc-7.0
EAB562c002;AAB775h002;Stirnband;4;pc-7.0
EAB560c002;AAB775h002;Sturmhaube;4;pc-7.0
AAB802c003;AAB775h002;Waldarbeiterhelm;4;pc-7.0
EAB137c004;AAB775h002;Zubehör für Schutzhelm;4;pc-7.0
AAB575h002;AAA450h003;Lebensmittelbekleidung;3;pc-7.0
AAB578c003;AAB575h002;Lebensmittelkasack;4;pc-7.0
AAB579c003;AAB575h002;Lebensmittelkombination;4;pc-7.0
AAB580c003;AAB575h002;Lebensmittellatzhose;4;pc-7.0
AAB577c003;AAB575h002;Lebensmittelmantel;4;pc-7.0
AAB576c003;AAB575h002;Lebensmittelschürze;4;pc-7.0
AAB581c003;AAB575h002;Lebensmittelweste;4;pc-7.0
AAB392h003;AAA450h003;Lichtbogenschutzbekleidung;3;pc-7.0
AAB393c003;AAB392h003;Lichtbogenschutzjacke;4;pc-7.0
AAB394c003;AAB392h003;Lichtbogenschutzlatzhose;4;pc-7.0
AAB543h002;AAA450h003;Medizinische Arbeitsbekleidung;3;pc-7.0
AAB548c003;AAB543h002;Arzt T-Shirt;4;pc-7.0
AAB546c003;AAB543h002;Arzthemd;4;pc-7.0
AAB547c003;AAB543h002;Arzthose;4;pc-7.0
AAB549c003;AAB543h002;Arztweste;4;pc-7.0
AAB545c003;AAB543h002;Laborkasack;4;pc-7.0
AAB544c003;AAB543h002;Labormantel;4;pc-7.0
AAB537h002;AAA450h003;Regenschutzbekleidung;3;pc-7.0
AAA366c003;AAB537h002;Regenschutzhose;4;pc-7.0
AAA367c003;AAB537h002;Regenschutzjacke;4;pc-7.0
AAB538c003;AAB537h002;Regenschutzlatzhose;4;pc-7.0
AAA365c003;AAB537h002;Regenschutzmantel;4;pc-7.0
AAB539c003;AAB537h002;Regenschutzoverall;4;pc-7.0
AAB540c003;AAB537h002;Regenschutzumhang;4;pc-7.0
AAA907h003;AAA450h003;Reinraumbekleidung;3;pc-7.0
AAB541c003;AAA907h003;Reinraumhose;4;pc-7.0
AAB542c003;AAA907h003;Reinraumjacke;4;pc-7.0
EAB128c002;AAA907h003;Reinraumkopfhaube;4;pc-7.0
AAA867c003;AAA907h003;Reinraumoverall;4;pc-7.0
AAA868c003;AAA907h003;Reinraumüberschuh;4;pc-7.0
EAB129c002;AAA907h003;Überziehschuh;4;pc-7.0
AAB617h002;AAA450h003;Sandstrahlschutzbekleidung;3;pc-7.0
AAB619c003;AAB617h002;Sandstrahlschutzhaube;4;pc-7.0
AAB618c003;AAB617h002;Sandstrahlschutzoverall;4;pc-7.0
AAA505h003;AAA450h003;Schweißerschutzbekleidung;3;pc-7.0
AAA391c003;AAA505h003;Schweißerschutzärmel;4;pc-7.0
AAA382c003;AAA505h003;Schweißerschutzblouson;4;pc-7.0
AAA383c003;AAA505h003;Schweißerschutzbundhose;4;pc-7.0
AAA384c003;AAA505h003;Schweißerschutzbundjacke;4;pc-7.0
AAA385c003;AAA505h003;Schweißerschutzgamasche;4;pc-7.0
AAA392c003;AAA505h003;Schweißerschutzglas;4;pc-7.0
EAB112c011;AAA505h003;Schweißerschutzhandschuh;4;pc-7.0
AAA386c003;AAA505h003;Schweißerschutzhose;4;pc-7.0
AAA393c003;AAA505h003;Schweißerschutzjacke;4;pc-7.0
AAA388c003;AAA505h003;Schweißerschutzkombination;4;pc-7.0
AAA389c003;AAA505h003;Schweißerschutzlatzhose;4;pc-7.0
AAA390c003;AAA505h003;Schweißerschutzoverall;4;pc-7.0
AAA394c004;AAA505h003;Schweißerschutzschild;4;pc-7.0
AAA395c003;AAA505h003;Schweißerschutzschürze;4;pc-7.0
EAB126c002;AAA505h003;Zubehör für Schweißerschutzschilde;4;pc-7.0
AAB582h002;AAA450h003;Unterziehbekleidung;3;pc-7.0
AAA413c003;AAB582h002;Unterhemd;4;pc-7.0
AAA414c003;AAB582h002;Unterhose;4;pc-7.0
AAB614c003;AAB582h002;Unterziehjacke;4;pc-7.0
AAB616c003;AAB582h002;Unterziehoverall;4;pc-7.0
AAB615c003;AAB582h002;Unterziehweste;4;pc-7.0
AAB588h002;AAA450h003;Waldarbeiterschutzbekleidung;3;pc-7.0
AAB592c003;AAB588h002;Waldarbeiterbeinling;4;pc-7.0
AAB590c003;AAB588h002;Waldarbeiterhose;4;pc-7.0
AAB589c003;AAB588h002;Waldarbeiterjacke;4;pc-7.0
EAB135c002;AAB588h002;Waldarbeiterkombi (Kopfschutz);4;pc-7.0
AAB591c003;AAB588h002;Waldarbeiterlatzhose;4;pc-7.0
AAA508h003;AAA450h003;Warnschutzbekleidung;3;pc-7.0
AAB529c003;AAA508h003;Warnschutz T-Shirt;4;pc-7.0
AAB528c003;AAA508h003;Warnschutzhemd;4;pc-7.0
AAA874c003;AAA508h003;Warnschutzhose;4;pc-7.0
AAA873c003;AAA508h003;Warnschutzjacke;4;pc-7.0
AAA875c003;AAA508h003;Warnschutzlatzhose;4;pc-7.0
AAB531c003;AAA508h003;Warnschutzoverall;4;pc-7.0
AAB530c003;AAA508h003;Warnschutzparka;4;pc-7.0
AAA876c003;AAA508h003;Warnschutzweste;4;pc-7.0
EAB784h002;AAA450h003;Winterbekleidung;3;pc-7.0
EAB786c002;EAB784h002;Kapuze für Winterjacke;4;pc-7.0
EAE009c001;EAB784h002;Winterbekleidungs-Set;4;pc-7.0
EAB785c009;EAB784h002;Winterhandschuh;4;pc-7.0
AAB583h002;AAA450h003;Zunftbekleidung;3;pc-7.0
EAD205c001;AAB583h002;Zunftbekleidungszubehör;4;pc-7.0
AAB587c003;AAB583h002;Zunfthemd;4;pc-7.0
AAB585c003;AAB583h002;Zunfthose;4;pc-7.0
AAB584c003;AAB583h002;Zunftjacke;4;pc-7.0
AAB586c003;AAB583h002;Zunftweste;4;pc-7.0
EAB483h002;AAA446h002;Brandschutz;2;pc-7.0
EAA967c006;EAB483h002;Brandschutzzeichen;3;pc-7.0
EAB484c023;EAB483h002;Handfeuerlöscher;3;pc-7.0
EAB376c006;EAB483h002;Rauchmelder;3;pc-7.0
AAA836h002;AAA446h002;Erste Hilfe;2;pc-7.0
AAA851c002;AAA836h002;Augenspülflasche;3;pc-7.0
AAA852c002;AAA836h002;Augenspülflaschenset;3;pc-7.0
AAA846c002;AAA836h002;Dreieckstuch;3;pc-7.0
EAB959c002;AAA836h002;Einweg-Notbeatmungshilfe;3;pc-7.0
AAA838c002;AAA836h002;Erste-Hilfe-Koffer;3;pc-7.0
EAB039c002;AAA836h002;Gürteltasche für Augenspülflasche;3;pc-7.0
AAA849c002;AAA836h002;Krankentrage;3;pc-7.0
AAA850c002;AAA836h002;Krankentragenschrank;3;pc-7.0
AAA308c002;AAA836h002;Löschdecke;3;pc-7.0
AAA352c002;AAA836h002;Löschdeckenbehälter;3;pc-7.0
AAA844c002;AAA836h002;Mullbinde;3;pc-7.0
AAA845c002;AAA836h002;Netzverband;3;pc-7.0
EAB209c004;AAA836h002;Notfallbox für Chemikalien;3;pc-7.0
AAA369c002;AAA836h002;Rettungsdecke;3;pc-7.0
AAA848c002;AAA836h002;Ruheraumliege;3;pc-7.0
AAA853c002;AAA836h002;Schere (Erste Hilfe);3;pc-7.0
AAA415c002;AAA836h002;Verbandkasten;3;pc-7.0
AAA843c002;AAA836h002;Verbandpäckchen (steril);3;pc-7.0
AAA837c002;AAA836h002;Verbandschrank;3;pc-7.0
AAA839c002;AAA836h002;Verbandstofffüllung;3;pc-7.0
AAA841c002;AAA836h002;Verbandtuch (steril);3;pc-7.0
AAA842c002;AAA836h002;Wundkompresse (steril);3;pc-7.0
AAA847c002;AAA836h002;Wundpflaster;3;pc-7.0
AAA840c002;AAA836h002;Wundverbandsortiment;3;pc-7.0
EAE010c001;AAA836h002;Zeichen für Alarm- und Notfallplan;3;pc-7.0
EAE011c001;AAA836h002;Zeichen für Erste Hilfe;3;pc-7.0
EAE012c001;AAA836h002;Zeichen für Krankentrage;3;pc-7.0
EAE013c001;AAA836h002;Zeichen für Nottelefon;3;pc-7.0
EAE014c001;AAA836h002;Zeichen für Rettungsweg;3;pc-7.0
EAE015c001;AAA836h002;Zeichen für Sammelstelle;3;pc-7.0
EAA880h002;AAA446h002;Fluchtwegsicherung;2;pc-7.0
EAF009c001;EAA880h002;Anker für Elektromagnet;3;pc-7.0
EAA881c003;EAA880h002;Fluchttürhaube;3;pc-7.0
EAA882c013;EAA880h002;Montageplatte für Brandschutztüren;3;pc-7.0
EAD126c001;EAA880h002;Stangenalarm;3;pc-7.0
EAD127c001;EAA880h002;Tagalarm;3;pc-7.0
EAA883c007;EAA880h002;Türwächter;3;pc-7.0
EAD196c002;EAA880h002;Zubehör für Fluchtwegsicherung;3;pc-7.0
EAA898h003;AAA446h002;Gebotszeichen/Warnzeichen;2;pc-7.0
EAE016c001;EAA898h003;Atemschutzzeichen;3;pc-7.0
EAE017c001;EAA898h003;Augenschutzzeichen;3;pc-7.0
EAF064c001;EAA898h003;Auskreuzvorrichtung;3;pc-7.0
AAA288c002;EAA898h003;Bakenblatt;3;pc-7.0
AAA289c002;EAA898h003;Bakenfuß;3;pc-7.0
EAF050c001;EAA898h003;Bakenleuchte;3;pc-7.0
EAC268c009;EAA898h003;Fahnenschild;3;pc-7.0
EAE018c001;EAA898h003;Fußschutzzeichen;3;pc-7.0
EAE019c001;EAA898h003;Gehör- und Augenschutzzeichen;3;pc-7.0
EAE020c001;EAA898h003;Gehörschutzzeichen;3;pc-7.0
EAE021c001;EAA898h003;Handschutzzeichen;3;pc-7.0
EAB543c009;EAA898h003;Hinweiszeichen selbstklebend;3;pc-7.0
EAE022c001;EAA898h003;Kopfschutzzeichen;3;pc-7.0
EAC280c003;EAA898h003;Parkplatzbeschilderung;3;pc-7.0
EAB709c008;EAA898h003;Rettungszeichen;3;pc-7.0
EAF057c001;EAA898h003;Schildständer;3;pc-7.0
EAF054c001;EAA898h003;Sicherheitsbake;3;pc-7.0
EAC324c021;EAA898h003;Trassenwarnband;3;pc-7.0
EAC005c007;EAA898h003;Verbotszeichen;3;pc-7.0
EAC481c010;EAA898h003;Warnfahne;3;pc-7.0
EAC482c002;EAA898h003;Warnschutz-Baseballcap;3;pc-7.0
EAB994c007;EAA898h003;Warnzeichen;3;pc-7.0
EAE023c001;EAA898h003;Warnzeichen vor Flurförderfahrzeugen;3;pc-7.0
EAE024c001;EAA898h003;Zeichen für Abstellen/Lagern verboten;3;pc-7.0
EAE025c001;EAA898h003;Zeichen für ätzende Stoffe;3;pc-7.0
EAE026c001;EAA898h003;Zeichen für feuergefährliche Stoffe;3;pc-7.0
EAE027c001;EAA898h003;Zeichen für Fußgänger verboten;3;pc-7.0
EAE028c001;EAA898h003;Zeichen für giftige Stoffe;3;pc-7.0
EAE029c001;EAA898h003;Zeichen für Raucherverbot;3;pc-7.0
EAD198c002;EAA898h003;Zubehör für Gebotszeichen/Warnzeichen;3;pc-7.0
AAA490h002;AAA446h002;Hautschutzartikel, Körperpflege;2;pc-7.0
AAA973h002;AAA490h002;Hautreinigung;3;pc-7.0
AAA975c002;AAA973h002;Handreinigungstuch (feucht);4;pc-7.0
EAB084c007;AAA973h002;Handwaschbürste;4;pc-7.0
EAB872c002;AAA973h002;Notdusche (Augendusche);4;pc-7.0
AAA491h002;AAA490h002;Hautschutz;3;pc-7.0
AAA321c002;AAA491h002;Hautpflege;4;pc-7.0
AAA322c002;AAA491h002;Hautreiniger;4;pc-7.0
AAA974c002;AAA491h002;Hautschutzprodukt;4;pc-7.0
AAA323c002;AAA491h002;Hautschutzspender;4;pc-7.0
EAB545h024;AAA446h002;Hitzeschutz;2;pc-7.0
EAB547c023;EAB545h024;Flammschutzmatte;3;pc-7.0
EAB546c015;EAB545h024;Schweißervorhang;3;pc-7.0
EAB548c017;EAB545h024;Spritzerschutzdecke;3;pc-7.0
EAB549c009;EAB545h024;Weitwinkelscheibe;3;pc-7.0
EAD144h001;AAA446h002;Lichtsignalanlage;2;pc-7.0
EAD145c001;EAD144h001;Lichtsignalgeber;3;pc-7.0
EAD173c001;EAD144h001;Steuergerät für Lichtsignalanlage;3;pc-7.0
EAC578h003;AAA446h002;Markierungsgerät;2;pc-7.0
EAC580c024;EAC578h003;Markierungsfarbe;3;pc-7.0
AAC343h002;AAA446h002;Persönliche Schutzausrüstung (PSA);2;pc-7.0
EAE030c001;AAC343h002;Abdecktuch (Arbeitsschutz);3;pc-7.0
EAD353c001;AAC343h002;Arbeitssicherheits-Set;3;pc-7.0
AAB779h002;AAC343h002;Atemschutz;3;pc-7.0
EAB029c002;AAB779h002;Atemschutzbox;4;pc-7.0
AAC346c002;AAB779h002;Atemschutzfilterdeckel;4;pc-7.0
AAB815c004;AAB779h002;Druckluftatemschutz;4;pc-7.0
AAB813c004;AAB779h002;Gasfilter;4;pc-7.0
AAB817c004;AAB779h002;Gebläseschutz;4;pc-7.0
AAB818c004;AAB779h002;Halbmaske;4;pc-7.0
AAC345c002;AAB779h002;Kombinationsfilter;4;pc-7.0
AAC344c002;AAB779h002;Partikelfilter;4;pc-7.0
AAB819c004;AAB779h002;Partikelfiltrierende Halbmaske;4;pc-7.0
AAB820c004;AAB779h002;Pressluftatmer;4;pc-7.0
AAB821c004;AAB779h002;Vollmaske;4;pc-7.0
EAD079c001;AAC343h002;Aufsteckgriff;3;pc-7.0
AAB777h002;AAC343h002;Gehörschutz;3;pc-7.0
EAB030c002;AAB777h002;Aufbewahrungsbox für Gehörschutz;4;pc-7.0
AAB785c004;AAB777h002;Bügelgehörschutz;4;pc-7.0
AAB786c004;AAB777h002;Bügelstöpsel;4;pc-7.0
AAC351c003;AAB777h002;Einweggehörstöpsel;4;pc-7.0
AAB788c003;AAB777h002;Gehörschützer;4;pc-7.0
EAA901c002;AAB777h002;Gehörschutzspender;4;pc-7.0
AAB789c004;AAB777h002;Gehörschutzstöpsel;4;pc-7.0
AAC349c002;AAB777h002;Kapselgehörschutz;4;pc-7.0
AAC347c003;AAB777h002;Kapselgehörschutz (elektronisch);4;pc-7.0
AAC348c002;AAB777h002;Kapselgehörschutz für Helme;4;pc-7.0
AAC350c003;AAB777h002;Mehrweggehörstöpsel;4;pc-7.0
EAA900c002;AAB777h002;Wandhalterung für Spenderbox Gehörstöpsel;4;pc-7.0
EAE031c001;AAC343h002;Kopfleuchte;3;pc-7.0
EAC129c012;AAC343h002;Rückenstützgurt;3;pc-7.0
EAD350h001;AAC343h002;Unfallschutz (Sonstige);3;pc-7.0
EAD351c001;EAD350h001;Datenscheibe Personenschutz;4;pc-7.0
AAA821h002;AAA446h002;Schutzausrüstung gegen Absturz (PSA);2;pc-7.0
AAA830c004;AAA821h002;Abseil- und Rettungsgerät;3;pc-7.0
AAA831c003;AAA821h002;Abseil- und Rettungsgeräteset;3;pc-7.0
AAA829c003;AAA821h002;Auf- und Abseilgerät;3;pc-7.0
AAA286c003;AAA821h002;Auffanggerät;3;pc-7.0
AAA287c003;AAA821h002;Auffanggurt;3;pc-7.0
AAA825c002;AAA821h002;Bandfalldämpfer;3;pc-7.0
AAA828c003;AAA821h002;Dreibock;3;pc-7.0
AAA832c003;AAA821h002;Feuerwehr-Sicherheitsgurt;3;pc-7.0
AAA833c003;AAA821h002;Gurtschlauchhalter;3;pc-7.0
AAA319c003;AAA821h002;Haltegurt;3;pc-7.0
AAA827c003;AAA821h002;Höhensicherungsgerät;3;pc-7.0
AAA835c002;AAA821h002;Leibriemen;3;pc-7.0
AAA834c003;AAA821h002;Schlauchtragegurt;3;pc-7.0
AAA822c003;AAA821h002;Seglergurt;3;pc-7.0
EAA695c007;AAA821h002;Sicherheitskoffer (Auffang-Set);3;pc-7.0
