KlasseSchlagwort_Nr;Klasse_ID;Schlagwort_ID;Klassifikationssystem_ID
30063;AAA019c023;AAA038s001;pc-7.0
30059;AAA019c023;AAA043s001;pc-7.0
30056;AAA019c023;AAB229s001;pc-7.0
30058;AAA019c023;AAB230s001;pc-7.0
30061;AAA019c023;AAC175s001;pc-7.0
30062;AAA019c023;AAC176s001;pc-7.0
30071;AAA020c006;AAA033s001;pc-7.0
30065;AAA020c006;AAA039s001;pc-7.0
30073;AAA020c006;AAA040s001;pc-7.0
30067;AAA020c006;AAA041s001;pc-7.0
30069;AAA020c006;AAA042s001;pc-7.0
30070;AAA020c006;AAB211s001;pc-7.0
30064;AAA020c006;AAB238s001;pc-7.0
30068;AAA020c006;AAB239s001;pc-7.0
30072;AAA020c006;AAB240s001;pc-7.0
30066;AAA020c006;AAB589s001;pc-7.0
30078;AAA022c006;AAA044s001;pc-7.0
30077;AAA022c006;AAA045s001;pc-7.0
30093;AAA023c028;AAA033s001;pc-7.0
30089;AAA023c028;AAA046s001;pc-7.0
30086;AAA023c028;AAA047s001;pc-7.0
30092;AAA023c028;AAB211s001;pc-7.0
30085;AAA023c028;AAB286s001;pc-7.0
30088;AAA023c028;AAB287s001;pc-7.0
30090;AAA023c028;AAN369s001;pc-7.0
30087;AAA023c028;AAN370s001;pc-7.0
30091;AAA023c028;AAN371s001;pc-7.0
30421;AAA024c004;AAA048s001;pc-7.0
30423;AAA024c004;AAA049s001;pc-7.0
30420;AAA024c004;AAA050s001;pc-7.0
30424;AAA024c004;AAN372s001;pc-7.0
30422;AAA024c004;AAN373s001;pc-7.0
30104;AAA025c003;AAA051s001;pc-7.0
30098;AAA025c003;AAA052s001;pc-7.0
30102;AAA025c003;AAA053s001;pc-7.0
30101;AAA025c003;AAB291s001;pc-7.0
30103;AAA025c003;AAB292s001;pc-7.0
30097;AAA025c003;AAB609s001;pc-7.0
30099;AAA025c003;AAN374s001;pc-7.0
30100;AAA025c003;AAN375s001;pc-7.0
30155;AAA026c013;AAA054s001;pc-7.0
30153;AAA026c013;AAB646s001;pc-7.0
30156;AAA026c013;AAN376s001;pc-7.0
30157;AAA026c013;AAN526s001;pc-7.0
30158;AAA026c013;AAN528s001;pc-7.0
30154;AAA026c013;EAK513s001;pc-7.0
30176;AAA027c019;AAA030s001;pc-7.0
30168;AAA027c019;AAA055s001;pc-7.0
30171;AAA027c019;AAA056s001;pc-7.0
30166;AAA027c019;AAA057s001;pc-7.0
30173;AAA027c019;AAA058s001;pc-7.0
30163;AAA027c019;AAA059s001;pc-7.0
30162;AAA027c019;AAA060s001;pc-7.0
30179;AAA027c019;AAA061s001;pc-7.0
30178;AAA027c019;AAA062s001;pc-7.0
30170;AAA027c019;AAB463s001;pc-7.0
30165;AAA027c019;AAB464s001;pc-7.0
30167;AAA027c019;AAB465s001;pc-7.0
30172;AAA027c019;AAB466s001;pc-7.0
30177;AAA027c019;AAB467s001;pc-7.0
30161;AAA027c019;AAN377s001;pc-7.0
30174;AAA027c019;AAN378s001;pc-7.0
30169;AAA027c019;AAN379s001;pc-7.0
30175;AAA027c019;AAN380s001;pc-7.0
30164;AAA027c019;AAN381s001;pc-7.0
30160;AAA027c019;AAN382s001;pc-7.0
30208;AAA028c010;AAA063s001;pc-7.0
30197;AAA028c010;AAA064s001;pc-7.0
30201;AAA028c010;AAA065s001;pc-7.0
30203;AAA028c010;AAA066s001;pc-7.0
30199;AAA028c010;AAA067s001;pc-7.0
30210;AAA028c010;AAA336s001;pc-7.0
30196;AAA028c010;AAB468s001;pc-7.0
30198;AAA028c010;AAB469s001;pc-7.0
30200;AAA028c010;AAB470s001;pc-7.0
30202;AAA028c010;AAB471s001;pc-7.0
30209;AAA028c010;AAB472s001;pc-7.0
30211;AAA028c010;AAN383s001;pc-7.0
30205;AAA028c010;AAN384s001;pc-7.0
30204;AAA028c010;AAN385s001;pc-7.0
30207;AAA028c010;AAN386s001;pc-7.0
30206;AAA028c010;AAN527s001;pc-7.0
30248;AAA031c098;AAA070s001;pc-7.0
30240;AAA031c098;AAA071s001;pc-7.0
30242;AAA031c098;AAA072s001;pc-7.0
30239;AAA031c098;AAB474s001;pc-7.0
30241;AAA031c098;AAB475s001;pc-7.0
30247;AAA031c098;AAB476s001;pc-7.0
30244;AAA031c098;AAC177s001;pc-7.0
30245;AAA031c098;AAC178s001;pc-7.0
30249;AAA031c098;AAN388s001;pc-7.0
30238;AAA031c098;AAN389s001;pc-7.0
30237;AAA031c098;AAN390s001;pc-7.0
30250;AAA031c098;AAN392s001;pc-7.0
30243;AAA031c098;AAN394s001;pc-7.0
30236;AAA031c098;AAN395s001;pc-7.0
30246;AAA031c098;AAN397s001;pc-7.0
30251;AAA031c098;AAN398s001;pc-7.0
30259;AAA032c025;AAA033s001;pc-7.0
30263;AAA032c025;AAA073s001;pc-7.0
30261;AAA032c025;AAA074s001;pc-7.0
30258;AAA032c025;AAB211s001;pc-7.0
30260;AAA032c025;AAB488s001;pc-7.0
30262;AAA032c025;AAB489s001;pc-7.0
30276;AAA033c002;AAA075s001;pc-7.0
30277;AAA034c003;AAA076s001;pc-7.0
30281;AAA035c002;AAA077s001;pc-7.0
30280;AAA035c002;AAA078s001;pc-7.0
30278;AAA035c002;AAB663s001;pc-7.0
30279;AAA035c002;AAB664s001;pc-7.0
30287;AAA036c064;AAA031s001;pc-7.0
30285;AAA036c064;AAA033s001;pc-7.0
30288;AAA036c064;AAA079s001;pc-7.0
30284;AAA036c064;AAB211s001;pc-7.0
30286;AAA036c064;AAB212s001;pc-7.0
30289;AAA036c064;AAB514s001;pc-7.0
30302;AAA037c003;AAA070s001;pc-7.0
30304;AAA037c003;AAA080s001;pc-7.0
30301;AAA037c003;AAB476s001;pc-7.0
30303;AAA037c003;AAB538s001;pc-7.0
17832;AAA038c003;AAA081s001;pc-7.0
17831;AAA038c003;AAB574s001;pc-7.0
17829;AAA038c003;AAE043s001;pc-7.0
17830;AAA038c003;AAE071s001;pc-7.0
16830;AAA111c003;AAA254s001;pc-7.0
16829;AAA111c003;AAA255s001;pc-7.0
16825;AAA111c003;AAB613s001;pc-7.0
16828;AAA111c003;AAB661s001;pc-7.0
16826;AAA111c003;AAE043s001;pc-7.0
16827;AAA111c003;AAE069s001;pc-7.0
16824;AAA111c003;FAA009s001;pc-7.0
16877;AAA112c003;AAA256s001;pc-7.0
16876;AAA112c003;AAB650s001;pc-7.0
16875;AAA112c003;AAE043s001;pc-7.0
16879;AAA112c003;AAE068s001;pc-7.0
16878;AAA112c003;AAE069s001;pc-7.0
16787;AAA113c004;AAA264s001;pc-7.0
16786;AAA113c004;AAB612s001;pc-7.0
16788;AAA113c004;AAE043s001;pc-7.0
16789;AAA113c004;AAE069s001;pc-7.0
16872;AAA114c004;AAA257s001;pc-7.0
16871;AAA114c004;AAB648s001;pc-7.0
16870;AAA114c004;AAE043s001;pc-7.0
16874;AAA114c004;AAE068s001;pc-7.0
16873;AAA114c004;AAE069s001;pc-7.0
16867;AAA115c004;AAA258s001;pc-7.0
16866;AAA115c004;AAB647s001;pc-7.0
16865;AAA115c004;AAE043s001;pc-7.0
16869;AAA115c004;AAE068s001;pc-7.0
16868;AAA115c004;AAE069s001;pc-7.0
16744;AAA116c004;AAA259s001;pc-7.0
16743;AAA116c004;AAB558s001;pc-7.0
16745;AAA116c004;AAE043s001;pc-7.0
16746;AAA116c004;AAE069s001;pc-7.0
16779;AAA117c004;AAA260s001;pc-7.0
16778;AAA117c004;AAB601s001;pc-7.0
16782;AAA117c004;AAE043s001;pc-7.0
16783;AAA117c004;AAE069s001;pc-7.0
16776;AAA117c004;FAA010s001;pc-7.0
16777;AAA117c004;FAA011s001;pc-7.0
16780;AAA117c004;FAA012s001;pc-7.0
16781;AAA117c004;FAA013s001;pc-7.0
16784;AAA117c004;FAA014s001;pc-7.0
16785;AAA117c004;FAA015s001;pc-7.0
16574;AAA119c003;AAA261s001;pc-7.0
16571;AAA119c003;AAA262s001;pc-7.0
16576;AAA119c003;AAA287s001;pc-7.0
16578;AAA119c003;AAA288s001;pc-7.0
16575;AAA119c003;AAB320s001;pc-7.0
16577;AAA119c003;AAB321s001;pc-7.0
16570;AAA119c003;AAB614s001;pc-7.0
16573;AAA119c003;AAB630s001;pc-7.0
16572;AAA119c003;AAE043s001;pc-7.0
16699;AAA120c003;AAA261s001;pc-7.0
16696;AAA120c003;AAA289s001;pc-7.0
16706;AAA120c003;AAA296s001;pc-7.0
16701;AAA120c003;AAA297s001;pc-7.0
16703;AAA120c003;AAA557s001;pc-7.0
16695;AAA120c003;AAB596s001;pc-7.0
16698;AAA120c003;AAB630s001;pc-7.0
16700;AAA120c003;AAB665s001;pc-7.0
16702;AAA120c003;AAB666s001;pc-7.0
16705;AAA120c003;AAB667s001;pc-7.0
16697;AAA120c003;AAE043s001;pc-7.0
16704;AAA120c003;AAG033s001;pc-7.0
16361;AAA121c003;AAA265s001;pc-7.0
16360;AAA121c003;AAB676s001;pc-7.0
16355;AAA121c003;AAE043s001;pc-7.0
16357;AAA121c003;AAF265s001;pc-7.0
16358;AAA121c003;AAF266s001;pc-7.0
16349;AAA121c003;AAB469s001;pc-7.0
16350;AAA121c003;FAA027s001;pc-7.0
16351;AAA121c003;FAA028s001;pc-7.0
16352;AAA121c003;FAA029s001;pc-7.0
16353;AAA121c003;FAA030s001;pc-7.0
16354;AAA121c003;FAA031s001;pc-7.0
16356;AAA121c003;AAB463s001;pc-7.0
16359;AAA121c003;FAA033s001;pc-7.0
16362;AAA121c003;FAA034s001;pc-7.0
16363;AAA121c003;FAA035s001;pc-7.0
17510;AAA122c003;AAA263s001;pc-7.0
17509;AAA122c003;AAB571s001;pc-7.0
17512;AAA122c003;AAE043s001;pc-7.0
17518;AAA122c003;AAF259s001;pc-7.0
17511;AAA122c003;FAA036s001;pc-7.0
17513;AAA122c003;FAA037s001;pc-7.0
17514;AAA122c003;FAA038s001;pc-7.0
17515;AAA122c003;FAA039s001;pc-7.0
17516;AAA122c003;FAA040s001;pc-7.0
17517;AAA122c003;FAA041s001;pc-7.0
17546;AAA123c002;AAA266s001;pc-7.0
17545;AAA123c002;AAB740s001;pc-7.0
17547;AAA123c002;AAE043s001;pc-7.0
17660;AAA124c003;AAA267s001;pc-7.0
17661;AAA124c003;AAB540s001;pc-7.0
17656;AAA124c003;AAB814s001;pc-7.0
17658;AAA124c003;AAC959s001;pc-7.0
17659;AAA124c003;AAC960s001;pc-7.0
17657;AAA124c003;AAE043s001;pc-7.0
31307;AAA125c002;AAA268s001;pc-7.0
31306;AAA125c002;AAB659s001;pc-7.0
16555;AAA126c002;AAA261s001;pc-7.0
16551;AAA126c002;AAA289s001;pc-7.0
16550;AAA126c002;AAB596s001;pc-7.0
16554;AAA126c002;AAB630s001;pc-7.0
16553;AAA126c002;AAE043s001;pc-7.0
16552;AAA126c002;FAA042s001;pc-7.0
16643;AAA127c003;AAA261s001;pc-7.0
16645;AAA127c003;AAA290s001;pc-7.0
16652;AAA127c003;AAA291s001;pc-7.0
16648;AAA127c003;AAA292s001;pc-7.0
16653;AAA127c003;AAA293s001;pc-7.0
16649;AAA127c003;AAA294s001;pc-7.0
16646;AAA127c003;AAB493s001;pc-7.0
16647;AAA127c003;AAB494s001;pc-7.0
16650;AAA127c003;AAB495s001;pc-7.0
16651;AAA127c003;AAB496s001;pc-7.0
16642;AAA127c003;AAB630s001;pc-7.0
16644;AAA127c003;AAB651s001;pc-7.0
16641;AAA127c003;AAE043s001;pc-7.0
16640;AAA127c003;FAA043s001;pc-7.0
16508;AAA128c003;AAA295s001;pc-7.0
16507;AAA128c003;FAA043s001;pc-7.0
16512;AAA128c003;AAB630s001;pc-7.0
16509;AAA128c003;AAB723s001;pc-7.0
16510;AAA128c003;AAB724s001;pc-7.0
16511;AAA128c003;AAE043s001;pc-7.0
16629;AAA129c002;AAA261s001;pc-7.0
16631;AAA129c002;AAA298s001;pc-7.0
16628;AAA129c002;AAB630s001;pc-7.0
16630;AAA129c002;AAB640s001;pc-7.0
16627;AAA129c002;AAE043s001;pc-7.0
16626;AAA129c002;FAA044s001;pc-7.0
16623;AAA130c003;AAA261s001;pc-7.0
16625;AAA130c003;AAA299s001;pc-7.0
16622;AAA130c003;AAB630s001;pc-7.0
16624;AAA130c003;AAB638s001;pc-7.0
16621;AAA130c003;AAE043s001;pc-7.0
16634;AAA131c002;AAA261s001;pc-7.0
16636;AAA131c002;AAA300s001;pc-7.0
16633;AAA131c002;AAB630s001;pc-7.0
16635;AAA131c002;AAB642s001;pc-7.0
16632;AAA131c002;AAE043s001;pc-7.0
16607;AAA132c003;AAA261s001;pc-7.0
16604;AAA132c003;AAA301s001;pc-7.0
16603;AAA132c003;AAB625s001;pc-7.0
16606;AAA132c003;AAB630s001;pc-7.0
16605;AAA132c003;AAE043s001;pc-7.0
16686;AAA133c002;AAA261s001;pc-7.0
16688;AAA133c002;AAA302s001;pc-7.0
16685;AAA133c002;AAB630s001;pc-7.0
16687;AAA133c002;AAB660s001;pc-7.0
16684;AAA133c002;AAE043s001;pc-7.0
16602;AAA134c003;AAA261s001;pc-7.0
16599;AAA134c003;AAA304s001;pc-7.0
16598;AAA134c003;AAB623s001;pc-7.0
16601;AAA134c003;AAB630s001;pc-7.0
16600;AAA134c003;AAE043s001;pc-7.0
16618;AAA135c003;AAA261s001;pc-7.0
16619;AAA135c003;AAA303s001;pc-7.0
16617;AAA135c003;AAB630s001;pc-7.0
16620;AAA135c003;AAB725s001;pc-7.0
16616;AAA135c003;AAE043s001;pc-7.0
16709;AAA136c003;AAA261s001;pc-7.0
16713;AAA136c003;AAA305s001;pc-7.0
16711;AAA136c003;AAA315s001;pc-7.0
16708;AAA136c003;AAB630s001;pc-7.0
16712;AAA136c003;AAB677s001;pc-7.0
16710;AAA136c003;AAB778s001;pc-7.0
16707;AAA136c003;AAE043s001;pc-7.0
16541;AAA137c002;AAA261s001;pc-7.0
16538;AAA137c002;AAA306s001;pc-7.0
16542;AAA137c002;AAA307s001;pc-7.0
16537;AAA137c002;AAB578s001;pc-7.0
16540;AAA137c002;AAB630s001;pc-7.0
16539;AAA137c002;AAE043s001;pc-7.0
16681;AAA138c003;AAA261s001;pc-7.0
16683;AAA138c003;AAA308s001;pc-7.0
16680;AAA138c003;AAB630s001;pc-7.0
16682;AAA138c003;AAB656s001;pc-7.0
16679;AAA138c003;AAE043s001;pc-7.0
16529;AAA139c003;AAA309s001;pc-7.0
16528;AAA139c003;AAB191s001;pc-7.0
16531;AAA139c003;AAB630s001;pc-7.0
16530;AAA139c003;AAE043s001;pc-7.0
16592;AAA140c002;AAA261s001;pc-7.0
16589;AAA140c002;AAA310s001;pc-7.0
16588;AAA140c002;AAB620s001;pc-7.0
16591;AAA140c002;AAB630s001;pc-7.0
16590;AAA140c002;AAE043s001;pc-7.0
16519;AAA141c003;AAA261s001;pc-7.0
16514;AAA141c003;AAA311s001;pc-7.0
16521;AAA141c003;AAA314s001;pc-7.0
16520;AAA141c003;AAB169s001;pc-7.0
16513;AAA141c003;AAB560s001;pc-7.0
16518;AAA141c003;AAB630s001;pc-7.0
16515;AAA141c003;AAB723s001;pc-7.0
16516;AAA141c003;AAB724s001;pc-7.0
16517;AAA141c003;AAE043s001;pc-7.0
16536;AAA142c003;AAA261s001;pc-7.0
16533;AAA142c003;AAA312s001;pc-7.0
16532;AAA142c003;AAB576s001;pc-7.0
16535;AAA142c003;AAB630s001;pc-7.0
16534;AAA142c003;AAE043s001;pc-7.0
16676;AAA143c003;AAA261s001;pc-7.0
16678;AAA143c003;AAA313s001;pc-7.0
16675;AAA143c003;AAB630s001;pc-7.0
16677;AAA143c003;AAB655s001;pc-7.0
16674;AAA143c003;AAE043s001;pc-7.0
25683;AAA144c004;AAA316s001;pc-7.0
25682;AAA144c004;AAA317s001;pc-7.0
25676;AAA144c004;AAA318s001;pc-7.0
25679;AAA144c004;AAA319s001;pc-7.0
25686;AAA144c004;AAA320s001;pc-7.0
25688;AAA144c004;AAA321s001;pc-7.0
25675;AAA144c004;AAB454s001;pc-7.0
25678;AAA144c004;AAB455s001;pc-7.0
25680;AAA144c004;AAB456s001;pc-7.0
25681;AAA144c004;AAB457s001;pc-7.0
25685;AAA144c004;AAB458s001;pc-7.0
25687;AAA144c004;AAB459s001;pc-7.0
25684;AAA144c004;AAE110s001;pc-7.0
25677;AAA144c004;AAF270s001;pc-7.0
15783;AAA145c002;AAA322s001;pc-7.0
15781;AAA145c002;AAE043s001;pc-7.0
15780;AAA145c002;AAE047s001;pc-7.0
15782;AAA145c002;AAE050s001;pc-7.0
15761;AAA146c002;AAA323s001;pc-7.0
15762;AAA146c002;AAA324s001;pc-7.0
15759;AAA146c002;AAE043s001;pc-7.0
15758;AAA146c002;AAE047s001;pc-7.0
15760;AAA146c002;AAE050s001;pc-7.0
15721;AAA147c002;AAA325s001;pc-7.0
15722;AAA147c002;AAE043s001;pc-7.0
15720;AAA147c002;AAE047s001;pc-7.0
15723;AAA147c002;AAE050s001;pc-7.0
15740;AAA148c002;AAA326s001;pc-7.0
15737;AAA148c002;AAE043s001;pc-7.0
15736;AAA148c002;AAE047s001;pc-7.0
15738;AAA148c002;AAE050s001;pc-7.0
15739;AAA148c002;FAA045s001;pc-7.0
15766;AAA149c002;AAA328s001;pc-7.0
15764;AAA149c002;AAE043s001;pc-7.0
15763;AAA149c002;AAE047s001;pc-7.0
15765;AAA149c002;AAE050s001;pc-7.0
15779;AAA151c002;AAA330s001;pc-7.0
15777;AAA151c002;AAE043s001;pc-7.0
15776;AAA151c002;AAE047s001;pc-7.0
15778;AAA151c002;AAE050s001;pc-7.0
15757;AAA152c002;AAA331s001;pc-7.0
15755;AAA152c002;AAE043s001;pc-7.0
15754;AAA152c002;AAE047s001;pc-7.0
15756;AAA152c002;AAE050s001;pc-7.0
15771;AAA153c002;AAA332s001;pc-7.0
15769;AAA153c002;AAE043s001;pc-7.0
15768;AAA153c002;AAE047s001;pc-7.0
15770;AAA153c002;AAE050s001;pc-7.0
15711;AAA154c002;AAA333s001;pc-7.0
15714;AAA154c002;AAA334s001;pc-7.0
15712;AAA154c002;AAE043s001;pc-7.0
15710;AAA154c002;AAE047s001;pc-7.0
15713;AAA154c002;AAE050s001;pc-7.0
25394;AAA155c002;AAA337s001;pc-7.0
25393;AAA155c002;AAA338s001;pc-7.0
25391;AAA155c002;AAA339s001;pc-7.0
25395;AAA155c002;AAA340s001;pc-7.0
25392;AAA155c002;AAF270s001;pc-7.0
25570;AAA156c002;AAA341s001;pc-7.0
25572;AAA156c002;AAA342s001;pc-7.0
25566;AAA156c002;AAA343s001;pc-7.0
25565;AAA156c002;AAB192s001;pc-7.0
25569;AAA156c002;AAB193s001;pc-7.0
25571;AAA156c002;AAB194s001;pc-7.0
25567;AAA156c002;AAB563s001;pc-7.0
25568;AAA156c002;AAB564s001;pc-7.0
25574;AAA156c002;AAE110s001;pc-7.0
25573;AAA156c002;AAF270s001;pc-7.0
25584;AAA157c002;AAA344s001;pc-7.0
25586;AAA157c002;AAA345s001;pc-7.0
25583;AAA157c002;AAB216s001;pc-7.0
25585;AAA157c002;AAB217s001;pc-7.0
25588;AAA157c002;AAE110s001;pc-7.0
25587;AAA157c002;AAF270s001;pc-7.0
25592;AAA158c010;AAA346s001;pc-7.0
25596;AAA158c010;AAA347s001;pc-7.0
25598;AAA158c010;AAA348s001;pc-7.0
25606;AAA158c010;AAA349s001;pc-7.0
25600;AAA158c010;AAA350s001;pc-7.0
25590;AAA158c010;AAA351s001;pc-7.0
25608;AAA158c010;AAA352s001;pc-7.0
25603;AAA158c010;AAA353s001;pc-7.0
25594;AAA158c010;AAA354s001;pc-7.0
25589;AAA158c010;AAB299s001;pc-7.0
25591;AAA158c010;AAB300s001;pc-7.0
25593;AAA158c010;AAB301s001;pc-7.0
25595;AAA158c010;AAB302s001;pc-7.0
25597;AAA158c010;AAB303s001;pc-7.0
25599;AAA158c010;AAB304s001;pc-7.0
25602;AAA158c010;AAB305s001;pc-7.0
25605;AAA158c010;AAB306s001;pc-7.0
25607;AAA158c010;AAB307s001;pc-7.0
25604;AAA158c010;AAE110s001;pc-7.0
25601;AAA158c010;AAF270s001;pc-7.0
25610;AAA159c009;AAA355s001;pc-7.0
25614;AAA159c009;AAA356s001;pc-7.0
25612;AAA159c009;AAA357s001;pc-7.0
25609;AAA159c009;AAB353s001;pc-7.0
25611;AAA159c009;AAB354s001;pc-7.0
25613;AAA159c009;AAB355s001;pc-7.0
25616;AAA159c009;AAE110s001;pc-7.0
25615;AAA159c009;AAF270s001;pc-7.0
25621;AAA160c015;AAA358s001;pc-7.0
25618;AAA160c015;AAA359s001;pc-7.0
25617;AAA160c015;AAB392s001;pc-7.0
25619;AAA160c015;AAB632s001;pc-7.0
25623;AAA160c015;AAE110s001;pc-7.0
25622;AAA160c015;AAF270s001;pc-7.0
25620;AAA160c015;AAN399s001;pc-7.0
25634;AAA161c005;AAA360s001;pc-7.0
25639;AAA161c005;AAA361s001;pc-7.0
25629;AAA161c005;AAA362s001;pc-7.0
25631;AAA161c005;AAA363s001;pc-7.0
25642;AAA161c005;AAA364s001;pc-7.0
25627;AAA161c005;AAA365s001;pc-7.0
25636;AAA161c005;AAA366s001;pc-7.0
25625;AAA161c005;AAA367s001;pc-7.0
25624;AAA161c005;AAB423s001;pc-7.0
25626;AAA161c005;AAB424s001;pc-7.0
25628;AAA161c005;AAB425s001;pc-7.0
25630;AAA161c005;AAB426s001;pc-7.0
25633;AAA161c005;AAB427s001;pc-7.0
25635;AAA161c005;AAB428s001;pc-7.0
25638;AAA161c005;AAB429s001;pc-7.0
25641;AAA161c005;AAB430s001;pc-7.0
25640;AAA161c005;AAE110s001;pc-7.0
25632;AAA161c005;AAF270s001;pc-7.0
25637;AAA161c005;FAA046s001;pc-7.0
25669;AAA162c005;AAA374s001;pc-7.0
25673;AAA162c005;AAA375s001;pc-7.0
25671;AAA162c005;AAA376s001;pc-7.0
25668;AAA162c005;AAB441s001;pc-7.0
25670;AAA162c005;AAB442s001;pc-7.0
25672;AAA162c005;AAB443s001;pc-7.0
25674;AAA162c005;AAE110s001;pc-7.0
25666;AAA162c005;AAF270s001;pc-7.0
25667;AAA162c005;AAG004s001;pc-7.0
25660;AAA163c005;AAA368s001;pc-7.0
25663;AAA163c005;AAA371s001;pc-7.0
25656;AAA163c005;AAA372s001;pc-7.0
25665;AAA163c005;AAA373s001;pc-7.0
25658;AAA163c005;AAB436s001;pc-7.0
25655;AAA163c005;AAB438s001;pc-7.0
25664;AAA163c005;AAB439s001;pc-7.0
25662;AAA163c005;AAB440s001;pc-7.0
25661;AAA163c005;AAE110s001;pc-7.0
25657;AAA163c005;AAF270s001;pc-7.0
25659;AAA163c005;AAG003s001;pc-7.0
25651;AAA164c020;AAA368s001;pc-7.0
25646;AAA164c020;AAA369s001;pc-7.0
25654;AAA164c020;AAA370s001;pc-7.0
25644;AAA164c020;AAA377s001;pc-7.0
25643;AAA164c020;AAB434s001;pc-7.0
25645;AAA164c020;AAB435s001;pc-7.0
25648;AAA164c020;AAB436s001;pc-7.0
25653;AAA164c020;AAB437s001;pc-7.0
25652;AAA164c020;AAE110s001;pc-7.0
25647;AAA164c020;AAF270s001;pc-7.0
25650;AAA164c020;AAG002s001;pc-7.0
25649;AAA164c020;EAJ620s001;pc-7.0
25561;AAA165c002;AAA378s001;pc-7.0
25559;AAA165c002;AAA379s001;pc-7.0
25557;AAA165c002;AAA380s001;pc-7.0
25556;AAA165c002;AAB486s001;pc-7.0
25558;AAA165c002;AAB487s001;pc-7.0
25560;AAA165c002;AAF270s001;pc-7.0
30185;AAA166c003;AAA381s001;pc-7.0
30182;AAA166c003;AAA382s001;pc-7.0
30183;AAA166c003;AAB441s001;pc-7.0
30181;AAA166c003;AAB504s001;pc-7.0
30184;AAA166c003;AAB671s001;pc-7.0
25708;AAA167c002;AAA371s001;pc-7.0
25706;AAA167c002;AAA383s001;pc-7.0
25701;AAA167c002;AAA384s001;pc-7.0
25710;AAA167c002;AAA385s001;pc-7.0
25707;AAA167c002;AAB440s001;pc-7.0
25704;AAA167c002;AAB511s001;pc-7.0
25700;AAA167c002;AAB512s001;pc-7.0
25709;AAA167c002;AAB513s001;pc-7.0
25703;AAA167c002;AAE110s001;pc-7.0
25702;AAA167c002;AAF270s001;pc-7.0
25705;AAA167c002;AAG027s001;pc-7.0
25699;AAA168c012;AAA383s001;pc-7.0
25693;AAA168c012;AAA386s001;pc-7.0
25691;AAA168c012;AAA387s001;pc-7.0
25690;AAA168c012;AAB509s001;pc-7.0
25692;AAA168c012;AAB510s001;pc-7.0
25696;AAA168c012;AAB511s001;pc-7.0
25695;AAA168c012;AAE110s001;pc-7.0
25694;AAA168c012;AAF270s001;pc-7.0
25697;AAA168c012;AAG026s001;pc-7.0
25698;AAA168c012;AAN400s001;pc-7.0
25581;AAA169c002;AAA388s001;pc-7.0
25579;AAA169c002;AAA389s001;pc-7.0
