KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr_Wert_de;Klassifikationssystem_ID
1;1;AAD025v001;1;pc-7.0
2;1;AAD038v001;2;pc-7.0
3;1;AAA270v001;3;pc-7.0
4;4;AAD025v001;1;pc-7.0
5;4;AAD038v001;2;pc-7.0
6;4;AAA270v001;3;pc-7.0
7;7;EAH001v001;1;pc-7.0
8;7;AAD025v001;2;pc-7.0
9;7;AAD038v001;3;pc-7.0
10;7;AAA270v001;4;pc-7.0
11;13;EAC055v001;1;pc-7.0
12;13;AAA270v001;2;pc-7.0
13;14;EAC056v001;1;pc-7.0
14;14;AAA270v001;2;pc-7.0
15;15;AAA568v001;1;pc-7.0
16;15;AAA270v001;2;pc-7.0
17;17;AAA067v001;1;pc-7.0
18;17;AAA270v001;2;pc-7.0
19;28;AAA091v001;1;pc-7.0
20;28;AAA270v001;2;pc-7.0
21;34;AAA298v001;1;pc-7.0
22;34;AAA326v001;2;pc-7.0
23;34;AAA291v001;3;pc-7.0
24;34;AAA270v001;4;pc-7.0
25;38;AAA112v001;1;pc-7.0
26;38;AAA025v001;2;pc-7.0
27;38;AAA270v001;3;pc-7.0
28;45;AAA112v001;1;pc-7.0
29;45;AAA025v001;2;pc-7.0
30;45;AAA067v001;3;pc-7.0
31;45;AAA270v001;4;pc-7.0
32;50;AAA112v001;1;pc-7.0
33;50;AAA025v001;2;pc-7.0
34;50;AAA270v001;3;pc-7.0
35;51;AAA661v001;1;pc-7.0
36;51;AAA594v001;2;pc-7.0
37;51;AAA270v001;3;pc-7.0
38;51;AAA008v001;4;pc-7.0
39;53;AAA298v001;1;pc-7.0
40;53;AAA326v001;2;pc-7.0
41;53;AAA270v001;3;pc-7.0
42;56;AAA025v001;1;pc-7.0
43;56;AAA067v001;2;pc-7.0
44;56;AAA270v001;3;pc-7.0
45;58;AAE374v001;1;pc-7.0
46;58;EAB813v001;2;pc-7.0
47;58;AAA270v001;3;pc-7.0
48;59;EAH001v001;1;pc-7.0
49;59;AAA270v001;2;pc-7.0
50;63;AAA112v001;1;pc-7.0
51;63;AAA067v001;2;pc-7.0
52;63;AAA270v001;3;pc-7.0
53;72;EAC851v001;1;pc-7.0
54;72;EAH002v001;2;pc-7.0
55;72;EAH003v001;3;pc-7.0
56;72;AAA270v001;4;pc-7.0
57;73;AAC721v001;1;pc-7.0
58;73;AAC701v001;2;pc-7.0
59;73;AAA665v001;3;pc-7.0
60;73;AAB169v001;4;pc-7.0
61;73;AAB170v001;5;pc-7.0
62;73;AAC711v001;6;pc-7.0
63;73;AAC715v001;7;pc-7.0
64;73;AAA270v001;8;pc-7.0
65;75;AAA415v001;1;pc-7.0
66;75;AAA297v001;2;pc-7.0
67;75;AAA298v001;3;pc-7.0
68;75;AAA302v001;4;pc-7.0
69;75;AAC712v001;5;pc-7.0
70;75;AAA326v001;6;pc-7.0
71;75;AAC702v001;7;pc-7.0
72;75;AAA291v001;8;pc-7.0
73;75;AAA004v001;9;pc-7.0
74;75;EAA655v001;10;pc-7.0
75;75;AAA270v001;11;pc-7.0
76;78;AAC705v001;1;pc-7.0
77;78;AAC713v001;2;pc-7.0
78;78;AAC703v001;3;pc-7.0
79;78;AAA270v001;4;pc-7.0
80;80;AAC707v001;1;pc-7.0
81;80;AAC708v001;2;pc-7.0
82;80;AAB273v001;3;pc-7.0
83;80;AAA270v001;4;pc-7.0
84;82;AAC721v001;1;pc-7.0
85;82;AAC701v001;2;pc-7.0
86;82;AAA665v001;3;pc-7.0
87;82;AAB169v001;4;pc-7.0
88;82;AAB170v001;5;pc-7.0
89;82;AAC711v001;6;pc-7.0
90;82;AAC715v001;7;pc-7.0
91;82;AAC716v001;8;pc-7.0
92;82;AAC717v001;9;pc-7.0
93;82;AAC723v001;10;pc-7.0
94;82;AAA270v001;11;pc-7.0
95;83;AAA415v001;1;pc-7.0
96;83;AAA297v001;2;pc-7.0
97;83;AAC712v001;3;pc-7.0
98;83;AAC702v001;4;pc-7.0
99;83;AAA004v001;5;pc-7.0
100;83;AAA291v001;6;pc-7.0
101;83;AAA270v001;7;pc-7.0
102;84;AAC705v001;1;pc-7.0
103;84;AAC713v001;2;pc-7.0
104;84;AAC703v001;3;pc-7.0
105;84;AAA270v001;4;pc-7.0
106;86;AAC707v001;1;pc-7.0
107;86;AAC708v001;2;pc-7.0
108;86;AAB273v001;3;pc-7.0
109;86;AAA270v001;4;pc-7.0
110;88;AAC701v001;1;pc-7.0
111;88;AAA665v001;2;pc-7.0
112;88;AAB169v001;3;pc-7.0
113;88;AAB170v001;4;pc-7.0
114;88;AAC711v001;5;pc-7.0
115;88;AAC715v001;6;pc-7.0
116;88;AAC716v001;7;pc-7.0
117;88;AAC717v001;8;pc-7.0
118;88;AAC723v001;9;pc-7.0
119;88;AAA270v001;10;pc-7.0
120;89;AAA415v001;1;pc-7.0
121;89;AAA297v001;2;pc-7.0
122;89;AAC712v001;3;pc-7.0
123;89;AAC702v001;4;pc-7.0
124;89;AAA004v001;5;pc-7.0
125;89;AAA291v001;6;pc-7.0
126;89;AAA270v001;7;pc-7.0
127;90;AAC705v001;1;pc-7.0
128;90;AAC713v001;2;pc-7.0
129;90;AAC703v001;3;pc-7.0
130;90;AAA270v001;4;pc-7.0
131;92;AAC707v001;1;pc-7.0
132;92;AAC708v001;2;pc-7.0
133;92;AAB273v001;3;pc-7.0
134;92;AAA270v001;4;pc-7.0
135;94;AAC721v001;1;pc-7.0
136;94;AAC701v001;2;pc-7.0
137;94;AAA665v001;3;pc-7.0
138;94;AAB169v001;4;pc-7.0
139;94;AAB170v001;5;pc-7.0
140;94;AAC711v001;6;pc-7.0
141;94;AAC715v001;7;pc-7.0
142;94;AAC716v001;8;pc-7.0
143;94;AAC717v001;9;pc-7.0
144;94;AAC723v001;10;pc-7.0
145;94;AAA270v001;11;pc-7.0
146;95;AAA415v001;1;pc-7.0
147;95;AAA297v001;2;pc-7.0
148;95;AAC712v001;3;pc-7.0
149;95;AAC702v001;4;pc-7.0
150;95;AAA004v001;5;pc-7.0
151;95;AAA291v001;6;pc-7.0
152;95;AAA270v001;7;pc-7.0
153;96;AAC705v001;1;pc-7.0
154;96;AAC713v001;2;pc-7.0
155;96;AAC703v001;3;pc-7.0
156;96;AAA270v001;4;pc-7.0
157;98;AAC707v001;1;pc-7.0
158;98;AAC708v001;2;pc-7.0
159;98;AAB273v001;3;pc-7.0
160;98;AAA270v001;4;pc-7.0
161;100;AAC721v001;1;pc-7.0
162;100;AAC701v001;2;pc-7.0
163;100;AAA665v001;3;pc-7.0
164;100;AAB169v001;4;pc-7.0
165;100;AAB170v001;5;pc-7.0
166;100;AAC711v001;6;pc-7.0
167;100;AAC715v001;7;pc-7.0
168;100;AAC716v001;8;pc-7.0
169;100;AAC717v001;9;pc-7.0
170;100;AAC723v001;10;pc-7.0
171;100;AAA270v001;11;pc-7.0
172;101;AAA415v001;1;pc-7.0
173;101;AAA297v001;2;pc-7.0
174;101;AAC712v001;3;pc-7.0
175;101;AAC702v001;4;pc-7.0
176;101;AAA004v001;5;pc-7.0
177;101;AAA291v001;6;pc-7.0
178;101;AAA270v001;7;pc-7.0
179;102;AAC705v001;1;pc-7.0
180;102;AAC713v001;2;pc-7.0
181;102;AAC703v001;3;pc-7.0
182;102;AAA270v001;4;pc-7.0
183;104;AAC707v001;1;pc-7.0
184;104;AAC708v001;2;pc-7.0
185;104;AAB273v001;3;pc-7.0
186;104;AAA270v001;4;pc-7.0
187;106;AAC721v001;1;pc-7.0
188;106;AAC701v001;2;pc-7.0
189;106;AAA665v001;3;pc-7.0
190;106;AAB169v001;4;pc-7.0
191;106;AAB170v001;5;pc-7.0
192;106;AAC711v001;6;pc-7.0
193;106;AAC715v001;7;pc-7.0
194;106;AAC716v001;8;pc-7.0
195;106;AAC717v001;9;pc-7.0
196;106;AAC723v001;10;pc-7.0
197;106;AAA270v001;11;pc-7.0
198;107;AAA415v001;1;pc-7.0
199;107;AAA297v001;2;pc-7.0
200;107;AAC712v001;3;pc-7.0
201;107;AAC702v001;4;pc-7.0
202;107;AAA004v001;5;pc-7.0
203;107;AAA291v001;6;pc-7.0
204;107;AAA270v001;7;pc-7.0
205;108;AAC705v001;1;pc-7.0
206;108;AAC703v001;2;pc-7.0
207;108;AAA270v001;3;pc-7.0
208;110;AAE269v001;1;pc-7.0
209;110;AAA270v001;2;pc-7.0
210;110;AAA008v001;3;pc-7.0
211;112;AAC701v001;1;pc-7.0
212;112;AAA665v001;2;pc-7.0
213;112;AAB169v001;3;pc-7.0
214;112;AAB170v001;4;pc-7.0
215;112;AAC711v001;5;pc-7.0
216;112;AAA270v001;6;pc-7.0
217;113;AAC707v001;1;pc-7.0
218;113;AAC708v001;2;pc-7.0
219;113;AAB273v001;3;pc-7.0
220;113;AAA270v001;4;pc-7.0
221;114;EAC001v001;1;pc-7.0
222;114;EAH004v001;2;pc-7.0
223;114;EAH005v001;3;pc-7.0
224;114;AAD666v001;4;pc-7.0
225;114;EAH006v001;5;pc-7.0
226;114;EAH007v001;6;pc-7.0
227;114;EAH008v001;7;pc-7.0
228;114;EAH009v001;8;pc-7.0
229;114;EAB572v001;9;pc-7.0
230;114;EAH010v001;10;pc-7.0
231;114;EAH011v001;11;pc-7.0
232;114;AAD667v001;12;pc-7.0
233;114;EAC120v001;13;pc-7.0
234;114;AAC701v001;14;pc-7.0
235;114;AAA665v001;15;pc-7.0
236;114;AAB169v001;16;pc-7.0
237;114;AAB170v001;17;pc-7.0
238;114;AAC711v001;18;pc-7.0
239;114;AAC715v001;19;pc-7.0
240;114;AAA270v001;20;pc-7.0
241;115;AAA415v001;1;pc-7.0
242;115;AAA297v001;2;pc-7.0
243;115;AAA302v001;3;pc-7.0
244;115;AAC712v001;4;pc-7.0
245;115;AAA326v001;5;pc-7.0
246;115;AAC702v001;6;pc-7.0
247;115;AAA291v001;7;pc-7.0
248;115;AAA004v001;8;pc-7.0
249;115;EAA655v001;9;pc-7.0
250;115;AAA270v001;10;pc-7.0
251;116;AAC705v001;1;pc-7.0
252;116;AAC713v001;2;pc-7.0
253;116;AAC703v001;3;pc-7.0
254;116;AAA270v001;4;pc-7.0
255;118;AAC707v001;1;pc-7.0
256;118;AAC708v001;2;pc-7.0
257;118;AAB273v001;3;pc-7.0
258;118;AAA270v001;4;pc-7.0
259;120;AAC721v001;1;pc-7.0
260;120;AAC701v001;2;pc-7.0
261;120;AAA665v001;3;pc-7.0
262;120;AAB169v001;4;pc-7.0
263;120;AAB170v001;5;pc-7.0
264;120;AAC711v001;6;pc-7.0
265;120;AAC715v001;7;pc-7.0
266;120;AAC716v001;8;pc-7.0
267;120;AAC717v001;9;pc-7.0
268;120;AAC723v001;10;pc-7.0
269;120;AAA270v001;11;pc-7.0
270;121;AAA415v001;1;pc-7.0
271;121;AAA297v001;2;pc-7.0
272;121;AAC712v001;3;pc-7.0
273;121;AAC702v001;4;pc-7.0
274;121;AAA004v001;5;pc-7.0
275;121;AAA291v001;6;pc-7.0
276;121;AAA270v001;7;pc-7.0
277;122;AAA062v001;1;pc-7.0
278;122;AAC725v001;2;pc-7.0
279;122;AAA270v001;3;pc-7.0
280;123;AAC718v001;1;pc-7.0
281;123;AAC720v001;2;pc-7.0
282;123;AAC719v001;3;pc-7.0
283;123;AAA270v001;4;pc-7.0
284;125;AAC707v001;1;pc-7.0
285;125;AAC708v001;2;pc-7.0
286;125;AAB273v001;3;pc-7.0
287;125;AAA270v001;4;pc-7.0
288;127;AAC721v001;1;pc-7.0
289;127;AAC701v001;2;pc-7.0
290;127;AAA665v001;3;pc-7.0
291;127;AAB169v001;4;pc-7.0
292;127;AAB170v001;5;pc-7.0
293;127;AAC711v001;6;pc-7.0
294;127;AAC715v001;7;pc-7.0
295;127;AAC716v001;8;pc-7.0
296;127;AAC717v001;9;pc-7.0
297;127;AAC723v001;10;pc-7.0
298;127;AAA270v001;11;pc-7.0
299;128;AAA415v001;1;pc-7.0
300;128;AAA297v001;2;pc-7.0
301;128;AAC712v001;3;pc-7.0
302;128;AAC702v001;4;pc-7.0
303;128;AAA004v001;5;pc-7.0
304;128;AAA291v001;6;pc-7.0
305;128;AAA270v001;7;pc-7.0
306;129;EAC001v001;1;pc-7.0
307;129;EAH004v001;2;pc-7.0
308;129;EAH005v001;3;pc-7.0
309;129;AAD666v001;4;pc-7.0
310;129;EAH006v001;5;pc-7.0
311;129;EAH007v001;6;pc-7.0
312;129;EAH008v001;7;pc-7.0
313;129;EAH009v001;8;pc-7.0
314;129;EAB572v001;9;pc-7.0
315;129;EAH010v001;10;pc-7.0
316;129;EAH011v001;11;pc-7.0
317;129;AAD667v001;12;pc-7.0
318;129;EAC120v001;13;pc-7.0
319;129;AAC701v001;14;pc-7.0
320;129;AAA665v001;15;pc-7.0
321;129;AAB169v001;16;pc-7.0
322;129;AAB170v001;17;pc-7.0
323;129;AAC711v001;18;pc-7.0
324;129;AAC715v001;19;pc-7.0
325;129;AAA270v001;20;pc-7.0
326;130;AAA415v001;1;pc-7.0
327;130;AAA297v001;2;pc-7.0
328;130;AAA302v001;3;pc-7.0
329;130;AAC712v001;4;pc-7.0
330;130;AAA326v001;5;pc-7.0
331;130;AAC702v001;6;pc-7.0
332;130;AAA291v001;7;pc-7.0
333;130;AAA004v001;8;pc-7.0
334;130;EAA655v001;9;pc-7.0
335;130;AAA270v001;10;pc-7.0
336;131;AAC720v001;1;pc-7.0
337;131;AAC719v001;2;pc-7.0
338;131;AAC718v001;3;pc-7.0
339;131;AAA270v001;4;pc-7.0
340;133;AAC707v001;1;pc-7.0
341;133;AAC708v001;2;pc-7.0
342;133;AAB273v001;3;pc-7.0
343;133;AAA270v001;4;pc-7.0
344;135;AAC721v001;1;pc-7.0
345;135;AAC701v001;2;pc-7.0
346;135;AAA665v001;3;pc-7.0
347;135;AAB169v001;4;pc-7.0
348;135;AAB170v001;5;pc-7.0
349;135;AAC711v001;6;pc-7.0
350;135;AAC715v001;7;pc-7.0
351;135;AAC716v001;8;pc-7.0
352;135;AAC717v001;9;pc-7.0
353;135;AAC723v001;10;pc-7.0
354;135;AAC724v001;11;pc-7.0
355;135;AAA270v001;12;pc-7.0
356;136;AAA415v001;1;pc-7.0
357;136;AAA297v001;2;pc-7.0
358;136;AAC712v001;3;pc-7.0
359;136;AAC702v001;4;pc-7.0
360;136;AAA004v001;5;pc-7.0
361;136;AAA291v001;6;pc-7.0
362;136;AAA270v001;7;pc-7.0
363;137;AAC705v001;1;pc-7.0
364;137;AAC713v001;2;pc-7.0
365;137;AAC703v001;3;pc-7.0
366;137;AAA270v001;4;pc-7.0
367;139;EAB750v001;1;pc-7.0
368;139;AAB201v001;2;pc-7.0
369;139;EAB751v001;3;pc-7.0
370;139;EAB752v001;4;pc-7.0
371;139;AAA270v001;5;pc-7.0
372;140;AAA415v001;1;pc-7.0
373;140;AAA297v001;2;pc-7.0
374;140;AAC712v001;3;pc-7.0
375;140;AAC702v001;4;pc-7.0
376;140;AAA004v001;5;pc-7.0
377;140;AAA291v001;6;pc-7.0
378;140;AAA270v001;7;pc-7.0
379;141;AAC701v001;1;pc-7.0
380;141;AAA665v001;2;pc-7.0
381;141;AAB169v001;3;pc-7.0
382;141;AAB170v001;4;pc-7.0
383;141;AAC711v001;5;pc-7.0
384;141;AAA270v001;6;pc-7.0
385;142;AAB791v001;1;pc-7.0
386;142;EAB996v001;2;pc-7.0
387;142;AAD703v001;3;pc-7.0
388;142;EAB997v001;4;pc-7.0
389;142;EAB998v001;5;pc-7.0
390;142;EAB999v001;6;pc-7.0
391;142;EAC001v001;7;pc-7.0
392;142;AAA270v001;8;pc-7.0
393;150;AAE231v001;1;pc-7.0
394;150;AAA270v001;2;pc-7.0
395;150;AAA008v001;3;pc-7.0
396;152;AAA415v001;1;pc-7.0
397;152;AAA297v001;2;pc-7.0
398;152;AAC712v001;3;pc-7.0
399;152;AAC702v001;4;pc-7.0
400;152;AAA004v001;5;pc-7.0
401;152;AAA291v001;6;pc-7.0
402;152;AAA270v001;7;pc-7.0
403;160;AAE231v001;1;pc-7.0
404;160;AAA270v001;2;pc-7.0
405;160;AAA008v001;3;pc-7.0
406;162;AAA415v001;1;pc-7.0
407;162;AAA297v001;2;pc-7.0
408;162;AAC712v001;3;pc-7.0
409;162;AAC702v001;4;pc-7.0
410;162;AAA004v001;5;pc-7.0
411;162;AAA291v001;6;pc-7.0
412;162;AAA270v001;7;pc-7.0
413;169;AAE231v001;1;pc-7.0
414;169;AAA270v001;2;pc-7.0
415;169;AAA008v001;3;pc-7.0
416;171;AAA415v001;1;pc-7.0
417;171;AAA297v001;2;pc-7.0
418;171;AAC712v001;3;pc-7.0
419;171;AAC702v001;4;pc-7.0
420;171;AAA004v001;5;pc-7.0
421;171;AAA291v001;6;pc-7.0
422;171;AAA270v001;7;pc-7.0
423;179;AAE231v001;1;pc-7.0
424;179;AAA270v001;2;pc-7.0
425;179;AAA008v001;3;pc-7.0
426;181;AAA415v001;1;pc-7.0
427;181;AAA297v001;2;pc-7.0
428;181;AAC712v001;3;pc-7.0
429;181;AAC702v001;4;pc-7.0
430;181;AAA004v001;5;pc-7.0
431;181;AAA291v001;6;pc-7.0
432;181;AAA270v001;7;pc-7.0
433;184;AAE231v001;1;pc-7.0
434;184;AAA270v001;2;pc-7.0
435;184;AAA008v001;3;pc-7.0
436;186;AAA297v001;1;pc-7.0
437;186;AAA298v001;2;pc-7.0
438;186;AAC712v001;3;pc-7.0
439;186;AAA291v001;4;pc-7.0
440;186;AAA270v001;5;pc-7.0
441;188;AAC701v001;1;pc-7.0
442;188;AAA665v001;2;pc-7.0
443;188;AAB169v001;3;pc-7.0
444;188;AAB170v001;4;pc-7.0
445;188;AAC711v001;5;pc-7.0
446;188;AAC715v001;6;pc-7.0
447;188;AAC716v001;7;pc-7.0
448;188;AAC717v001;8;pc-7.0
449;188;AAA270v001;9;pc-7.0
450;189;AAC707v001;1;pc-7.0
451;189;AAC708v001;2;pc-7.0
452;189;AAB273v001;3;pc-7.0
453;189;AAA270v001;4;pc-7.0
454;197;AAE232v001;1;pc-7.0
455;197;AAA270v001;2;pc-7.0
456;197;AAA008v001;3;pc-7.0
457;199;AAA297v001;1;pc-7.0
458;199;AAA298v001;2;pc-7.0
459;199;AAC712v001;3;pc-7.0
460;199;AAA291v001;4;pc-7.0
461;199;AAA270v001;5;pc-7.0
462;201;AAE254v001;1;pc-7.0
463;201;AAA270v001;2;pc-7.0
464;201;AAA008v001;3;pc-7.0
465;202;AAA382v001;1;pc-7.0
466;202;AAA383v001;2;pc-7.0
467;202;AAA270v001;3;pc-7.0
468;203;EAB757v001;1;pc-7.0
469;203;EAB758v001;2;pc-7.0
470;203;EAB759v001;3;pc-7.0
471;203;AAA270v001;4;pc-7.0
472;207;EAB753v001;1;pc-7.0
473;207;EAB496v001;2;pc-7.0
474;207;AAA270v001;3;pc-7.0
475;210;AAA372v001;1;pc-7.0
476;210;AAA373v001;2;pc-7.0
477;210;AAA374v001;3;pc-7.0
478;210;AAA380v001;4;pc-7.0
479;210;AAA270v001;5;pc-7.0
480;212;AAE603v001;1;pc-7.0
481;212;AAA072v001;2;pc-7.0
482;212;EAB754v001;3;pc-7.0
483;212;AAA270v001;4;pc-7.0
484;213;AAA289v001;1;pc-7.0
485;213;AAC712v001;2;pc-7.0
486;213;AAE613v001;3;pc-7.0
487;213;AAA270v001;4;pc-7.0
488;214;EAB755v001;1;pc-7.0
489;214;EAB756v001;2;pc-7.0
490;214;AAA270v001;3;pc-7.0
491;219;EAB753v001;1;pc-7.0
492;219;EAB496v001;2;pc-7.0
493;219;AAA270v001;3;pc-7.0
494;220;EAB762v001;1;pc-7.0
495;220;EAB763v001;2;pc-7.0
496;220;EAB764v001;3;pc-7.0
497;220;EAB760v001;4;pc-7.0
498;220;EAB761v001;5;pc-7.0
499;220;AAA270v001;6;pc-7.0
500;221;AAC705v001;1;pc-7.0
501;221;AAC713v001;2;pc-7.0
502;221;AAC824v001;3;pc-7.0
503;221;AAC703v001;4;pc-7.0
504;221;AAA270v001;5;pc-7.0
505;223;AAE258v001;1;pc-7.0
506;223;AAA270v001;2;pc-7.0
507;223;AAA008v001;3;pc-7.0
508;225;AAC707v001;1;pc-7.0
509;225;AAC708v001;2;pc-7.0
510;225;AAB273v001;3;pc-7.0
511;225;AAA270v001;4;pc-7.0
512;227;AAC701v001;1;pc-7.0
513;227;AAA665v001;2;pc-7.0
514;227;AAB169v001;3;pc-7.0
515;227;AAB170v001;4;pc-7.0
516;227;AAC711v001;5;pc-7.0
517;227;AAC715v001;6;pc-7.0
518;227;AAC716v001;7;pc-7.0
519;227;AAC717v001;8;pc-7.0
520;227;AAA270v001;9;pc-7.0
521;228;AAA415v001;1;pc-7.0
522;228;AAA297v001;2;pc-7.0
523;228;AAC712v001;3;pc-7.0
524;228;AAC702v001;4;pc-7.0
525;228;AAA004v001;5;pc-7.0
526;228;AAA291v001;6;pc-7.0
527;228;AAA270v001;7;pc-7.0
528;229;AAC705v001;1;pc-7.0
529;229;AAC713v001;2;pc-7.0
530;229;AAC824v001;3;pc-7.0
531;229;AAC703v001;4;pc-7.0
532;229;AAA270v001;5;pc-7.0
533;231;AAC726v001;1;pc-7.0
534;231;AAC727v001;2;pc-7.0
535;231;AAC728v001;3;pc-7.0
536;231;AAA270v001;4;pc-7.0
537;231;AAA008v001;5;pc-7.0
538;233;AAC733v001;1;pc-7.0
539;233;AAC730v001;2;pc-7.0
540;233;AAC729v001;3;pc-7.0
541;233;AAC734v001;4;pc-7.0
542;233;AAC731v001;5;pc-7.0
543;233;AAC732v001;6;pc-7.0
544;233;AAA270v001;7;pc-7.0
545;234;AAC707v001;1;pc-7.0
546;234;AAC708v001;2;pc-7.0
547;234;AAB273v001;3;pc-7.0
548;234;AAA270v001;4;pc-7.0
549;236;AAC701v001;1;pc-7.0
550;236;AAA665v001;2;pc-7.0
551;236;AAB169v001;3;pc-7.0
552;236;AAB170v001;4;pc-7.0
553;236;AAC711v001;5;pc-7.0
554;236;AAC715v001;6;pc-7.0
555;236;AAC716v001;7;pc-7.0
556;236;AAC717v001;8;pc-7.0
557;236;AAA270v001;9;pc-7.0
558;237;AAA415v001;1;pc-7.0
559;237;AAA297v001;2;pc-7.0
560;237;AAC712v001;3;pc-7.0
561;237;AAC702v001;4;pc-7.0
562;237;AAA004v001;5;pc-7.0
563;237;AAA291v001;6;pc-7.0
564;237;AAA270v001;7;pc-7.0
565;238;AAC705v001;1;pc-7.0
566;238;AAC713v001;2;pc-7.0
567;238;AAC824v001;3;pc-7.0
568;238;AAC703v001;4;pc-7.0
569;238;AAA270v001;5;pc-7.0
570;240;AAE258v001;1;pc-7.0
571;240;AAA270v001;2;pc-7.0
572;240;AAA008v001;3;pc-7.0
573;242;AAC707v001;1;pc-7.0
574;242;AAC708v001;2;pc-7.0
575;242;AAB273v001;3;pc-7.0
576;242;AAA270v001;4;pc-7.0
577;244;AAC701v001;1;pc-7.0
578;244;AAA665v001;2;pc-7.0
579;244;AAB169v001;3;pc-7.0
580;244;AAB170v001;4;pc-7.0
581;244;AAC711v001;5;pc-7.0
582;244;AAC715v001;6;pc-7.0
583;244;AAC716v001;7;pc-7.0
584;244;AAC717v001;8;pc-7.0
585;244;AAA270v001;9;pc-7.0
586;245;AAA415v001;1;pc-7.0
587;245;AAA297v001;2;pc-7.0
588;245;AAC712v001;3;pc-7.0
589;245;AAC702v001;4;pc-7.0
590;245;AAA004v001;5;pc-7.0
591;245;AAA291v001;6;pc-7.0
592;245;AAA270v001;7;pc-7.0
593;246;AAC705v001;1;pc-7.0
594;246;AAC713v001;2;pc-7.0
595;246;AAC824v001;3;pc-7.0
596;246;AAC703v001;4;pc-7.0
597;246;AAA270v001;5;pc-7.0
598;248;AAC726v001;1;pc-7.0
599;248;AAC727v001;2;pc-7.0
600;248;AAC728v001;3;pc-7.0
601;248;AAA270v001;4;pc-7.0
602;248;AAA008v001;5;pc-7.0
603;249;AAC733v001;1;pc-7.0
604;249;AAC730v001;2;pc-7.0
605;249;AAC729v001;3;pc-7.0
606;249;AAC734v001;4;pc-7.0
607;249;AAC731v001;5;pc-7.0
608;249;AAC732v001;6;pc-7.0
609;249;AAA270v001;7;pc-7.0
610;251;AAC707v001;1;pc-7.0
611;251;AAC708v001;2;pc-7.0
612;251;AAB273v001;3;pc-7.0
613;251;AAA270v001;4;pc-7.0
614;253;AAC701v001;1;pc-7.0
615;253;AAA665v001;2;pc-7.0
616;253;AAB169v001;3;pc-7.0
617;253;AAB170v001;4;pc-7.0
618;253;AAC711v001;5;pc-7.0
619;253;AAC715v001;6;pc-7.0
620;253;AAC716v001;7;pc-7.0
621;253;AAC717v001;8;pc-7.0
622;253;AAA270v001;9;pc-7.0
623;254;AAA415v001;1;pc-7.0
624;254;AAA297v001;2;pc-7.0
625;254;AAC712v001;3;pc-7.0
626;254;AAC702v001;4;pc-7.0
627;254;AAA004v001;5;pc-7.0
628;254;AAA291v001;6;pc-7.0
629;254;AAA270v001;7;pc-7.0
630;255;AAC705v001;1;pc-7.0
631;255;AAC713v001;2;pc-7.0
632;255;AAC824v001;3;pc-7.0
633;255;AAC703v001;4;pc-7.0
634;255;AAA270v001;5;pc-7.0
635;257;AAE258v001;1;pc-7.0
636;257;AAA270v001;2;pc-7.0
637;257;AAA008v001;3;pc-7.0
638;259;AAC707v001;1;pc-7.0
639;259;AAC708v001;2;pc-7.0
640;259;AAB273v001;3;pc-7.0
641;259;AAA270v001;4;pc-7.0
642;261;AAC701v001;1;pc-7.0
643;261;AAA665v001;2;pc-7.0
644;261;AAB169v001;3;pc-7.0
645;261;AAB170v001;4;pc-7.0
646;261;AAC711v001;5;pc-7.0
647;261;AAC715v001;6;pc-7.0
648;261;AAC716v001;7;pc-7.0
649;261;AAC717v001;8;pc-7.0
650;261;AAA270v001;9;pc-7.0
651;262;AAA415v001;1;pc-7.0
652;262;AAA297v001;2;pc-7.0
653;262;AAC712v001;3;pc-7.0
654;262;AAC702v001;4;pc-7.0
655;262;AAA004v001;5;pc-7.0
656;262;AAA291v001;6;pc-7.0
657;262;AAA270v001;7;pc-7.0
658;263;AAC705v001;1;pc-7.0
659;263;AAC713v001;2;pc-7.0
660;263;AAC824v001;3;pc-7.0
661;263;AAC703v001;4;pc-7.0
662;263;AAA270v001;5;pc-7.0
663;265;AAC727v001;1;pc-7.0
664;265;AAC735v001;2;pc-7.0
665;265;AAA270v001;3;pc-7.0
666;265;AAA008v001;4;pc-7.0
667;267;EAB750v001;1;pc-7.0
668;267;AAB201v001;2;pc-7.0
669;267;EAB751v001;3;pc-7.0
670;267;EAB765v001;4;pc-7.0
671;267;EAB752v001;5;pc-7.0
672;267;EAB766v001;6;pc-7.0
673;267;AAA270v001;7;pc-7.0
674;269;AAA415v001;1;pc-7.0
675;269;AAA297v001;2;pc-7.0
676;269;AAC712v001;3;pc-7.0
677;269;AAC702v001;4;pc-7.0
678;269;AAA004v001;5;pc-7.0
679;269;AAA291v001;6;pc-7.0
680;269;AAA270v001;7;pc-7.0
681;270;EAB768v001;1;pc-7.0
682;270;EAB767v001;2;pc-7.0
683;270;EAB769v001;3;pc-7.0
684;270;EAB770v001;4;pc-7.0
685;270;AAA270v001;5;pc-7.0
686;271;AAA415v001;1;pc-7.0
687;271;AAA297v001;2;pc-7.0
688;271;AAC712v001;3;pc-7.0
689;271;AAC702v001;4;pc-7.0
690;271;AAA004v001;5;pc-7.0
691;271;AAA291v001;6;pc-7.0
692;271;AAA270v001;7;pc-7.0
693;272;AAC705v001;1;pc-7.0
694;272;AAC713v001;2;pc-7.0
695;272;AAC824v001;3;pc-7.0
696;272;AAC703v001;4;pc-7.0
