KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr_Wert_de;Klassifikationssystem_ID
22622;7172;AAC702v001;20;pc-7.0
22623;7172;AAA004v001;21;pc-7.0
22624;7172;AAA327v001;22;pc-7.0
22625;7172;AAA596v001;23;pc-7.0
22626;7172;AAA291v001;24;pc-7.0
22627;7172;AAA270v001;25;pc-7.0
22628;7172;AAA008v001;26;pc-7.0
22629;7174;EAA081v001;1;pc-7.0
22630;7174;EAA954v001;2;pc-7.0
22631;7186;AAA244v001;1;pc-7.0
22632;7186;EAA555v001;2;pc-7.0
22633;7186;EAA556v001;3;pc-7.0
22634;7187;EAB430v001;1;pc-7.0
22635;7187;EAB431v001;2;pc-7.0
22636;7187;EAB432v001;3;pc-7.0
22637;7187;EAB433v001;4;pc-7.0
22638;7187;EAB434v001;5;pc-7.0
22639;7187;EAB435v001;6;pc-7.0
22640;7187;EAB436v001;7;pc-7.0
22641;7187;EAB437v001;8;pc-7.0
22642;7187;EAB438v001;9;pc-7.0
22643;7187;EAB439v001;10;pc-7.0
22644;7187;EAB440v001;11;pc-7.0
22645;7187;EAB441v001;12;pc-7.0
22646;7187;EAB442v001;13;pc-7.0
22647;7187;EAB443v001;14;pc-7.0
22648;7187;EAB444v001;15;pc-7.0
22649;7187;EAB445v001;16;pc-7.0
22650;7187;EAB446v001;17;pc-7.0
22651;7187;EAB447v001;18;pc-7.0
22652;7187;EAB448v001;19;pc-7.0
22653;7187;EAB449v001;20;pc-7.0
22654;7187;EAB450v001;21;pc-7.0
22655;7187;EAB451v001;22;pc-7.0
22656;7187;EAB452v001;23;pc-7.0
22657;7187;EAB453v001;24;pc-7.0
22658;7187;EAB454v001;25;pc-7.0
22659;7187;EAB455v001;26;pc-7.0
22660;7187;EAB456v001;27;pc-7.0
22661;7187;EAB457v001;28;pc-7.0
22662;7187;EAB458v001;29;pc-7.0
22663;7187;EAB459v001;30;pc-7.0
22664;7187;EAB460v001;31;pc-7.0
22665;7187;EAB461v001;32;pc-7.0
22666;7187;EAB462v001;33;pc-7.0
22667;7187;EAB463v001;34;pc-7.0
22668;7187;EAB464v001;35;pc-7.0
22669;7187;EAB465v001;36;pc-7.0
22670;7187;EAB466v001;37;pc-7.0
22671;7187;AAA270v001;38;pc-7.0
22672;7189;EAA017v001;1;pc-7.0
22673;7189;EAA019v001;2;pc-7.0
22674;7189;EAA021v001;3;pc-7.0
22675;7189;EAA022v001;4;pc-7.0
22676;7189;EAA095v001;5;pc-7.0
22677;7189;EAA097v001;6;pc-7.0
22678;7189;EAA109v001;7;pc-7.0
22679;7189;EAA214v001;8;pc-7.0
22680;7189;EAA216v001;9;pc-7.0
22681;7189;EAA217v001;10;pc-7.0
22682;7189;EAA219v001;11;pc-7.0
22683;7189;EAA299v001;12;pc-7.0
22684;7189;EAA306v001;13;pc-7.0
22685;7189;EAA372v001;14;pc-7.0
22686;7189;EAA373v001;15;pc-7.0
22687;7189;EAA374v001;16;pc-7.0
22688;7189;EAA375v001;17;pc-7.0
22689;7189;EAA377v001;18;pc-7.0
22690;7189;EAA380v001;19;pc-7.0
22691;7189;EAA382v001;20;pc-7.0
22692;7189;EAA383v001;21;pc-7.0
22693;7189;EAA385v001;22;pc-7.0
22694;7189;EAA386v001;23;pc-7.0
22695;7189;EAA388v001;24;pc-7.0
22696;7189;EAA391v001;25;pc-7.0
22697;7189;EAA394v001;26;pc-7.0
22698;7189;EAA396v001;27;pc-7.0
22699;7189;EAA400v001;28;pc-7.0
22700;7189;EAA401v001;29;pc-7.0
22701;7189;EAA402v001;30;pc-7.0
22702;7189;EAA403v001;31;pc-7.0
22703;7189;EAA404v001;32;pc-7.0
22704;7189;EAA405v001;33;pc-7.0
22705;7189;EAA409v001;34;pc-7.0
22706;7189;EAA454v001;35;pc-7.0
22707;7189;EAA461v001;36;pc-7.0
22708;7189;EAA468v001;37;pc-7.0
22709;7189;EAA470v001;38;pc-7.0
22710;7189;EAA477v001;39;pc-7.0
22711;7189;EAA486v001;40;pc-7.0
22712;7189;EAA484v001;41;pc-7.0
22713;7189;EAA490v001;42;pc-7.0
22714;7189;EAA491v001;43;pc-7.0
22715;7189;EAA758v001;44;pc-7.0
22716;7189;EAA759v001;45;pc-7.0
22717;7189;EAA760v001;46;pc-7.0
22718;7189;EAA829v001;47;pc-7.0
22719;7189;EAA859v001;48;pc-7.0
22720;7189;EAA860v001;49;pc-7.0
22721;7189;EAA861v001;50;pc-7.0
22722;7189;EAA867v001;51;pc-7.0
22723;7189;EAA868v001;52;pc-7.0
22724;7189;EAB014v001;53;pc-7.0
22725;7189;AAA270v001;54;pc-7.0
22726;7192;EAB505v001;1;pc-7.0
22727;7192;EAB507v001;2;pc-7.0
22728;7192;EAB509v001;3;pc-7.0
22729;7192;EAB532v001;4;pc-7.0
22730;7192;AAA270v001;5;pc-7.0
22731;7193;EAB491v001;1;pc-7.0
22732;7193;EAA515v001;2;pc-7.0
22733;7193;EAB417v001;3;pc-7.0
22734;7193;EAA560v001;4;pc-7.0
22735;7193;EAA595v001;5;pc-7.0
22736;7193;EAB420v001;6;pc-7.0
22737;7193;EAB422v001;7;pc-7.0
22738;7193;EAB423v001;8;pc-7.0
22739;7193;EAB424v001;9;pc-7.0
22740;7193;EAB421v001;10;pc-7.0
22741;7193;EAB428v001;11;pc-7.0
22742;7193;EAA692v001;12;pc-7.0
22743;7193;EAB418v001;13;pc-7.0
22744;7193;EAB419v001;14;pc-7.0
22745;7193;EAB429v001;15;pc-7.0
22746;7193;AAA270v001;16;pc-7.0
22747;7196;EAA259v001;1;pc-7.0
22748;7196;EAB492v001;2;pc-7.0
22749;7196;EAB493v001;3;pc-7.0
22750;7196;EAB480v001;4;pc-7.0
22751;7196;EAB483v001;5;pc-7.0
22752;7196;EAB481v001;6;pc-7.0
22753;7196;EAD422v001;7;pc-7.0
22754;7196;EAD423v001;8;pc-7.0
22755;7196;EAB479v001;9;pc-7.0
22756;7196;EAA618v001;10;pc-7.0
22757;7196;EAB494v001;11;pc-7.0
22758;7196;EAD421v001;12;pc-7.0
22759;7196;EAB001v001;13;pc-7.0
22760;7197;AAC836v001;1;pc-7.0
22761;7197;EAB496v001;2;pc-7.0
22762;7197;EAB510v001;3;pc-7.0
22763;7197;EAD421v001;4;pc-7.0
22764;7198;EAA561v001;1;pc-7.0
22765;7198;EAA753v001;2;pc-7.0
22766;7198;AAA270v001;3;pc-7.0
22767;7207;AAA112v001;1;pc-7.0
22768;7207;AAA109v001;2;pc-7.0
22769;7207;AAA072v001;3;pc-7.0
22770;7207;AAA069v001;4;pc-7.0
22771;7207;AAA025v001;5;pc-7.0
22772;7207;AAA067v001;6;pc-7.0
22773;7207;AAA270v001;7;pc-7.0
22774;7208;AAA112v001;1;pc-7.0
22775;7208;EAA075v001;2;pc-7.0
22776;7208;AAA415v001;3;pc-7.0
22777;7208;AAA297v001;4;pc-7.0
22778;7208;AAA289v001;5;pc-7.0
22779;7208;AAA563v001;6;pc-7.0
22780;7208;AAB901v001;7;pc-7.0
22781;7208;AAA109v001;8;pc-7.0
22782;7208;AAA298v001;9;pc-7.0
22783;7208;AAC048v001;10;pc-7.0
22784;7208;AAA302v001;11;pc-7.0
22785;7208;AAC712v001;12;pc-7.0
22786;7208;EAB134v001;13;pc-7.0
22787;7208;EAA655v001;14;pc-7.0
22788;7208;AAA107v001;15;pc-7.0
22789;7208;EAA697v001;16;pc-7.0
22790;7208;AAA326v001;17;pc-7.0
22791;7208;EAA774v001;18;pc-7.0
22792;7208;EAA855v001;19;pc-7.0
22793;7208;AAC702v001;20;pc-7.0
22794;7208;AAA004v001;21;pc-7.0
22795;7208;AAA327v001;22;pc-7.0
22796;7208;AAA596v001;23;pc-7.0
22797;7208;AAA291v001;24;pc-7.0
22798;7208;AAA270v001;25;pc-7.0
22799;7208;AAA008v001;26;pc-7.0
22800;7212;EAB534v001;1;pc-7.0
22801;7212;EAB497v001;2;pc-7.0
22802;7212;EAB498v001;3;pc-7.0
22803;7212;EAB535v001;4;pc-7.0
22804;7212;EAB500v001;5;pc-7.0
22805;7212;EAB501v001;6;pc-7.0
22806;7212;AAA270v001;7;pc-7.0
22807;7213;AAA112v001;1;pc-7.0
22808;7213;EAA075v001;2;pc-7.0
22809;7213;AAA415v001;3;pc-7.0
22810;7213;AAA297v001;4;pc-7.0
22811;7213;AAA289v001;5;pc-7.0
22812;7213;AAA563v001;6;pc-7.0
22813;7213;AAB901v001;7;pc-7.0
22814;7213;AAA109v001;8;pc-7.0
22815;7213;AAA298v001;9;pc-7.0
22816;7213;AAC048v001;10;pc-7.0
22817;7213;AAA302v001;11;pc-7.0
22818;7213;AAC712v001;12;pc-7.0
22819;7213;EAB134v001;13;pc-7.0
22820;7213;EAA655v001;14;pc-7.0
22821;7213;AAA107v001;15;pc-7.0
22822;7213;EAA697v001;16;pc-7.0
22823;7213;AAA326v001;17;pc-7.0
22824;7213;EAA774v001;18;pc-7.0
22825;7213;EAA855v001;19;pc-7.0
22826;7213;AAC702v001;20;pc-7.0
22827;7213;AAA004v001;21;pc-7.0
22828;7213;AAA327v001;22;pc-7.0
22829;7213;AAA596v001;23;pc-7.0
22830;7213;AAA291v001;24;pc-7.0
22831;7213;AAA270v001;25;pc-7.0
22832;7213;AAA008v001;26;pc-7.0
22833;7214;EAB503v001;1;pc-7.0
22834;7214;EAA541v001;2;pc-7.0
22835;7214;AAC116v001;3;pc-7.0
22836;7214;AAA291v001;4;pc-7.0
22837;7214;AAA270v001;5;pc-7.0
22838;7215;AAA112v001;1;pc-7.0
22839;7215;AAA025v001;2;pc-7.0
22840;7215;AAA067v001;3;pc-7.0
22841;7215;AAA270v001;4;pc-7.0
22842;7216;EAB503v001;1;pc-7.0
22843;7216;EAA541v001;2;pc-7.0
22844;7216;AAC116v001;3;pc-7.0
22845;7216;AAA291v001;4;pc-7.0
22846;7216;AAA270v001;5;pc-7.0
22847;7217;EAA081v001;1;pc-7.0
22848;7217;EAA954v001;2;pc-7.0
22849;7218;EAA185v001;1;pc-7.0
22850;7218;EAA186v001;2;pc-7.0
22851;7218;EAA558v001;3;pc-7.0
22852;7227;AAA244v001;1;pc-7.0
22853;7227;EAA555v001;2;pc-7.0
22854;7227;EAA556v001;3;pc-7.0
22855;7228;EAB430v001;1;pc-7.0
22856;7228;EAB431v001;2;pc-7.0
22857;7228;EAB432v001;3;pc-7.0
22858;7228;EAB433v001;4;pc-7.0
22859;7228;EAB434v001;5;pc-7.0
22860;7228;EAB435v001;6;pc-7.0
22861;7228;EAB436v001;7;pc-7.0
22862;7228;EAB437v001;8;pc-7.0
22863;7228;EAB438v001;9;pc-7.0
22864;7228;EAB439v001;10;pc-7.0
22865;7228;EAB440v001;11;pc-7.0
22866;7228;EAB441v001;12;pc-7.0
22867;7228;EAB442v001;13;pc-7.0
22868;7228;EAB443v001;14;pc-7.0
22869;7228;EAB444v001;15;pc-7.0
22870;7228;EAB445v001;16;pc-7.0
22871;7228;EAB446v001;17;pc-7.0
22872;7228;EAB447v001;18;pc-7.0
22873;7228;EAB448v001;19;pc-7.0
22874;7228;EAB449v001;20;pc-7.0
22875;7228;EAB450v001;21;pc-7.0
22876;7228;EAB451v001;22;pc-7.0
22877;7228;EAB452v001;23;pc-7.0
22878;7228;EAB453v001;24;pc-7.0
22879;7228;EAB454v001;25;pc-7.0
22880;7228;EAB455v001;26;pc-7.0
22881;7228;EAB456v001;27;pc-7.0
22882;7228;EAB457v001;28;pc-7.0
22883;7228;EAB458v001;29;pc-7.0
22884;7228;EAB459v001;30;pc-7.0
22885;7228;EAB460v001;31;pc-7.0
22886;7228;EAB461v001;32;pc-7.0
22887;7228;EAB462v001;33;pc-7.0
22888;7228;EAB463v001;34;pc-7.0
22889;7228;EAB464v001;35;pc-7.0
22890;7228;EAB465v001;36;pc-7.0
22891;7228;EAB466v001;37;pc-7.0
22892;7228;AAA270v001;38;pc-7.0
22893;7229;EAB469v001;1;pc-7.0
22894;7229;EAB470v001;2;pc-7.0
22895;7229;EAB471v001;3;pc-7.0
22896;7229;EAB472v001;4;pc-7.0
22897;7229;EAB473v001;5;pc-7.0
22898;7229;EAB474v001;6;pc-7.0
22899;7229;EAB475v001;7;pc-7.0
22900;7229;EAB476v001;8;pc-7.0
22901;7229;EAB477v001;9;pc-7.0
22902;7229;EAB478v001;10;pc-7.0
22903;7229;AAA008v001;11;pc-7.0
22904;7238;EAB484v001;1;pc-7.0
22905;7238;EAB485v001;2;pc-7.0
22906;7238;EAB486v001;3;pc-7.0
22907;7238;EAB487v001;4;pc-7.0
22908;7238;EAB488v001;5;pc-7.0
22909;7243;EAA017v001;1;pc-7.0
22910;7243;EAA019v001;2;pc-7.0
22911;7243;EAA021v001;3;pc-7.0
22912;7243;EAA022v001;4;pc-7.0
22913;7243;EAA095v001;5;pc-7.0
22914;7243;EAA097v001;6;pc-7.0
22915;7243;EAA109v001;7;pc-7.0
22916;7243;EAA214v001;8;pc-7.0
22917;7243;EAA216v001;9;pc-7.0
22918;7243;EAA217v001;10;pc-7.0
22919;7243;EAA219v001;11;pc-7.0
22920;7243;EAA299v001;12;pc-7.0
22921;7243;EAA306v001;13;pc-7.0
22922;7243;EAA372v001;14;pc-7.0
22923;7243;EAA373v001;15;pc-7.0
22924;7243;EAA374v001;16;pc-7.0
22925;7243;EAA375v001;17;pc-7.0
22926;7243;EAA377v001;18;pc-7.0
22927;7243;EAA380v001;19;pc-7.0
22928;7243;EAA382v001;20;pc-7.0
22929;7243;EAA383v001;21;pc-7.0
22930;7243;EAA385v001;22;pc-7.0
22931;7243;EAA386v001;23;pc-7.0
22932;7243;EAA388v001;24;pc-7.0
22933;7243;EAA391v001;25;pc-7.0
22934;7243;EAA394v001;26;pc-7.0
22935;7243;EAA396v001;27;pc-7.0
22936;7243;EAA400v001;28;pc-7.0
22937;7243;EAA401v001;29;pc-7.0
22938;7243;EAA402v001;30;pc-7.0
22939;7243;EAA403v001;31;pc-7.0
22940;7243;EAA404v001;32;pc-7.0
22941;7243;EAA405v001;33;pc-7.0
22942;7243;EAA409v001;34;pc-7.0
22943;7243;EAA454v001;35;pc-7.0
22944;7243;EAA461v001;36;pc-7.0
22945;7243;EAA468v001;37;pc-7.0
22946;7243;EAA470v001;38;pc-7.0
22947;7243;EAA477v001;39;pc-7.0
22948;7243;EAA486v001;40;pc-7.0
22949;7243;EAA484v001;41;pc-7.0
22950;7243;EAA490v001;42;pc-7.0
22951;7243;EAA491v001;43;pc-7.0
22952;7243;EAA758v001;44;pc-7.0
22953;7243;EAA759v001;45;pc-7.0
22954;7243;EAA760v001;46;pc-7.0
22955;7243;EAA829v001;47;pc-7.0
22956;7243;EAA859v001;48;pc-7.0
22957;7243;EAA860v001;49;pc-7.0
22958;7243;EAA861v001;50;pc-7.0
22959;7243;EAA867v001;51;pc-7.0
22960;7243;EAA868v001;52;pc-7.0
22961;7243;EAB014v001;53;pc-7.0
22962;7243;AAA270v001;54;pc-7.0
22963;7244;EAD420v001;1;pc-7.0
22964;7244;EAD436v001;2;pc-7.0
22965;7244;EAD437v001;3;pc-7.0
22966;7244;EAD438v001;4;pc-7.0
22967;7244;EAD439v001;5;pc-7.0
22968;7244;EAD440v001;6;pc-7.0
22969;7244;EAD441v001;7;pc-7.0
22970;7244;AAA270v001;8;pc-7.0
22971;7246;EAB507v001;1;pc-7.0
22972;7246;EAB536v001;2;pc-7.0
22973;7246;EAD442v001;3;pc-7.0
22974;7246;EAB509v001;4;pc-7.0
22975;7246;EAB532v001;5;pc-7.0
22976;7246;AAA270v001;6;pc-7.0
22977;7247;EAB491v001;1;pc-7.0
22978;7247;EAA515v001;2;pc-7.0
22979;7247;EAB417v001;3;pc-7.0
22980;7247;EAA560v001;4;pc-7.0
22981;7247;EAA595v001;5;pc-7.0
22982;7247;EAB420v001;6;pc-7.0
22983;7247;EAB422v001;7;pc-7.0
22984;7247;EAB423v001;8;pc-7.0
22985;7247;EAB424v001;9;pc-7.0
22986;7247;EAB421v001;10;pc-7.0
22987;7247;EAB428v001;11;pc-7.0
22988;7247;EAA692v001;12;pc-7.0
22989;7247;EAB418v001;13;pc-7.0
22990;7247;EAB419v001;14;pc-7.0
22991;7247;EAB429v001;15;pc-7.0
22992;7247;AAA270v001;16;pc-7.0
22993;7250;EAA259v001;1;pc-7.0
22994;7250;EAB492v001;2;pc-7.0
22995;7250;EAB493v001;3;pc-7.0
22996;7250;EAB480v001;4;pc-7.0
22997;7250;EAB483v001;5;pc-7.0
22998;7250;EAB481v001;6;pc-7.0
22999;7250;EAD422v001;7;pc-7.0
23000;7250;EAD423v001;8;pc-7.0
23001;7250;EAB479v001;9;pc-7.0
23002;7250;EAA618v001;10;pc-7.0
23003;7250;EAB494v001;11;pc-7.0
23004;7250;EAD421v001;12;pc-7.0
23005;7250;EAB001v001;13;pc-7.0
23006;7251;AAC836v001;1;pc-7.0
23007;7251;EAB496v001;2;pc-7.0
23008;7251;EAB510v001;3;pc-7.0
23009;7251;EAD421v001;4;pc-7.0
23010;7252;EAA561v001;1;pc-7.0
23011;7252;EAA753v001;2;pc-7.0
23012;7252;AAA270v001;3;pc-7.0
23013;7262;AAA112v001;1;pc-7.0
23014;7262;AAA109v001;2;pc-7.0
23015;7262;AAA072v001;3;pc-7.0
23016;7262;AAA025v001;4;pc-7.0
23017;7262;AAA067v001;5;pc-7.0
23018;7262;AAA270v001;6;pc-7.0
23019;7263;AAA112v001;1;pc-7.0
23020;7263;EAA075v001;2;pc-7.0
23021;7263;AAA415v001;3;pc-7.0
23022;7263;AAA297v001;4;pc-7.0
23023;7263;AAA289v001;5;pc-7.0
23024;7263;AAA563v001;6;pc-7.0
23025;7263;AAB901v001;7;pc-7.0
23026;7263;AAA109v001;8;pc-7.0
23027;7263;AAA298v001;9;pc-7.0
23028;7263;AAC048v001;10;pc-7.0
23029;7263;AAA302v001;11;pc-7.0
23030;7263;AAC712v001;12;pc-7.0
23031;7263;EAB134v001;13;pc-7.0
23032;7263;EAA655v001;14;pc-7.0
23033;7263;AAA107v001;15;pc-7.0
23034;7263;EAA697v001;16;pc-7.0
23035;7263;AAA326v001;17;pc-7.0
23036;7263;EAA774v001;18;pc-7.0
23037;7263;EAA855v001;19;pc-7.0
23038;7263;AAC702v001;20;pc-7.0
23039;7263;AAA004v001;21;pc-7.0
23040;7263;AAA327v001;22;pc-7.0
23041;7263;AAA596v001;23;pc-7.0
23042;7263;AAA291v001;24;pc-7.0
23043;7263;AAA270v001;25;pc-7.0
23044;7263;AAA008v001;26;pc-7.0
23045;7266;EAB497v001;1;pc-7.0
23046;7266;EAB498v001;2;pc-7.0
23047;7266;EAB499v001;3;pc-7.0
23048;7266;EAB500v001;4;pc-7.0
23049;7266;EAB501v001;5;pc-7.0
23050;7266;EAB502v001;6;pc-7.0
23051;7266;AAA270v001;7;pc-7.0
23052;7267;AAA112v001;1;pc-7.0
23053;7267;EAA075v001;2;pc-7.0
23054;7267;AAA415v001;3;pc-7.0
23055;7267;AAA297v001;4;pc-7.0
23056;7267;AAA289v001;5;pc-7.0
23057;7267;AAA563v001;6;pc-7.0
23058;7267;AAB901v001;7;pc-7.0
23059;7267;AAA109v001;8;pc-7.0
23060;7267;AAA298v001;9;pc-7.0
23061;7267;AAC048v001;10;pc-7.0
23062;7267;AAA302v001;11;pc-7.0
23063;7267;AAC712v001;12;pc-7.0
23064;7267;EAB134v001;13;pc-7.0
23065;7267;EAA655v001;14;pc-7.0
23066;7267;AAA107v001;15;pc-7.0
23067;7267;EAA697v001;16;pc-7.0
23068;7267;AAA326v001;17;pc-7.0
23069;7267;EAA774v001;18;pc-7.0
23070;7267;EAA855v001;19;pc-7.0
23071;7267;AAC702v001;20;pc-7.0
23072;7267;AAA004v001;21;pc-7.0
23073;7267;AAA327v001;22;pc-7.0
23074;7267;AAA596v001;23;pc-7.0
23075;7267;AAA291v001;24;pc-7.0
23076;7267;AAA270v001;25;pc-7.0
23077;7267;AAA008v001;26;pc-7.0
23078;7268;EAB503v001;1;pc-7.0
23079;7268;EAA541v001;2;pc-7.0
23080;7268;AAC116v001;3;pc-7.0
23081;7268;AAA291v001;4;pc-7.0
23082;7268;AAA270v001;5;pc-7.0
23083;7269;AAA112v001;1;pc-7.0
23084;7269;AAA025v001;2;pc-7.0
23085;7269;AAA067v001;3;pc-7.0
23086;7269;AAA270v001;4;pc-7.0
23087;7270;EAB503v001;1;pc-7.0
23088;7270;EAA541v001;2;pc-7.0
23089;7270;AAC116v001;3;pc-7.0
23090;7270;AAA291v001;4;pc-7.0
23091;7270;AAA270v001;5;pc-7.0
23092;7271;EAA081v001;1;pc-7.0
23093;7271;EAA954v001;2;pc-7.0
23094;7273;EAA185v001;1;pc-7.0
23095;7273;EAA186v001;2;pc-7.0
23096;7273;EAA558v001;3;pc-7.0
23097;7283;AAA244v001;1;pc-7.0
23098;7283;EAA555v001;2;pc-7.0
23099;7283;EAA556v001;3;pc-7.0
23100;7284;EAB430v001;1;pc-7.0
23101;7284;EAB431v001;2;pc-7.0
23102;7284;EAB432v001;3;pc-7.0
23103;7284;EAB433v001;4;pc-7.0
23104;7284;EAB434v001;5;pc-7.0
23105;7284;EAB435v001;6;pc-7.0
23106;7284;EAB436v001;7;pc-7.0
23107;7284;EAB437v001;8;pc-7.0
23108;7284;EAB438v001;9;pc-7.0
23109;7284;EAB439v001;10;pc-7.0
23110;7284;EAB440v001;11;pc-7.0
23111;7284;EAB441v001;12;pc-7.0
23112;7284;EAB442v001;13;pc-7.0
23113;7284;EAB443v001;14;pc-7.0
23114;7284;EAB444v001;15;pc-7.0
23115;7284;EAB445v001;16;pc-7.0
23116;7284;EAB446v001;17;pc-7.0
23117;7284;EAB447v001;18;pc-7.0
23118;7284;EAB448v001;19;pc-7.0
23119;7284;EAB449v001;20;pc-7.0
23120;7284;EAB450v001;21;pc-7.0
23121;7284;EAB451v001;22;pc-7.0
23122;7284;EAB452v001;23;pc-7.0
23123;7284;EAB453v001;24;pc-7.0
23124;7284;EAB454v001;25;pc-7.0
23125;7284;EAB455v001;26;pc-7.0
23126;7284;EAB456v001;27;pc-7.0
23127;7284;EAB457v001;28;pc-7.0
23128;7284;EAB458v001;29;pc-7.0
23129;7284;EAB459v001;30;pc-7.0
23130;7284;EAB460v001;31;pc-7.0
23131;7284;EAB461v001;32;pc-7.0
23132;7284;EAB462v001;33;pc-7.0
23133;7284;EAB463v001;34;pc-7.0
23134;7284;EAB464v001;35;pc-7.0
23135;7284;EAB465v001;36;pc-7.0
23136;7284;EAB466v001;37;pc-7.0
23137;7284;AAA270v001;38;pc-7.0
23138;7285;EAB469v001;1;pc-7.0
23139;7285;EAB470v001;2;pc-7.0
23140;7285;EAB471v001;3;pc-7.0
23141;7285;EAB472v001;4;pc-7.0
23142;7285;EAB473v001;5;pc-7.0
23143;7285;EAB474v001;6;pc-7.0
23144;7285;EAB475v001;7;pc-7.0
23145;7285;EAB476v001;8;pc-7.0
23146;7285;EAB477v001;9;pc-7.0
23147;7285;EAB478v001;10;pc-7.0
23148;7285;AAA008v001;11;pc-7.0
23149;7295;EAB484v001;1;pc-7.0
23150;7295;EAB485v001;2;pc-7.0
23151;7295;EAB486v001;3;pc-7.0
23152;7295;EAB487v001;4;pc-7.0
23153;7295;EAB488v001;5;pc-7.0
23154;7300;EAA017v001;1;pc-7.0
23155;7300;EAA019v001;2;pc-7.0
23156;7300;EAA021v001;3;pc-7.0
23157;7300;EAA022v001;4;pc-7.0
23158;7300;EAA095v001;5;pc-7.0
23159;7300;EAA097v001;6;pc-7.0
23160;7300;EAA109v001;7;pc-7.0
23161;7300;EAA214v001;8;pc-7.0
23162;7300;EAA216v001;9;pc-7.0
23163;7300;EAA217v001;10;pc-7.0
23164;7300;EAA219v001;11;pc-7.0
23165;7300;EAA299v001;12;pc-7.0
23166;7300;EAA306v001;13;pc-7.0
23167;7300;EAA372v001;14;pc-7.0
23168;7300;EAA373v001;15;pc-7.0
23169;7300;EAA374v001;16;pc-7.0
23170;7300;EAA375v001;17;pc-7.0
23171;7300;EAA377v001;18;pc-7.0
23172;7300;EAA380v001;19;pc-7.0
23173;7300;EAA382v001;20;pc-7.0
23174;7300;EAA383v001;21;pc-7.0
23175;7300;EAA385v001;22;pc-7.0
23176;7300;EAA386v001;23;pc-7.0
23177;7300;EAA388v001;24;pc-7.0
23178;7300;EAA391v001;25;pc-7.0
23179;7300;EAA394v001;26;pc-7.0
23180;7300;EAA396v001;27;pc-7.0
23181;7300;EAA400v001;28;pc-7.0
23182;7300;EAA401v001;29;pc-7.0
23183;7300;EAA402v001;30;pc-7.0
23184;7300;EAA403v001;31;pc-7.0
23185;7300;EAA404v001;32;pc-7.0
23186;7300;EAA405v001;33;pc-7.0
23187;7300;EAA409v001;34;pc-7.0
23188;7300;EAA454v001;35;pc-7.0
23189;7300;EAA461v001;36;pc-7.0
23190;7300;EAA468v001;37;pc-7.0
23191;7300;EAA470v001;38;pc-7.0
23192;7300;EAA477v001;39;pc-7.0
23193;7300;EAA486v001;40;pc-7.0
23194;7300;EAA484v001;41;pc-7.0
23195;7300;EAA490v001;42;pc-7.0
23196;7300;EAA491v001;43;pc-7.0
23197;7300;EAA758v001;44;pc-7.0
23198;7300;EAA759v001;45;pc-7.0
23199;7300;EAA760v001;46;pc-7.0
23200;7300;EAA829v001;47;pc-7.0
23201;7300;EAA859v001;48;pc-7.0
23202;7300;EAA860v001;49;pc-7.0
23203;7300;EAA861v001;50;pc-7.0
23204;7300;EAA867v001;51;pc-7.0
23205;7300;EAA868v001;52;pc-7.0
23206;7300;EAB014v001;53;pc-7.0
23207;7300;AAA270v001;54;pc-7.0
23208;7301;EAD420v001;1;pc-7.0
23209;7301;EAD436v001;2;pc-7.0
23210;7301;EAD437v001;3;pc-7.0
23211;7301;EAD438v001;4;pc-7.0
23212;7301;EAD439v001;5;pc-7.0
23213;7301;EAD440v001;6;pc-7.0
23214;7301;EAD441v001;7;pc-7.0
23215;7301;AAA270v001;8;pc-7.0
23216;7305;EAA069v001;1;pc-7.0
23217;7305;EAA234v001;2;pc-7.0
23218;7305;EAD443v001;3;pc-7.0
23219;7306;EAB491v001;1;pc-7.0
23220;7306;EAA515v001;2;pc-7.0
23221;7306;EAB417v001;3;pc-7.0
23222;7306;EAA560v001;4;pc-7.0
23223;7306;EAA595v001;5;pc-7.0
23224;7306;EAB420v001;6;pc-7.0
23225;7306;EAB422v001;7;pc-7.0
23226;7306;EAB423v001;8;pc-7.0
23227;7306;EAA692v001;9;pc-7.0
23228;7306;EAB418v001;10;pc-7.0
23229;7306;EAB419v001;11;pc-7.0
23230;7306;EAB429v001;12;pc-7.0
23231;7306;AAA270v001;13;pc-7.0
23232;7309;EAA259v001;1;pc-7.0
23233;7309;EAB492v001;2;pc-7.0
23234;7309;EAB493v001;3;pc-7.0
23235;7309;EAB480v001;4;pc-7.0
23236;7309;EAB483v001;5;pc-7.0
23237;7309;EAB481v001;6;pc-7.0
23238;7309;EAD422v001;7;pc-7.0
23239;7309;EAD423v001;8;pc-7.0
23240;7309;EAB479v001;9;pc-7.0
23241;7309;EAA618v001;10;pc-7.0
23242;7309;EAB494v001;11;pc-7.0
23243;7309;EAD421v001;12;pc-7.0
23244;7309;EAB001v001;13;pc-7.0
23245;7310;AAC836v001;1;pc-7.0
23246;7310;EAB496v001;2;pc-7.0
23247;7310;EAB510v001;3;pc-7.0
23248;7310;EAD421v001;4;pc-7.0
23249;7311;EAA561v001;1;pc-7.0
23250;7311;EAA753v001;2;pc-7.0
23251;7311;AAA270v001;3;pc-7.0
23252;7319;AAA112v001;1;pc-7.0
23253;7319;AAA109v001;2;pc-7.0
23254;7319;AAA072v001;3;pc-7.0
