KlasseSchlagwort_Nr;Klasse_ID;Schlagwort_ID;Klassifikationssystem_ID
244,00;AAA125c002;AAA268s001;pc-5.1
245,00;AAA125c002;AAB659s001;pc-5.1
246,00;AAA126c002;AAA261s001;pc-5.1
247,00;AAA126c002;AAA289s001;pc-5.1
248,00;AAA126c002;AAB596s001;pc-5.1
249,00;AAA126c002;AAB630s001;pc-5.1
250,00;AAA126c002;AAE043s001;pc-5.1
251,00;AAA127c003;AAA261s001;pc-5.1
252,00;AAA127c003;AAA290s001;pc-5.1
253,00;AAA127c003;AAA291s001;pc-5.1
254,00;AAA127c003;AAA292s001;pc-5.1
255,00;AAA127c003;AAA293s001;pc-5.1
256,00;AAA127c003;AAA294s001;pc-5.1
257,00;AAA127c003;AAB493s001;pc-5.1
258,00;AAA127c003;AAB494s001;pc-5.1
259,00;AAA127c003;AAB495s001;pc-5.1
260,00;AAA127c003;AAB496s001;pc-5.1
261,00;AAA127c003;AAB630s001;pc-5.1
262,00;AAA127c003;AAB651s001;pc-5.1
263,00;AAA127c003;AAE043s001;pc-5.1
264,00;AAA128c003;AAA295s001;pc-5.1
265,00;AAA128c003;AAB141s001;pc-5.1
266,00;AAA128c003;AAB630s001;pc-5.1
267,00;AAA128c003;AAB723s001;pc-5.1
268,00;AAA128c003;AAB724s001;pc-5.1
269,00;AAA128c003;AAE043s001;pc-5.1
270,00;AAA129c002;AAA261s001;pc-5.1
271,00;AAA129c002;AAA298s001;pc-5.1
272,00;AAA129c002;AAB630s001;pc-5.1
273,00;AAA129c002;AAB640s001;pc-5.1
274,00;AAA129c002;AAE043s001;pc-5.1
275,00;AAA130c003;AAA261s001;pc-5.1
276,00;AAA130c003;AAA299s001;pc-5.1
277,00;AAA130c003;AAB630s001;pc-5.1
278,00;AAA130c003;AAB638s001;pc-5.1
279,00;AAA130c003;AAE043s001;pc-5.1
280,00;AAA131c002;AAA261s001;pc-5.1
281,00;AAA131c002;AAA300s001;pc-5.1
282,00;AAA131c002;AAB630s001;pc-5.1
283,00;AAA131c002;AAB642s001;pc-5.1
284,00;AAA131c002;AAE043s001;pc-5.1
285,00;AAA132c003;AAA261s001;pc-5.1
286,00;AAA132c003;AAA301s001;pc-5.1
287,00;AAA132c003;AAB625s001;pc-5.1
288,00;AAA132c003;AAB630s001;pc-5.1
289,00;AAA132c003;AAE043s001;pc-5.1
290,00;AAA133c002;AAA261s001;pc-5.1
291,00;AAA133c002;AAA302s001;pc-5.1
292,00;AAA133c002;AAB630s001;pc-5.1
293,00;AAA133c002;AAB660s001;pc-5.1
294,00;AAA133c002;AAE043s001;pc-5.1
295,00;AAA134c003;AAA261s001;pc-5.1
296,00;AAA134c003;AAA304s001;pc-5.1
297,00;AAA134c003;AAB623s001;pc-5.1
298,00;AAA134c003;AAB630s001;pc-5.1
299,00;AAA134c003;AAE043s001;pc-5.1
300,00;AAA135c003;AAA261s001;pc-5.1
301,00;AAA135c003;AAA303s001;pc-5.1
302,00;AAA135c003;AAB630s001;pc-5.1
303,00;AAA135c003;AAB725s001;pc-5.1
304,00;AAA135c003;AAE043s001;pc-5.1
305,00;AAA136c003;AAA261s001;pc-5.1
306,00;AAA136c003;AAA305s001;pc-5.1
307,00;AAA136c003;AAA315s001;pc-5.1
308,00;AAA136c003;AAB630s001;pc-5.1
309,00;AAA136c003;AAB677s001;pc-5.1
310,00;AAA136c003;AAB778s001;pc-5.1
311,00;AAA136c003;AAE043s001;pc-5.1
312,00;AAA137c002;AAA261s001;pc-5.1
313,00;AAA137c002;AAA306s001;pc-5.1
314,00;AAA137c002;AAA307s001;pc-5.1
315,00;AAA137c002;AAB578s001;pc-5.1
316,00;AAA137c002;AAB630s001;pc-5.1
317,00;AAA137c002;AAE043s001;pc-5.1
318,00;AAA138c003;AAA261s001;pc-5.1
319,00;AAA138c003;AAA308s001;pc-5.1
320,00;AAA138c003;AAB630s001;pc-5.1
321,00;AAA138c003;AAB656s001;pc-5.1
322,00;AAA138c003;AAE043s001;pc-5.1
323,00;AAA139c003;AAA309s001;pc-5.1
324,00;AAA139c003;AAB191s001;pc-5.1
325,00;AAA139c003;AAB630s001;pc-5.1
326,00;AAA139c003;AAE043s001;pc-5.1
327,00;AAA140c002;AAA261s001;pc-5.1
328,00;AAA140c002;AAA310s001;pc-5.1
329,00;AAA140c002;AAB620s001;pc-5.1
330,00;AAA140c002;AAB630s001;pc-5.1
331,00;AAA140c002;AAE043s001;pc-5.1
332,00;AAA141c003;AAA261s001;pc-5.1
333,00;AAA141c003;AAA311s001;pc-5.1
334,00;AAA141c003;AAA314s001;pc-5.1
335,00;AAA141c003;AAB169s001;pc-5.1
336,00;AAA141c003;AAB560s001;pc-5.1
337,00;AAA141c003;AAB630s001;pc-5.1
338,00;AAA141c003;AAB723s001;pc-5.1
339,00;AAA141c003;AAB724s001;pc-5.1
340,00;AAA141c003;AAE043s001;pc-5.1
341,00;AAA142c003;AAA261s001;pc-5.1
342,00;AAA142c003;AAA312s001;pc-5.1
343,00;AAA142c003;AAB576s001;pc-5.1
344,00;AAA142c003;AAB630s001;pc-5.1
345,00;AAA142c003;AAE043s001;pc-5.1
346,00;AAA143c003;AAA261s001;pc-5.1
347,00;AAA143c003;AAA313s001;pc-5.1
348,00;AAA143c003;AAB630s001;pc-5.1
349,00;AAA143c003;AAB655s001;pc-5.1
350,00;AAA143c003;AAE043s001;pc-5.1
351,00;AAA144c004;AAA316s001;pc-5.1
352,00;AAA144c004;AAA317s001;pc-5.1
353,00;AAA144c004;AAA318s001;pc-5.1
354,00;AAA144c004;AAA319s001;pc-5.1
355,00;AAA144c004;AAA320s001;pc-5.1
356,00;AAA144c004;AAA321s001;pc-5.1
357,00;AAA144c004;AAB454s001;pc-5.1
358,00;AAA144c004;AAB455s001;pc-5.1
359,00;AAA144c004;AAB456s001;pc-5.1
360,00;AAA144c004;AAB457s001;pc-5.1
361,00;AAA144c004;AAB458s001;pc-5.1
362,00;AAA144c004;AAB459s001;pc-5.1
363,00;AAA144c004;AAE110s001;pc-5.1
364,00;AAA144c004;AAF270s001;pc-5.1
365,00;AAA145c002;AAA322s001;pc-5.1
366,00;AAA145c002;AAE043s001;pc-5.1
367,00;AAA145c002;AAE047s001;pc-5.1
368,00;AAA145c002;AAE050s001;pc-5.1
369,00;AAA146c002;AAA323s001;pc-5.1
370,00;AAA146c002;AAA324s001;pc-5.1
371,00;AAA146c002;AAE043s001;pc-5.1
372,00;AAA146c002;AAE047s001;pc-5.1
373,00;AAA146c002;AAE050s001;pc-5.1
374,00;AAA147c002;AAA325s001;pc-5.1
375,00;AAA147c002;AAE043s001;pc-5.1
376,00;AAA147c002;AAE047s001;pc-5.1
377,00;AAA147c002;AAE050s001;pc-5.1
378,00;AAA148c002;AAA326s001;pc-5.1
379,00;AAA148c002;AAE043s001;pc-5.1
380,00;AAA148c002;AAE047s001;pc-5.1
381,00;AAA148c002;AAE050s001;pc-5.1
382,00;AAA149c002;AAA328s001;pc-5.1
383,00;AAA149c002;AAE043s001;pc-5.1
384,00;AAA149c002;AAE047s001;pc-5.1
385,00;AAA149c002;AAE050s001;pc-5.1
386,00;AAA151c002;AAA330s001;pc-5.1
387,00;AAA151c002;AAE043s001;pc-5.1
388,00;AAA151c002;AAE047s001;pc-5.1
389,00;AAA151c002;AAE050s001;pc-5.1
390,00;AAA152c002;AAA331s001;pc-5.1
391,00;AAA152c002;AAE043s001;pc-5.1
392,00;AAA152c002;AAE047s001;pc-5.1
393,00;AAA152c002;AAE050s001;pc-5.1
394,00;AAA153c002;AAA332s001;pc-5.1
395,00;AAA153c002;AAE043s001;pc-5.1
396,00;AAA153c002;AAE047s001;pc-5.1
397,00;AAA153c002;AAE050s001;pc-5.1
398,00;AAA154c002;AAA333s001;pc-5.1
399,00;AAA154c002;AAA334s001;pc-5.1
400,00;AAA154c002;AAE043s001;pc-5.1
401,00;AAA154c002;AAE047s001;pc-5.1
402,00;AAA154c002;AAE050s001;pc-5.1
403,00;AAA155c002;AAA337s001;pc-5.1
404,00;AAA155c002;AAA338s001;pc-5.1
405,00;AAA155c002;AAA339s001;pc-5.1
406,00;AAA155c002;AAA340s001;pc-5.1
407,00;AAA155c002;AAF270s001;pc-5.1
408,00;AAA156c002;AAA341s001;pc-5.1
409,00;AAA156c002;AAA342s001;pc-5.1
410,00;AAA156c002;AAA343s001;pc-5.1
411,00;AAA156c002;AAB192s001;pc-5.1
412,00;AAA156c002;AAB193s001;pc-5.1
413,00;AAA156c002;AAB194s001;pc-5.1
414,00;AAA156c002;AAB563s001;pc-5.1
415,00;AAA156c002;AAB564s001;pc-5.1
416,00;AAA156c002;AAE110s001;pc-5.1
417,00;AAA156c002;AAF270s001;pc-5.1
418,00;AAA157c002;AAA344s001;pc-5.1
419,00;AAA157c002;AAA345s001;pc-5.1
420,00;AAA157c002;AAB216s001;pc-5.1
421,00;AAA157c002;AAB217s001;pc-5.1
422,00;AAA157c002;AAE110s001;pc-5.1
423,00;AAA157c002;AAF270s001;pc-5.1
424,00;AAA158c010;AAA346s001;pc-5.1
425,00;AAA158c010;AAA347s001;pc-5.1
426,00;AAA158c010;AAA348s001;pc-5.1
427,00;AAA158c010;AAA349s001;pc-5.1
428,00;AAA158c010;AAA350s001;pc-5.1
429,00;AAA158c010;AAA351s001;pc-5.1
430,00;AAA158c010;AAA352s001;pc-5.1
431,00;AAA158c010;AAA353s001;pc-5.1
432,00;AAA158c010;AAA354s001;pc-5.1
433,00;AAA158c010;AAB299s001;pc-5.1
434,00;AAA158c010;AAB300s001;pc-5.1
435,00;AAA158c010;AAB301s001;pc-5.1
436,00;AAA158c010;AAB302s001;pc-5.1
437,00;AAA158c010;AAB303s001;pc-5.1
438,00;AAA158c010;AAB304s001;pc-5.1
439,00;AAA158c010;AAB305s001;pc-5.1
440,00;AAA158c010;AAB306s001;pc-5.1
441,00;AAA158c010;AAB307s001;pc-5.1
442,00;AAA158c010;AAE110s001;pc-5.1
443,00;AAA158c010;AAF270s001;pc-5.1
444,00;AAA159c009;AAA355s001;pc-5.1
445,00;AAA159c009;AAA356s001;pc-5.1
446,00;AAA159c009;AAA357s001;pc-5.1
447,00;AAA159c009;AAB353s001;pc-5.1
448,00;AAA159c009;AAB354s001;pc-5.1
449,00;AAA159c009;AAB355s001;pc-5.1
450,00;AAA159c009;AAE110s001;pc-5.1
451,00;AAA159c009;AAF270s001;pc-5.1
452,00;AAA160c015;AAA358s001;pc-5.1
453,00;AAA160c015;AAA359s001;pc-5.1
454,00;AAA160c015;AAB392s001;pc-5.1
455,00;AAA160c015;AAB632s001;pc-5.1
456,00;AAA160c015;AAE110s001;pc-5.1
457,00;AAA160c015;AAF270s001;pc-5.1
458,00;AAA160c015;AAN399s001;pc-5.1
459,00;AAA161c005;AAA360s001;pc-5.1
460,00;AAA161c005;AAA361s001;pc-5.1
461,00;AAA161c005;AAA362s001;pc-5.1
462,00;AAA161c005;AAA363s001;pc-5.1
463,00;AAA161c005;AAA364s001;pc-5.1
464,00;AAA161c005;AAA365s001;pc-5.1
465,00;AAA161c005;AAA366s001;pc-5.1
466,00;AAA161c005;AAA367s001;pc-5.1
467,00;AAA161c005;AAB423s001;pc-5.1
468,00;AAA161c005;AAB424s001;pc-5.1
469,00;AAA161c005;AAB425s001;pc-5.1
470,00;AAA161c005;AAB426s001;pc-5.1
471,00;AAA161c005;AAB427s001;pc-5.1
472,00;AAA161c005;AAB428s001;pc-5.1
473,00;AAA161c005;AAB429s001;pc-5.1
474,00;AAA161c005;AAB430s001;pc-5.1
475,00;AAA161c005;AAE110s001;pc-5.1
476,00;AAA161c005;AAF270s001;pc-5.1
477,00;AAA162c005;AAA374s001;pc-5.1
478,00;AAA162c005;AAA375s001;pc-5.1
479,00;AAA162c005;AAA376s001;pc-5.1
480,00;AAA162c005;AAB441s001;pc-5.1
481,00;AAA162c005;AAB442s001;pc-5.1
482,00;AAA162c005;AAB443s001;pc-5.1
483,00;AAA162c005;AAE110s001;pc-5.1
484,00;AAA162c005;AAF270s001;pc-5.1
485,00;AAA162c005;AAG004s001;pc-5.1
486,00;AAA163c005;AAA368s001;pc-5.1
487,00;AAA163c005;AAA371s001;pc-5.1
488,00;AAA163c005;AAA372s001;pc-5.1
489,00;AAA163c005;AAA373s001;pc-5.1
490,00;AAA163c005;AAB436s001;pc-5.1
491,00;AAA163c005;AAB438s001;pc-5.1
492,00;AAA163c005;AAB439s001;pc-5.1
493,00;AAA163c005;AAB440s001;pc-5.1
494,00;AAA163c005;AAE110s001;pc-5.1
495,00;AAA163c005;AAF270s001;pc-5.1
496,00;AAA163c005;AAG003s001;pc-5.1
497,00;AAA164c020;AAA368s001;pc-5.1
498,00;AAA164c020;AAA369s001;pc-5.1
499,00;AAA164c020;AAA370s001;pc-5.1
500,00;AAA164c020;AAA377s001;pc-5.1
501,00;AAA164c020;AAB434s001;pc-5.1
502,00;AAA164c020;AAB435s001;pc-5.1
503,00;AAA164c020;AAB436s001;pc-5.1
504,00;AAA164c020;AAB437s001;pc-5.1
505,00;AAA164c020;AAE110s001;pc-5.1
506,00;AAA164c020;AAF270s001;pc-5.1
507,00;AAA164c020;AAG002s001;pc-5.1
508,00;AAA164c020;EAJ620s001;pc-5.1
509,00;AAA165c002;AAA378s001;pc-5.1
510,00;AAA165c002;AAA379s001;pc-5.1
511,00;AAA165c002;AAA380s001;pc-5.1
512,00;AAA165c002;AAB486s001;pc-5.1
513,00;AAA165c002;AAB487s001;pc-5.1
514,00;AAA165c002;AAF270s001;pc-5.1
515,00;AAA166c003;AAA381s001;pc-5.1
516,00;AAA166c003;AAA382s001;pc-5.1
517,00;AAA166c003;AAB441s001;pc-5.1
518,00;AAA166c003;AAB504s001;pc-5.1
519,00;AAA166c003;AAB671s001;pc-5.1
520,00;AAA167c002;AAA371s001;pc-5.1
521,00;AAA167c002;AAA383s001;pc-5.1
522,00;AAA167c002;AAA384s001;pc-5.1
523,00;AAA167c002;AAA385s001;pc-5.1
524,00;AAA167c002;AAB440s001;pc-5.1
525,00;AAA167c002;AAB511s001;pc-5.1
526,00;AAA167c002;AAB512s001;pc-5.1
527,00;AAA167c002;AAB513s001;pc-5.1
528,00;AAA167c002;AAE110s001;pc-5.1
529,00;AAA167c002;AAF270s001;pc-5.1
530,00;AAA167c002;AAG027s001;pc-5.1
531,00;AAA168c012;AAA383s001;pc-5.1
532,00;AAA168c012;AAA386s001;pc-5.1
533,00;AAA168c012;AAA387s001;pc-5.1
534,00;AAA168c012;AAB509s001;pc-5.1
535,00;AAA168c012;AAB510s001;pc-5.1
536,00;AAA168c012;AAB511s001;pc-5.1
537,00;AAA168c012;AAE110s001;pc-5.1
538,00;AAA168c012;AAF270s001;pc-5.1
539,00;AAA168c012;AAG026s001;pc-5.1
540,00;AAA168c012;AAN400s001;pc-5.1
541,00;AAA169c002;AAA388s001;pc-5.1
542,00;AAA169c002;AAA389s001;pc-5.1
543,00;AAA169c002;AAA610s001;pc-5.1
544,00;AAA169c002;AAB195s001;pc-5.1
545,00;AAA169c002;AAB196s001;pc-5.1
546,00;AAA169c002;AAB197s001;pc-5.1
547,00;AAA169c002;AAE110s001;pc-5.1
548,00;AAA169c002;AAF270s001;pc-5.1
549,00;AAA170c002;AAA390s001;pc-5.1
550,00;AAA170c002;AAE043s001;pc-5.1
551,00;AAA170c002;AAE047s001;pc-5.1
552,00;AAA170c002;AAE050s001;pc-5.1
553,00;AAA170c002;AAF948s001;pc-5.1
554,00;AAA171c002;AAA391s001;pc-5.1
555,00;AAA171c002;AAE043s001;pc-5.1
556,00;AAA171c002;AAE047s001;pc-5.1
