Wert_ID;Wertbezeichnung;Klassifikationssystem_ID
AAC053v001;Gusseisen;pc-5.1
AAC054v001;Haken federnd;pc-5.1
AAC055v001;Haken mit Feststellvorrichtung;pc-5.1
AAC056v001;Halbkreis;pc-5.1
AAC057v001;Handelsprofil;pc-5.1
AAC060v001;Hauptschlüssel-Anlagen;pc-5.1
AAC064v001;hellbronze;pc-5.1
AAC067v001;Holztüren;pc-5.1
AAC069v001;Huthaken;pc-5.1
AAC070v001;innen;pc-5.1
AAC072v001;innen (abschließbar mit Druckzylinder/Drehzylinder);pc-5.1
AAC077v001;Innenseite;pc-5.1
AAC078v001;Innentüren;pc-5.1
AAC079v001;Kantriegel;pc-5.1
AAC081v001;Kasten/Drehhebel: Edelstahl;pc-5.1
AAC082v001;Kasten/Drehhebel: Leichtmetallguss;pc-5.1
AAC083v001;Kasten/Druckplatte: Leichtmetallguss;pc-5.1
AAC084v001;Kasten/Hebelgriff: Leichtmetallguss;pc-5.1
AAC090v001;Klapphaken;pc-5.1
AAC091v001;Klasse 1;pc-5.1
AAC092v001;Klasse 2;pc-5.1
AAC093v001;Klasse 3;pc-5.1
AAC094v001;Klasse 4;pc-5.1
AAC095v001;Klasse 5;pc-5.1
AAC096v001;Klemmfeder blank;pc-5.1
AAC097v001;Kloben mit Schraubplatte;pc-5.1
AAC098v001;Kloben mit Steindolle;pc-5.1
AAC100v001;Knaufzylinder;pc-5.1
AAC102v001;konstant;pc-5.1
AAC103v001;konventioneller Schlüssel;pc-5.1
AAC105v001;Kugellagerring;pc-5.1
AAC106v001;Kunststoffprofiltüren;pc-5.1
AAC107v001;Kunststofftretknopf;pc-5.1
AAC108v001;lackiert/kunststoffbeschichtet;pc-5.1
AAC109v001;Legierung;pc-5.1
AAC110v001;Leichtmetallguss;pc-5.1
AAC111v001;Linsensenkblechschrauben;pc-5.1
AAC112v001;Linux;pc-5.1
AAC113v001;lose;pc-5.1
AAC114v001;Mantelhaken;pc-5.1
AAC115v001;Materialkombinationen;pc-5.1
AAC116v001;matt;pc-5.1
AAC121v001;Mehrsprachigkeit;pc-5.1
AAC122v001;Merkmal trifft nicht zu;pc-5.1
AAC123v001;Messing ( = vermessingt ? );pc-5.1
AAC124v001;messing-/goldfarbig;pc-5.1
AAC125v001;mit abfallendem Öffnungsmoment;pc-5.1
AAC126v001;mit aushebbarem Schmutzeinsatz;pc-5.1
AAC127v001;mit Dübel;pc-5.1
AAC128v001;mit federndem Gummipuffer;pc-5.1
AAC131v001;mit Kindersicherung;pc-5.1
AAC133v001;mit Klemmplatte;pc-5.1
AAC134v001;mit Linearantrieb;pc-5.1
AAC135v001;mit Nocken;pc-5.1
AAC136v001;mit Profilnute;pc-5.1
AAC139v001;mit Schließwinkel;pc-5.1
AAC141v001;mit Schmutzverschluss;pc-5.1
AAC142v001;mit Schraube(n);pc-5.1
AAC143v001;mit Sicherungsbolzen;pc-5.1
AAC145v001;mit Stiftsicherung;pc-5.1
AAC146v001;mit Tragzapfen;pc-5.1
AAC149v001;mit Wechsel;pc-5.1
AAC150v001;mit Zylinderabdeckung;pc-5.1
AAC151v001;mittelbronze;pc-5.1
AAC152v001;mittels Aufnahmeelement;pc-5.1
AAC157v001;mittig;pc-5.1
AAC158v001;mittig geteilt;pc-5.1
AAC159v001;Möbel;pc-5.1
AAC160v001;Nachschließsicherheit (EN1303-Klasse1);pc-5.1
AAC161v001;Nachschließsicherheit (EN1303-Klasse2);pc-5.1
AAC162v001;Nachschließsicherheit (EN1303-Klasse3);pc-5.1
AAC163v001;Nachschließsicherheit (EN1303-Klasse4);pc-5.1
AAC164v001;Nachschließsicherheit (EN1303-Klasse5);pc-5.1
AAC166v001;naturton;pc-5.1
AAC167v001;Netzwerkfähigkeit;pc-5.1
AAC168v001;nicht abschließbar;pc-5.1
AAC169v001;nichtdurchschlagbare Bandachse;pc-5.1
AAC171v001;nirodesign;pc-5.1
AAC172v001;Nirosta;pc-5.1
AAC173v001;Normalachse mit Flachkonus;pc-5.1
AAC177v001;Offline;pc-5.1
AAC179v001;Öffnungsdämpfung;pc-5.1
AAC180v001;ohne Anforderung;pc-5.1
AAC181v001;ohne Aufnahmeelement;pc-5.1
AAC183v001;ohne Stiftsicherung;pc-5.1
AAC184v001;ohne Tragzapfen;pc-5.1
AAC185v001;ohne Wechsel;pc-5.1
AAC186v001;Online;pc-5.1
AAC187v001;Paar;pc-5.1
AAC190v001;Parallelarmmontage;pc-5.1
AAC191v001;Passiv-Transpondertechnik;pc-5.1
AAC192v001;Patina;pc-5.1
AAC193v001;Pendel;pc-5.1
AAC195v001;Porzellan;pc-5.1
AAC196v001;Profildoppelzylinder;pc-5.1
AAC197v001;Profile mit Aufdeck;pc-5.1
AAC199v001;Profilhalbzylinder;pc-5.1
AAC203v001;PVD-beschichtet;pc-5.1
AAC205v001;RAL;pc-5.1
AAC207v001;raumseitig;pc-5.1
AAC208v001;registrierte Einzelschließung;pc-5.1
AAC209v001;Riegel hochliegend;pc-5.1
AAC212v001;Ritzel;pc-5.1
AAC215v001;Rollfeder blank;pc-5.1
AAC216v001;Rollkloben;pc-5.1
AAC220v001;Rundstangen 10 mm Durchmesser;pc-5.1
AAC230v001;Schließblech;pc-5.1
AAC231v001;Schließkraft einstellbar;pc-5.1
AAC232v001;Schließkraft fix;pc-5.1
AAC233v001;Schließkraft nach Einbau einstellbar;pc-5.1
AAC234v001;Schließplanverwaltung;pc-5.1
AAC235v001;Schließverzögerung;pc-5.1
AAC236v001;Schließzwang;pc-5.1
AAC237v001;Schlüsselausgabe / -rücknahme;pc-5.1
AAC238v001;Schlüsselrosette;pc-5.1
AAC239v001;Schmiedeeisen;pc-5.1
AAC242v001;Schrägfenster;pc-5.1
AAC243v001;Schränke;pc-5.1
AAC244v001;schwarz chromatiert;pc-5.1
AAC245v001;schwarz durchgerieben;pc-5.1
AAC246v001;Schwarzchrom;pc-5.1
AAC248v001;seewasserfest;pc-5.1
AAC253v001;silberfarbig;pc-5.1
AAC254v001;Sonderachse;pc-5.1
AAC255v001;Sonderfarbe;pc-5.1
AAC256v001;Sonderfunktion;pc-5.1
AAC257v001;Sondermaß;pc-5.1
AAC258v001;Sondermontage;pc-5.1
AAC259v001;Sonderzeichen;pc-5.1
AAC261v001;sonstige RAL und NCS-Farben;pc-5.1
AAC263v001;sonstige Türen;pc-5.1
AAC266v001;Sperrplatte: Stahl, galvanisch verzinkt;pc-5.1
AAC268v001;spiegelpoliert;pc-5.1
AAC269v001;Stahl, kunststoffummantelt;pc-5.1
AAC270v001;Stahlblechtüren;pc-5.1
AAC271v001;Stahlrohrrahmentüren;pc-5.1
AAC272v001;Stahlteile: Edelstahl rostfrei;pc-5.1
AAC274v001;Standardform;pc-5.1
AAC275v001;Standardlagerung;pc-5.1
AAC276v001;Stangenführung;pc-5.1
AAC278v001;Stangenschlaufen;pc-5.1
AAC279v001;Steckgriff, abziehbar;pc-5.1
AAC280v001;Steinbüchse;pc-5.1
AAC300v001;Torsionsfestigkeit (EN1303-Klasse1);pc-5.1
AAC301v001;Torsionsfestigkeit (EN1303-Klasse2);pc-5.1
AAC302v001;Torsionsfestigkeit (EN1303-Klasse3);pc-5.1
AAC303v001;Torsionsfestigkeit (EN1303-Klasse4);pc-5.1
AAC304v001;Torsionsfestigkeit (EN1303-Klasse5);pc-5.1
AAC305v001;Tor-Treibriegel;pc-5.1
AAC306v001;transparent chromatiert;pc-5.1
AAC307v001;transparent chromatiert, Abdeckkappen farbig;pc-5.1
AAC308v001;transparent chromatiert, Abdeckkappen weiß;pc-5.1
AAC310v001;Trittstange: Stahl, galvanisch verzinkt;pc-5.1
AAC311v001;Türblattmontage;pc-5.1
AAC312v001;Türblattmontage / Bandgegenseite;pc-5.1
AAC313v001;Türblattmontage / Bandseite;pc-5.1
AAC319v001;Türrahmenmontage;pc-5.1
AAC320v001;Türrahmenmontage / Bandgegenseite;pc-5.1
AAC321v001;Türrahmenmontage / Bandseite;pc-5.1
AAC322v001;über 160 mm;pc-5.1
AAC323v001;U-Form;pc-5.1
AAC324v001;ungefälzt;pc-5.1
AAC325v001;ungeteilt;pc-5.1
AAC326v001;unten laufend;pc-5.1
AAC327v001;Untersatz;pc-5.1
AAC329v001;VDS A;pc-5.1
AAC330v001;VDS B;pc-5.1
AAC331v001;VDS EMA;pc-5.1
AAC333v001;vergoldet;pc-5.1
AAC334v001;vermessingt;pc-5.1
AAC335v001;verschiedenschließend;pc-5.1
AAC336v001;verschleißarm;pc-5.1
AAC346v001;verstellbare Schließnase;pc-5.1
AAC348v001;verzinnt;pc-5.1
AAC349v001;vierfache Schließnase;pc-5.1
AAC352v001;Wandbefestigung;pc-5.1
AAC353v001;Wandplatte mit Schraublöchern;pc-5.1
AAC354v001;wartungsfreie Gleitlagertechnik;pc-5.1
AAC355v001;Weißaluminium;pc-5.1
AAC356v001;Wendeschlüssel;pc-5.1
AAC357v001;Widerstandsfähigkeit gegen Abdrehen (EN1303-Klasse4);pc-5.1
AAC358v001;Widerstandsfähigkeit gegen Abdrehen (EN1303-Klasse5);pc-5.1
AAC359v001;Widerstandsfähigkeit gegen Abscheren (EN1303-Klasse4);pc-5.1
AAC360v001;Widerstandsfähigkeit gegen Abscheren (EN1303-Klasse5);pc-5.1
AAC361v001;Widerstandsfähigkeit gegen Aufbohren (EN1303-Klasse4);pc-5.1
AAC362v001;Widerstandsfähigkeit gegen Aufbohren (EN1303-Klasse5);pc-5.1
AAC363v001;Widerstandsfähigkeit gegen Zugkraft (EN1303-Klasse4);pc-5.1
AAC364v001;Widerstandsfähigkeit gegen Zugkraft (EN1303-Klasse5);pc-5.1
AAC365v001;Windows 3.x;pc-5.1
AAC366v001;Windows 95;pc-5.1
AAC367v001;Windows 98;pc-5.1
AAC368v001;Windows ME;pc-5.1
AAC369v001;Windows NT4 / 2000;pc-5.1
AAC371v001;Winkelschließblech;pc-5.1
AAC377v001;zaponiert;pc-5.1
AAC378v001;Zentralschloss-Anlagen;pc-5.1
AAC380v001;Zierkopf;pc-5.1
AAC381v001;Zinkdruckguss;pc-5.1
AAC389v001;zweiter Dämpfungsbereich;pc-5.1
AAC391v001;Zylindereinsatz;pc-5.1
AAC392v001;klappbar;pc-5.1
AAC393v001;steckbar;pc-5.1
AAC394v001;Rungen;pc-5.1
AAC395v001;Holz/Stahlrohr;pc-5.1
AAC396v001;Riffelblech (Blech);pc-5.1
AAC397v001;Winkelstahl;pc-5.1
AAC398v001;Holz/Gummimatte;pc-5.1
AAC399v001;Luft;pc-5.1
AAC400v001;3-Stern-Vollgummi;pc-5.1
AAC401v001;5-Stern-Vollgummi;pc-5.1
AAC402v001;verschraubt;pc-5.1
AAC403v001;Federachse;pc-5.1
AAC404v001;Rollen;pc-5.1
AAC405v001;Röllchen;pc-5.1
AAC406v001;Kugelrollen;pc-5.1
AAC407v001;Kugeln;pc-5.1
AAC408v001;Allseitenrollen;pc-5.1
AAC409v001;Stahlrollenboden;pc-5.1
AAC410v001;Kunststoffrollenboden;pc-5.1
AAC411v001;Rillenkugellager;pc-5.1
AAC412v001;Kunststoffkugellager;pc-5.1
AAC413v001;Kugellager;pc-5.1
AAC414v001;Stahlkugellager;pc-5.1
AAC416v001;Innengewindeachse;pc-5.1
AAC417v001;Außengewindeachse;pc-5.1
AAC418v001;Distanzrohrachse;pc-5.1
AAC419v001;abgesetzte Achse mit Außengewinde;pc-5.1
AAC420v001;EN 531 (DIN 32761);pc-5.1
AAC425v001;kornblau;pc-5.1
AAC426v001;hellgrau;pc-5.1
AAC427v001;Code A;pc-5.1
AAC428v001;Code B1;pc-5.1
AAC429v001;Code C1;pc-5.1
AAC430v001;Code E1;pc-5.1
AAC431v001;VEW EUROtest;pc-5.1
AAC432v001;Stahl, feuerverzinkt;pc-5.1
AAC433v001;Stahl, sheradisiert;pc-5.1
AAC434v001;Stahl, beschichtet;pc-5.1
AAC435v001;Stahl, nichtrostend (Edelstahl rostfrei);pc-5.1
AAC436v001;Stahl, hochkorrosionsbeständig;pc-5.1
AAC437v001;Stahlguss;pc-5.1
AAC438v001;Befestigung vorwiegend ruhender Lasten;pc-5.1
AAC439v001;Befestigung nichtruhender Lasten;pc-5.1
AAC440v001;Befestigung bei außergewöhnlichen Einwirkungen (KKW);pc-5.1
AAC441v001;Befestigung in hochkorrosiver Umgebung;pc-5.1
AAC442v001;Befestigung von Unterkonstruktionen für Fassadenbekleidungen;pc-5.1
AAC443v001;Befestigung WDVS/Dämmstoffe;pc-5.1
AAC444v001;Befestigung von Drahtankern;pc-5.1
AAC445v001;Befestigung von Schrägstützen/Schalungen;pc-5.1
AAC446v001;Deckenabhängung und statisch vergleichbare Systeme;pc-5.1
AAC447v001;Mauerwerksvernadelung, nachträglich;pc-5.1
AAC448v001;Bewehrungsanschluss, nachträglich;pc-5.1
AAC449v001;Wetterschalensicherung;pc-5.1
AAC450v001;Gleisbefestigung auf Beton;pc-5.1
AAC451v001;Verankerung von Spannstahl;pc-5.1
AAC452v001;Gerüstverankerung;pc-5.1
AAC453v001;Befestigung im Schutzraumbau;pc-5.1
AAC454v001;Befestigung von Fassadenplatten;pc-5.1
AAC455v001;Normalbeton, gerissen;pc-5.1
AAC456v001;Normalbeton, ungerissen;pc-5.1
AAC457v001;Spannbeton-Hohlplattendecken;pc-5.1
AAC458v001;Wetterschale, (Beton) 3-schichtiger Außenwandplatten;pc-5.1
AAC459v001;Leichtbeton (auch haufwerksporig);pc-5.1
AAC460v001;grüner Beton;pc-5.1
AAC461v001;Vollstein / Vollziegel;pc-5.1
AAC462v001;Lochstein/Lochziegel/Hohlblockstein;pc-5.1
AAC463v001;Mauerwerk, altes/unbekanntes;pc-5.1
AAC464v001;allgemeiner harter Untergrund;pc-5.1
AAC465v001;allgemeiner weicher Untergrund;pc-5.1
AAC466v001;Porenbeton;pc-5.1
AAC467v001;Plattenbaustoffe;pc-5.1
AAC468v001;Hohlräume vor tragenden Schalen;pc-5.1
AAC469v001;F30;pc-5.1
AAC470v001;F60;pc-5.1
AAC471v001;F90;pc-5.1
AAC472v001;F120;pc-5.1
AAC473v001;F180;pc-5.1
AAC474v001;M6;pc-5.1
AAC475v001;M8;pc-5.1
AAC476v001;M10;pc-5.1
AAC477v001;M12;pc-5.1
AAC478v001;M16;pc-5.1
AAC479v001;M20;pc-5.1
AAC480v001;M24;pc-5.1
AAC481v001;M30;pc-5.1
AAC482v001;Linsenkopf;pc-5.1
AAC483v001;Nagelkopf;pc-5.1
AAC484v001;Sechskantmutter;pc-5.1
AAC485v001;Hutmutter;pc-5.1
AAC486v001;Ring;pc-5.1
AAC500v001;DIN 1897;pc-5.1
AAC501v001;Werksnorm;pc-5.1
AAC520v001;PVC;pc-5.1
AAC521v001;PVC/NB;pc-5.1
AAC522v001;lila;pc-5.1
AAC523v001;Polystyrol;pc-5.1
AAC524v001;Polyäthylen;pc-5.1
AAC525v001;Stahlblech;pc-5.1
AAC526v001;Stahlblech pulverbeschichtet;pc-5.1
AAC527v001;Stahlblech lackiert;pc-5.1
AAC528v001;Pappe;pc-5.1
AAC529v001;ABS;pc-5.1
AAC530v001;SAN;pc-5.1
AAC531v001;durchbrochen;pc-5.1
AAC532v001;stirnseitig offen;pc-5.1
AAC533v001;längsseitig offen;pc-5.1
AAC534v001;Muschelgriff;pc-5.1
AAC535v001;Durchfassgriff;pc-5.1
AAC536v001;Griffleiste;pc-5.1
AAC537v001;Klappgriff;pc-5.1
AAC538v001;Schublade;pc-5.1
AAC539v001;Kippkasten;pc-5.1
AAC540v001;Stahlblech galvanisiert;pc-5.1
AAC541v001;doppelseitig;pc-5.1
AAC543v001;DIN 4569;pc-5.1
AAC544v001;DIN EN 131;pc-5.1
AAC545v001;BGV D 36/GUV 6.4;pc-5.1
AAC546v001;BGI 637;pc-5.1
AAC547v001;Sprosse;pc-5.1
AAC548v001;Stufe;pc-5.1
AAC549v001;vierteilig;pc-5.1
AAC550v001;Stahl/Holz;pc-5.1
AAC551v001;Aluminium/Holz;pc-5.1
AAC552v001;GFK/Holz;pc-5.1
AAC553v001;Stahl/Aluminium;pc-5.1
AAC554v001;Aluminium/Stahl;pc-5.1
AAC555v001;DIN 18799;pc-5.1
AAC556v001;DIN 14094;pc-5.1
AAC557v001;DIN 24532;pc-5.1
AAC558v001;Edelstahl 1.4301 (V2A);pc-5.1
AAC559v001;Edelstahl 1.4571 (V4A);pc-5.1
AAC560v001;DIN 4422 T1 (HD 1004);pc-5.1
AAC561v001;DIN 4422 (HD 1004);pc-5.1
AAC562v001;BGR 173;pc-5.1
AAC563v001;BGR 172;pc-5.1
AAC564v001;2 (max. Belastung 150 kg/m²);pc-5.1
AAC565v001;3 (max. Belastung 200kg/m²);pc-5.1
AAC566v001;GFK/Aluminium;pc-5.1
AAC567v001;Fingerkuppen gerauht;pc-5.1
AAC568v001;Hammerschlagprofil;pc-5.1
AAC570v001;schwach;pc-5.1
AAC571v001;Unvelourisierung;pc-5.1
AAC572v001;gerauht;pc-5.1
AAC573v001;starke Profilierung;pc-5.1
AAC574v001;staplerfähig;pc-5.1
AAC575v001;kranbar;pc-5.1
AAC576v001;staplerfähig/kranbar;pc-5.1
AAC577v001;einteilig mit Zentrierblech;pc-5.1
AAC578v001;Krantraverse;pc-5.1
AAC579v001;Staplertraverse;pc-5.1
AAC580v001;Stapler-/Krantraverse;pc-5.1
AAC581v001;für eine Gabelzinke;pc-5.1
AAC582v001;für zwei Gabelzinken;pc-5.1
AAC583v001;gerade durchlaufende Schnitte und enge Radien;pc-5.1
AAC584v001;gerade durchlaufende und Figurenschnitte;pc-5.1
AAC585v001;Hebelübersetzte Schere;pc-5.1
AAC586v001;Hebelübersetzte Schere, robust;pc-5.1
AAC587v001;Hebelübersetzte Schere, leicht;pc-5.1
AAC588v001;HSS, min. 65 HRC, Scherenkopf TIN beschichtet;pc-5.1
AAC589v001;HSS, min. 65 HRC;pc-5.1
AAC590v001;Edelstahl Spezial, min. 60 HRC;pc-5.1
AAC591v001;Edelstahl, min. 58 HRC;pc-5.1
AAC592v001;Stahlgriff kunststoffummantelt, selbstöffnend;pc-5.1
AAC593v001;Stahlgriff kunststoffummantelt mit Weichstoffeinlage, selbstöffnend;pc-5.1
AAC594v001;Stahlgriff geschmiedet, lackiert, selbstöffnend;pc-5.1
AAC595v001;geschmiedet, mikroverzahnt;pc-5.1
AAC596v001;rechtsschneidend;pc-5.1
AAC597v001;linksschneidend;pc-5.1
AAC598v001;Karton, einzeln SB-verpackt;pc-5.1
AAC599v001;Display;pc-5.1
AAC601v001;Stahlgriff geschmiedet, lackiert, PVC-überzogen, selbstöffnend;pc-5.1
AAC603v001;Normalausführung;pc-5.1
AAC604v001;Griff und Scherenkopf aus einem Stück geschmiedet;pc-5.1
AAC605v001;Qualitätsstahl, min. 54 HRC;pc-5.1
AAC606v001;PVC-überzogen;pc-5.1
AAC607v001;lackiert und PVC überzogen;pc-5.1
AAC608v001;lange gerade Schnitte;pc-5.1
AAC609v001;lange gerade und Figurenschnitte (große Radien);pc-5.1
AAC610v001;breites Blatt;pc-5.1
AAC611v001;kurze gerade und Figurenschnitte (große Radien);pc-5.1
AAC612v001;kreisförmige Schnitte;pc-5.1
AAC613v001;Winkel-Ausschnitte;pc-5.1
AAC614v001;rundgebogen;pc-5.1
AAC615v001;Winkelgebogen;pc-5.1
AAC618v001;mit Feder, selbstöffnend;pc-5.1
AAC619v001;PVC-überzogen, mit Feder, selbstöffnend;pc-5.1
AAC620v001;Griffaugen;pc-5.1
AAC625v001;Kunststoffgriff, selbstöffnend;pc-5.1
AAC626v001;Kunststoffgriff mit Weichstoffeinlage, selbstöffnend;pc-5.1
AAC628v001;geschlossen, vernickelt;pc-5.1
AAC629v001;geschlossen, schwarz lackiert;pc-5.1
AAC630v001;offen, vernickelt;pc-5.1
AAC631v001;offen, schwarz lackiert;pc-5.1
AAC632v001;mit Griffaugen, vernickelt;pc-5.1
AAC633v001;mit Griffaugen, schwarz lackiert;pc-5.1
AAC634v001;geschlossen, vernickelt, mit Feder und Verschlussriemen;pc-5.1
AAC635v001;geschlossen, schwarz lackiert, mit Feder und Verschlussriemen;pc-5.1
AAC636v001;gerade und vernickelt;pc-5.1
AAC637v001;gerade und poliert;pc-5.1
AAC638v001;gebogen und vernickelt;pc-5.1
AAC639v001;gebogen und poliert;pc-5.1
AAC640v001;verzahntes Messer;pc-5.1
AAC641v001;schneiden von Bandeisen/Kistenband;pc-5.1
AAC642v001;Kistenband wird beim schneiden festgeklemmt;pc-5.1
AAC643v001;lackiert, selbstöffnend;pc-5.1
AAC644v001;schneiden von mehradrigen Kabeln bis 10 mm Durchmesser;pc-5.1
AAC645v001;schneiden von Telefondraht;pc-5.1
AAC647v001;mit Griffaugen, rot lackiert;pc-5.1
AAC648v001;vernickelt und glatt;pc-5.1
AAC649v001;vernickelt und gezahnt;pc-5.1
AAC652v001;Feinstbleche;pc-5.1
AAC653v001;Papier und Tonkarton;pc-5.1
AAC654v001;Papier und Pappe;pc-5.1
AAC655v001;Kronenschere;pc-5.1
AAC656v001;Silhouettenschere;pc-5.1
AAC657v001;Taschenschere;pc-5.1
AAC658v001;Griffaugen rund;pc-5.1
AAC659v001;gerade und gezahnt;pc-5.1
AAC660v001;gerade und spitz;pc-5.1
AAC661v001;gerade und abgerundet;pc-5.1
AAC662v001;Tapezier- und Papierschere;pc-5.1
AAC663v001;Arbeitsschere;pc-5.1
AAC664v001;Arbeitsschere, robust;pc-5.1
AAC665v001;Papp- und Lederschere;pc-5.1
AAC666v001;Papp- und Lederschere, robust;pc-5.1
AAC667v001;runde Griffaugen, vernickelt;pc-5.1
AAC668v001;lange und runde Griffaugen, vernickelt;pc-5.1
AAC669v001;lange und runde Griffaugen, schwarz lackiert;pc-5.1
AAC670v001;vernickelt, untere Schneide gezahnt;pc-5.1
AAC671v001;poliert, untere Schneide gezahnt;pc-5.1
AAC672v001;Rundzange;pc-5.1
AAC673v001;Flachzange;pc-5.1
AAC674v001;Qualitätsstahl, geschmiedet;pc-5.1
AAC675v001;flache Zangenbacke;pc-5.1
AAC676v001;runde Zangenbacke;pc-5.1
AAC677v001;45° gebogen;pc-5.1
AAC678v001;90° gebogen;pc-5.1
AAC679v001;komplett brüniert;pc-5.1
AAC680v001;komplett schwarz pulverbeschichtet;pc-5.1
AAC681v001;Zange gehärtet, Kopf blank poliert;pc-5.1
AAC682v001;Piccolo-Falzzange;pc-5.1
AAC683v001;Falzzange;pc-5.1
AAC684v001;Deckzange;pc-5.1
AAC685v001;Eckfalzzange;pc-5.1
AAC686v001;Quetschfalzzarge;pc-5.1
AAC687v001;für kleine Falz- und Biegearbeiten;pc-5.1
AAC688v001;für mittlere Falz- und Biegearbeiten;pc-5.1
AAC689v001;für große Falz- und Biegearbeiten;pc-5.1
AAC692v001;Haushalts- und Nähschere;pc-5.1
AAC693v001;Mehrzweckschere;pc-5.1
AAC694v001;Kunststoff schlagfest, gerade, ovale Griffaugen;pc-5.1
AAC695v001;Kunststoff schlagfest, gerade, lange und rundes Griffauge;pc-5.1
AAC696v001;Kunststoff schlagfest, leicht abgewinkelt, langes und rundes Griffauge;pc-5.1
AAC697v001;runde Griffaugen;pc-5.1
AAC698v001;langes und rundes Griffauge;pc-5.1
AAC700v001;Leder;pc-5.1
AAC701v001;S;pc-5.1
AAC702v001;rot;pc-5.1
AAC703v001;Mischgewebe;pc-5.1
AAC704v001;S4;pc-5.1
AAC705v001;Baumwolle;pc-5.1
AAC706v001;ionisierende Strahlung;pc-5.1
AAC707v001;Damen;pc-5.1
AAC708v001;Herren;pc-5.1
AAC709v001;Mono-PUR;pc-5.1
AAC710v001;Gummi/PUR;pc-5.1
AAC711v001;XXL;pc-5.1
AAC712v001;grün;pc-5.1
AAC713v001;Kunstfaser;pc-5.1
AAC714v001;Längenangabe von 5 cm Unterschied;pc-5.1
AAC715v001;XXXL;pc-5.1
AAC716v001;XXXXL;pc-5.1
AAC717v001;XXXXXL;pc-5.1
AAC718v001;Naturfaser;pc-5.1
AAC719v001;Materialmischung;pc-5.1
AAC720v001;Kunstfaser/Chemiefaser;pc-5.1
AAC721v001;XS;pc-5.1
AAC722v001;Kunstfasermischungen;pc-5.1
AAC723v001;XXXXXXL;pc-5.1
AAC724v001;XXXXXXXL;pc-5.1
AAC725v001;Maschenware;pc-5.1
AAC726v001;EN 1149;pc-5.1
AAC727v001;EN 340;pc-5.1
AAC728v001;EN 340-3;pc-5.1
AAC729v001;Gasdicht;pc-5.1
AAC730v001;Flüssigdicht;pc-5.1
AAC731v001;Partikeldicht;pc-5.1
AAC732v001;Sprühdicht;pc-5.1
AAC733v001;begrenzt spritzdicht;pc-5.1
AAC734v001;nicht gasdicht;pc-5.1
AAC735v001;EN 467;pc-5.1
AAC736v001;Preoxgewebe mit Aluminiumblechfolie;pc-5.1
AAC737v001;Teilauszug;pc-5.1
AAC738v001;Füße;pc-5.1
AAC739v001;Sockel;pc-5.1
AAC740v001;Sitzbank;pc-5.1
AAC741v001;ohne Unterbau;pc-5.1
AAC742v001;Schlüsselloch;pc-5.1
AAC743v001;Schlitzlochung;pc-5.1
AAC744v001;SK;pc-5.1
AAC745v001;ISO;pc-5.1
AAC746v001;HSK;pc-5.1
AAC747v001;VDI;pc-5.1
AAC748v001;Zylinder;pc-5.1
AAC749v001;Capto;pc-5.1
AAC750v001;dreiseitig geschlossen;pc-5.1
AAC751v001;dreiseitig Gitter;pc-5.1
AAC752v001;Stahl verzinkt und lackiert;pc-5.1
AAC753v001;angeschrägt;pc-5.1
AAC754v001;Bleistiftspitz;pc-5.1
AAC755v001;meißelförmig;pc-5.1
AAC756v001;Sonderform;pc-5.1
AAC757v001;Dauerlötspitze/Long-Life Lötspitze;pc-5.1
AAC758v001;S-Sn63Pb37;pc-5.1
AAC759v001;S-Sn63Pb37E;pc-5.1
AAC761v001;S-Sn60Pb40E;pc-5.1
AAC762v001;S-Pb50Sn50;pc-5.1
AAC763v001;S-Pb50Sn50E;pc-5.1
AAC764v001;S-Pb55Sn45;pc-5.1
AAC765v001;S-Pb60Sn40;pc-5.1
AAC766v001;S-Pb65Sn35;pc-5.1
AAC768v001;S-Pb90Sn10;pc-5.1
AAC769v001;S-Pb92Sn8;pc-5.1
AAC770v001;S-Pb98Sn2;pc-5.1
AAC771v001;S-Sn63Pb37Sb;pc-5.1
AAC772v001;S-Sn60Pb40Sb;pc-5.1
AAC773v001;S-Pb50Sn50Sb;pc-5.1
AAC774v001;S-Pb58Sn40Sb2;pc-5.1
AAC775v001;S-Pb69Sn30Sb1;pc-5.1
AAC776v001;S-Pb74Sn25Sb1;pc-5.1
AAC777v001;S-Pb78SN20Sb2;pc-5.1
AAC778v001;S-Sn95Sb5;pc-5.1
AAC779v001;S-Pb49Sn48Bi3;pc-5.1
AAC780v001;S-Bi57Sn43;pc-5.1
AAC781v001;S-Sn50Pb32Cd18;pc-5.1
AAC783v001;S-Sn97Cu3;pc-5.1
AAC784v001;S-Sn60Pb38Cu2;pc-5.1
AAC785v001;S-Sn50Pb49Cu1;pc-5.1
AAC786v001;S-Sn50In50;pc-5.1
AAC787v001;S-Sn96Ag4;pc-5.1
AAC788v001;S-Sn97Ag3;pc-5.1
AAC789v001;S-Sn62Pb36Ag2;pc-5.1
AAC790v001;S-Sn60Pb36Ag4;pc-5.1
AAC791v001;S-Pb98Ag2;pc-5.1
AAC792v001;S-Pb95Ag5;pc-5.1
AAC793v001;S-Pb93Sn5Ag2;pc-5.1
AAC794v001;1.1.1, 1.1.2, 1.1.3, 1.3.3, 1.3.2;pc-5.1
AAC795v001;2.1.1, 2.1.2, 2.1.3, 2.1.2, 2.1.3, 2.2.1, 2.2.2, 2.2.3;pc-5.1
