Klasse_ID;Parent_ID;Klassenbezeichnung;Hierarchieebene;Klassifikationssystem_ID
AAA132c003;AAA448h002;Kronenmutter;4,00;pc-5.1
AAA133c002;AAA448h002;Spannschlossmutter;4,00;pc-5.1
AAA134c003;AAA448h002;Kreuzlochmutter;4,00;pc-5.1
AAA135c003;AAA448h002;Nutmutter;4,00;pc-5.1
AAA136c003;AAA448h002;Verlängerungsmutter;4,00;pc-5.1
AAA137c002;AAA448h002;Einschraubmutter;4,00;pc-5.1
AAA138c003;AAA448h002;Sicherungsmutter;4,00;pc-5.1
AAA139c003;AAA448h002;Bundmutter;4,00;pc-5.1
AAA140c002;AAA448h002;Kegelmutter;4,00;pc-5.1
AAA141c003;AAA448h002;Blechmutter;4,00;pc-5.1
AAA142c003;AAA448h002;Einschlagmutter;4,00;pc-5.1
AAA143c003;AAA448h002;Setzmutter;4,00;pc-5.1
AAA144c004;AAA463h002;Schaft-Rundbürste;5,00;pc-5.1
AAA145c002;AAA456h002;Universaldübel;4,00;pc-5.1
AAA146c002;AAA456h002;Rahmendübel;4,00;pc-5.1
AAA147c002;AAA456h002;Justierdübel;4,00;pc-5.1
AAA148c002;AAA456h002;Metallspreizdübel;4,00;pc-5.1
AAA149c002;AAA456h002;Schwerlastdübel;4,00;pc-5.1
AAA151c002;AAA456h002;Tellerdübel;4,00;pc-5.1
AAA152c002;AAA456h002;Putzdübel;4,00;pc-5.1
AAA153c002;AAA456h002;Spiraldübel;4,00;pc-5.1
AAA154c002;AAA456h002;Gasbetondübel;4,00;pc-5.1
AAA155c002;AAA462h002;Besen;4,00;pc-5.1
AAA156c002;AAA463h002;Bürste;5,00;pc-5.1
AAA157c002;AAA463h002;Düsenbürste;5,00;pc-5.1
AAA158c010;AAA463h002;Handstielbürste;5,00;pc-5.1
AAA159c009;AAA463h002;Kegelbürste;5,00;pc-5.1
AAA160c015;AAA463h002;Pinselbürste;5,00;pc-5.1
AAA161c005;AAA463h002;Rohrbürste;5,00;pc-5.1
AAA162c005;AAA463h002;Rundbürste (Schleifborste);5,00;pc-5.1
AAA163c005;AAA463h002;Rundbürste (gezopfter Draht);5,00;pc-5.1
AAA164c020;AAA463h002;Rundbürste (gerader Draht);5,00;pc-5.1
AAA165c002;AAA462h002;Schrubber;4,00;pc-5.1
AAA166c003;AAA772h002;Strukturierbürste;5,00;pc-5.1
AAA167c002;AAA463h002;Topfbürste (gezopft);5,00;pc-5.1
AAA168c012;AAA463h002;Topfbürste (gewellt);5,00;pc-5.1
AAA169c002;AAA463h002;Bürstenset;5,00;pc-5.1
AAA170c002;AAA456h002;Gipskartondübel (Mauerdübel);4,00;pc-5.1
AAA171c002;AAA456h002;Nageldübel;4,00;pc-5.1
AAA172c002;AAA456h002;Fensterrahmendübel;4,00;pc-5.1
AAA173c002;AAA456h002;Abstandsdübel;4,00;pc-5.1
AAA174c002;AAA456h002;Kippdübel (Mauerdübel);4,00;pc-5.1
AAA175c002;AAA456h002;Messingdübel;4,00;pc-5.1
AAA176c002;AAA456h002;Dübel M-S;4,00;pc-5.1
AAA177c002;AAA456h002;Dübel M;4,00;pc-5.1
AAA178c002;AAA456h002;Steckdübel;4,00;pc-5.1
AAA179c004;AAA451h002;Bolzenanker;4,00;pc-5.1
AAA180c004;AAA451h002;Durchsteckanker;4,00;pc-5.1
AAA184c002;AAA451h002;Ankerbolzen;4,00;pc-5.1
AAA185c002;AAA451h002;Hochleistungsanker;4,00;pc-5.1
AAA186c003;AAA471h002;Bolzen;4,00;pc-5.1
AAA187c003;AAA447h002;Mauerschraube;4,00;pc-5.1
AAA188c002;AAA451h002;Hülsenanker;4,00;pc-5.1
AAA189c002;AAA451h002;Hohldeckenanker;4,00;pc-5.1
AAA190c002;AAA451h002;Nagelhülse;4,00;pc-5.1
AAA191c003;AAA451h002;Nagelanker;4,00;pc-5.1
AAA192c002;AAA451h002;Highbondanker;4,00;pc-5.1
AAA193c003;AAA451h002;Combi-Reaktionsanker;4,00;pc-5.1
AAA194c003;AAA451h002;Reaktionsanker;4,00;pc-5.1
AAA195c003;AAA451h002;Innengewindeanker;4,00;pc-5.1
AAA196c003;AAA451h002;Injektionsanker, vormontiert;4,00;pc-5.1
AAA197c003;AAA451h002;Injektions-Netzanker;4,00;pc-5.1
AAA198c003;AAA451h002;Injektionsanker;4,00;pc-5.1
AAA199c002;AAA451h002;Injektions-Ankerhülse;4,00;pc-5.1
AAA200c003;AAA451h002;Injektions-Innengewindeanker;4,00;pc-5.1
AAA201c002;AAA451h002;Einschraubhülse;4,00;pc-5.1
AAA202c002;AAA451h002;Schlaganker;4,00;pc-5.1
AAA203c002;AAA451h002;Express-Anker;4,00;pc-5.1
AAA205c002;AAA980h002;Ringschraube;5,00;pc-5.1
AAA206c003;AAA980h002;Flachrundschraube;5,00;pc-5.1
AAA207c003;AAA980h002;Halbrundschraube mit Nase;5,00;pc-5.1
AAA208c003;AAA980h002;Rändelschraube;5,00;pc-5.1
AAA209c003;AAA447h002;Vierkantschraube;4,00;pc-5.1
AAA210c003;AAA980h002;Sechskantschraube;5,00;pc-5.1
AAA211c003;AAA447h002;Steinschraube;4,00;pc-5.1
AAA212c003;AAA980h002;Zylinderschraube;5,00;pc-5.1
AAA213c003;AAA980h002;Flachkopfschraube;5,00;pc-5.1
AAA214c002;AAA980h002;Sicherungsschraube;5,00;pc-5.1
AAA215c003;AAA980h002;Hammerschraube;5,00;pc-5.1
AAA216c003;AAA980h002;Senkschraube;5,00;pc-5.1
AAA217c003;AAA980h002;Sechskantpassschraube;5,00;pc-5.1
AAA218c004;AAA980h002;Verschlussschraube;5,00;pc-5.1
AAA219c003;AAA980h002;Innensechskantschraube;5,00;pc-5.1
AAA220c003;AAA979h002;Bohrschraube;5,00;pc-5.1
AAA221c002;AAA980h002;Flügelschraube;5,00;pc-5.1
AAA222c003;AAA980h002;Kreuzlochschraube;5,00;pc-5.1
AAA223c003;AAA980h002;Schaftschraube;5,00;pc-5.1
AAA224c002;AAA980h002;Halfenschraube;5,00;pc-5.1
AAA225c003;AAA118h002;Spenglerschraube;5,00;pc-5.1
AAA226c003;AAA979h002;Fassadenbauschraube;5,00;pc-5.1
AAA227c003;AAA118h002;Stockschraube;5,00;pc-5.1
AAA228c002;AAA447h002;Drallschraube;4,00;pc-5.1
AAA229c003;AAA447h002;Augenschraube;4,00;pc-5.1
AAA230c003;AAA980h002;Stiftschraube;5,00;pc-5.1
AAA231c003;AAA447h002;Linsensenkschraube;4,00;pc-5.1
AAA232c003;AAA979h002;Blechschraube;5,00;pc-5.1
AAA233c003;AAA979h002;Gewindeschneidschraube;5,00;pc-5.1
AAA234c003;AAA980h002;Linsenschraube;5,00;pc-5.1
AAA235c004;AAA447h002;Gewindefurchende Schraube;4,00;pc-5.1
AAA236c003;AAA447h002;Justierschraube;4,00;pc-5.1
AAA237c003;AAA447h002;Fensterrahmenschraube;4,00;pc-5.1
AAA238c002;AAA447h002;Abstandsschraube;4,00;pc-5.1
AAA239c003;AAA447h002;Fensterschraube;4,00;pc-5.1
AAA240c004;AAA447h002;Faserzementplattenschraube;4,00;pc-5.1
AAA241c003;AAA447h002;Dachbauschraube;4,00;pc-5.1
AAA242c002;AAA461h002;Dekupiersägemaschine;4,00;pc-5.1
AAA243c002;AAA461h002;Bandsägemaschine;4,00;pc-5.1
AAA244c002;AAA461h002;Ablängsägemaschine;4,00;pc-5.1
AAA245c004;AAA461h002;Formatkreissägemaschine;4,00;pc-5.1
AAA246c002;AAA461h002;Furniersägemaschine;4,00;pc-5.1
AAA247c002;AAA461h002;Glasleistensägemaschine;4,00;pc-5.1
AAA248c002;AAA461h002;Längsschnittkreissägemaschine;4,00;pc-5.1
AAA249c002;AAA461h002;Plattenaufteilsägemaschine;4,00;pc-5.1
AAA250c002;AAA461h002;Plattensägemaschine;4,00;pc-5.1
AAA251c002;AAA461h002;Radialkreissägemaschine;4,00;pc-5.1
AAA252c002;AAA461h002;Tischkreissägemaschine;4,00;pc-5.1
AAA253c002;AAA461h002;Unterflurzugsägemaschine;4,00;pc-5.1
AAA254c002;AAA461h002;Untertischkappsägemaschine;4,00;pc-5.1
AAA255c003;AAA461h002;Vielblattsägemaschine;4,00;pc-5.1
AAA256c002;AAA985h002;Bandspanner;5,00;pc-5.1
AAA257c003;AAB000h003;Einhand-Kantenzwinge;5,00;pc-5.1
AAA258c003;AAB000h003;Kantenzwinge;5,00;pc-5.1
AAA259c003;AAA995h003;Türenspanner;5,00;pc-5.1
AAA260c003;AAA983h002;Türfutterrichtzwinge;5,00;pc-5.1
AAA261c002;AAA983h002;Türfutterspreize;5,00;pc-5.1
AAA262c003;AAA985h002;Winkelspanner;5,00;pc-5.1
AAA264c002;AAA459h002;Vierseitenhobelautomat;4,00;pc-5.1
AAA265c002;AAA459h002;Profil- und Hobelautomat;4,00;pc-5.1
AAA266c002;AAA459h002;Abricht- und Dickenhobelmaschine;4,00;pc-5.1
AAA267c002;AAA459h002;Abrichthobelmaschine;4,00;pc-5.1
AAA268c002;AAA459h002;Dickenhobelmaschine;4,00;pc-5.1
AAA283c003;AAA472h002;Aluminiumklebeband;4,00;pc-5.1
AAA284h002;AAA473h002;Gummimatte;3,00;pc-5.1
AAA286c002;AAA821h002;Auffanggerät;3,00;pc-5.1
AAA287c002;AAA821h002;Auffanggurt;3,00;pc-5.1
AAA288c002;EAA898h003;Bakenblatt;3,00;pc-5.1
AAA289c002;EAA898h003;Bakenfuß;3,00;pc-5.1
AAA298c002;AAA481h002;Bürstentgratmaschine;4,00;pc-5.1
AAA302c002;AAA481h002;Doppelschleifmaschine;4,00;pc-5.1
AAA303c011;AAA702h002;Drehmomentwerkzeug;4,00;pc-5.1
AAA305c004;AAA472h002;Faserband;4,00;pc-5.1
AAA306c002;AAA611h002;Fassungsprofil;4,00;pc-5.1
AAA307c002;AAA284h002;Feinriefenmatte;4,00;pc-5.1
AAA308c002;AAA836h002;Löschdecke;3,00;pc-5.1
AAA310c003;AAA472h002;Filamentband;4,00;pc-5.1
AAA313c002;AAA486h002;Gebläsefiltergerät;4,00;pc-5.1
AAA317c002;AAA488h002;Tisch- und Ständerbohrmaschine;4,00;pc-5.1
AAA318c002;AAA611h002;Klemmprofil;4,00;pc-5.1
AAA319c002;AAA821h002;Haltegurt;3,00;pc-5.1
AAA320c002;AAA284h002;Hammerschlagmatte;4,00;pc-5.1
AAA321c002;AAA491h002;Hautpflege;4,00;pc-5.1
AAA322c002;AAA491h002;Hautreiniger;4,00;pc-5.1
AAA323c002;AAA491h002;Hautschutzspender;4,00;pc-5.1
AAA327c002;AAA284h002;Isoliermatte;4,00;pc-5.1
AAA328h002;AAA444h002;Akkumaschine;2,00;pc-5.1
AAA332c003;AAA494h003;Kälteschutzpilotenjacke;4,00;pc-5.1
AAA333c003;AAA494h003;Kälteschutzhose;4,00;pc-5.1
AAA334c003;AAA494h003;Kälteschutzjacke;4,00;pc-5.1
AAA335c003;AAA494h003;Kälteschutzweste;4,00;pc-5.1
AAA337c002;AAA611h002;Kantenprofil;4,00;pc-5.1
AAA338c002;AAA611h002;Kantenschutzprofil;4,00;pc-5.1
AAA339c002;AAA495h002;Keilnutfräsmaschine;4,00;pc-5.1
AAA340c002;AAA284h002;Klotzmatte;4,00;pc-5.1
AAA343c002;AAA496h002;Kontaktkleber;5,00;pc-5.1
AAA344c002;AAA495h002;Kopieroberfräse;4,00;pc-5.1
AAA345c002;AAA495h002;Kopierunterfräse;4,00;pc-5.1
AAA346c003;AAA472h002;Kreppband;4,00;pc-5.1
AAA349c003;AAA473h002;Lebensmittelplatte;3,00;pc-5.1
AAA350c002;AAA496h002;Leim;5,00;pc-5.1
AAA351c002;AAA284h002;Leistenmatte;4,00;pc-5.1
AAA352c002;AAA836h002;Löschdeckenbehälter;3,00;pc-5.1
AAA353c002;AAA506h003;Materialcontainer;4,00;pc-5.1
AAA354c002;AAA473h002;Moosgummiplatte;3,00;pc-5.1
AAA355c002;AAA611h002;Quadratprofil;4,00;pc-5.1
AAA356c003;AAA611h002;Rechteckprofil;4,00;pc-5.1
AAA357c003;AAA611h002;Rundschnur;4,00;pc-5.1
AAA358c002;AAA510h002;Tafelschere;4,00;pc-5.1
AAA361c002;AAA284h002;Pyramidenmatte;4,00;pc-5.1
AAA362c002;AAA611h002;Rammpuffer;4,00;pc-5.1
AAA363c003;AAA611h002;Rammschutzprofil;4,00;pc-5.1
AAA364c002;AAA284h002;Rampenprofilmatte;4,00;pc-5.1
AAA365c003;AAB537h002;Regenschutzmantel;4,00;pc-5.1
AAA366c003;AAB537h002;Regenschutzhose;4,00;pc-5.1
AAA367c003;AAB537h002;Regenschutzjacke;4,00;pc-5.1
AAA368c054;AAA499h003;Reiniger;4,00;pc-5.1
AAA369c002;AAA836h002;Rettungsdecke;3,00;pc-5.1
AAA370c003;AAA284h002;Ringmatte;4,00;pc-5.1
AAA371c002;AAA500h002;Rohrschelle;3,00;pc-5.1
AAA372c003;AAA501h002;Rundbiegemaschine;4,00;pc-5.1
AAA373c002;AAA495h002;Rundbogenfräse;4,00;pc-5.1
AAA376c002;AAA503h002;Schlauchwagen;4,00;pc-5.1
AAA377c002;AAA504h002;Schlauchwandroller;3,00;pc-5.1
AAA382c003;AAA505h003;Schweißerschutzblouson;4,00;pc-5.1
AAA383c003;AAA505h003;Schweißerschutzbundhose;4,00;pc-5.1
AAA384c003;AAA505h003;Schweißerschutzbundjacke;4,00;pc-5.1
AAA385c003;AAA505h003;Schweißerschutzgamasche;4,00;pc-5.1
AAA386c003;AAA505h003;Schweißerschutzhose;4,00;pc-5.1
AAA388c003;AAA505h003;Schweißerschutzkombination;4,00;pc-5.1
AAA389c003;AAA505h003;Schweißerschutzlatzhose;4,00;pc-5.1
AAA390c003;AAA505h003;Schweißerschutzoverall;4,00;pc-5.1
AAA391c003;AAA505h003;Schweißerschutzärmel;4,00;pc-5.1
AAA392c003;AAA505h003;Schweißerschutzglas;4,00;pc-5.1
AAA393c003;AAA505h003;Schweißerschutzjacke;4,00;pc-5.1
AAA394c004;AAA505h003;Schweißerschutzschild;4,00;pc-5.1
AAA395c003;AAA505h003;Schweißerschutzschürze;4,00;pc-5.1
AAA396c003;AAA501h002;Schwenkbiegemaschine;4,00;pc-5.1
AAA397c002;AAA495h002;Schwenkfräsmaschine;4,00;pc-5.1
AAA398c002;AAA495h002;Schwenkspindelfräsmaschine;4,00;pc-5.1
AAA399c002;AAA472h002;Korrosionsschutzband;4,00;pc-5.1
AAA400c002;AAA473h002;Silikonplatte;3,00;pc-5.1
AAA401c002;AAA770h002;Silikonrundschnur;5,00;pc-5.1
AAA402c002;AAA770h002;Silikonschaumrundschnur;5,00;pc-5.1
AAA403c002;AAA496h002;Sofortkleber;5,00;pc-5.1
AAA406c003;AAA284h002;Steckmatte;4,00;pc-5.1
AAA407c002;AAA481h002;Tellerbandschleifmaschine;4,00;pc-5.1
AAA408c002;AAA495h002;Tisch- und Schwenkfräsmaschine;4,00;pc-5.1
AAA409c002;AAA495h002;Tischfräsmaschine;4,00;pc-5.1
AAA410c003;AAA284h002;Türmatte;4,00;pc-5.1
AAA411c002;AAA495h002;Umfräsmaschine;4,00;pc-5.1
AAA412c002;AAA507h002;Universaldrehmaschine;4,00;pc-5.1
AAA413c003;AAB582h002;Unterhemd;4,00;pc-5.1
AAA414c003;AAB582h002;Unterhose;4,00;pc-5.1
AAA415c002;AAA836h002;Verbandkasten;3,00;pc-5.1
AAA416c002;AAA473h002;Verschleißschutzplatte;3,00;pc-5.1
AAA418c002;AAA773h002;Vorschubapparat;4,00;pc-5.1
AAA420c002;AAA504h002;Wandschlauchhalter;3,00;pc-5.1
AAA421c002;AAA495h002;Werkzeugfräsmaschine;4,00;pc-5.1
AAA424c002;AAA762h002;Wischtuch;4,00;pc-5.1
AAA425c002;AAA495h002;Zapfenschneid- und Schlitzmaschine;4,00;pc-5.1
AAA426c002;AAC192h002;Absaugmobil;4,00;pc-5.1
AAA427c003;AAA118h002;Gerüstschraube;5,00;pc-5.1
AAA428c002;AAA979h002;Kombiblechschraube;5,00;pc-5.1
AAA429c003;AAA470h002;Splint;3,00;pc-5.1
AAA430c003;AAA469h002;Ring (geschweißt);3,00;pc-5.1
AAA431c002;AAA469h002;Krippenring;3,00;pc-5.1
AAA432c002;AAA448h002;Kegelbundmutter;4,00;pc-5.1
AAA433c003;AAA469h002;Kegelstift;3,00;pc-5.1
AAA434c002;AAA469h002;Kegelkerbstift;3,00;pc-5.1
AAA435c003;AAA469h002;Passkerbstift;3,00;pc-5.1
AAA436c003;AAA469h002;Zylinderkerbstift;3,00;pc-5.1
AAA437c002;AAA469h002;Steckkerbstift;3,00;pc-5.1
AAA438c003;AAA469h002;Knebelkerbstift;3,00;pc-5.1
AAA439c002;AAA448h002;Kugelbundmutter;4,00;pc-5.1
AAA440c003;AAA471h002;Schraubenbolzen;4,00;pc-5.1
AAA441c003;AAA447h002;Sicherheitsschraube;4,00;pc-5.1
AAA442c002;AAA448h002;Flachbundmutter;4,00;pc-5.1
AAA443h002;;Maschinenelement, Befestigungsmittel;1,00;pc-5.1
AAA444h002;;Werkzeug, Werkzeugmaschine;1,00;pc-5.1
AAA445h002;;Rohrleitungstechnik;1,00;pc-5.1
AAA446h002;;Arbeitssicherheit, Unfallschutz;1,00;pc-5.1
AAA447h002;AAA465h002;Schraube (Befestigung);3,00;pc-5.1
AAA448h002;AAA465h002;Mutter;3,00;pc-5.1
AAA449h002;AAA444h002;Werkzeugmaschine;2,00;pc-5.1
AAA450h003;AAA446h002;Arbeitsbekleidung;2,00;pc-5.1
AAA451h002;AAA464h002;Anker;3,00;pc-5.1
AAA452h002;AAA444h002;Handwerkzeug;2,00;pc-5.1
AAA453h002;AAA444h002;Elektrowerkzeug;2,00;pc-5.1
AAA454h002;AAA445h002;Schlauch;2,00;pc-5.1
AAA455h002;AAA469h002;Holzverbinder;3,00;pc-5.1
AAA456h002;AAA464h002;Mauerdübel;3,00;pc-5.1
AAA458h002;AAA452h002;Zange;3,00;pc-5.1
AAA459h002;AAA449h002;Hobelmaschine;3,00;pc-5.1
AAA460h002;AAA466h003;Schleifmittel, Schleifkörper, Polierscheiben;3,00;pc-5.1
AAA461h002;AAA449h002;Sägemaschine (stationär);3,00;pc-5.1
AAA462h002;AAA452h002;Streichwerkzeug, Reinigungswerkzeug;3,00;pc-5.1
AAA463h002;AAA462h002;Technische Bürste;4,00;pc-5.1
AAA464h002;AAA443h002;Befestigungshilfsmittel;2,00;pc-5.1
AAA465h002;AAA443h002;Schraube, Mutter;2,00;pc-5.1
AAA466h003;AAA444h002;Werkzeug;2,00;pc-5.1
AAA467h002;AAA443h002;Scheibe, Ring;2,00;pc-5.1
AAA468h002;AAA467h002;Scheibe, Ring (plan, ballig);3,00;pc-5.1
AAA469h002;AAA443h002;Stift, Nagel, Haken;2,00;pc-5.1
AAA470h002;AAA443h002;Bolzen, Splint, Keil;2,00;pc-5.1
AAA471h002;AAA470h002;Bolzen, Stift;3,00;pc-5.1
AAA472h002;AAA464h002;Klebeband, einseitig (technisch);3,00;pc-5.1
AAA473h002;AAB008h002;Betriebseinrichtung (sonstiges);2,00;pc-5.1
AAA481h002;AAA449h002;Schleifmaschine (Werkzeugmaschine);3,00;pc-5.1
AAA484h002;;Maschine, Apparat;1,00;pc-5.1
AAA485h002;AAA484h002;Verdichter, Ventilator, Vakuumpumpe;2,00;pc-5.1
AAA486h002;AAA485h002;Gebläse, Verdichter;3,00;pc-5.1
AAA488h002;AAA449h002;Bohrmaschine (Ständer-, Stand-);3,00;pc-5.1
AAA490h002;AAA446h002;Hautschutzartikel, Körperpflege;2,00;pc-5.1
AAA491h002;AAA490h002;Hautschutz;3,00;pc-5.1
AAA494h003;AAA450h003;Kälteschutzbekleidung;3,00;pc-5.1
AAA495h002;AAA449h002;Fräsmaschine (Werkzeugmaschine);3,00;pc-5.1
AAA496h002;AAC381h002;Klebstoff (technisch);4,00;pc-5.1
AAA497h002;;Betriebsmittel, Reinigungsmittel;1,00;pc-5.1
AAA498h002;AAA497h002;Reinigungsmittel;2,00;pc-5.1
AAA499h003;AAA498h002;Wartung, Instandsetzung;3,00;pc-5.1
AAA500h002;AAA443h002;Schelle;2,00;pc-5.1
AAA501h002;AAA449h002;Biegemaschine;3,00;pc-5.1
AAA503h002;AAB064h002;Transportwagen;3,00;pc-5.1
AAA504h002;AAB008h002;Lagereinrichtung (sonstiges);2,00;pc-5.1
AAA505h003;AAA450h003;Schweißerschutzbekleidung;3,00;pc-5.1
AAA506h003;AAA473h002;Container (Lager);3,00;pc-5.1
AAA507h002;AAA449h002;Drehbank;3,00;pc-5.1
AAA508h003;AAA450h003;Warnschutzbekleidung;3,00;pc-5.1
AAA510h002;AAA449h002;Stahlschere (stationär);3,00;pc-5.1
AAA511h002;AAA452h002;Schneidwerkzeug;3,00;pc-5.1
AAA513c002;AAB493h002;Ambossschere;5,00;pc-5.1
AAA514c002;AAA510h002;Betonstahlschere;4,00;pc-5.1
AAA516c002;AAB493h002;Baumschere;5,00;pc-5.1
AAA518c002;AAA510h002;Blechstahlschere;4,00;pc-5.1
AAA519c004;AAB510h002;Figurenschere (hebelübersetzt);5,00;pc-5.1
AAA520c003;AAB509h002;Kombischere;5,00;pc-5.1
AAA521c002;AAA510h002;Langmesserschere;4,00;pc-5.1
AAA522c002;AAB510h002;Lochschere;5,00;pc-5.1
AAA523c003;AAB510h002;Pelikanschere;5,00;pc-5.1
AAA524c002;AAB493h002;Arbeits-, Leder und Tapezierschere;5,00;pc-5.1
AAA525c003;AAB509h002;Universalschere;5,00;pc-5.1
AAA526c002;AAA501h002;Biegepresse;4,00;pc-5.1
AAA527c011;AAA535h002;Diamantfeile;4,00;pc-5.1
AAA528c034;AAA535h002;Feilenheft;4,00;pc-5.1
AAA529c012;AAA535h002;Holzfeile;4,00;pc-5.1
AAA530c015;AAA535h002;Holzraspel;4,00;pc-5.1
AAA532c010;AAA535h002;Kettensägefeile;4,00;pc-5.1
AAA535h002;AAA452h002;Feile, Raspel, Hobel;3,00;pc-5.1
AAA536c009;AAA535h002;Nadelfeile;4,00;pc-5.1
AAA537c007;AAA535h002;Riffelfeile;4,00;pc-5.1
AAA539c002;AAA535h002;Schärffeile;4,00;pc-5.1
AAA540c006;AAA535h002;Schlüsselfeile;4,00;pc-5.1
AAA541c007;AAA535h002;Werkstattfeile;4,00;pc-5.1
AAA548c003;AAA551h002;Wechselplatte;4,00;pc-5.1
AAA549c003;AAA551h002;Wendeschneidplatte;4,00;pc-5.1
AAA551h002;AAA466h003;Schneidplatte;3,00;pc-5.1
AAA552c003;AAB003h002;Temperguss-Schraubzwinge;5,00;pc-5.1
AAA553c003;AAB003h002;Temperguss-Schraubknecht;5,00;pc-5.1
AAA554c003;AAB003h002;Tiefspannschraubzwinge;5,00;pc-5.1
AAA555c003;AAA989h002;Ganzstahl-Schraubzwinge, U-Form;5,00;pc-5.1
AAA556c003;AAB003h002;Druckguss-Schraubzwinge;5,00;pc-5.1
AAA557c003;AAB003h002;Alu-Minizwinge;5,00;pc-5.1
AAA558c003;AAB003h002;Tischklemme;5,00;pc-5.1
AAA559c003;AAB003h002;C-Schraubzwinge geschmiedet;5,00;pc-5.1
AAA560c003;AAB003h002;C-Schraubzwinge gegossen;5,00;pc-5.1
AAA561c003;AAB003h002;Schlosserzwinge;5,00;pc-5.1
AAA562c003;AAA989h002;Hochleistungszwinge, U-Form;5,00;pc-5.1
AAA563c003;AAB003h002;Stahlbauzwinge;5,00;pc-5.1
AAA564c003;AAB003h002;Hochleistungszwinge;5,00;pc-5.1
AAA565c003;AAA989h002;Hebelzwinge, U-Form;5,00;pc-5.1
AAA566c003;AAA984h002;Rütteltischzwinge;5,00;pc-5.1
AAA567c003;AAA984h002;Exzenter-Schraubzwinge;5,00;pc-5.1
AAA568c003;AAA987h002;Einhandzwinge;5,00;pc-5.1
AAA569c003;AAA991h002;Korpuszwinge;5,00;pc-5.1
AAA570c003;AAA991h002;Tischlerzwinge;5,00;pc-5.1
AAA571c003;AAB000h003;Schraubadapter für Zwingen;5,00;pc-5.1
AAA572c003;AAB000h003;C-Kantenzwinge;5,00;pc-5.1
AAA573c003;AAA994h002;Schutzkappen-Set;5,00;pc-5.1
AAA574c002;AAA988h002;Compact-Spanner;5,00;pc-5.1
AAA575c003;AAA988h002;Aufspann-Sockel;5,00;pc-5.1
AAA576c003;AAA988h002;Knebelschlüssel;5,00;pc-5.1
AAA577c003;AAA988h002;Maschinentisch-Spanner;5,00;pc-5.1
AAA578c003;AAA988h002;Greifarmspanner;5,00;pc-5.1
