KlasseMerkmalWert_Nr;KlasseMerkmal_Nr;Wert_ID;Sortier_Nr Wert_de;Klassifikationssystem_ID
15980,00;6102,00;AAC705v001;1,00;pc-5.1
15981,00;6102,00;AAC713v001;2,00;pc-5.1
15982,00;6102,00;AAC824v001;3,00;pc-5.1
15983,00;6102,00;AAC703v001;4,00;pc-5.1
15984,00;6102,00;AAA270v001;5,00;pc-5.1
15985,00;6113,00;AAC426v001;1,00;pc-5.1
15986,00;6113,00;AAC425v001;2,00;pc-5.1
15987,00;6113,00;AAC702v001;3,00;pc-5.1
15988,00;6113,00;AAA270v001;4,00;pc-5.1
15989,00;6112,00;AAC427v001;1,00;pc-5.1
15990,00;6112,00;AAC428v001;2,00;pc-5.1
15991,00;6112,00;AAC429v001;3,00;pc-5.1
15992,00;6112,00;AAC430v001;4,00;pc-5.1
15993,00;6112,00;AAC420v001;5,00;pc-5.1
15994,00;6112,00;AAC431v001;6,00;pc-5.1
15995,00;6112,00;AAA270v001;7,00;pc-5.1
15996,00;6112,00;AAA008v001;8,00;pc-5.1
15997,00;6116,00;AAC707v001;1,00;pc-5.1
15998,00;6116,00;AAC708v001;2,00;pc-5.1
15999,00;6116,00;AAB273v001;3,00;pc-5.1
16000,00;6116,00;AAA270v001;4,00;pc-5.1
16001,00;6118,00;AAC701v001;1,00;pc-5.1
16002,00;6118,00;AAA665v001;2,00;pc-5.1
16003,00;6118,00;AAB169v001;3,00;pc-5.1
16004,00;6118,00;AAB170v001;4,00;pc-5.1
16005,00;6118,00;AAC711v001;5,00;pc-5.1
16006,00;6118,00;AAC715v001;6,00;pc-5.1
16007,00;6118,00;AAC716v001;7,00;pc-5.1
16008,00;6118,00;AAC717v001;8,00;pc-5.1
16009,00;6118,00;AAA270v001;9,00;pc-5.1
16010,00;6110,00;AAC705v001;1,00;pc-5.1
16011,00;6110,00;AAC713v001;2,00;pc-5.1
16012,00;6110,00;AAC824v001;3,00;pc-5.1
16013,00;6110,00;AAC703v001;4,00;pc-5.1
16014,00;6110,00;AAA270v001;5,00;pc-5.1
16015,00;6119,00;AAA025v001;1,00;pc-5.1
16016,00;6119,00;AAC381v001;10,00;pc-5.1
16017,00;6119,00;AAA270v001;11,00;pc-5.1
16018,00;6119,00;AAA107v001;2,00;pc-5.1
16019,00;6119,00;AAC434v001;3,00;pc-5.1
16020,00;6119,00;AAC432v001;4,00;pc-5.1
16021,00;6119,00;AAA593v001;5,00;pc-5.1
16022,00;6119,00;AAC436v001;6,00;pc-5.1
16023,00;6119,00;AAC435v001;7,00;pc-5.1
16024,00;6119,00;AAC433v001;8,00;pc-5.1
16025,00;6119,00;AAC437v001;9,00;pc-5.1
16026,00;6120,00;AAC440v001;1,00;pc-5.1
16027,00;6120,00;AAC443v001;10,00;pc-5.1
16028,00;6120,00;AAC448v001;11,00;pc-5.1
16029,00;6120,00;AAC446v001;12,00;pc-5.1
16030,00;6120,00;AAC452v001;13,00;pc-5.1
16031,00;6120,00;AAC450v001;14,00;pc-5.1
16032,00;6120,00;AAC447v001;15,00;pc-5.1
16033,00;6120,00;AAC451v001;16,00;pc-5.1
16034,00;6120,00;AAC449v001;17,00;pc-5.1
16035,00;6120,00;AAA270v001;18,00;pc-5.1
16036,00;6120,00;AAC453v001;2,00;pc-5.1
16037,00;6120,00;AAC441v001;3,00;pc-5.1
16038,00;6120,00;AAC439v001;4,00;pc-5.1
16039,00;6120,00;AAC444v001;5,00;pc-5.1
16040,00;6120,00;AAC454v001;6,00;pc-5.1
16041,00;6120,00;AAC445v001;7,00;pc-5.1
16042,00;6120,00;AAC442v001;8,00;pc-5.1
16043,00;6120,00;AAC438v001;9,00;pc-5.1
16044,00;6121,00;AAC464v001;1,00;pc-5.1
16045,00;6121,00;AAC467v001;10,00;pc-5.1
16046,00;6121,00;AAC466v001;11,00;pc-5.1
16047,00;6121,00;AAC457v001;12,00;pc-5.1
16048,00;6121,00;AAC461v001;13,00;pc-5.1
16049,00;6121,00;AAC458v001;14,00;pc-5.1
16050,00;6121,00;AAA270v001;15,00;pc-5.1
16051,00;6121,00;AAC465v001;2,00;pc-5.1
16052,00;6121,00;AAC460v001;3,00;pc-5.1
16053,00;6121,00;AAC468v001;4,00;pc-5.1
16054,00;6121,00;AAC459v001;5,00;pc-5.1
16055,00;6121,00;AAC462v001;6,00;pc-5.1
16056,00;6121,00;AAC463v001;7,00;pc-5.1
16057,00;6121,00;AAC455v001;8,00;pc-5.1
16058,00;6121,00;AAC456v001;9,00;pc-5.1
16059,00;6122,00;AAC469v001;1,00;pc-5.1
16060,00;6122,00;AAC470v001;2,00;pc-5.1
16061,00;6122,00;AAC471v001;3,00;pc-5.1
16062,00;6122,00;AAC472v001;4,00;pc-5.1
16063,00;6122,00;AAC473v001;5,00;pc-5.1
16064,00;6122,00;AAA270v001;6,00;pc-5.1
16065,00;6126,00;AAC474v001;1,00;pc-5.1
16066,00;6126,00;AAC475v001;2,00;pc-5.1
16067,00;6126,00;AAC476v001;3,00;pc-5.1
16068,00;6126,00;AAC477v001;4,00;pc-5.1
16069,00;6126,00;AAC478v001;5,00;pc-5.1
16070,00;6126,00;AAC479v001;6,00;pc-5.1
16071,00;6126,00;AAC480v001;7,00;pc-5.1
16072,00;6126,00;AAC481v001;8,00;pc-5.1
16073,00;6126,00;AAA270v001;9,00;pc-5.1
16074,00;6127,00;AAA253v001;1,00;pc-5.1
16075,00;6127,00;AAA270v001;10,00;pc-5.1
16076,00;6127,00;AAC485v001;2,00;pc-5.1
16077,00;6127,00;AAC482v001;3,00;pc-5.1
16078,00;6127,00;AAA096v001;4,00;pc-5.1
16079,00;6127,00;AAC483v001;5,00;pc-5.1
16080,00;6127,00;AAC486v001;6,00;pc-5.1
16081,00;6127,00;AAC484v001;7,00;pc-5.1
16082,00;6127,00;AAA236v001;8,00;pc-5.1
16083,00;6127,00;AAA094v001;9,00;pc-5.1
16084,00;6131,00;AAA025v001;1,00;pc-5.1
16085,00;6131,00;AAC381v001;10,00;pc-5.1
16086,00;6131,00;AAA270v001;11,00;pc-5.1
16087,00;6131,00;AAA107v001;2,00;pc-5.1
16088,00;6131,00;AAC434v001;3,00;pc-5.1
16089,00;6131,00;AAC432v001;4,00;pc-5.1
16090,00;6131,00;AAA593v001;5,00;pc-5.1
16091,00;6131,00;AAC436v001;6,00;pc-5.1
16092,00;6131,00;AAC435v001;7,00;pc-5.1
16093,00;6131,00;AAC433v001;8,00;pc-5.1
16094,00;6131,00;AAC437v001;9,00;pc-5.1
16095,00;6132,00;AAC440v001;1,00;pc-5.1
16096,00;6132,00;AAC443v001;10,00;pc-5.1
16097,00;6132,00;AAC448v001;11,00;pc-5.1
16098,00;6132,00;AAC446v001;12,00;pc-5.1
16099,00;6132,00;AAC452v001;13,00;pc-5.1
16100,00;6132,00;AAC450v001;14,00;pc-5.1
16101,00;6132,00;AAC447v001;15,00;pc-5.1
16102,00;6132,00;AAC451v001;16,00;pc-5.1
16103,00;6132,00;AAC449v001;17,00;pc-5.1
16104,00;6132,00;AAA270v001;18,00;pc-5.1
16105,00;6132,00;AAC453v001;2,00;pc-5.1
16106,00;6132,00;AAC441v001;3,00;pc-5.1
16107,00;6132,00;AAC439v001;4,00;pc-5.1
16108,00;6132,00;AAC444v001;5,00;pc-5.1
16109,00;6132,00;AAC454v001;6,00;pc-5.1
16110,00;6132,00;AAC445v001;7,00;pc-5.1
16111,00;6132,00;AAC442v001;8,00;pc-5.1
16112,00;6132,00;AAC438v001;9,00;pc-5.1
16113,00;6133,00;AAC464v001;1,00;pc-5.1
16114,00;6133,00;AAC467v001;10,00;pc-5.1
16115,00;6133,00;AAC466v001;11,00;pc-5.1
16116,00;6133,00;AAC457v001;12,00;pc-5.1
16117,00;6133,00;AAC461v001;13,00;pc-5.1
16118,00;6133,00;AAC458v001;14,00;pc-5.1
16119,00;6133,00;AAA270v001;15,00;pc-5.1
16120,00;6133,00;AAC465v001;2,00;pc-5.1
16121,00;6133,00;AAC460v001;3,00;pc-5.1
16122,00;6133,00;AAC468v001;4,00;pc-5.1
16123,00;6133,00;AAC459v001;5,00;pc-5.1
16124,00;6133,00;AAC462v001;6,00;pc-5.1
16125,00;6133,00;AAC463v001;7,00;pc-5.1
16126,00;6133,00;AAC455v001;8,00;pc-5.1
16127,00;6133,00;AAC456v001;9,00;pc-5.1
16128,00;6134,00;AAC469v001;1,00;pc-5.1
16129,00;6134,00;AAC470v001;2,00;pc-5.1
16130,00;6134,00;AAC471v001;3,00;pc-5.1
16131,00;6134,00;AAC472v001;4,00;pc-5.1
16132,00;6134,00;AAC473v001;5,00;pc-5.1
16133,00;6134,00;AAA270v001;6,00;pc-5.1
16134,00;6138,00;AAC474v001;1,00;pc-5.1
16135,00;6138,00;AAC475v001;2,00;pc-5.1
16136,00;6138,00;AAC476v001;3,00;pc-5.1
16137,00;6138,00;AAC477v001;4,00;pc-5.1
16138,00;6138,00;AAC478v001;5,00;pc-5.1
16139,00;6138,00;AAC479v001;6,00;pc-5.1
16140,00;6138,00;AAC480v001;7,00;pc-5.1
16141,00;6138,00;AAC481v001;8,00;pc-5.1
16142,00;6138,00;AAA270v001;9,00;pc-5.1
16143,00;6139,00;AAA253v001;1,00;pc-5.1
16144,00;6139,00;AAA270v001;10,00;pc-5.1
16145,00;6139,00;AAC485v001;2,00;pc-5.1
16146,00;6139,00;AAC482v001;3,00;pc-5.1
16147,00;6139,00;AAA096v001;4,00;pc-5.1
16148,00;6139,00;AAC483v001;5,00;pc-5.1
16149,00;6139,00;AAC486v001;6,00;pc-5.1
16150,00;6139,00;AAC484v001;7,00;pc-5.1
16151,00;6139,00;AAA236v001;8,00;pc-5.1
16152,00;6139,00;AAA094v001;9,00;pc-5.1
16153,00;6143,00;AAA025v001;1,00;pc-5.1
16154,00;6143,00;AAC381v001;10,00;pc-5.1
16155,00;6143,00;AAA270v001;11,00;pc-5.1
16156,00;6143,00;AAA107v001;2,00;pc-5.1
16157,00;6143,00;AAC434v001;3,00;pc-5.1
16158,00;6143,00;AAC432v001;4,00;pc-5.1
16159,00;6143,00;AAA593v001;5,00;pc-5.1
16160,00;6143,00;AAC436v001;6,00;pc-5.1
16161,00;6143,00;AAC435v001;7,00;pc-5.1
16162,00;6143,00;AAC433v001;8,00;pc-5.1
16163,00;6143,00;AAC437v001;9,00;pc-5.1
16164,00;6144,00;AAC440v001;1,00;pc-5.1
16165,00;6144,00;AAC443v001;10,00;pc-5.1
16166,00;6144,00;AAC448v001;11,00;pc-5.1
16167,00;6144,00;AAC446v001;12,00;pc-5.1
16168,00;6144,00;AAC450v001;13,00;pc-5.1
16169,00;6144,00;AAC447v001;14,00;pc-5.1
16170,00;6144,00;AAC451v001;15,00;pc-5.1
16171,00;6144,00;AAC449v001;16,00;pc-5.1
16172,00;6144,00;AAA270v001;17,00;pc-5.1
16173,00;6144,00;AAC453v001;2,00;pc-5.1
16174,00;6144,00;AAC441v001;3,00;pc-5.1
16175,00;6144,00;AAC439v001;4,00;pc-5.1
16176,00;6144,00;AAC444v001;5,00;pc-5.1
16177,00;6144,00;AAC454v001;6,00;pc-5.1
16178,00;6144,00;AAC445v001;7,00;pc-5.1
16179,00;6144,00;AAC442v001;8,00;pc-5.1
16180,00;6144,00;AAC438v001;9,00;pc-5.1
16181,00;6145,00;AAC464v001;1,00;pc-5.1
16182,00;6145,00;AAC467v001;10,00;pc-5.1
16183,00;6145,00;AAC466v001;11,00;pc-5.1
16184,00;6145,00;AAC457v001;12,00;pc-5.1
16185,00;6145,00;AAC461v001;13,00;pc-5.1
16186,00;6145,00;AAC458v001;14,00;pc-5.1
16187,00;6145,00;AAA270v001;15,00;pc-5.1
16188,00;6145,00;AAC465v001;2,00;pc-5.1
16189,00;6145,00;AAC460v001;3,00;pc-5.1
16190,00;6145,00;AAC468v001;4,00;pc-5.1
16191,00;6145,00;AAC459v001;5,00;pc-5.1
16192,00;6145,00;AAC462v001;6,00;pc-5.1
16193,00;6145,00;AAC463v001;7,00;pc-5.1
16194,00;6145,00;AAC455v001;8,00;pc-5.1
16195,00;6145,00;AAC456v001;9,00;pc-5.1
16196,00;6146,00;AAC469v001;1,00;pc-5.1
16197,00;6146,00;AAC470v001;2,00;pc-5.1
16198,00;6146,00;AAC471v001;3,00;pc-5.1
16199,00;6146,00;AAC472v001;4,00;pc-5.1
16200,00;6146,00;AAC473v001;5,00;pc-5.1
16201,00;6146,00;AAA270v001;6,00;pc-5.1
16202,00;6150,00;AAC474v001;1,00;pc-5.1
16203,00;6150,00;AAC475v001;2,00;pc-5.1
16204,00;6150,00;AAC476v001;3,00;pc-5.1
16205,00;6150,00;AAC477v001;4,00;pc-5.1
16206,00;6150,00;AAC478v001;5,00;pc-5.1
16207,00;6150,00;AAC479v001;6,00;pc-5.1
16208,00;6150,00;AAC480v001;7,00;pc-5.1
16209,00;6150,00;AAC481v001;8,00;pc-5.1
16210,00;6150,00;AAA270v001;9,00;pc-5.1
16211,00;6151,00;AAA253v001;1,00;pc-5.1
16212,00;6151,00;AAA270v001;10,00;pc-5.1
16213,00;6151,00;AAC485v001;2,00;pc-5.1
16214,00;6151,00;AAC482v001;3,00;pc-5.1
16215,00;6151,00;AAA096v001;4,00;pc-5.1
16216,00;6151,00;AAC483v001;5,00;pc-5.1
16217,00;6151,00;AAC486v001;6,00;pc-5.1
16218,00;6151,00;AAC484v001;7,00;pc-5.1
16219,00;6151,00;AAA236v001;8,00;pc-5.1
16220,00;6151,00;AAA094v001;9,00;pc-5.1
16221,00;6155,00;AAA025v001;1,00;pc-5.1
16222,00;6155,00;AAC381v001;10,00;pc-5.1
16223,00;6155,00;AAA270v001;11,00;pc-5.1
16224,00;6155,00;AAA107v001;2,00;pc-5.1
16225,00;6155,00;AAC434v001;3,00;pc-5.1
16226,00;6155,00;AAC432v001;4,00;pc-5.1
16227,00;6155,00;AAA593v001;5,00;pc-5.1
16228,00;6155,00;AAC436v001;6,00;pc-5.1
16229,00;6155,00;AAC435v001;7,00;pc-5.1
16230,00;6155,00;AAC433v001;8,00;pc-5.1
16231,00;6155,00;AAC437v001;9,00;pc-5.1
16232,00;6156,00;AAC440v001;1,00;pc-5.1
16233,00;6156,00;AAC443v001;10,00;pc-5.1
16234,00;6156,00;AAC448v001;11,00;pc-5.1
16235,00;6156,00;AAC446v001;12,00;pc-5.1
16236,00;6156,00;AAC452v001;13,00;pc-5.1
16237,00;6156,00;AAC450v001;14,00;pc-5.1
16238,00;6156,00;AAC447v001;15,00;pc-5.1
16239,00;6156,00;AAC451v001;16,00;pc-5.1
16240,00;6156,00;AAC449v001;17,00;pc-5.1
16241,00;6156,00;AAA270v001;18,00;pc-5.1
16242,00;6156,00;AAC453v001;2,00;pc-5.1
16243,00;6156,00;AAC441v001;3,00;pc-5.1
16244,00;6156,00;AAC439v001;4,00;pc-5.1
16245,00;6156,00;AAC444v001;5,00;pc-5.1
16246,00;6156,00;AAC454v001;6,00;pc-5.1
16247,00;6156,00;AAC445v001;7,00;pc-5.1
16248,00;6156,00;AAC442v001;8,00;pc-5.1
16249,00;6156,00;AAC438v001;9,00;pc-5.1
16250,00;6157,00;AAC464v001;1,00;pc-5.1
16251,00;6157,00;AAC467v001;10,00;pc-5.1
16252,00;6157,00;AAC466v001;11,00;pc-5.1
16253,00;6157,00;AAC457v001;12,00;pc-5.1
16254,00;6157,00;AAC461v001;13,00;pc-5.1
16255,00;6157,00;AAC458v001;14,00;pc-5.1
16256,00;6157,00;AAA270v001;15,00;pc-5.1
16257,00;6157,00;AAC465v001;2,00;pc-5.1
16258,00;6157,00;AAC460v001;3,00;pc-5.1
16259,00;6157,00;AAC468v001;4,00;pc-5.1
16260,00;6157,00;AAC459v001;5,00;pc-5.1
16261,00;6157,00;AAC462v001;6,00;pc-5.1
16262,00;6157,00;AAC463v001;7,00;pc-5.1
16263,00;6157,00;AAC455v001;8,00;pc-5.1
16264,00;6157,00;AAC456v001;9,00;pc-5.1
16265,00;6158,00;AAC469v001;1,00;pc-5.1
16266,00;6158,00;AAC470v001;2,00;pc-5.1
16267,00;6158,00;AAC471v001;3,00;pc-5.1
16268,00;6158,00;AAC472v001;4,00;pc-5.1
16269,00;6158,00;AAC473v001;5,00;pc-5.1
16270,00;6158,00;AAA270v001;6,00;pc-5.1
16271,00;6162,00;AAC474v001;1,00;pc-5.1
16272,00;6162,00;AAC475v001;2,00;pc-5.1
16273,00;6162,00;AAC476v001;3,00;pc-5.1
16274,00;6162,00;AAC477v001;4,00;pc-5.1
16275,00;6162,00;AAC478v001;5,00;pc-5.1
16276,00;6162,00;AAC479v001;6,00;pc-5.1
16277,00;6162,00;AAC480v001;7,00;pc-5.1
16278,00;6162,00;AAC481v001;8,00;pc-5.1
16279,00;6162,00;AAA270v001;9,00;pc-5.1
16280,00;6163,00;AAA253v001;1,00;pc-5.1
16281,00;6163,00;AAA270v001;10,00;pc-5.1
16282,00;6163,00;AAC485v001;2,00;pc-5.1
16283,00;6163,00;AAC482v001;3,00;pc-5.1
16284,00;6163,00;AAA096v001;4,00;pc-5.1
16285,00;6163,00;AAC483v001;5,00;pc-5.1
16286,00;6163,00;AAC486v001;6,00;pc-5.1
16287,00;6163,00;AAC484v001;7,00;pc-5.1
16288,00;6163,00;AAA236v001;8,00;pc-5.1
16289,00;6163,00;AAA094v001;9,00;pc-5.1
16290,00;6170,00;AAA025v001;1,00;pc-5.1
16291,00;6170,00;AAC381v001;10,00;pc-5.1
16292,00;6170,00;AAA270v001;11,00;pc-5.1
16293,00;6170,00;AAA107v001;2,00;pc-5.1
16294,00;6170,00;AAC434v001;3,00;pc-5.1
16295,00;6170,00;AAC432v001;4,00;pc-5.1
16296,00;6170,00;AAA593v001;5,00;pc-5.1
16297,00;6170,00;AAC436v001;6,00;pc-5.1
16298,00;6170,00;AAC435v001;7,00;pc-5.1
16299,00;6170,00;AAC433v001;8,00;pc-5.1
16300,00;6170,00;AAC437v001;9,00;pc-5.1
16301,00;6171,00;AAC440v001;1,00;pc-5.1
16302,00;6171,00;AAC443v001;10,00;pc-5.1
16303,00;6171,00;AAC448v001;11,00;pc-5.1
16304,00;6171,00;AAC446v001;12,00;pc-5.1
16305,00;6171,00;AAC452v001;13,00;pc-5.1
16306,00;6171,00;AAC450v001;14,00;pc-5.1
16307,00;6171,00;AAC447v001;15,00;pc-5.1
16308,00;6171,00;AAC451v001;16,00;pc-5.1
16309,00;6171,00;AAC449v001;17,00;pc-5.1
16310,00;6171,00;AAA270v001;18,00;pc-5.1
16311,00;6171,00;AAC453v001;2,00;pc-5.1
16312,00;6171,00;AAC441v001;3,00;pc-5.1
16313,00;6171,00;AAC439v001;4,00;pc-5.1
16314,00;6171,00;AAC444v001;5,00;pc-5.1
16315,00;6171,00;AAC454v001;6,00;pc-5.1
16316,00;6171,00;AAC445v001;7,00;pc-5.1
16317,00;6171,00;AAC442v001;8,00;pc-5.1
16318,00;6171,00;AAC438v001;9,00;pc-5.1
16319,00;6172,00;AAC464v001;1,00;pc-5.1
16320,00;6172,00;AAC467v001;10,00;pc-5.1
16321,00;6172,00;AAC466v001;11,00;pc-5.1
16322,00;6172,00;AAC457v001;12,00;pc-5.1
16323,00;6172,00;AAC461v001;13,00;pc-5.1
16324,00;6172,00;AAC458v001;14,00;pc-5.1
16325,00;6172,00;AAA270v001;15,00;pc-5.1
16326,00;6172,00;AAC465v001;2,00;pc-5.1
16327,00;6172,00;AAC460v001;3,00;pc-5.1
16328,00;6172,00;AAC468v001;4,00;pc-5.1
16329,00;6172,00;AAC459v001;5,00;pc-5.1
16330,00;6172,00;AAC462v001;6,00;pc-5.1
16331,00;6172,00;AAC463v001;7,00;pc-5.1
16332,00;6172,00;AAC455v001;8,00;pc-5.1
16333,00;6172,00;AAC456v001;9,00;pc-5.1
16334,00;6173,00;AAC469v001;1,00;pc-5.1
16335,00;6173,00;AAC470v001;2,00;pc-5.1
16336,00;6173,00;AAC471v001;3,00;pc-5.1
16337,00;6173,00;AAC472v001;4,00;pc-5.1
16338,00;6173,00;AAC473v001;5,00;pc-5.1
16339,00;6173,00;AAA270v001;6,00;pc-5.1
16340,00;6177,00;AAC474v001;1,00;pc-5.1
16341,00;6177,00;AAC475v001;2,00;pc-5.1
16342,00;6177,00;AAC476v001;3,00;pc-5.1
16343,00;6177,00;AAC477v001;4,00;pc-5.1
16344,00;6177,00;AAC478v001;5,00;pc-5.1
16345,00;6177,00;AAC479v001;6,00;pc-5.1
16346,00;6177,00;AAC480v001;7,00;pc-5.1
16347,00;6177,00;AAC481v001;8,00;pc-5.1
16348,00;6177,00;AAA270v001;9,00;pc-5.1
16349,00;6178,00;AAA253v001;1,00;pc-5.1
16350,00;6178,00;AAA270v001;10,00;pc-5.1
16351,00;6178,00;AAC485v001;2,00;pc-5.1
16352,00;6178,00;AAC482v001;3,00;pc-5.1
16353,00;6178,00;AAA096v001;4,00;pc-5.1
16354,00;6178,00;AAC483v001;5,00;pc-5.1
16355,00;6178,00;AAC486v001;6,00;pc-5.1
16356,00;6178,00;AAC484v001;7,00;pc-5.1
16357,00;6178,00;AAA236v001;8,00;pc-5.1
16358,00;6178,00;AAA094v001;9,00;pc-5.1
16359,00;6182,00;AAA025v001;1,00;pc-5.1
16360,00;6182,00;AAC381v001;10,00;pc-5.1
16361,00;6182,00;AAA270v001;11,00;pc-5.1
16362,00;6182,00;AAA107v001;2,00;pc-5.1
16363,00;6182,00;AAC434v001;3,00;pc-5.1
16364,00;6182,00;AAC432v001;4,00;pc-5.1
16365,00;6182,00;AAA593v001;5,00;pc-5.1
16366,00;6182,00;AAC436v001;6,00;pc-5.1
16367,00;6182,00;AAC435v001;7,00;pc-5.1
16368,00;6182,00;AAC433v001;8,00;pc-5.1
16369,00;6182,00;AAC437v001;9,00;pc-5.1
16370,00;6183,00;AAC440v001;1,00;pc-5.1
16371,00;6183,00;AAC443v001;10,00;pc-5.1
16372,00;6183,00;AAC448v001;11,00;pc-5.1
16373,00;6183,00;AAC446v001;12,00;pc-5.1
16374,00;6183,00;AAC452v001;13,00;pc-5.1
16375,00;6183,00;AAC450v001;14,00;pc-5.1
16376,00;6183,00;AAC447v001;15,00;pc-5.1
16377,00;6183,00;AAC451v001;16,00;pc-5.1
16378,00;6183,00;AAC449v001;17,00;pc-5.1
16379,00;6183,00;AAA270v001;18,00;pc-5.1
16380,00;6183,00;AAC453v001;2,00;pc-5.1
16381,00;6183,00;AAC441v001;3,00;pc-5.1
16382,00;6183,00;AAC439v001;4,00;pc-5.1
16383,00;6183,00;AAC444v001;5,00;pc-5.1
16384,00;6183,00;AAC454v001;6,00;pc-5.1
16385,00;6183,00;AAC445v001;7,00;pc-5.1
16386,00;6183,00;AAC442v001;8,00;pc-5.1
16387,00;6183,00;AAC438v001;9,00;pc-5.1
16388,00;6184,00;AAC464v001;1,00;pc-5.1
16389,00;6184,00;AAC467v001;10,00;pc-5.1
16390,00;6184,00;AAC466v001;11,00;pc-5.1
16391,00;6184,00;AAC457v001;12,00;pc-5.1
16392,00;6184,00;AAC461v001;13,00;pc-5.1
16393,00;6184,00;AAC458v001;14,00;pc-5.1
16394,00;6184,00;AAA270v001;15,00;pc-5.1
16395,00;6184,00;AAC465v001;2,00;pc-5.1
16396,00;6184,00;AAC460v001;3,00;pc-5.1
16397,00;6184,00;AAC468v001;4,00;pc-5.1
16398,00;6184,00;AAC459v001;5,00;pc-5.1
16399,00;6184,00;AAC462v001;6,00;pc-5.1
16400,00;6184,00;AAC463v001;7,00;pc-5.1
16401,00;6184,00;AAC455v001;8,00;pc-5.1
16402,00;6184,00;AAC456v001;9,00;pc-5.1
16403,00;6185,00;AAC469v001;1,00;pc-5.1
16404,00;6185,00;AAC470v001;2,00;pc-5.1
16405,00;6185,00;AAC471v001;3,00;pc-5.1
16406,00;6185,00;AAC472v001;4,00;pc-5.1
16407,00;6185,00;AAC473v001;5,00;pc-5.1
16408,00;6185,00;AAA270v001;6,00;pc-5.1
16409,00;6189,00;AAC474v001;1,00;pc-5.1
16410,00;6189,00;AAC475v001;2,00;pc-5.1
16411,00;6189,00;AAC476v001;3,00;pc-5.1
16412,00;6189,00;AAC477v001;4,00;pc-5.1
16413,00;6189,00;AAC478v001;5,00;pc-5.1
16414,00;6189,00;AAC479v001;6,00;pc-5.1
16415,00;6189,00;AAC480v001;7,00;pc-5.1
16416,00;6189,00;AAC481v001;8,00;pc-5.1
16417,00;6189,00;AAA270v001;9,00;pc-5.1
16418,00;6190,00;AAA253v001;1,00;pc-5.1
16419,00;6190,00;AAA270v001;10,00;pc-5.1
16420,00;6190,00;AAC485v001;2,00;pc-5.1
16421,00;6190,00;AAC482v001;3,00;pc-5.1
16422,00;6190,00;AAA096v001;4,00;pc-5.1
16423,00;6190,00;AAC483v001;5,00;pc-5.1
16424,00;6190,00;AAC486v001;6,00;pc-5.1
16425,00;6190,00;AAC484v001;7,00;pc-5.1
16426,00;6190,00;AAA236v001;8,00;pc-5.1
16427,00;6190,00;AAA094v001;9,00;pc-5.1
16428,00;6194,00;AAA025v001;1,00;pc-5.1
16429,00;6194,00;AAC381v001;10,00;pc-5.1
16430,00;6194,00;AAA270v001;11,00;pc-5.1
16431,00;6194,00;AAA107v001;2,00;pc-5.1
16432,00;6194,00;AAC434v001;3,00;pc-5.1
16433,00;6194,00;AAC432v001;4,00;pc-5.1
16434,00;6194,00;AAA593v001;5,00;pc-5.1
16435,00;6194,00;AAC436v001;6,00;pc-5.1
16436,00;6194,00;AAC435v001;7,00;pc-5.1
16437,00;6194,00;AAC433v001;8,00;pc-5.1
16438,00;6194,00;AAC437v001;9,00;pc-5.1
16439,00;6195,00;AAC440v001;1,00;pc-5.1
16440,00;6195,00;AAC443v001;10,00;pc-5.1
16441,00;6195,00;AAC448v001;11,00;pc-5.1
16442,00;6195,00;AAC446v001;12,00;pc-5.1
16443,00;6195,00;AAC452v001;13,00;pc-5.1
16444,00;6195,00;AAC450v001;14,00;pc-5.1
16445,00;6195,00;AAC447v001;15,00;pc-5.1
16446,00;6195,00;AAC451v001;16,00;pc-5.1
16447,00;6195,00;AAC449v001;17,00;pc-5.1
16448,00;6195,00;AAA270v001;18,00;pc-5.1
16449,00;6195,00;AAC453v001;2,00;pc-5.1
16450,00;6195,00;AAC441v001;3,00;pc-5.1
16451,00;6195,00;AAC439v001;4,00;pc-5.1
16452,00;6195,00;AAC444v001;5,00;pc-5.1
16453,00;6195,00;AAC454v001;6,00;pc-5.1
16454,00;6195,00;AAC445v001;7,00;pc-5.1
16455,00;6195,00;AAC442v001;8,00;pc-5.1
16456,00;6195,00;AAC438v001;9,00;pc-5.1
16457,00;6196,00;AAC464v001;1,00;pc-5.1
16458,00;6196,00;AAC467v001;10,00;pc-5.1
16459,00;6196,00;AAC466v001;11,00;pc-5.1
16460,00;6196,00;AAC457v001;12,00;pc-5.1
16461,00;6196,00;AAC461v001;13,00;pc-5.1
16462,00;6196,00;AAC458v001;14,00;pc-5.1
16463,00;6196,00;AAA270v001;15,00;pc-5.1
16464,00;6196,00;AAC465v001;2,00;pc-5.1
16465,00;6196,00;AAC460v001;3,00;pc-5.1
16466,00;6196,00;AAC468v001;4,00;pc-5.1
16467,00;6196,00;AAC459v001;5,00;pc-5.1
16468,00;6196,00;AAC462v001;6,00;pc-5.1
16469,00;6196,00;AAC463v001;7,00;pc-5.1
16470,00;6196,00;AAC455v001;8,00;pc-5.1
16471,00;6196,00;AAC456v001;9,00;pc-5.1
16472,00;6197,00;AAC469v001;1,00;pc-5.1
16473,00;6197,00;AAC470v001;2,00;pc-5.1
16474,00;6197,00;AAC471v001;3,00;pc-5.1
16475,00;6197,00;AAC472v001;4,00;pc-5.1
16476,00;6197,00;AAC473v001;5,00;pc-5.1
