KlasseMerkmal_Nr;Klasse_ID;Merkmal_IDs;Einheit_ID;Sortier_Nr;Mussmerkmal
3668,00;AAA997c003;AAA003f001;AAA009u001;6,00;TRUE
3669,00;AAA998c003;AAA000f001;;1,00;TRUE
3670,00;AAA998c003;AAA003f001;AAA009u001;2,00;TRUE
3671,00;AAB001c003;AAA021f001;AAA001u001;1,00;TRUE
3672,00;AAB001c003;AAA462f001;AAA001u001;2,00;TRUE
3673,00;AAB001c003;AAA003f001;AAA009u001;3,00;TRUE
3674,00;AAB001c003;AAA633f001;;4,00;TRUE
3675,00;AAB001c003;AAA634f001;;5,00;TRUE
3676,00;AAB002c003;AAA021f001;AAA001u001;1,00;TRUE
3677,00;AAB002c003;AAA634f001;;2,00;TRUE
3678,00;AAB002c003;AAA631f001;;3,00;TRUE
3679,00;AAB002c003;AAA462f001;AAA001u001;4,00;TRUE
3680,00;AAB002c003;AAA646f001;;5,00;TRUE
3681,00;AAB002c003;AAA003f001;AAA009u001;6,00;TRUE
3682,00;AAB004c003;AAA021f001;AAA001u001;1,00;TRUE
3683,00;AAB004c003;AAA462f001;AAA001u001;2,00;TRUE
3684,00;AAB004c003;AAA004f001;;3,00;TRUE
3685,00;AAB004c003;AAA634f001;;4,00;TRUE
3686,00;AAB004c003;AAB603f001;AAA011u001;5,00;TRUE
3687,00;AAB004c003;AAA003f001;AAA009u001;6,00;TRUE
3688,00;AAB005c003;AAA021f001;AAA001u001;1,00;TRUE
3689,00;AAB005c003;AAA004f001;;2,00;TRUE
3690,00;AAB005c003;AAC584f001;AAA004u001;3,00;FALSE
3691,00;AAB005c003;AAA665f001;AAA004u001;4,00;TRUE
3692,00;AAB005c003;AAA664f001;;5,00;TRUE
3693,00;AAB005c003;AAA663f001;;6,00;TRUE
3694,00;AAB005c003;AAA322f001;AAA001u001;7,00;TRUE
3695,00;AAB005c003;AAA662f001;AAA001u001;8,00;TRUE
3696,00;AAB005c003;AAA003f001;AAA009u001;9,00;TRUE
3697,00;AAB007c003;AAA021f001;AAA001u001;1,00;TRUE
3698,00;AAB007c003;AAA634f001;;2,00;TRUE
3699,00;AAB007c003;AAA631f001;;3,00;TRUE
3700,00;AAB007c003;AAA462f001;AAA001u001;4,00;TRUE
3701,00;AAB007c003;AAA004f001;;5,00;TRUE
3702,00;AAB007c003;AAA003f001;AAA009u001;6,00;TRUE
3703,00;AAB010c013;AAB221f001;;1,00;TRUE
3704,00;AAB010c013;AAB223f001;;2,00;TRUE
3705,00;AAB010c013;AAB601f001;AAA001u001;3,00;TRUE
3706,00;AAB010c013;AAB217f001;AAA001u001;4,00;TRUE
3707,00;AAB010c013;AAB219f001;AAA009u001;5,00;TRUE
3708,00;AAB010c013;AAB518f001;AAA017u001;6,00;TRUE
3709,00;AAB010c013;AAB218f001;AAA009u001;7,00;TRUE
3710,00;AAB010c013;AAB641f001;;8,00;TRUE
3711,00;AAB010c013;AAB225f001;;9,00;TRUE
3712,00;AAB010c013;AAA031f001;AAA001u001;10,00;FALSE
3713,00;AAB010c013;AAB222f001;;11,00;FALSE
3714,00;AAB011c018;AAB221f001;;1,00;TRUE
3715,00;AAB011c018;AAB223f001;;2,00;TRUE
3716,00;AAB011c018;AAB222f001;;3,00;TRUE
3717,00;AAB011c018;AAB601f001;AAA001u001;4,00;TRUE
3718,00;AAB011c018;AAB217f001;AAA001u001;5,00;TRUE
3719,00;AAB011c018;AAB219f001;AAA009u001;6,00;TRUE
3720,00;AAB011c018;AAB518f001;AAA017u001;7,00;TRUE
3721,00;AAB011c018;AAB218f001;AAA009u001;8,00;TRUE
3722,00;AAB011c018;AAB641f001;;9,00;TRUE
3723,00;AAB011c018;AAB226f001;;10,00;TRUE
3724,00;AAB011c018;AAB225f001;;11,00;TRUE
3725,00;AAB011c018;AAB227f001;;12,00;FALSE
3726,00;AAB011c018;AAA031f001;AAA001u001;13,00;FALSE
3727,00;AAB011c018;AAB232f001;;14,00;FALSE
3728,00;AAB012c016;AAB222f001;;1,00;TRUE
3729,00;AAB012c016;AAB601f001;AAA001u001;2,00;TRUE
3730,00;AAB012c016;AAB217f001;AAA001u001;3,00;TRUE
3731,00;AAB012c016;AAB219f001;AAA009u001;4,00;TRUE
3732,00;AAB012c016;AAB229f001;AAA017u001;5,00;TRUE
3733,00;AAB012c016;AAB218f001;AAA009u001;6,00;TRUE
3734,00;AAB012c016;AAB228f001;;7,00;TRUE
3735,00;AAB012c016;AAB641f001;;8,00;TRUE
3736,00;AAB012c016;AAB225f001;;9,00;TRUE
3737,00;AAB012c016;AAA031f001;AAA001u001;10,00;FALSE
3738,00;AAB012c016;AAB232f001;;11,00;FALSE
3739,00;AAB014c039;AAA031f001;AAA001u001;1,00;TRUE
3740,00;AAB014c039;AAA472f001;AAA001u001;2,00;TRUE
3741,00;AAB014c039;AAB232f001;;3,00;TRUE
3742,00;AAB014c039;AAB233f001;;4,00;TRUE
3743,00;AAB014c039;AAB222f001;;5,00;TRUE
3744,00;AAB014c039;AAB641f001;;6,00;TRUE
3745,00;AAB014c039;AAB223f001;;7,00;FALSE
3746,00;AAB014c039;EAA993f001;;8,00;FALSE
3747,00;AAB014c039;EAA998f001;;9,00;FALSE
3748,00;AAB014c039;EAA999f001;;10,00;FALSE
3749,00;AAB014c039;EAA992f001;;11,00;FALSE
3750,00;AAB014c039;EAA994f001;;12,00;FALSE
3751,00;AAB014c039;EAB001f001;;13,00;FALSE
3752,00;AAB014c039;EAB012f001;;14,00;FALSE
3753,00;AAB015c037;AAA031f001;AAA001u001;1,00;TRUE
3754,00;AAB015c037;AAA885f001;AAA009u001;2,00;FALSE
3755,00;AAB015c037;AAB222f001;;3,00;TRUE
3756,00;AAB015c037;AAB223f001;;4,00;TRUE
3757,00;AAB015c037;AAB641f001;;5,00;TRUE
3758,00;AAB015c037;AAA002f001;AAA001u001;6,00;TRUE
3759,00;AAB015c037;EAB014f001;AAA001u001;7,00;FALSE
3760,00;AAB015c037;EAA998f001;;8,00;FALSE
3761,00;AAB015c037;EAA993f001;;9,00;FALSE
3762,00;AAB015c037;EAA999f001;;10,00;FALSE
3763,00;AAB015c037;EAA992f001;;11,00;FALSE
3764,00;AAB015c037;EAA994f001;;12,00;FALSE
3765,00;AAB015c037;EAB001f001;;13,00;FALSE
3766,00;AAB018c006;AAA687f001;;1,00;TRUE
3767,00;AAB018c006;AAB238f001;AAA009u001;2,00;TRUE
3768,00;AAB018c006;AAB237f001;AAA009u001;3,00;TRUE
3769,00;AAB018c006;AAB239f001;AAA017u001;4,00;TRUE
3770,00;AAB018c006;AAB263f001;AAA001u001;5,00;TRUE
3771,00;AAB018c006;AAB264f001;AAA001u001;6,00;TRUE
3772,00;AAB018c006;AAB236f001;AAA001u001;7,00;TRUE
3773,00;AAB018c006;AAB222f001;;8,00;TRUE
3774,00;AAB018c006;AAB641f001;;9,00;TRUE
3775,00;AAB018c006;AAB265f001;;10,00;FALSE
3776,00;AAB018c006;AAA031f001;AAA001u001;11,00;FALSE
3777,00;AAB019c002;AAA002f001;AAA001u001;1,00;TRUE
3778,00;AAB019c002;AAA040f001;AAA001u001;2,00;TRUE
3779,00;AAB019c002;AAA031f001;AAA001u001;3,00;TRUE
3780,00;AAB019c002;AAB222f001;;4,00;TRUE
3781,00;AAB019c002;AAB641f001;;5,00;TRUE
3782,00;AAB019c002;AAB240f001;AAA004u001;6,00;TRUE
3783,00;AAB019c002;AAB241f001;AAA009u001;7,00;TRUE
3784,00;AAB020c006;AAA752f001;AAA001u001;1,00;TRUE
3785,00;AAB020c006;AAA040f001;AAA001u001;2,00;TRUE
3786,00;AAB020c006;AAA031f001;AAA001u001;3,00;TRUE
3787,00;AAB020c006;AAB242f001;AAA017u001;4,00;TRUE
3788,00;AAB020c006;AAB222f001;;5,00;TRUE
3789,00;AAB020c006;AAB641f001;;6,00;TRUE
3790,00;AAB020c006;AAB218f001;AAA009u001;7,00;TRUE
3791,00;AAB021c003;AAB297f001;AAA017u001;1,00;TRUE
3792,00;AAB021c003;AAB784f001;AAA017u001;2,00;TRUE
3793,00;AAB021c003;AAA031f001;AAA001u001;3,00;TRUE
3794,00;AAB021c003;AAA040f001;AAA001u001;4,00;TRUE
3795,00;AAB021c003;AAA472f001;AAA001u001;5,00;TRUE
3796,00;AAB021c003;AAB798f001;AAA022u001;6,00;TRUE
3797,00;AAB021c003;AAA000f001;;7,00;TRUE
3798,00;AAB023c035;AAB222f001;;1,00;TRUE
3799,00;AAB023c035;AAB641f001;;2,00;TRUE
3800,00;AAB023c035;AAB223f001;;3,00;FALSE
3801,00;AAB023c035;EAA998f001;;4,00;FALSE
3802,00;AAB023c035;EAA993f001;;5,00;FALSE
3803,00;AAB023c035;EAA999f001;;6,00;FALSE
3804,00;AAB023c035;AAA019f001;;7,00;FALSE
3805,00;AAB023c035;EAB008f001;AAA001u001;8,00;FALSE
3806,00;AAB024c034;AAB222f001;;1,00;TRUE
3807,00;AAB024c034;AAB641f001;;2,00;TRUE
3808,00;AAB024c034;AAB223f001;;3,00;FALSE
3809,00;AAB024c034;EAA998f001;;4,00;FALSE
3810,00;AAB024c034;EAA999f001;;5,00;FALSE
3811,00;AAB024c034;EAA992f001;;6,00;FALSE
3812,00;AAB024c034;EAA994f001;;7,00;FALSE
3813,00;AAB024c034;EAB001f001;;8,00;FALSE
3814,00;AAB024c034;AAB435f001;;9,00;FALSE
3815,00;AAB024c034;AAA031f001;AAA001u001;10,00;FALSE
3816,00;AAB024c034;AAA002f001;AAA001u001;11,00;FALSE
3817,00;AAB024c034;EAB013f001;;12,00;FALSE
3818,00;AAB025c038;AAA040f001;AAA001u001;1,00;TRUE
3819,00;AAB025c038;AAA472f001;AAA001u001;2,00;TRUE
3820,00;AAB025c038;AAA031f001;AAA001u001;3,00;TRUE
3821,00;AAB025c038;AAB641f001;;4,00;TRUE
3822,00;AAB025c038;AAB223f001;;5,00;FALSE
3823,00;AAB025c038;AAB222f001;;6,00;FALSE
3824,00;AAB025c038;EAA998f001;;7,00;FALSE
3825,00;AAB025c038;EAA993f001;;8,00;FALSE
3826,00;AAB025c038;EAA999f001;;9,00;FALSE
3827,00;AAB025c038;EAA992f001;;10,00;FALSE
3828,00;AAB025c038;EAA994f001;;11,00;FALSE
3829,00;AAB025c038;EAB001f001;;12,00;FALSE
3830,00;AAB025c038;EAB009f001;;13,00;FALSE
3831,00;AAB025c038;EAB010f001;AAA009u001;14,00;FALSE
3832,00;AAB025c038;EAB011f001;;15,00;FALSE
3833,00;AAB028c003;AAA040f001;AAA001u001;1,00;TRUE
3834,00;AAB028c003;AAA472f001;AAA001u001;2,00;TRUE
3835,00;AAB028c003;AAB248f001;AAA001u001;3,00;TRUE
3836,00;AAB028c003;AAB249f001;;4,00;TRUE
3837,00;AAB028c003;AAB250f001;AAA001u001;5,00;TRUE
3838,00;AAB028c003;AAB257f001;;6,00;TRUE
3839,00;AAB028c003;AAB251f001;AAA017u001;7,00;TRUE
3840,00;AAB028c003;AAB252f001;AAA017u001;8,00;TRUE
3841,00;AAB028c003;AAB253f001;;9,00;FALSE
3842,00;AAB028c003;AAB254f001;AAA009u001;10,00;FALSE
3843,00;AAB028c003;AAB255f001;AAA017u001;11,00;TRUE
3844,00;AAB028c003;AAB256f001;;12,00;TRUE
3845,00;AAB028c003;AAB268f001;AAA017u001;13,00;TRUE
3846,00;AAB028c003;AAB258f001;;14,00;TRUE
3847,00;AAB028c003;AAB259f001;;15,00;TRUE
3848,00;AAB028c003;AAB260f001;AAA009u001;16,00;FALSE
3849,00;AAB028c003;AAA003f001;AAA002u001;17,00;FALSE
3850,00;AAB028c003;AAA026f001;;18,00;FALSE
3851,00;AAB028c003;AAB641f001;;19,00;FALSE
3852,00;AAB029c003;AAA040f001;AAA001u001;1,00;TRUE
3853,00;AAB029c003;AAA472f001;AAA001u001;2,00;TRUE
3854,00;AAB029c003;AAB248f001;AAA001u001;3,00;TRUE
3855,00;AAB029c003;AAB249f001;;4,00;TRUE
3856,00;AAB029c003;AAB250f001;AAA001u001;5,00;TRUE
3857,00;AAB029c003;AAB257f001;;6,00;TRUE
3858,00;AAB029c003;AAB270f001;AAA017u001;7,00;TRUE
3859,00;AAB029c003;AAB262f001;AAA017u001;8,00;TRUE
3860,00;AAB029c003;AAB269f001;AAA017u001;9,00;TRUE
3861,00;AAB029c003;AAB253f001;;10,00;FALSE
3862,00;AAB029c003;AAB254f001;AAA009u001;11,00;FALSE
3863,00;AAB029c003;AAB255f001;AAA017u001;12,00;TRUE
3864,00;AAB029c003;AAB256f001;;13,00;TRUE
3865,00;AAB029c003;AAB268f001;AAA017u001;14,00;TRUE
3866,00;AAB029c003;AAB261f001;AAA017u001;15,00;TRUE
3867,00;AAB029c003;AAB258f001;;16,00;TRUE
3868,00;AAB029c003;AAB259f001;;17,00;FALSE
3869,00;AAB029c003;AAB260f001;AAA009u001;18,00;FALSE
3870,00;AAB029c003;AAA003f001;AAA002u001;19,00;FALSE
3871,00;AAB029c003;AAB641f001;;20,00;FALSE
3872,00;AAB030c004;AAA040f001;AAA001u001;1,00;TRUE
3873,00;AAB030c004;AAA472f001;AAA001u001;2,00;TRUE
3874,00;AAB030c004;AAA031f001;AAA001u001;3,00;TRUE
3875,00;AAB030c004;AAB249f001;;4,00;TRUE
3876,00;AAB030c004;AAB250f001;AAA001u001;5,00;TRUE
3877,00;AAB030c004;AAB271f001;;6,00;TRUE
3878,00;AAB030c004;AAB272f001;;7,00;TRUE
3879,00;AAB030c004;AAB641f001;;8,00;FALSE
3880,00;AAB030c004;AAA003f001;AAA002u001;9,00;TRUE
3881,00;AAB031c004;AAB275f001;AAA001u001;1,00;TRUE
3882,00;AAB031c004;AAB274f001;AAA001u001;2,00;TRUE
3883,00;AAB031c004;AAB326f001;AAA001u001;3,00;FALSE
3884,00;AAB031c004;AAB327f001;AAA001u001;4,00;FALSE
3885,00;AAB031c004;AAB328f001;AAA001u001;5,00;FALSE
3886,00;AAB031c004;AAB273f001;AAA001u001;6,00;TRUE
3887,00;AAB031c004;AAB276f001;AAA001u001;7,00;TRUE
3888,00;AAB031c004;AAB330f001;;8,00;FALSE
3889,00;AAB031c004;AAA404f001;AAA001u001;9,00;FALSE
3890,00;AAB031c004;AAB279f001;AAA001u001;10,00;TRUE
3891,00;AAB031c004;AAB329f001;AAA017u001;11,00;FALSE
3892,00;AAB031c004;AAB331f001;;12,00;FALSE
3893,00;AAB031c004;AAA322f001;AAA001u001;13,00;TRUE
3894,00;AAB031c004;AAB277f001;AAA001u001;14,00;TRUE
3895,00;AAB031c004;AAB337f001;AAA017u001;15,00;FALSE
3896,00;AAB031c004;AAB280f001;AAA064u001;16,00;TRUE
3897,00;AAB031c004;AAB332f001;AAA001u001;17,00;FALSE
3898,00;AAB031c004;AAB278f001;AAA001u001;18,00;TRUE
3899,00;AAB031c004;AAB281f001;AAA065u001;19,00;TRUE
3900,00;AAB031c004;AAB333f001;AAA001u001;20,00;FALSE
3901,00;AAB031c004;AAB249f001;;21,00;TRUE
3902,00;AAB031c004;AAB334f001;AAA001u001;22,00;FALSE
3903,00;AAB031c004;AAB335f001;AAA001u001;23,00;FALSE
3904,00;AAB031c004;AAB250f001;AAA001u001;24,00;TRUE
3905,00;AAB031c004;AAB336f001;AAA001u001;25,00;FALSE
3906,00;AAB031c004;AAB641f001;;26,00;FALSE
3907,00;AAB031c004;AAB282f001;;27,00;TRUE
3908,00;AAB031c004;AAA003f001;AAA002u001;28,00;TRUE
3909,00;AAB034c002;AAA040f001;AAA001u001;1,00;TRUE
3910,00;AAB034c002;AAA472f001;AAA001u001;2,00;TRUE
3911,00;AAB034c002;AAA031f001;AAA001u001;3,00;TRUE
3912,00;AAB034c002;AAA379f001;AAA017u001;4,00;TRUE
3913,00;AAB034c002;AAB283f001;AAA017u001;5,00;FALSE
3914,00;AAB034c002;AAB284f001;AAA017u001;6,00;FALSE
3915,00;AAB034c002;AAB285f001;AAA022u001;7,00;TRUE
3916,00;AAB034c002;AAB286f001;;8,00;TRUE
3917,00;AAB034c002;AAB287f001;AAA014u001;9,00;TRUE
3918,00;AAB034c002;AAB288f001;AAA009u001;10,00;TRUE
3919,00;AAB034c002;AAA702f001;;11,00;TRUE
3920,00;AAB034c002;AAB641f001;;12,00;TRUE
3921,00;AAB034c002;AAA003f001;AAA009u001;13,00;TRUE
3922,00;AAB035c002;AAB289f001;AAA001u001;1,00;TRUE
3923,00;AAB035c002;AAB290f001;AAA001u001;2,00;TRUE
3924,00;AAB035c002;AAB291f001;AAA001u001;3,00;TRUE
3925,00;AAB035c002;AAA379f001;AAA017u001;4,00;TRUE
3926,00;AAB035c002;AAB292f001;;5,00;TRUE
3927,00;AAB035c002;AAB287f001;AAA014u001;6,00;TRUE
3928,00;AAB035c002;AAB284f001;AAA017u001;7,00;TRUE
3929,00;AAB035c002;AAB286f001;;8,00;TRUE
3930,00;AAB035c002;AAB288f001;AAA009u001;9,00;TRUE
3931,00;AAB035c002;AAB285f001;AAA022u001;10,00;TRUE
3932,00;AAB035c002;AAB293f001;;11,00;TRUE
3933,00;AAB035c002;AAB283f001;AAA017u001;12,00;TRUE
3934,00;AAB035c002;AAB294f001;;13,00;FALSE
3935,00;AAB035c002;AAB295f001;AAA009u001;14,00;TRUE
3936,00;AAB035c002;AAB296f001;;15,00;TRUE
3937,00;AAB035c002;AAA702f001;;16,00;TRUE
3938,00;AAB035c002;AAA358f001;;17,00;FALSE
3939,00;AAB035c002;AAA003f001;AAA009u001;18,00;TRUE
3940,00;AAB036c002;AAA040f001;AAA001u001;1,00;TRUE
3941,00;AAB036c002;AAA472f001;AAA001u001;2,00;TRUE
3942,00;AAB036c002;AAA031f001;AAA001u001;3,00;TRUE
3943,00;AAB036c002;AAA379f001;AAA017u001;4,00;TRUE
3944,00;AAB036c002;AAB283f001;AAA017u001;5,00;FALSE
3945,00;AAB036c002;AAB284f001;AAA017u001;6,00;FALSE
3946,00;AAB036c002;AAB285f001;AAA022u001;7,00;TRUE
3947,00;AAB036c002;AAB286f001;;8,00;TRUE
3948,00;AAB036c002;AAB287f001;AAA014u001;9,00;TRUE
3949,00;AAB036c002;AAB288f001;AAA009u001;10,00;TRUE
3950,00;AAB036c002;AAA702f001;;11,00;TRUE
3951,00;AAB036c002;AAB641f001;;12,00;TRUE
3952,00;AAB036c002;AAA003f001;AAA009u001;13,00;TRUE
3953,00;AAB037c003;AAA040f001;AAA001u001;1,00;TRUE
3954,00;AAB037c003;AAA472f001;AAA001u001;2,00;TRUE
3955,00;AAB037c003;AAA031f001;AAA001u001;3,00;TRUE
3956,00;AAB037c003;AAA379f001;AAA017u001;4,00;TRUE
3957,00;AAB037c003;AAB297f001;AAA017u001;5,00;TRUE
3958,00;AAB037c003;AAB285f001;AAA022u001;6,00;TRUE
3959,00;AAB037c003;AAB298f001;AAA061u001;7,00;TRUE
3960,00;AAB037c003;AAB286f001;;8,00;TRUE
3961,00;AAB037c003;AAB299f001;;9,00;TRUE
3962,00;AAB037c003;AAB287f001;AAA014u001;10,00;TRUE
3963,00;AAB037c003;AAB641f001;;11,00;TRUE
3964,00;AAB037c003;AAA003f001;AAA009u001;12,00;TRUE
3965,00;AAB037c003;AAB300f001;AAA001u001;13,00;TRUE
3966,00;AAB037c003;AAA702f001;;14,00;TRUE
3967,00;AAB038c002;AAA040f001;AAA001u001;1,00;TRUE
3968,00;AAB038c002;AAA472f001;AAA001u001;2,00;TRUE
3969,00;AAB038c002;AAA031f001;AAA001u001;3,00;TRUE
3970,00;AAB038c002;AAB301f001;AAA001u001;4,00;TRUE
3971,00;AAB038c002;AAA379f001;AAA017u001;5,00;TRUE
3972,00;AAB038c002;AAB302f001;;6,00;TRUE
3973,00;AAB038c002;AAB303f001;AAA001u001;7,00;FALSE
3974,00;AAB038c002;AAB284f001;AAA017u001;8,00;TRUE
3975,00;AAB038c002;AAB252f001;AAA017u001;9,00;TRUE
3976,00;AAB038c002;AAB304f001;AAA017u001;10,00;TRUE
3977,00;AAB038c002;AAB305f001;AAA001u001;11,00;FALSE
3978,00;AAB038c002;AAB306f001;AAA066u001;12,00;FALSE
3979,00;AAB038c002;AAB307f001;;13,00;TRUE
3980,00;AAB038c002;AAB308f001;AAA066u001;14,00;FALSE
3981,00;AAB038c002;AAB309f001;AAA036u001;15,00;FALSE
3982,00;AAB038c002;AAB310f001;AAA036u001;16,00;FALSE
3983,00;AAB038c002;AAB286f001;;17,00;TRUE
3984,00;AAB038c002;AAB287f001;AAA014u001;18,00;TRUE
3985,00;AAB038c002;AAB641f001;;19,00;TRUE
3986,00;AAB038c002;AAA003f001;AAA009u001;20,00;TRUE
3987,00;AAB038c002;AAA702f001;;21,00;TRUE
3988,00;AAB039c003;AAA040f001;AAA001u001;1,00;TRUE
3989,00;AAB039c003;AAA472f001;AAA001u001;2,00;TRUE
3990,00;AAB039c003;AAA031f001;AAA001u001;3,00;TRUE
3991,00;AAB039c003;AAA379f001;AAA017u001;4,00;TRUE
3992,00;AAB039c003;AAB312f001;AAA017u001;5,00;TRUE
3993,00;AAB039c003;AAB295f001;AAA009u001;6,00;TRUE
3994,00;AAB039c003;AAB641f001;;7,00;TRUE
3995,00;AAB039c003;AAA003f001;AAA009u001;8,00;TRUE
3996,00;AAB040c002;AAA040f001;AAA001u001;1,00;TRUE
3997,00;AAB040c002;AAA472f001;AAA001u001;2,00;TRUE
3998,00;AAB040c002;AAA031f001;AAA001u001;3,00;TRUE
3999,00;AAB040c002;AAA379f001;AAA017u001;4,00;TRUE
4000,00;AAB040c002;AAB284f001;AAA017u001;5,00;TRUE
4001,00;AAB040c002;AAB288f001;AAA009u001;6,00;TRUE
4002,00;AAB040c002;AAB285f001;AAA022u001;7,00;TRUE
4003,00;AAB040c002;AAB313f001;AAA001u001;8,00;TRUE
4004,00;AAB040c002;AAB641f001;;9,00;TRUE
4005,00;AAB040c002;AAA003f001;AAA009u001;10,00;TRUE
4006,00;AAB041c002;AAA040f001;AAA001u001;1,00;TRUE
4007,00;AAB041c002;AAA472f001;AAA001u001;2,00;TRUE
4008,00;AAB041c002;AAA031f001;AAA001u001;3,00;FALSE
4009,00;AAB041c002;AAA379f001;AAA017u001;4,00;TRUE
4010,00;AAB041c002;AAB284f001;AAA017u001;5,00;TRUE
4011,00;AAB041c002;AAB288f001;AAA009u001;6,00;TRUE
4012,00;AAB041c002;AAB285f001;AAA022u001;7,00;TRUE
4013,00;AAB041c002;AAB641f001;;8,00;TRUE
4014,00;AAB041c002;AAB314f001;;9,00;TRUE
4015,00;AAB041c002;AAA003f001;AAA009u001;10,00;TRUE
4016,00;AAB042c003;AAA040f001;AAA001u001;1,00;TRUE
4017,00;AAB042c003;AAA472f001;AAA001u001;2,00;TRUE
4018,00;AAB042c003;AAA031f001;AAA001u001;3,00;TRUE
4019,00;AAB042c003;AAA379f001;AAA017u001;4,00;TRUE
4020,00;AAB042c003;AAB315f001;AAA017u001;5,00;TRUE
4021,00;AAB042c003;AAB305f001;AAA001u001;6,00;FALSE
4022,00;AAB042c003;AAB306f001;AAA066u001;7,00;FALSE
4023,00;AAB042c003;AAB316f001;AAA066u001;8,00;FALSE
4024,00;AAB042c003;AAB317f001;AAA036u001;9,00;FALSE
4025,00;AAB042c003;AAB318f001;AAA017u001;10,00;TRUE
4026,00;AAB042c003;AAB319f001;;11,00;TRUE
4027,00;AAB042c003;AAB641f001;;12,00;TRUE
4028,00;AAB042c003;AAA003f001;AAA009u001;13,00;TRUE
4029,00;AAB042c003;AAA702f001;;14,00;TRUE
4030,00;AAB043c002;AAA040f001;AAA001u001;1,00;TRUE
4031,00;AAB043c002;AAA472f001;AAA001u001;2,00;TRUE
4032,00;AAB043c002;AAA031f001;AAA001u001;3,00;TRUE
4033,00;AAB043c002;AAA379f001;AAA017u001;4,00;TRUE
4034,00;AAB043c002;AAB315f001;AAA017u001;5,00;TRUE
4035,00;AAB043c002;AAB305f001;AAA001u001;6,00;FALSE
4036,00;AAB043c002;AAB306f001;AAA066u001;7,00;FALSE
4037,00;AAB043c002;AAB317f001;AAA036u001;8,00;FALSE
4038,00;AAB043c002;AAB318f001;AAA017u001;9,00;TRUE
4039,00;AAB043c002;AAB319f001;;10,00;TRUE
4040,00;AAB043c002;AAB641f001;;11,00;TRUE
4041,00;AAB043c002;AAA003f001;AAA009u001;12,00;TRUE
4042,00;AAB043c002;AAA702f001;;13,00;TRUE
4043,00;AAB044c003;AAA040f001;AAA001u001;1,00;TRUE
4044,00;AAB044c003;AAA472f001;AAA001u001;2,00;TRUE
4045,00;AAB044c003;AAA031f001;AAA001u001;3,00;TRUE
4046,00;AAB044c003;AAA379f001;AAA017u001;4,00;TRUE
4047,00;AAB044c003;AAB315f001;AAA017u001;5,00;TRUE
4048,00;AAB044c003;AAB321f001;;6,00;TRUE
4049,00;AAB044c003;AAB318f001;AAA017u001;7,00;TRUE
4050,00;AAB044c003;AAB641f001;;8,00;TRUE
4051,00;AAB044c003;AAA003f001;AAA009u001;9,00;TRUE
4052,00;AAB044c003;AAA702f001;;10,00;TRUE
4053,00;AAB045c002;AAA040f001;AAA001u001;1,00;TRUE
4054,00;AAB045c002;AAA472f001;AAA001u001;2,00;TRUE
4055,00;AAB045c002;AAA031f001;AAA001u001;3,00;TRUE
4056,00;AAB045c002;AAB315f001;AAA017u001;4,00;TRUE
4057,00;AAB045c002;AAB322f001;;5,00;FALSE
4058,00;AAB045c002;AAB641f001;;6,00;TRUE
4059,00;AAB045c002;AAA003f001;AAA009u001;7,00;TRUE
4060,00;AAB045c002;AAB323f001;;8,00;TRUE
4061,00;AAB046c003;AAA040f001;AAA001u001;1,00;TRUE
4062,00;AAB046c003;AAA472f001;AAA001u001;2,00;TRUE
4063,00;AAB046c003;AAA031f001;AAA001u001;3,00;TRUE
4064,00;AAB046c003;AAB315f001;AAA017u001;4,00;TRUE
4065,00;AAB046c003;AAA003f001;AAA009u001;5,00;TRUE
4066,00;AAB046c003;AAB322f001;;6,00;TRUE
4067,00;AAB046c003;AAB324f001;;7,00;TRUE
4068,00;AAB048c002;AAA177f001;;1,00;TRUE
4069,00;AAB048c002;AAA702f001;;2,00;TRUE
4070,00;AAB048c002;AAB339f001;AAA001u001;3,00;FALSE
4071,00;AAB048c002;AAB601f001;AAA001u001;4,00;TRUE
4072,00;AAB048c002;AAB219f001;AAA009u001;5,00;TRUE
4073,00;AAB048c002;AAB222f001;;6,00;TRUE
4074,00;AAB048c002;AAB641f001;;7,00;FALSE
4075,00;AAB049c002;AAA002f001;AAA001u001;1,00;TRUE
4076,00;AAB049c002;AAA040f001;AAA001u001;2,00;TRUE
4077,00;AAB049c002;AAA031f001;AAA001u001;3,00;TRUE
4078,00;AAB049c002;AAB236f001;AAA001u001;4,00;TRUE
4079,00;AAB049c002;AAB222f001;;5,00;TRUE
4080,00;AAB049c002;AAB641f001;;6,00;TRUE
4081,00;AAB049c002;AAB237f001;AAA009u001;7,00;TRUE
4082,00;AAB049c002;AAB238f001;AAA009u001;8,00;TRUE
4083,00;AAB050c002;AAB230f001;AAA001u001;1,00;TRUE
4084,00;AAB050c002;AAB231f001;AAA001u001;2,00;TRUE
4085,00;AAB050c002;AAB222f001;;3,00;TRUE
4086,00;AAB050c002;AAB641f001;;4,00;TRUE
4087,00;AAB050c002;AAB225f001;;5,00;TRUE
4088,00;AAB051c003;AAA177f001;;1,00;TRUE
4089,00;AAB051c003;AAA702f001;;2,00;TRUE
4090,00;AAB051c003;AAB341f001;AAA001u001;3,00;TRUE
4091,00;AAB051c003;AAB342f001;AAA001u001;4,00;TRUE
4092,00;AAB051c003;AAB601f001;AAA001u001;5,00;TRUE
4093,00;AAB051c003;AAB219f001;AAA009u001;6,00;TRUE
