KlasseMerkmal_Nr;Klasse_ID;Merkmal_IDs;Einheit_ID;Sortier_Nr;Mussmerkmal
1,00;AAA000c004;AAA002f001;AAA001u001;1,00;TRUE
2,00;AAA000c004;AAD148f001;;2,00;TRUE
3,00;AAA000c004;AAD149f001;;3,00;TRUE
4,00;AAA000c004;AAD146f001;AAA003u001;4,00;TRUE
5,00;AAA000c004;AAD147f001;AAA003u001;5,00;TRUE
6,00;AAA000c004;AAB322f001;;6,00;TRUE
7,00;AAA000c004;AAD139f001;;7,00;TRUE
8,00;AAA000c004;AAD140f001;;8,00;TRUE
9,00;AAA000c004;AAD144f001;;9,00;FALSE
10,00;AAA000c004;AAA000f001;;10,00;TRUE
11,00;AAA000c004;AAA003f001;AAA002u001;11,00;TRUE
12,00;AAA002c003;AAA002f001;AAA001u001;1,00;TRUE
13,00;AAA002c003;AAD146f001;AAA003u001;2,00;TRUE
14,00;AAA002c003;AAD147f001;AAA003u001;3,00;TRUE
15,00;AAA002c003;AAB322f001;;4,00;TRUE
16,00;AAA002c003;AAD139f001;;5,00;TRUE
17,00;AAA002c003;AAD140f001;;6,00;TRUE
18,00;AAA002c003;AAD144f001;;7,00;FALSE
19,00;AAA002c003;AAA000f001;;8,00;TRUE
20,00;AAA002c003;AAA003f001;AAA002u001;9,00;TRUE
21,00;AAA004c004;AAA702f001;;1,00;TRUE
22,00;AAA004c004;AAA002f001;AAA001u001;2,00;TRUE
23,00;AAA004c004;AAB322f001;;3,00;TRUE
24,00;AAA004c004;AAD139f001;;4,00;TRUE
25,00;AAA004c004;AAA833f001;;5,00;TRUE
26,00;AAA004c004;AAD140f001;;6,00;TRUE
27,00;AAA004c004;AAD144f001;;7,00;TRUE
28,00;AAA004c004;AAA000f001;;8,00;TRUE
29,00;AAA004c004;AAB181f001;;9,00;FALSE
30,00;AAA004c004;AAA003f001;AAA002u001;10,00;TRUE
31,00;AAA005c004;AAA702f001;;1,00;TRUE
32,00;AAA005c004;AAA002f001;AAA001u001;2,00;TRUE
33,00;AAA005c004;AAB322f001;;3,00;TRUE
34,00;AAA005c004;AAD139f001;;4,00;TRUE
35,00;AAA005c004;AAA833f001;;5,00;TRUE
36,00;AAA005c004;AAD140f001;;6,00;TRUE
37,00;AAA005c004;AAD144f001;;7,00;FALSE
38,00;AAA005c004;AAA000f001;;8,00;TRUE
39,00;AAA005c004;AAB181f001;;9,00;FALSE
40,00;AAA005c004;AAA003f001;AAA002u001;10,00;TRUE
41,00;AAA010c003;AAA702f001;;1,00;TRUE
42,00;AAA010c003;AAA002f001;AAA001u001;2,00;TRUE
43,00;AAA010c003;AAB322f001;;3,00;TRUE
44,00;AAA010c003;AAD139f001;;4,00;TRUE
45,00;AAA010c003;AAA833f001;;5,00;TRUE
46,00;AAA010c003;AAD144f001;;6,00;FALSE
47,00;AAA010c003;AAA000f001;;7,00;TRUE
48,00;AAA010c003;AAB181f001;;8,00;FALSE
49,00;AAA010c003;AAA003f001;AAA002u001;9,00;TRUE
50,00;AAA017c016;AAA019f001;;1,00;TRUE
51,00;AAA017c016;AAA026f001;;2,00;TRUE
52,00;AAA017c016;AAA025f001;AAA001u001;3,00;TRUE
53,00;AAA017c016;AAA024f001;AAA001u001;4,00;TRUE
54,00;AAA017c016;AAA605f001;AAA013u001;5,00;FALSE
55,00;AAA018c002;AAA606f001;AAA013u001;1,00;FALSE
56,00;AAA018c002;AAA605f001;AAA013u001;2,00;FALSE
57,00;AAA018c002;AAA028f001;;3,00;TRUE
58,00;AAA018c002;AAA029f001;;4,00;TRUE
59,00;AAA018c002;AAA032f001;AAA001u001;5,00;TRUE
60,00;AAA018c002;AAA030f001;AAA001u001;6,00;TRUE
61,00;AAA018c002;AAA031f001;AAA001u001;7,00;TRUE
62,00;AAA019c023;AAA606f001;AAA013u001;1,00;FALSE
63,00;AAA019c023;AAA605f001;AAA013u001;2,00;FALSE
64,00;AAA019c023;AAA028f001;;3,00;TRUE
65,00;AAA019c023;AAA029f001;;4,00;TRUE
66,00;AAA019c023;AAA024f001;AAA001u001;5,00;FALSE
67,00;AAA019c023;AAA025f001;AAA001u001;6,00;TRUE
68,00;AAA019c023;AAA019f001;;7,00;TRUE
69,00;AAA019c023;AAA026f001;;8,00;TRUE
70,00;AAA019c023;AAA033f001;;9,00;TRUE
71,00;AAA020c006;AAA605f001;AAA013u001;1,00;FALSE
72,00;AAA020c006;AAA028f001;;2,00;TRUE
73,00;AAA020c006;AAA029f001;;3,00;TRUE
74,00;AAA020c006;AAA025f001;AAA001u001;4,00;TRUE
75,00;AAA020c006;AAA033f001;;5,00;TRUE
76,00;AAA020c006;AAA035f001;;6,00;TRUE
77,00;AAA022c006;AAA025f001;AAA001u001;1,00;TRUE
78,00;AAA022c006;AAB597f001;AAA008u001;2,00;FALSE
79,00;AAA022c006;AAA038f001;;3,00;TRUE
80,00;AAA022c006;AAA030f001;AAA001u001;4,00;TRUE
81,00;AAA023c028;AAA028f001;;1,00;TRUE
82,00;AAA023c028;AAA029f001;;2,00;FALSE
83,00;AAA023c028;AAA025f001;AAA001u001;3,00;TRUE
84,00;AAA023c028;AAA041f001;;4,00;TRUE
85,00;AAA023c028;AAA039f001;;5,00;FALSE
86,00;AAA023c028;EAA980f001;;6,00;FALSE
87,00;AAA024c004;AAA025f001;AAA001u001;1,00;TRUE
88,00;AAA024c004;AAA030f001;AAA001u001;2,00;FALSE
89,00;AAA024c004;AAB597f001;AAA008u001;3,00;FALSE
90,00;AAA025c003;AAA028f001;;1,00;TRUE
91,00;AAA025c003;AAA029f001;;2,00;FALSE
92,00;AAA025c003;AAA019f001;;3,00;TRUE
93,00;AAA025c003;AAA002f001;AAA001u001;4,00;TRUE
94,00;AAA025c003;AAA031f001;AAA001u001;5,00;TRUE
95,00;AAA025c003;AAA040f001;AAA001u001;6,00;TRUE
96,00;AAA026c013;AAA028f001;;1,00;TRUE
97,00;AAA026c013;AAA029f001;;2,00;TRUE
98,00;AAA026c013;AAA041f001;;3,00;TRUE
99,00;AAA026c013;AAA042f001;;4,00;FALSE
100,00;AAA026c013;AAA002f001;AAA001u001;5,00;FALSE
101,00;AAA026c013;AAA040f001;AAA001u001;6,00;TRUE
102,00;AAA026c013;AAC510f001;AAA001u001;7,00;TRUE
103,00;AAA026c013;AAA541f001;;8,00;TRUE
104,00;AAA027c019;AAA028f001;;1,00;TRUE
105,00;AAA027c019;AAA029f001;;2,00;TRUE
106,00;AAA027c019;AAA019f001;;3,00;TRUE
107,00;AAA027c019;AAA041f001;;4,00;TRUE
108,00;AAA027c019;AAA042f001;;5,00;FALSE
109,00;AAA027c019;AAA239f001;;6,00;FALSE
110,00;AAA027c019;AAA002f001;AAA001u001;7,00;FALSE
111,00;AAA027c019;AAA040f001;AAA001u001;8,00;FALSE
112,00;AAA027c019;AAA032f001;AAA001u001;9,00;FALSE
113,00;AAA027c019;EAC340f001;;10,00;TRUE
114,00;AAA027c019;EAC341f001;;11,00;TRUE
115,00;AAA027c019;EAC352f001;;12,00;TRUE
116,00;AAA028c010;AAA028f001;;1,00;TRUE
117,00;AAA028c010;AAA605f001;AAA013u001;2,00;FALSE
118,00;AAA028c010;AAA029f001;;3,00;TRUE
119,00;AAA028c010;AAA025f001;AAA001u001;4,00;FALSE
120,00;AAA028c010;AAA024f001;AAA001u001;5,00;FALSE
121,00;AAA028c010;AAA040f001;AAA001u001;6,00;TRUE
122,00;AAA028c010;AAA030f001;AAA001u001;7,00;TRUE
123,00;AAA031c098;AAA030f001;AAA001u001;1,00;FALSE
124,00;AAA031c098;AAA607f001;;2,00;TRUE
125,00;AAA031c098;AAA028f001;;3,00;TRUE
126,00;AAA031c098;AAA045f001;AAA013u001;4,00;FALSE
127,00;AAA031c098;AAA044f001;AAA001u001;5,00;TRUE
128,00;AAA031c098;AAC889f001;AAA001u001;6,00;TRUE
129,00;AAA031c098;AAA241f001;;7,00;FALSE
130,00;AAA031c098;EAA981f001;;8,00;FALSE
131,00;AAA032c025;AAA028f001;;1,00;TRUE
132,00;AAA032c025;AAA019f001;;2,00;TRUE
133,00;AAA032c025;AAA033f001;;3,00;TRUE
134,00;AAA032c025;AAA025f001;AAA001u001;4,00;TRUE
135,00;AAA032c025;AAA605f001;AAA013u001;5,00;FALSE
136,00;AAA032c025;AAB211f001;;6,00;TRUE
137,00;AAA032c025;EAA982f001;AAA001u001;7,00;FALSE
138,00;AAA033c002;AAA046f001;;1,00;TRUE
139,00;AAA033c002;AAA047f001;AAA002u001;2,00;TRUE
140,00;AAA034c003;AAA047f001;AAA002u001;1,00;TRUE
141,00;AAA034c003;AAA050f001;;2,00;TRUE
142,00;AAA034c003;AAA048f001;;3,00;TRUE
143,00;AAA035c002;AAA048f001;;1,00;TRUE
144,00;AAA035c002;AAA002f001;AAA001u001;2,00;TRUE
145,00;AAA035c002;AAA040f001;AAA001u001;3,00;TRUE
146,00;AAA035c002;AAA031f001;AAA001u001;4,00;TRUE
147,00;AAA036c064;AAA028f001;;1,00;TRUE
148,00;AAA036c064;AAA019f001;;2,00;TRUE
149,00;AAA036c064;AAA025f001;AAA001u001;3,00;TRUE
150,00;AAA036c064;AAA026f001;;4,00;TRUE
151,00;AAA036c064;AAA033f001;;5,00;TRUE
152,00;AAA036c064;AAA040f001;AAA001u001;6,00;FALSE
153,00;AAA036c064;AAA241f001;;7,00;TRUE
154,00;AAA036c064;AAA605f001;AAA013u001;8,00;FALSE
155,00;AAA036c064;AAB211f001;;9,00;TRUE
156,00;AAA036c064;EAA983f001;;10,00;FALSE
157,00;AAA037c003;AAA028f001;;1,00;TRUE
158,00;AAA037c003;AAA178f001;AAA001u001;2,00;TRUE
159,00;AAA037c003;AAA030f001;AAA001u001;3,00;TRUE
160,00;AAA037c003;AAA284f001;AAA001u001;4,00;TRUE
161,00;AAA037c003;AAA051f001;;5,00;TRUE
162,00;AAA037c003;AAA608f001;;6,00;TRUE
163,00;AAA037c003;AAA029f001;;7,00;TRUE
164,00;AAA038c003;AAA032f001;AAA001u001;1,00;TRUE
165,00;AAA038c003;AAA541f001;;2,00;FALSE
166,00;AAA038c003;AAA752f001;AAA001u001;3,00;TRUE
167,00;AAA038c003;AAA702f001;;4,00;TRUE
168,00;AAA038c003;AAA000f001;;5,00;TRUE
169,00;AAA111c002;AAA541f001;;1,00;FALSE
170,00;AAA111c002;AAA179f001;;2,00;FALSE
171,00;AAA111c002;AAA282f001;AAA001u001;3,00;FALSE
172,00;AAA111c002;AAA175f001;;4,00;TRUE
173,00;AAA111c002;AAA757f001;;5,00;FALSE
174,00;AAA111c002;AAA151f001;AAA001u001;6,00;TRUE
175,00;AAA111c002;AAA152f001;AAA001u001;7,00;TRUE
176,00;AAA111c002;AAA000f001;;8,00;FALSE
177,00;AAA112c003;AAA282f001;AAA001u001;1,00;TRUE
178,00;AAA112c003;AAA180f001;;2,00;TRUE
179,00;AAA112c003;AAB222f001;;3,00;TRUE
180,00;AAA112c003;AAA181f001;;4,00;TRUE
181,00;AAA112c003;AAA152f001;AAA001u001;5,00;TRUE
182,00;AAA112c003;AAA151f001;AAA001u001;6,00;TRUE
183,00;AAA112c003;AAA000f001;;7,00;TRUE
184,00;AAA112c003;AAA179f001;;8,00;TRUE
185,00;AAA112c003;AAA175f001;;9,00;TRUE
186,00;AAA113c003;AAA152f001;AAA001u001;1,00;TRUE
187,00;AAA113c003;AAA151f001;AAA001u001;2,00;TRUE
188,00;AAA113c003;AAA175f001;;3,00;TRUE
189,00;AAA113c003;AAA177f001;;4,00;TRUE
190,00;AAA113c003;AAA180f001;;5,00;TRUE
191,00;AAA113c003;AAA183f001;;6,00;TRUE
192,00;AAA113c003;AAA179f001;;7,00;TRUE
193,00;AAA113c003;AAA282f001;AAA001u001;8,00;TRUE
194,00;AAA113c003;AAA182f001;;9,00;TRUE
195,00;AAA113c003;AAA000f001;;10,00;FALSE
196,00;AAA114c003;AAA000f001;;1,00;TRUE
197,00;AAA114c003;AAB222f001;;2,00;TRUE
198,00;AAA114c003;AAA282f001;AAA001u001;3,00;TRUE
199,00;AAA114c003;AAA192f001;;4,00;TRUE
200,00;AAA114c003;AAA152f001;AAA001u001;5,00;TRUE
201,00;AAA114c003;AAA151f001;AAA001u001;6,00;TRUE
202,00;AAA114c003;AAA184f001;;7,00;TRUE
203,00;AAA115c003;AAA000f001;;1,00;TRUE
204,00;AAA115c003;AAB222f001;;2,00;TRUE
205,00;AAA115c003;AAC583f001;;3,00;TRUE
206,00;AAA115c003;AAA282f001;AAA001u001;4,00;TRUE
207,00;AAA115c003;AAA152f001;AAA001u001;5,00;TRUE
208,00;AAA115c003;AAA151f001;AAA001u001;6,00;TRUE
209,00;AAA115c003;AAA184f001;;7,00;TRUE
210,00;AAA116c003;AAA000f001;;1,00;FALSE
211,00;AAA116c003;AAA282f001;AAA001u001;2,00;FALSE
212,00;AAA116c003;AAA152f001;AAA001u001;3,00;FALSE
213,00;AAA116c003;AAA151f001;AAA001u001;4,00;FALSE
214,00;AAA116c003;AAA184f001;;5,00;FALSE
215,00;AAA116c003;AAA185f001;;6,00;FALSE
216,00;AAA116c003;AAA702f001;;7,00;TRUE
217,00;AAA117c003;AAA188f001;;1,00;FALSE
218,00;AAA117c003;AAA702f001;;2,00;TRUE
219,00;AAA117c003;AAB597f001;AAA008u001;3,00;FALSE
220,00;AAA117c003;AAA179f001;;4,00;FALSE
221,00;AAA117c003;AAA288f001;;5,00;FALSE
222,00;AAA117c003;AAA002f001;AAA001u001;6,00;FALSE
223,00;AAA117c003;AAA187f001;;7,00;FALSE
224,00;AAA117c003;AAA184f001;;8,00;FALSE
225,00;AAA117c003;AAA189f001;;9,00;FALSE
226,00;AAA117c003;AAA186f001;;10,00;FALSE
227,00;AAA117c003;AAA000f001;;11,00;FALSE
228,00;AAA119c003;AAA191f001;;1,00;TRUE
229,00;AAA119c003;AAA201f001;AAA001u001;2,00;TRUE
230,00;AAA119c003;AAA198f001;AAA001u001;3,00;TRUE
231,00;AAA119c003;AAA202f001;AAA001u001;4,00;TRUE
232,00;AAA119c003;AAA190f001;AAA001u001;5,00;TRUE
233,00;AAA119c003;AAA192f001;;6,00;TRUE
234,00;AAA119c003;AAB597f001;AAA008u001;7,00;TRUE
235,00;AAA119c003;AAA000f001;;8,00;TRUE
236,00;AAA119c003;AAA702f001;;9,00;TRUE
237,00;AAA120c003;AAA198f001;AAA001u001;1,00;TRUE
238,00;AAA120c003;AAA192f001;;2,00;TRUE
239,00;AAA120c003;AAA000f001;;3,00;TRUE
240,00;AAA120c003;AAB597f001;AAA008u001;4,00;TRUE
241,00;AAA120c003;AAA191f001;;5,00;TRUE
242,00;AAA120c003;AAA032f001;AAA001u001;6,00;TRUE
243,00;AAA120c003;AAA190f001;AAA001u001;7,00;TRUE
244,00;AAA121c003;AAA000f001;;1,00;TRUE
245,00;AAA121c003;AAA035f001;;2,00;TRUE
246,00;AAA121c003;AAA547f001;AAA046u001;3,00;TRUE
247,00;AAA121c003;AAA002f001;AAA001u001;4,00;TRUE
248,00;AAA121c003;AAA545f001;AAA001u001;5,00;TRUE
249,00;AAA121c003;AAA032f001;AAA001u001;6,00;TRUE
250,00;AAA121c003;AAA541f001;;7,00;TRUE
251,00;AAA121c003;AAA192f001;;8,00;TRUE
252,00;AAA121c003;AAA026f001;;9,00;TRUE
253,00;AAA121c003;AAA019f001;;10,00;TRUE
254,00;AAA121c003;AAA194f001;;11,00;TRUE
255,00;AAA121c003;AAA193f001;AAA017u001;12,00;TRUE
256,00;AAA121c003;AAA147f001;AAA001u001;13,00;TRUE
257,00;AAA121c003;AAA195f001;;14,00;TRUE
258,00;AAA122c003;AAA032f001;AAA001u001;1,00;TRUE
259,00;AAA122c003;AAA175f001;;2,00;TRUE
260,00;AAA122c003;AAA002f001;AAA001u001;3,00;TRUE
261,00;AAA122c003;AAA546f001;;4,00;TRUE
262,00;AAA122c003;AAA702f001;;5,00;TRUE
263,00;AAA123c002;AAB223f001;;1,00;TRUE
264,00;AAA123c002;AAA026f001;;2,00;TRUE
265,00;AAA123c002;AAB222f001;;3,00;TRUE
266,00;AAA123c002;EAB011f001;;4,00;FALSE
267,00;AAA123c002;AAA003f001;AAA009u001;5,00;TRUE
268,00;AAA123c002;AAA035f001;;6,00;TRUE
269,00;AAA124c002;AAA208f001;AAA001u001;1,00;TRUE
270,00;AAA124c002;AAA525f001;AAA001u001;2,00;TRUE
271,00;AAA124c002;AAA350f001;AAA038u001;3,00;TRUE
272,00;AAA125c002;AAA196f001;;1,00;FALSE
273,00;AAA126c002;AAB116f001;;1,00;TRUE
274,00;AAA126c002;AAA000f001;;2,00;TRUE
275,00;AAA126c002;AAB597f001;AAA008u001;3,00;TRUE
276,00;AAA127c003;AAA000f001;;1,00;FALSE
277,00;AAA127c003;AAA202f001;AAA001u001;2,00;FALSE
278,00;AAA127c003;AAB597f001;AAA008u001;3,00;FALSE
279,00;AAA127c003;AAA201f001;AAA001u001;4,00;FALSE
280,00;AAA127c003;AAA191f001;;5,00;FALSE
281,00;AAA127c003;AAA192f001;;6,00;FALSE
282,00;AAA127c003;AAA190f001;AAA001u001;7,00;FALSE
283,00;AAA127c003;AAA198f001;AAA001u001;8,00;FALSE
284,00;AAA127c003;AAA702f001;;9,00;TRUE
285,00;AAA128c003;AAA753f001;AAA001u001;1,00;TRUE
286,00;AAA129c002;AAA294f001;AAA001u001;1,00;TRUE
287,00;AAA129c002;AAA702f001;;2,00;TRUE
288,00;AAA129c002;AAA000f001;;3,00;TRUE
289,00;AAA130c003;AAA000f001;;1,00;TRUE
290,00;AAA130c003;AAA702f001;;2,00;TRUE
291,00;AAA130c003;AAA752f001;AAA001u001;3,00;TRUE
292,00;AAA130c003;AAA541f001;;4,00;FALSE
293,00;AAA130c003;AAA032f001;AAA001u001;5,00;TRUE
294,00;AAA131c002;AAA000f001;;1,00;FALSE
295,00;AAA131c002;AAA198f001;AAA001u001;2,00;FALSE
296,00;AAA131c002;AAA702f001;;3,00;TRUE
297,00;AAA132c003;AAB604f001;AAA001u001;1,00;TRUE
298,00;AAA132c003;AAA541f001;;2,00;FALSE
299,00;AAA132c003;AAA702f001;;3,00;TRUE
300,00;AAA132c003;AAA000f001;;4,00;TRUE
301,00;AAA133c002;AAA541f001;;1,00;FALSE
302,00;AAA133c002;AAA748f001;AAA001u001;2,00;TRUE
303,00;AAA133c002;AAA702f001;;3,00;FALSE
304,00;AAA133c002;AAA000f001;;4,00;FALSE
305,00;AAA134c003;AAA345f001;AAA001u001;1,00;FALSE
306,00;AAA134c003;AAA541f001;;2,00;FALSE
307,00;AAA134c003;AAB112f001;;3,00;TRUE
308,00;AAA134c003;AAC575f001;;4,00;TRUE
309,00;AAA135c003;AAA000f001;;1,00;FALSE
310,00;AAA135c003;AAA702f001;;2,00;TRUE
311,00;AAA135c003;AAA345f001;AAA001u001;3,00;TRUE
312,00;AAA135c003;AAA541f001;;4,00;FALSE
313,00;AAA136c003;AAA201f001;AAA001u001;1,00;TRUE
314,00;AAA136c003;AAA202f001;AAA001u001;2,00;TRUE
315,00;AAA136c003;AAA200f001;;3,00;TRUE
316,00;AAA136c003;AAB597f001;AAA008u001;4,00;TRUE
317,00;AAA136c003;AAA000f001;;5,00;TRUE
318,00;AAA136c003;AAA190f001;AAA001u001;6,00;TRUE
319,00;AAA136c003;AAA198f001;AAA001u001;7,00;TRUE
320,00;AAA136c003;AAA192f001;;8,00;TRUE
321,00;AAA137c002;AAB117f001;;1,00;TRUE
322,00;AAA137c002;AAA000f001;;2,00;FALSE
323,00;AAA137c002;AAA754f001;AAA001u001;3,00;TRUE
324,00;AAA137c002;AAA282f001;AAA001u001;4,00;TRUE
325,00;AAA138c003;AAA541f001;;1,00;TRUE
326,00;AAA138c003;AAA294f001;AAA001u001;2,00;TRUE
327,00;AAA138c003;AAA702f001;;3,00;TRUE
328,00;AAA138c003;AAA000f001;;4,00;FALSE
329,00;AAA139c003;AAA000f001;;1,00;FALSE
330,00;AAA139c003;AAA198f001;AAA001u001;2,00;FALSE
331,00;AAA139c003;AAA190f001;AAA001u001;3,00;FALSE
332,00;AAA139c003;AAA202f001;AAA001u001;4,00;FALSE
333,00;AAA139c003;AAA201f001;AAA001u001;5,00;FALSE
334,00;AAA139c003;AAB597f001;AAA008u001;6,00;FALSE
335,00;AAA139c003;AAA702f001;;7,00;TRUE
336,00;AAA139c003;AAA203f001;AAA001u001;8,00;FALSE
337,00;AAA139c003;AAA207f001;;9,00;FALSE
338,00;AAA140c002;AAB111f001;;1,00;TRUE
339,00;AAA140c002;AAA748f001;AAA001u001;2,00;TRUE
340,00;AAA141c003;AAA208f001;AAA001u001;1,00;FALSE
341,00;AAA141c003;AAA748f001;AAA001u001;2,00;TRUE
342,00;AAA142c003;AAA000f001;;1,00;FALSE
343,00;AAA142c003;AAA190f001;AAA001u001;2,00;TRUE
344,00;AAA142c003;AAA753f001;AAA001u001;3,00;TRUE
345,00;AAA143c003;AAA753f001;AAA001u001;1,00;TRUE
346,00;AAA143c003;AAA190f001;AAA001u001;2,00;TRUE
347,00;AAA143c003;AAA198f001;AAA001u001;3,00;FALSE
348,00;AAA143c003;AAA000f001;;4,00;FALSE
349,00;AAA144c004;AAA030f001;AAA001u001;1,00;TRUE
350,00;AAA144c004;AAA211f001;AAA001u001;2,00;TRUE
351,00;AAA144c004;AAA210f001;;3,00;TRUE
352,00;AAA144c004;AAA209f001;AAA001u001;4,00;TRUE
353,00;AAA144c004;AAA212f001;AAA013u001;5,00;TRUE
354,00;AAA144c004;AAA213f001;AAA001u001;6,00;TRUE
355,00;AAA145c002;AAA000f001;;1,00;TRUE
356,00;AAA145c002;AAA214f001;AAA001u001;2,00;TRUE
357,00;AAA145c002;AAA215f001;AAA001u001;3,00;TRUE
358,00;AAA145c002;AAA216f001;AAA001u001;4,00;TRUE
359,00;AAA145c002;AAA218f001;;5,00;TRUE
360,00;AAA145c002;AAA217f001;AAA001u001;6,00;TRUE
361,00;AAA145c002;AAA152f001;AAA001u001;7,00;TRUE
362,00;AAA145c002;AAA219f001;;8,00;TRUE
363,00;AAA145c002;AAA220f001;;9,00;TRUE
364,00;AAA146c002;AAA000f001;;1,00;TRUE
365,00;AAA146c002;AAA214f001;AAA001u001;2,00;TRUE
366,00;AAA146c002;AAA215f001;AAA001u001;3,00;TRUE
367,00;AAA146c002;AAA216f001;AAA001u001;4,00;TRUE
368,00;AAA146c002;AAA217f001;AAA001u001;5,00;TRUE
369,00;AAA146c002;AAA152f001;AAA001u001;6,00;TRUE
370,00;AAA146c002;AAA218f001;;7,00;TRUE
371,00;AAA146c002;AAA219f001;;8,00;TRUE
372,00;AAA146c002;AAA221f001;;9,00;TRUE
373,00;AAA146c002;AAA222f001;AAA001u001;10,00;FALSE
374,00;AAA146c002;AAA223f001;;11,00;FALSE
375,00;AAA146c002;AAA224f001;AAA001u001;12,00;FALSE
376,00;AAA146c002;AAA225f001;;13,00;FALSE
377,00;AAA146c002;AAA227f001;;14,00;FALSE
378,00;AAA147c002;AAA000f001;;1,00;TRUE
379,00;AAA147c002;AAA214f001;AAA001u001;2,00;TRUE
380,00;AAA147c002;AAA215f001;AAA001u001;3,00;TRUE
381,00;AAA147c002;AAA217f001;AAA001u001;4,00;TRUE
382,00;AAA147c002;AAA216f001;AAA001u001;5,00;TRUE
383,00;AAA147c002;AAA152f001;AAA001u001;6,00;TRUE
384,00;AAA147c002;AAA218f001;;7,00;TRUE
385,00;AAA147c002;AAA226f001;AAA001u001;8,00;TRUE
386,00;AAA147c002;AAA219f001;;9,00;TRUE
387,00;AAA148c002;AAA219f001;;1,00;TRUE
388,00;AAA148c002;AAA000f001;;2,00;TRUE
389,00;AAA148c002;AAA218f001;;3,00;TRUE
390,00;AAA148c002;AAA217f001;AAA001u001;4,00;TRUE
391,00;AAA148c002;AAA214f001;AAA001u001;5,00;TRUE
392,00;AAA148c002;AAA216f001;AAA001u001;6,00;TRUE
393,00;AAA148c002;AAA152f001;AAA001u001;7,00;TRUE
394,00;AAA148c002;AAA215f001;AAA001u001;8,00;TRUE
395,00;AAA149c002;AAA000f001;;1,00;TRUE
396,00;AAA149c002;AAA218f001;;2,00;TRUE
397,00;AAA149c002;AAA214f001;AAA001u001;3,00;TRUE
398,00;AAA149c002;AAA216f001;AAA001u001;4,00;TRUE
399,00;AAA149c002;AAA215f001;AAA001u001;5,00;TRUE
400,00;AAA149c002;AAA222f001;AAA001u001;6,00;TRUE
401,00;AAA149c002;AAB597f001;AAA008u001;7,00;TRUE
402,00;AAA149c002;AAA152f001;AAA001u001;8,00;TRUE
403,00;AAA149c002;AAA228f001;;9,00;TRUE
404,00;AAA149c002;AAA219f001;;10,00;FALSE
405,00;AAA149c002;AAA229f001;AAA012u001;11,00;FALSE
406,00;AAA149c002;AAA230f001;AAA032u001;12,00;FALSE
407,00;AAA151c002;AAA214f001;AAA001u001;1,00;TRUE
408,00;AAA151c002;AAA235f001;AAA001u001;2,00;TRUE
409,00;AAA151c002;AAA216f001;AAA001u001;3,00;TRUE
410,00;AAA151c002;AAA256f001;AAA001u001;4,00;TRUE
411,00;AAA151c002;AAA000f001;;5,00;TRUE
412,00;AAA151c002;AAA215f001;AAA001u001;6,00;TRUE
413,00;AAA151c002;AAA232f001;;7,00;TRUE
414,00;AAA151c002;AAA219f001;;8,00;TRUE
415,00;AAA151c002;AAA233f001;;9,00;TRUE
416,00;AAA151c002;AAA234f001;;10,00;TRUE
417,00;AAA151c002;AAA218f001;;11,00;FALSE
418,00;AAA151c002;AAA217f001;AAA001u001;12,00;FALSE
419,00;AAA151c002;AAA152f001;AAA001u001;13,00;FALSE
420,00;AAA151c002;AAA231f001;AAA001u001;14,00;FALSE
421,00;AAA151c002;AAA222f001;AAA001u001;15,00;FALSE
422,00;AAA152c002;AAA000f001;;1,00;TRUE
423,00;AAA152c002;AAA219f001;;2,00;TRUE
424,00;AAA152c002;AAA222f001;AAA001u001;3,00;TRUE
425,00;AAA152c002;AAA215f001;AAA001u001;4,00;TRUE
426,00;AAA152c002;AAA218f001;;5,00;FALSE
427,00;AAA152c002;AAA152f001;AAA001u001;6,00;TRUE
428,00;AAA152c002;AAA214f001;AAA001u001;7,00;TRUE
429,00;AAA152c002;AAA216f001;AAA001u001;8,00;TRUE
430,00;AAA152c002;AAA236f001;AAA001u001;9,00;TRUE
431,00;AAA152c002;AAA235f001;AAA001u001;10,00;FALSE
432,00;AAA152c002;AAA237f001;;11,00;FALSE
433,00;AAA152c002;AAA225f001;;12,00;FALSE
434,00;AAA153c002;AAA000f001;;1,00;FALSE
435,00;AAA153c002;AAA218f001;;2,00;TRUE
436,00;AAA153c002;AAA152f001;AAA001u001;3,00;TRUE
437,00;AAA153c002;AAA151f001;AAA001u001;4,00;TRUE
438,00;AAA153c002;AAA236f001;AAA001u001;5,00;TRUE
439,00;AAA153c002;AAA206f001;AAA001u001;6,00;TRUE
440,00;AAA153c002;AAA215f001;AAA001u001;7,00;TRUE
441,00;AAA153c002;AAA216f001;AAA001u001;8,00;TRUE
442,00;AAA153c002;AAA219f001;;9,00;TRUE
443,00;AAA154c002;AAA215f001;AAA001u001;1,00;TRUE
444,00;AAA154c002;AAA218f001;;2,00;TRUE
445,00;AAA154c002;AAA151f001;AAA001u001;3,00;TRUE
446,00;AAA154c002;AAA152f001;AAA001u001;4,00;TRUE
447,00;AAA154c002;AAA219f001;;5,00;TRUE
448,00;AAA154c002;AAA000f001;;6,00;TRUE
449,00;AAA154c002;AAA229f001;AAA012u001;7,00;TRUE
450,00;AAA154c002;AAA230f001;AAA032u001;8,00;TRUE
451,00;AAA154c002;AAA214f001;AAA001u001;9,00;TRUE
452,00;AAA154c002;AAA216f001;AAA001u001;10,00;FALSE
